"繁"	"简"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"								
"巍"	"巍"	"ɦi22"	"yi2"	"~塔（江苏昆山地名）。"	2	22		"y"	"i"	"ɦ"	"i"			
"揮"	"挥"	"ɸe53"	"fe1"		1	53		"f"	"e"	"ɸ"	"e"			
"輝"	"辉"	"ɸe53"	"fe1"		1	53		"f"	"e"	"ɸ"	"e"			
"徽"	"徽"	"ɸe53"	"fe1"		1	53		"f"	"e"	"ɸ"	"e"			
"威"	"威"	"βe53"	"ve1"		1	53		"v"	"e"	"β"	"e"			
"畏"	"畏"	"βe35"	"ve5"		5	35		"v"	"e"	"β"	"e"			
"慰"	"慰"	"βe35"	"ve5"		5	35		"v"	"e"	"β"	"e"			
"違"	"违"	"βe22"	"ve2"		2	22		"v"	"e"	"β"	"e"			
"圍"	"围"	"ɦy22"	"yiu2"	"【白读】~巾。"	2	22		"y"	"iu"	"ɦ"	"y"			
"圍"	"围"	"βe22"	"ve2"	"【文读】包~；~棋；~墙。"	2	22		"v"	"e"	"β"	"e"			
"偉"	"伟"	"βe213"	"ve4"		4	213		"v"	"e"	"β"	"e"			
"葦"	"苇"	"βe213"	"ve4"		4	213		"v"	"e"	"β"	"e"			
"緯"	"纬"	"ɦy213"	"yiu4"	"【白读】~线；~纱。"	4	213		"y"	"iu"	"ɦ"	"y"			
"緯"	"纬"	"βe213"	"ve4"	"【文读】经~；~度。"	4	213		"v"	"e"	"β"	"e"			
"胃"	"胃"	"βe13"	"ve6"		6	13		"v"	"e"	"β"	"e"			
"謂"	"谓"	"βe13"	"ve6"		6	13		"v"	"e"	"β"	"e"			
"匯"	"汇"	"βe13"	"ve6"	"~集；~合。"	6	13		"v"	"e"	"β"	"e"			
"褒"	"褒"	"ɓɔ53"	"pau1"		1	53		"p"	"au"	"ɓ"	"ɔ"			
"寶"	"宝"	"ɓɔ44"	"pau3"		3	44		"p"	"au"	"ɓ"	"ɔ"			
"保"	"保"	"ɓɔ44"	"pau3"		3	44		"p"	"au"	"ɓ"	"ɔ"			
"堡"	"堡"	"ɓɔ44"	"pau3"		3	44		"p"	"au"	"ɓ"	"ɔ"			
"堡"	"堡"	"ɓu44"	"pu3"	"【白读】~镇（上海崇明地名）。"	3	44		"p"	"u"	"ɓ"	"u"			
"報"	"报"	"ɓɔ35"	"pau5"		5	35		"p"	"au"	"ɓ"	"ɔ"			
"袍"	"袍"	"bɔ22"	"bau2"		2	22		"b"	"au"	"b"	"ɔ"			
"抱"	"抱"	"bɔ213"	"bau4"		4	213		"b"	"au"	"b"	"ɔ"			
"暴"	"暴"	"bɔ13"	"bau6"		6	13		"b"	"au"	"b"	"ɔ"			
"毛"	"毛"	"mɔ22"	"mau2"		2	22		"m"	"au"	"m"	"ɔ"			
"冒"	"冒"	"mɔ13"	"mau6"		6	13		"m"	"au"	"m"	"ɔ"			
"帽"	"帽"	"mɔ13"	"mau6"		6	13		"m"	"au"	"m"	"ɔ"			
"刀"	"刀"	"ɗɔ53"	"tau1"		1	53		"t"	"au"	"ɗ"	"ɔ"			
"島"	"岛"	"ɗɔ44"	"tau3"		3	44		"t"	"au"	"ɗ"	"ɔ"			
"倒"	"倒"	"ɗɔ44"	"tau3"		3	44		"t"	"au"	"ɗ"	"ɔ"			
"倒"	"倒"	"ɗɔ35"	"tau5"		5	35		"t"	"au"	"ɗ"	"ɔ"			
"到"	"到"	"ɗɔ35"	"tau5"		5	35		"t"	"au"	"ɗ"	"ɔ"			
"滔"	"滔"	"tʰɔ53"	"thau1"		1	53		"th"	"au"	"tʰ"	"ɔ"			
"掏"	"掏"	"tʰɔ53"	"thau1"		1	53		"th"	"au"	"tʰ"	"ɔ"			
"掏"	"掏"	"dɔ22"	"dau2"		2	22		"d"	"au"	"d"	"ɔ"			
"討"	"讨"	"tʰɔ44"	"thau3"		3	44		"th"	"au"	"tʰ"	"ɔ"			
"套"	"套"	"tʰɔ35"	"thau5"		5	35		"th"	"au"	"tʰ"	"ɔ"			
"濤"	"涛"	"dɔ22"	"dau2"		2	22		"d"	"au"	"d"	"ɔ"			
"桃"	"桃"	"dɔ22"	"dau2"		2	22		"d"	"au"	"d"	"ɔ"			
"逃"	"逃"	"dɔ22"	"dau2"		2	22		"d"	"au"	"d"	"ɔ"			
"陶"	"陶"	"dɔ22"	"dau2"		2	22		"d"	"au"	"d"	"ɔ"			
"道"	"道"	"dɔ213"	"dau4"		4	213		"d"	"au"	"d"	"ɔ"			
"稻"	"稻"	"dɔ213"	"dau4"		4	213		"d"	"au"	"d"	"ɔ"			
"導"	"导"	"dɔ13"	"dau6"		6	13		"d"	"au"	"d"	"ɔ"			
"盜"	"盗"	"dɔ13"	"dau6"		6	13		"d"	"au"	"d"	"ɔ"			
"腦"	"脑"	"nɔ213"	"nau4"		4	213		"n"	"au"	"n"	"ɔ"			
"惱"	"恼"	"nɔ213"	"nau4"		4	213		"n"	"au"	"n"	"ɔ"			
"撈"	"捞"	"lɔ53"	"lau1"		1	53		"l"	"au"	"l"	"ɔ"			
"勞"	"劳"	"lɔ22"	"lau2"		2	22		"l"	"au"	"l"	"ɔ"			
"牢"	"牢"	"lɔ22"	"lau2"		2	22		"l"	"au"	"l"	"ɔ"			
"老"	"老"	"lɔ213"	"lau4"		4	213		"l"	"au"	"l"	"ɔ"			
"老"	"老"	"lɔ53"	"lau1"	"【文读】~师；~兄。"	1	53		"l"	"au"	"l"	"ɔ"			
"澇"	"涝"	"lɔ13"	"lau6"		6	13		"l"	"au"	"l"	"ɔ"			
"遭"	"遭"	"tsɔ53"	"tsau1"		1	53		"ts"	"au"	"ts"	"ɔ"			
"糟"	"糟"	"tsɔ53"	"tsau1"		1	53		"ts"	"au"	"ts"	"ɔ"			
"早"	"早"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"			
"棗"	"枣"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"			
"灶"	"灶"	"tsɔ35"	"tsau5"		5	35		"ts"	"au"	"ts"	"ɔ"			
"操"	"操"	"tsʰɔ53"	"tshau1"	"姓；动词：~持，早~。"	1	53		"tsh"	"au"	"tsʰ"	"ɔ"			
"操"	"操"	"tsʰɔ35"	"tshau5"	"名词：节~，~守，情~。"	5	35		"tsh"	"au"	"tsʰ"	"ɔ"			
"草"	"草"	"tsʰɔ44"	"tshau3"		3	44		"tsh"	"au"	"tsʰ"	"ɔ"			
"糙"	"糙"	"tsʰɔ35"	"tshau5"		5	35		"tsh"	"au"	"tsʰ"	"ɔ"			
"曹"	"曹"	"zɔ22"	"zau2"		2	22		"z"	"au"	"z"	"ɔ"			
"槽"	"槽"	"zɔ22"	"zau2"		2	22		"z"	"au"	"z"	"ɔ"			
"皂"	"皂"	"zɔ213"	"zau4"		4	213		"z"	"au"	"z"	"ɔ"			
"造"	"造"	"zɔ213"	"zau4"		4	213		"z"	"au"	"z"	"ɔ"			
"騒"	"騒"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"			
"掃"	"扫"	"sɔ44"	"sau3"		3	44		"s"	"au"	"s"	"ɔ"			
"嫂"	"嫂"	"sɔ44"	"sau3"		3	44		"s"	"au"	"s"	"ɔ"			
"高"	"高"	"kɔ53"	"kau1"		1	53		"k"	"au"	"k"	"ɔ"			
"膏"	"膏"	"kɔ53"	"kau1"		1	53		"k"	"au"	"k"	"ɔ"			
"糕"	"糕"	"kɔ53"	"kau1"		1	53		"k"	"au"	"k"	"ɔ"			
"羔"	"羔"	"kɔ53"	"kau1"		1	53		"k"	"au"	"k"	"ɔ"			
"稿"	"稿"	"kɔ44"	"kau3"		3	44		"k"	"au"	"k"	"ɔ"			
"告"	"告"	"kɔ35"	"kau5"		5	35		"k"	"au"	"k"	"ɔ"			
"考"	"考"	"kʰɔ44"	"khau3"		3	44		"kh"	"au"	"kʰ"	"ɔ"			
"烤"	"烤"	"kʰɔ44"	"khau3"		3	44		"kh"	"au"	"kʰ"	"ɔ"			
"靠"	"靠"	"kʰɔ35"	"khau5"		5	35		"kh"	"au"	"kʰ"	"ɔ"			
"熬"	"熬"	"ŋɔ22"	"ngau2"		2	22		"ng"	"au"	"ŋ"	"ɔ"			
"傲"	"傲"	"ŋɔ13"	"ngau6"		6	13		"ng"	"au"	"ŋ"	"ɔ"			
"好"	"好"	"hɔ44"	"hau3"		3	44		"h"	"au"	"h"	"ɔ"			
"好"	"好"	"hɔ35"	"hau5"		5	35		"h"	"au"	"h"	"ɔ"			
"豪"	"豪"	"ɦɔ22"	"ghau2"		2	22		"gh"	"au"	"ɦ"	"ɔ"			
"毫"	"毫"	"ɦɔ22"	"ghau2"		2	22		"gh"	"au"	"ɦ"	"ɔ"			
"號"	"号"	"ɦɔ22"	"ghau2"		2	22		"gh"	"au"	"ɦ"	"ɔ"			
"號"	"号"	"ɦɔ13"	"ghau6"		6	13		"gh"	"au"	"ɦ"	"ɔ"			
"襖"	"袄"	"ɔ44"	"au3"		3	44			"au"		"ɔ"			
"懊"	"懊"	"ɔ35"	"au5"		5	35			"au"		"ɔ"			
"奧"	"奥"	"ɔ35"	"au5"		5	35			"au"		"ɔ"			
"包"	"包"	"ɓɔ53"	"pau1"		1	53		"p"	"au"	"ɓ"	"ɔ"			
"胞"	"胞"	"ɓɔ53"	"pau1"		1	53		"p"	"au"	"ɓ"	"ɔ"			
"飽"	"饱"	"ɓɔ44"	"pau3"		3	44		"p"	"au"	"ɓ"	"ɔ"			
"豹"	"豹"	"ɓɔ35"	"pau5"		5	35		"p"	"au"	"ɓ"	"ɔ"			
"爆"	"爆"	"ɓɔ35"	"pau5"	"油~虾。"	5	35		"p"	"au"	"ɓ"	"ɔ"			
"爆"	"爆"	"bɔ13"	"bau6"	"~炸。"	6	13		"b"	"au"	"b"	"ɔ"			
"拋"	"抛"	"pʰɔ53"	"phau1"		1	53		"ph"	"au"	"pʰ"	"ɔ"			
"泡"	"泡"	"pʰɔ53"	"phau1"		1	53		"ph"	"au"	"pʰ"	"ɔ"			
"泡"	"泡"	"pʰɔ35"	"phau5"		5	35		"ph"	"au"	"pʰ"	"ɔ"			
"砲"	"砲"	"pʰɔ35"	"phau5"		5	35		"ph"	"au"	"pʰ"	"ɔ"			
"炮"	"炮"	"pʰɔ35"	"phau5"		5	35		"ph"	"au"	"pʰ"	"ɔ"			
"炮"	"炮"	"bɔ22"	"bau2"		2	22		"b"	"au"	"b"	"ɔ"			
"跑"	"跑"	"bɔ22"	"bau2"		2	22		"b"	"au"	"b"	"ɔ"			
"鮑"	"鲍"	"bɔ213"	"bau4"		4	213		"b"	"au"	"b"	"ɔ"			
"刨"	"刨"	"bɔ13"	"bau6"		6	13		"b"	"au"	"b"	"ɔ"			
"貓"	"猫"	"mɔ22"	"mau2"		2	22		"m"	"au"	"m"	"ɔ"			
"貓"	"猫"	"mã22"	"man2"	"“猫”的儿化音。"	2	22		"m"	"an"	"m"	"ã"			
"茅"	"茅"	"mɔ22"	"mau2"		2	22		"m"	"au"	"m"	"ɔ"			
"錨"	"锚"	"mɔ22"	"mau2"		2	22		"m"	"au"	"m"	"ɔ"			
"卯"	"卯"	"mɔ213"	"mau4"		4	213		"m"	"au"	"m"	"ɔ"			
"鉚"	"铆"	"mɔ213"	"mau4"		4	213		"m"	"au"	"m"	"ɔ"			
"泖"	"泖"	"mɔ213"	"mau4"	"~口（浙江平湖地名）；~湾（上海金山地名）。"	4	213		"m"	"au"	"m"	"ɔ"			
"泖"	"泖"	"mo213"	"mo4"	"~港（上海松江地名）；横~头（上海金山地名）。"	4	213		"m"	"o"	"m"	"o"			
"貌"	"貌"	"mɔ13"	"mau6"		6	13		"m"	"au"	"m"	"ɔ"			
"撓"	"挠"	"nɔ22"	"nau2"		2	22		"n"	"au"	"n"	"ɔ"			
"鬧"	"闹"	"nɔ13"	"nau6"		6	13		"n"	"au"	"n"	"ɔ"			
"罩"	"罩"	"tsɔ35"	"tsau5"		5	35		"ts"	"au"	"ts"	"ɔ"			
"抓"	"抓"	"tsɔ53"	"tsau1"	"【白读】~痒。"	1	53		"ts"	"au"	"ts"	"ɔ"			
"抓"	"抓"	"tsiɔ53"	"tsiau1"	"~牌。"	1	53		"ts"	"iau"	"ts"	"iɔ"			
"抓"	"抓"	"tsɑ53"	"tsa1"	"【文读】~紧。"	1	53		"ts"	"a"	"ts"	"ɑ"			
"爪"	"爪"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"			
"找"	"找"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"			
"抄"	"抄"	"tsʰɔ53"	"tshau1"		1	53		"tsh"	"au"	"tsʰ"	"ɔ"			
"炒"	"炒"	"tsʰɔ44"	"tshau3"		3	44		"tsh"	"au"	"tsʰ"	"ɔ"			
"吵"	"吵"	"tsʰɔ44"	"tshau3"		3	44		"tsh"	"au"	"tsʰ"	"ɔ"			
"巢"	"巢"	"ziɔ22"	"ziau2"		2	22		"z"	"iau"	"z"	"iɔ"			
"嘲"	"嘲"	"zɔ22"	"zau2"	"~笑。"	2	22		"z"	"au"	"z"	"ɔ"			
"梢"	"梢"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"			
"捎"	"捎"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"			
"稍"	"稍"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"			
"交"	"交"	"kɔ53"	"kau1"	"【白读】"	1	53		"k"	"au"	"k"	"ɔ"			
"交"	"交"	"tɕiɔ53"	"ciau1"	"【文读】~通。"	1	53		"c"	"iau"	"tɕ"	"iɔ"			
"郊"	"郊"	"tɕiɔ53"	"ciau1"	"【文读】~区。"	1	53		"c"	"iau"	"tɕ"	"iɔ"			
"膠"	"胶"	"kɔ53"	"kau1"	"【白读】~水。"	1	53		"k"	"au"	"k"	"ɔ"			
"膠"	"胶"	"tɕiɔ53"	"ciau1"	"【文读】~州（山东地名）。"	1	53		"c"	"iau"	"tɕ"	"iɔ"			
"教"	"教"	"kɔ53"	"kau1"	"~书。"	1	53		"k"	"au"	"k"	"ɔ"			
"絞"	"绞"	"kɔ44"	"kau3"	"【白读】~圈（一种本地传统房屋形式）。"	3	44		"k"	"au"	"k"	"ɔ"			
"絞"	"绞"	"tɕiɔ44"	"ciau3"	"【文读】~刑。"	3	44		"c"	"iau"	"tɕ"	"iɔ"			
"絞"	"绞"	"gɔ213"	"gau4"	"~丝旁；~捩棒（麻花）。"	4	213		"g"	"au"	"g"	"ɔ"			
"狡"	"狡"	"tɕiɔ44"	"ciau3"	"【文读】~猾。"	3	44		"c"	"iau"	"tɕ"	"iɔ"			
"攪"	"搅"	"kɔ44"	"kau3"	"【白读】"	3	44		"k"	"au"	"k"	"ɔ"			
"攪"	"搅"	"tɕiɔ44"	"ciau3"	"【文读】"	3	44		"c"	"iau"	"tɕ"	"iɔ"			
"攪"	"搅"	"gɔ213"	"gau4"	"同“搞”。"	4	213		"g"	"au"	"g"	"ɔ"			
"搞"	"搞"	"gɔ213"	"gau4"	"同“搅”。"	4	213		"g"	"au"	"g"	"ɔ"			
"教"	"教"	"kɔ35"	"kau5"	"【白读】~化。"	5	35		"k"	"au"	"k"	"ɔ"			
"教"	"教"	"tɕiɔ35"	"ciau5"	"【文读】~育；~堂。"	5	35		"c"	"iau"	"tɕ"	"iɔ"			
"酵"	"酵"	"kɔ35"	"kau5"	"【白读】发~。"	5	35		"k"	"au"	"k"	"ɔ"			
"酵"	"酵"	"tɕiɔ35"	"ciau5"	"【文读】~素。"	5	35		"c"	"iau"	"tɕ"	"iɔ"			
"校"	"校"	"kɔ35"	"kau5"	"【白读】~正；~准；~秤。"	5	35		"k"	"au"	"k"	"ɔ"			
"校"	"校"	"tɕiɔ35"	"ciau5"	"【文读】~对；上~。"	5	35		"c"	"iau"	"tɕ"	"iɔ"			
"校"	"校"	"ɦiɔ13"	"yau6"	"【文读】学~；~长。"	6	13		"y"	"au"	"ɦ"	"iɔ"			
"較"	"较"	"tɕiɔ35"	"ciau5"		5	35		"c"	"iau"	"tɕ"	"iɔ"			
"敲"	"敲"	"kʰɔ53"	"khau1"		1	53		"kh"	"au"	"kʰ"	"ɔ"			
"巧"	"巧"	"kʰɔ44"	"khau3"	"【白读】~果。"	3	44		"kh"	"au"	"kʰ"	"ɔ"			
"巧"	"巧"	"tɕʰiɔ44"	"chiau3"	"【文读】"	3	44		"ch"	"iau"	"tɕʰ"	"iɔ"			
"咬"	"咬"	"ŋɔ213"	"ngau4"		4	213		"ng"	"au"	"ŋ"	"ɔ"			
"孝"	"孝"	"hɔ35"	"hau5"	"【白读】戴~。"	5	35		"h"	"au"	"h"	"ɔ"			
"孝"	"孝"	"ɕiɔ35"	"shiau5"	"【文读】~顺。"	5	35		"sh"	"iau"	"ɕ"	"iɔ"			
"淆"	"淆"	"ɦiɔ22"	"yau2"		2	22		"y"	"au"	"ɦ"	"iɔ"			
"效"	"效"	"ɦiɔ13"	"yau6"		6	13		"y"	"au"	"ɦ"	"iɔ"			
"鎬"	"镐"	"ɦɔ213"	"ghau4"	"~京（古都名，在今陕西西安）。"	4	213		"gh"	"au"	"ɦ"	"ɔ"			
"鎬"	"镐"	"kɔ44"	"kau3"	"挖土的工具：洋~。"	3	44		"k"	"au"	"k"	"ɔ"			
"標"	"标"	"ɓiɔ53"	"piau1"		1	53		"p"	"iau"	"ɓ"	"iɔ"			
"表"	"表"	"ɓiɔ44"	"piau3"	"~面。"	3	44		"p"	"iau"	"ɓ"	"iɔ"			
"飄"	"飘"	"pʰiɔ53"	"phiau1"		1	53		"ph"	"iau"	"pʰ"	"iɔ"			
"漂"	"漂"	"pʰiɔ53"	"phiau1"		1	53		"ph"	"iau"	"pʰ"	"iɔ"			
"漂"	"漂"	"pʰiɔ35"	"phiau5"		5	35		"ph"	"iau"	"pʰ"	"iɔ"			
"票"	"票"	"pʰiɔ35"	"phiau5"		5	35		"ph"	"iau"	"pʰ"	"iɔ"			
"嫖"	"嫖"	"biɔ22"	"biau2"		2	22		"b"	"iau"	"b"	"iɔ"			
"苗"	"苗"	"miɔ22"	"miau2"		2	22		"m"	"iau"	"m"	"iɔ"			
"描"	"描"	"miɔ22"	"miau2"		2	22		"m"	"iau"	"m"	"iɔ"			
"秒"	"秒"	"miɔ213"	"miau4"		4	213		"m"	"iau"	"m"	"iɔ"			
"渺"	"渺"	"miɔ213"	"miau4"		4	213		"m"	"iau"	"m"	"iɔ"			
"廟"	"庙"	"miɔ13"	"miau6"		6	13		"m"	"iau"	"m"	"iɔ"			
"妙"	"妙"	"miɔ13"	"miau6"		6	13		"m"	"iau"	"m"	"iɔ"			
"燎"	"燎"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"療"	"疗"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"焦"	"焦"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"			
"蕉"	"蕉"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"			
"椒"	"椒"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"			
"鍬"	"锹"	"tsʰiɔ53"	"tshiau1"		1	53		"tsh"	"iau"	"tsʰ"	"iɔ"			
"繰"	"缲"	"tsʰiɔ53"	"tshiau1"		1	53		"tsh"	"iau"	"tsʰ"	"iɔ"			
"消"	"消"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"宵"	"宵"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"霄"	"霄"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"銷"	"销"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"小"	"小"	"siɔ44"	"siau3"		3	44		"s"	"iau"	"s"	"iɔ"			
"笑"	"笑"	"siɔ35"	"siau5"		5	35		"s"	"iau"	"s"	"iɔ"			
"朝"	"朝"	"tsɔ53"	"tsau1"	"明~（明天）。"	1	53		"ts"	"au"	"ts"	"ɔ"			
"朝"	"朝"	"zɔ22"	"zau2"	"~鲜；~向；~代。"	2	22		"z"	"au"	"z"	"ɔ"			
"超"	"超"	"tsʰɔ53"	"tshau1"		1	53		"tsh"	"au"	"tsʰ"	"ɔ"			
"潮"	"潮"	"zɔ22"	"zau2"		2	22		"z"	"au"	"z"	"ɔ"			
"趙"	"赵"	"zɔ213"	"zau4"		4	213		"z"	"au"	"z"	"ɔ"			
"兆"	"兆"	"zɔ213"	"zau4"		4	213		"z"	"au"	"z"	"ɔ"			
"昭"	"昭"	"tsɔ53"	"tsau1"		1	53		"ts"	"au"	"ts"	"ɔ"			
"照"	"照"	"tsɔ35"	"tsau5"		5	35		"ts"	"au"	"ts"	"ɔ"			
"少"	"少"	"sɔ35"	"sau5"	"~年。"	5	35		"s"	"au"	"s"	"ɔ"			
"少"	"少"	"sɔ44"	"sau3"	"多~。"	3	44		"s"	"au"	"s"	"ɔ"			
"紹"	"绍"	"zɔ213"	"zau4"		4	213		"z"	"au"	"z"	"ɔ"			
"邵"	"邵"	"zɔ13"	"zau6"		6	13		"z"	"au"	"z"	"ɔ"			
"饒"	"饶"	"ȵiɔ22"	"gniau2"		2	22		"gn"	"iau"	"ȵ"	"iɔ"			
"繞"	"绕"	"ȵiɔ13"	"gniau6"		6	13		"gn"	"iau"	"ȵ"	"iɔ"			
"喬"	"乔"	"dʑiɔ22"	"jiau2"		2	22		"j"	"iau"	"dʑ"	"iɔ"			
"橋"	"桥"	"dʑiɔ22"	"jiau2"		2	22		"j"	"iau"	"dʑ"	"iɔ"			
"僑"	"侨"	"dʑiɔ22"	"jiau2"		2	22		"j"	"iau"	"dʑ"	"iɔ"			
"轎"	"轿"	"dʑiɔ13"	"jiau6"		6	13		"j"	"iau"	"dʑ"	"iɔ"			
"妖"	"妖"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"			
"邀"	"邀"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"			
"要"	"要"	"iɔ53"	"iau1"	"~求。"	1	53			"iau"		"iɔ"			
"要"	"要"	"iɔ35"	"iau5"	"重~。"	5	35			"iau"		"iɔ"			
"揺"	"揺"	"ɦiɔ22"	"yau2"		2	22		"y"	"au"	"ɦ"	"iɔ"			
"謠"	"谣"	"ɦiɔ22"	"yau2"		2	22		"y"	"au"	"ɦ"	"iɔ"			
"窯"	"窑"	"ɦiɔ22"	"yau2"		2	22		"y"	"au"	"ɦ"	"iɔ"			
"姚"	"姚"	"ɦiɔ22"	"yau2"		2	22		"y"	"au"	"ɦ"	"iɔ"			
"舀"	"舀"	"ɦiɔ213"	"yau4"		4	213		"y"	"au"	"ɦ"	"iɔ"			
"耀"	"耀"	"ɦiɔ13"	"yau6"		6	13		"y"	"au"	"ɦ"	"iɔ"			
"鷂"	"鹞"	"ɦiɔ13"	"yau6"		6	13		"y"	"au"	"ɦ"	"iɔ"			
"刁"	"刁"	"ɗiɔ53"	"tiau1"		1	53		"t"	"iau"	"ɗ"	"iɔ"			
"貂"	"貂"	"ɗiɔ53"	"tiau1"		1	53		"t"	"iau"	"ɗ"	"iɔ"			
"雕"	"雕"	"ɗiɔ53"	"tiau1"		1	53		"t"	"iau"	"ɗ"	"iɔ"			
"鳥"	"鸟"	"ɗiɔ44"	"tiau3"		3	44		"t"	"iau"	"ɗ"	"iɔ"			
"鳥"	"鸟"	"ȵiɔ44"	"gniau3"	"模仿北方官话的发音。"	3	44		"gn"	"iau"	"ȵ"	"iɔ"			
"釣"	"钓"	"ɗiɔ35"	"tiau5"		5	35		"t"	"iau"	"ɗ"	"iɔ"			
"吊"	"吊"	"ɗiɔ35"	"tiau5"		5	35		"t"	"iau"	"ɗ"	"iɔ"			
"挑"	"挑"	"tʰiɔ53"	"thiau1"		1	53		"th"	"iau"	"tʰ"	"iɔ"			
"跳"	"跳"	"tʰiɔ35"	"thiau5"		5	35		"th"	"iau"	"tʰ"	"iɔ"			
"條"	"条"	"diɔ22"	"diau2"		2	22		"d"	"iau"	"d"	"iɔ"			
"調"	"调"	"diɔ22"	"diau2"		2	22		"d"	"iau"	"d"	"iɔ"			
"調"	"调"	"diɔ13"	"diau6"		6	13		"d"	"iau"	"d"	"iɔ"			
"掉"	"掉"	"diɔ13"	"diau6"		6	13		"d"	"iau"	"d"	"iɔ"			
"尿"	"尿"	"ȵiɔ44"	"gniau3"	"~素；糖~病。"	3	44		"gn"	"iau"	"ȵ"	"iɔ"			
"尿"	"尿"	"sɿ53"	"sy1"	"拆~（小便）。"	1	53		"s"	"y"	"s"	"ɿ"			
"遼"	"辽"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"聊"	"聊"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"撩"	"撩"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"寥"	"寥"	"liɔ22"	"liau2"		2	22		"l"	"iau"	"l"	"iɔ"			
"了"	"了"	"liɔ213"	"liau4"		4	213		"l"	"iau"	"l"	"iɔ"			
"料"	"料"	"liɔ13"	"liau6"		6	13		"l"	"iau"	"l"	"iɔ"			
"蕭"	"萧"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"簫"	"箫"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"			
"澆"	"浇"	"tɕiɔ53"	"ciau1"		1	53		"c"	"iau"	"tɕ"	"iɔ"			
"繳"	"缴"	"kɔ53"	"kau1"	"【白读】~费。"	1	53		"k"	"au"	"k"	"ɔ"			
"繳"	"缴"	"tɕiɔ53"	"ciau1"	"【文读】~枪。"	1	53		"c"	"iau"	"tɕ"	"iɔ"			
"叫"	"叫"	"tɕiɔ35"	"ciau5"		5	35		"c"	"iau"	"tɕ"	"iɔ"			
"叫"	"叫"	"kɔ35"	"kau5"	"~花子。"	5	35		"k"	"au"	"k"	"ɔ"			
"曉"	"晓"	"ɕiɔ44"	"shiau3"	"【文读】"	3	44		"sh"	"iau"	"ɕ"	"iɔ"			
"曉"	"晓"	"hɔ44"	"hau3"	"【白读】~得。"	3	44		"h"	"au"	"h"	"ɔ"			
"麼"	"幺"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"			
"剖"	"剖"	"pʰe35"	"phe5"		5	35		"ph"	"e"	"pʰ"	"e"			
"剖"	"剖"	"pʰu35"	"phu5"	"~开。"	5	35		"ph"	"u"	"pʰ"	"u"			
"某"	"某"	"mɤ213"	"meu4"		4	213		"m"	"eu"	"m"	"ɤ"			
"母"	"母"	"mu53"	"mu1"	"【文读】~亲。"	1	53		"m"	"u"	"m"	"u"			
"母"	"母"	"mu213"	"mu4"		4	213		"m"	"u"	"m"	"u"			
"母"	"母"	"m̩213"	"m4"	"【白读】丈~；伯~。"	4	213			"m"		"m̩"			
"姆"	"姆"	"mu213"	"mu4"	"【文读】保~。"	4	213		"m"	"u"	"m"	"u"			
"姆"	"姆"	"m̩53"	"m1"	"【白读】~妈（母亲）。"	1	53			"m"		"m̩"			
"畝"	"亩"	"mɤ213"	"meu4"	"【文读】~产。"	4	213		"m"	"eu"	"m"	"ɤ"			
"畝"	"亩"	"m̩213"	"m4"	"【白读】面积单位。"	4	213			"m"		"m̩"			
"拇"	"拇"	"mu53"	"mu1"		1	53		"m"	"u"	"m"	"u"			
"茂"	"茂"	"mɤ13"	"meu6"		6	13		"m"	"eu"	"m"	"ɤ"			
"貿"	"贸"	"mɤ13"	"meu6"		6	13		"m"	"eu"	"m"	"ɤ"			
