"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"	""	""	""	""	""
"uen"	"wə̯ȵ̍"	"3"	"穩"	""	""
"uen"	"wə̯ȵ̍"	"3"	"稳"	""	""
"uen"	"wə̯ȵ̍"	"3"	"緼"	""	""
"uen"	"wə̯ȵ̍"	"3"	"缊"	""	""
"uen"	"wə̯ȵ̍"	"3"	"藴"	""	""
"uen"	"wə̯ȵ̍"	"3"	"蕴"	""	""
"uen"	"wə̯ȵ̍"	"3"	"醖"	""	""
"uen"	"wə̯ȵ̍"	"3"	"蕰"	""	""
"uen"	"wə̯ȵ̍"	"3"	"韞"	""	""
"uen"	"wə̯ȵ̍"	"3"	"稔"	""	""
"uen"	"wə̯ȵ̍"	"5"	"文"	""	""
"uen"	"wə̯ȵ̍"	"5"	"抆"	""	""
"uen"	"wə̯ȵ̍"	"5"	"汶"	""	""
"uen"	"wə̯ȵ̍"	"5"	"紊"	""	""
"uen"	"wə̯ȵ̍"	"5"	"免"	""	""
"uen"	"wə̯ȵ̍"	"5"	"俛"	""	""
"uen"	"wə̯ȵ̍"	"5"	"絻"	""	""
"uen"	"wə̯ȵ̍"	"5"	"問"	""	""
"uen"	"wə̯ȵ̍"	"5"	"问"	""	""
"uen"	"wə̯ȵ̍"	"5"	"聞"	""	""
"uen"	"wə̯ȵ̍"	"5"	"闻"	""	""
"uen"	"wə̯ȵ̍"	"5"	"揾"	""	""
"uen"	"wə̯ȵ̍"	"5"	"愠"	""	""
"uen"	"wə̯ȵ̍"	"6"	"問"	""	""
"uen"	"wə̯ȵ̍"	"6"	"问"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"均"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"鈞"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"钧"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"汮"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"君"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"莙"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"桾"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"軍"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"军"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"皸"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"皲"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"龜"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"龟"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"囷"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"箘"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"麇"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"麕"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"旬"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"諄"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"谆"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"淳"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"稕"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"屯"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"肫"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"迍"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"窀"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"坰"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"扃"	""	""
"zhyn"	"tɕɥȵ̍"	"1"	"駉"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"羣"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"群"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"裙"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"帬"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"裠"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"宭"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"頵"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"蒓"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"莼"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"蓴"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"煢"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"茕"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"惸"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"瓊"	""	""
"zhyn"	"tɕɥȵ̍"	"2"	"璚"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"准"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"準"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"隼"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"埻"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"純"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"纯"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"褧"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"窘"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"熲"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"颎"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"炅"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"煚"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"扃"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"迥"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"泂"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"炯"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"冋"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"絅"	""	""
"zhyn"	"tɕɥȵ̍"	"3"	"䌹"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"郡"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"捃"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"攈"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"攟"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"窘"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"囷"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"菌"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"箘"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"甽"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"圳"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"稕"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"埻"	""	""
"zhyn"	"tɕɥȵ̍"	"5"	"肫"	""	""
"zhyn"	"tɕɥȵ̍"	"6"	"菌"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"傾"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"倾"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"春"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"旾"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"椿"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"杶"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"芚"	""	""
"chyn"	"tɕʰɥȵ̍"	"1"	"輴"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"頃"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"顷"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"䔛"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"檾"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"𦚧"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"春"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"踳"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"惷"	""	""
"chyn"	"tɕʰɥȵ̍"	"3"	"蠢"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"熏"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"燻"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"薰"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"薫"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"勳"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"勛"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"勋"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"獯"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"曛"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"醺"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"纁"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"臐"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"壎"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"塤"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"埙"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"葷"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"荤"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"煇"	""	""
"shyn"	"ɕɥȵ̍"	"1"	"焄"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"淳"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"湻"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"醇"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"醕"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"鶉"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"鹑"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"錞"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"犉"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"純"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"纯"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"蒓"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"莼"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"蓴"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"肫"	""	""
"shyn"	"ɕɥȵ̍"	"2"	"馴"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"盾"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"楯"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"輴"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"瞬"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"夐"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"敻"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"詗"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"诇"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"迥"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"逈"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"扃"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"泂"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"炯"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"烱"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"冋"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"冏"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"絅"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"䌹"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"坰"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"駉"	""	""
"shyn"	"ɕɥȵ̍"	"3"	"褧"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"訓"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"训"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"順"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"顺"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"舜"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"蕣"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"瞬"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"瞚"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"眴"	""	""
"shyn"	"ɕɥȵ̍"	"5"	"䀢"	""	""
"shyn"	"ɕɥȵ̍"	"6"	"順"	""	""
"shyn"	"ɕɥȵ̍"	"6"	"顺"	""	""
"yn"	"ɥȵ̍"	"1"	"氲"	""	""
"yn"	"ɥȵ̍"	"1"	"緼"	""	""
"yn"	"ɥȵ̍"	"1"	"缊"	""	""
"yn"	"ɥȵ̍"	"1"	"蒀"	""	""
"yn"	"ɥȵ̍"	"1"	"煴"	""	""
"yn"	"ɥȵ̍"	"1"	"暈"	""	""
"yn"	"ɥȵ̍"	"1"	"晕"	""	""
"yn"	"ɥȵ̍"	"1"	"涒"	""	""
"yn"	"ɥȵ̍"	"1"	"贇"	""	""
"yn"	"ɥȵ̍"	"1"	"赟"	""	""
"yn"	"ɥȵ̍"	"1"	"奫"	""	""
"yn"	"ɥȵ̍"	"2"	"云"	""	""
"yn"	"ɥȵ̍"	"2"	"芸"	""	""
"yn"	"ɥȵ̍"	"2"	"紜"	""	""
"yn"	"ɥȵ̍"	"2"	"纭"	""	""
"yn"	"ɥȵ̍"	"2"	"耘"	""	""
"yn"	"ɥȵ̍"	"2"	"妘"	""	""
"yn"	"ɥȵ̍"	"2"	"沄"	""	""
"yn"	"ɥȵ̍"	"2"	"雲"	""	""
"yn"	"ɥȵ̍"	"2"	"澐"	""	""
"yn"	"ɥȵ̍"	"2"	"蕓"	""	""
"yn"	"ɥȵ̍"	"2"	"匀"	""	""
"yn"	"ɥȵ̍"	"2"	"昀"	""	""
"yn"	"ɥȵ̍"	"2"	"畇"	""	""
"yn"	"ɥȵ̍"	"2"	"筠"	""	""
"yn"	"ɥȵ̍"	"2"	"鋆"	""	""
"yn"	"ɥȵ̍"	"2"	"員"	""	""
"yn"	"ɥȵ̍"	"2"	"员"	""	""
"yn"	"ɥȵ̍"	"2"	"鄖"	""	""
"yn"	"ɥȵ̍"	"2"	"郧"	""	""
"yn"	"ɥȵ̍"	"2"	"䢵"	""	""
"yn"	"ɥȵ̍"	"2"	"篔"	""	""
"yn"	"ɥȵ̍"	"2"	"筼"	""	""
"yn"	"ɥȵ̍"	"2"	"溳"	""	""
"yn"	"ɥȵ̍"	"2"	"涢"	""	""
"yn"	"ɥȵ̍"	"2"	"縜"	""	""
"yn"	"ɥȵ̍"	"2"	"營"	""	""
"yn"	"ɥȵ̍"	"2"	"营"	""	""
"yn"	"ɥȵ̍"	"2"	"螢"	""	""
"yn"	"ɥȵ̍"	"2"	"萤"	""	""
"yn"	"ɥȵ̍"	"2"	"塋"	""	""
"yn"	"ɥȵ̍"	"2"	"熒"	""	""
"yn"	"ɥȵ̍"	"2"	"瑩"	""	""
"yn"	"ɥȵ̍"	"2"	"莹"	""	""
"yn"	"ɥȵ̍"	"2"	"嫈"	""	""
"yn"	"ɥȵ̍"	"2"	"縈"	""	""
"yn"	"ɥȵ̍"	"2"	"萦"	""	""
"yn"	"ɥȵ̍"	"2"	"滎"	""	""
"yn"	"ɥȵ̍"	"2"	"禜"	""	""
"yn"	"ɥȵ̍"	"2"	"謍"	""	""
"yn"	"ɥȵ̍"	"2"	"罃"	""	""
"yn"	"ɥȵ̍"	"2"	"瀅"	""	""
"yn"	"ɥȵ̍"	"2"	"滢"	""	""
"yn"	"ɥȵ̍"	"2"	"瀠"	""	""
"yn"	"ɥȵ̍"	"2"	"潆"	""	""
"yn"	"ɥȵ̍"	"2"	"鎣"	""	""
"yn"	"ɥȵ̍"	"2"	"蠑"	""	""
"yn"	"ɥȵ̍"	"2"	"蝾"	""	""
"yn"	"ɥȵ̍"	"2"	"榮"	""	""
"yn"	"ɥȵ̍"	"2"	"荣"	""	""
"yn"	"ɥȵ̍"	"2"	"嶸"	""	""
"yn"	"ɥȵ̍"	"2"	"嵘"	""	""
"yn"	"ɥȵ̍"	"3"	"殞"	""	""
"yn"	"ɥȵ̍"	"3"	"殒"	""	""
"yn"	"ɥȵ̍"	"3"	"隕"	""	""
"yn"	"ɥȵ̍"	"3"	"陨"	""	""
"yn"	"ɥȵ̍"	"3"	"磒"	""	""
"yn"	"ɥȵ̍"	"3"	"霣"	""	""
"yn"	"ɥȵ̍"	"3"	"允"	""	""
"yn"	"ɥȵ̍"	"3"	"狁"	""	""
"yn"	"ɥȵ̍"	"3"	"吮"	""	""
"yn"	"ɥȵ̍"	"3"	"𦧊"	""	""
"yn"	"ɥȵ̍"	"3"	"永"	""	""
"yn"	"ɥȵ̍"	"3"	"尹"	""	""
"yn"	"ɥȵ̍"	"5"	"韻"	""	""
"yn"	"ɥȵ̍"	"5"	"韵"	""	""
"yn"	"ɥȵ̍"	"5"	"均"	""	""
"yn"	"ɥȵ̍"	"5"	"運"	""	""
"yn"	"ɥȵ̍"	"5"	"运"	""	""
"yn"	"ɥȵ̍"	"5"	"暈"	""	""
"yn"	"ɥȵ̍"	"5"	"晕"	""	""
"yn"	"ɥȵ̍"	"5"	"惲"	""	""
"yn"	"ɥȵ̍"	"5"	"恽"	""	""
"yn"	"ɥȵ̍"	"5"	"鄆"	""	""
"yn"	"ɥȵ̍"	"5"	"郓"	""	""
"yn"	"ɥȵ̍"	"5"	"煇"	""	""
"yn"	"ɥȵ̍"	"5"	"餫"	""	""
"yn"	"ɥȵ̍"	"5"	"䩵"	""	""
"yn"	"ɥȵ̍"	"5"	"韗"	""	""
"yn"	"ɥȵ̍"	"5"	"熨"	""	""
"yn"	"ɥȵ̍"	"5"	"䏰"	""	""
"yn"	"ɥȵ̍"	"5"	"愠"	""	""
"yn"	"ɥȵ̍"	"5"	"醖"	""	""
"yn"	"ɥȵ̍"	"5"	"藴"	""	""
"yn"	"ɥȵ̍"	"5"	"蕴"	""	""
"yn"	"ɥȵ̍"	"5"	"韞"	""	""
"yn"	"ɥȵ̍"	"5"	"蕰"	""	""
"yn"	"ɥȵ̍"	"5"	"孕"	""	""
"yn"	"ɥȵ̍"	"5"	"禜"	""	""
"yn"	"ɥȵ̍"	"5"	"醟"	""	""
"yn"	"ɥȵ̍"	"5"	"閏"	""	""
"yn"	"ɥȵ̍"	"5"	"闰"	""	""
"yn"	"ɥȵ̍"	"5"	"潤"	""	""
"yn"	"ɥȵ̍"	"5"	"润"	""	""
"yn"	"ɥȵ̍"	"5"	"瞤"	""	""
"yn"	"ɥȵ̍"	"5"	"詠"	""	""
"yn"	"ɥȵ̍"	"5"	"咏"	""	""
"yn"	"ɥȵ̍"	"5"	"泳"	""	""
"yn"	"ɥȵ̍"	"5"	"孕"	""	""
"yn"	"ɥȵ̍"	"5"	"閏"	""	""
"yn"	"ɥȵ̍"	"5"	"闰"	""	""
"yn"	"ɥȵ̍"	"5"	"潤"	""	""
"yn"	"ɥȵ̍"	"5"	"润"	""	""
"bang"	"paŋ"	"1"	"邦"	""	""
"bang"	"paŋ"	"1"	"梆"	""	""
"bang"	"paŋ"	"1"	"帮"	""	""
"bang"	"paŋ"	"1"	"幫"	""	""
"bang"	"paŋ"	"1"	"滨"	""	""
"bang"	"paŋ"	"1"	"彭"	""	""
"bang"	"paŋ"	"1"	"搒"	""	""
"bang"	"paŋ"	"1"	"徬"	""	""
"bang"	"paŋ"	"1"	"𩍗"	""	""
"bang"	"paŋ"	"2"	"旁"	""	""
"bang"	"paŋ"	"2"	"㫄"	""	""
"bang"	"paŋ"	"2"	"傍"	""	""
"bang"	"paŋ"	"2"	"徬"	""	""
"bang"	"paŋ"	"2"	"彷"	""	""
"bang"	"paŋ"	"2"	"螃"	""	""
"bang"	"paŋ"	"2"	"膀"	""	""
"bang"	"paŋ"	"2"	"滂"	""	""
"bang"	"paŋ"	"2"	"霶"	""	""
"bang"	"paŋ"	"2"	"磅"	""	""
"bang"	"paŋ"	"2"	"雱"	""	""
"bang"	"paŋ"	"2"	"房"	""	""
"bang"	"paŋ"	"2"	"魴"	""	""
"bang"	"paŋ"	"2"	"鲂"	""	""
"bang"	"paŋ"	"2"	"彭"	""	""
"bang"	"paŋ"	"2"	"逄"	""	""
"bang"	"paŋ"	"2"	"龐"	""	""
"bang"	"paŋ"	"2"	"庞"	""	""
"bang"	"paŋ"	"2"	"龎"	""	""
"bang"	"paŋ"	"2"	"厐"	""	""
"bang"	"paŋ"	"2"	"尨"	""	""
"bang"	"paŋ"	"2"	"厖"	""	""
"bang"	"paŋ"	"2"	"𥆙"	""	""
"bang"	"paŋ"	"2"	"哤"	""	""
"bang"	"paŋ"	"3"	"榜"	""	""
"bang"	"paŋ"	"3"	"牓"	""	""
"bang"	"paŋ"	"3"	"膀"	""	""
"bang"	"paŋ"	"3"	"髈"	""	""
"bang"	"paŋ"	"3"	"綁"	""	""
"bang"	"paŋ"	"3"	"绑"	""	""
"bang"	"paŋ"	"5"	"傍"	""	""
"bang"	"paŋ"	"5"	"旁"	""	""
"bang"	"paŋ"	"5"	"彷"	""	""
"bang"	"paŋ"	"5"	"磅"	""	""
"bang"	"paŋ"	"5"	"搒"	""	""
"bang"	"paŋ"	"5"	"蒡"	""	""
"bang"	"paŋ"	"5"	"鎊"	""	""
"bang"	"paŋ"	"5"	"镑"	""	""
"bang"	"paŋ"	"5"	"謗"	""	""
"bang"	"paŋ"	"5"	"谤"	""	""
"bang"	"paŋ"	"5"	"塝"	""	""
"bang"	"paŋ"	"5"	"蚌"	""	""
"bang"	"paŋ"	"5"	"蜯"	""	""
"bang"	"paŋ"	"5"	"𢪋"	""	""
"bang"	"paŋ"	"5"	"棒"	""	""
"bang"	"paŋ"	"5"	"棓"	""	""
"bang"	"paŋ"	"5"	"並"	""	""
"bang"	"paŋ"	"5"	"甏"	""	""
"bang"	"paŋ"	"6"	"傍"	""	"～邊：靠近，接近"
"bang"	"paŋ"	"6"	"蚌"	""	""
"pang"	"pʰaŋ"	"1"	"胮"	""	"～臭的"
"pang"	"pʰaŋ"	"3"	"耪"	""	""
"pang"	"pʰaŋ"	"3"	"髈"	""	""
"pang"	"pʰaŋ"	"3"	"乓"	""	""
"pang"	"pʰaŋ"	"3"	"㩧"	""	"打，擊"
"pang"	"pʰaŋ"	"5"	"胖"	""	""
"pang"	"pʰaŋ"	"5"	"奤"	""	""
"mang"	"maŋ"	"1"	"蒙"	""	"繃，衣服、布等張得緊；～子"
"mang"	"maŋ"	"2"	"忙"	""	""
"mang"	"maŋ"	"2"	"盲"	""	""
"mang"	"maŋ"	"2"	"氓"	""	""
"mang"	"maŋ"	"2"	"𥐞"	""	""
"mang"	"maŋ"	"2"	"芒"	""	""
"mang"	"maŋ"	"2"	"茫"	""	""
"mang"	"maŋ"	"2"	"硭"	""	""
"mang"	"maŋ"	"2"	"鋩"	""	""
"mang"	"maŋ"	"2"	"铓"	""	""
"mang"	"maŋ"	"2"	"邙"	""	""
"mang"	"maŋ"	"2"	"杗"	""	""
"mang"	"maŋ"	"2"	"虻"	""	""
"mang"	"maŋ"	"2"	"蝱"	""	""
"mang"	"maŋ"	"2"	"吂"	""	""
"mang"	"maŋ"	"2"	"鄳"	""	""
"mang"	"maŋ"	"2"	"蘉"	""	""
"mang"	"maŋ"	"2"	"莔"	""	""
"mang"	"maŋ"	"2"	"尨"	""	""
"mang"	"maŋ"	"2"	"哤"	""	""
"mang"	"maŋ"	"2"	"厖"	""	""
"mang"	"maŋ"	"2"	"𥆙"	""	""
"mang"	"maŋ"	"2"	"駹"	""	""
"mang"	"maŋ"	"3"	"莽"	""	""
"mang"	"maŋ"	"3"	"漭"	""	""
"mang"	"maŋ"	"3"	"蟒"	""	""
"mang"	"maŋ"	"5"	"𠮵"	""	""
"fang"	"ɸaŋ"	"1"	"方"	""	""
"fang"	"ɸaŋ"	"1"	"芳"	""	""
"fang"	"ɸaŋ"	"1"	"邡"	""	""
"fang"	"ɸaŋ"	"1"	"枋"	""	""
"fang"	"ɸaŋ"	"1"	"坊"	""	""
"fang"	"ɸaŋ"	"1"	"蚄"	""	""
"fang"	"ɸaŋ"	"1"	"鈁"	""	""
"fang"	"ɸaŋ"	"1"	"钫"	""	""
"fang"	"ɸaŋ"	"1"	"荒"	""	""
"fang"	"ɸaŋ"	"1"	"慌"	""	""
"fang"	"ɸaŋ"	"1"	"㡛"	""	""
"fang"	"ɸaŋ"	"1"	"肓"	""	""
"fang"	"ɸaŋ"	"1"	"衁"	""	""
"fang"	"ɸaŋ"	"1"	"䀮"	""	""
"fang"	"ɸaŋ"	"2"	"防"	""	""
"fang"	"ɸaŋ"	"2"	"坊"	""	""
"fang"	"ɸaŋ"	"2"	"妨"	""	""
"fang"	"ɸaŋ"	"2"	"肪"	""	""
"fang"	"ɸaŋ"	"2"	"魴"	""	""
"fang"	"ɸaŋ"	"2"	"鲂"	""	""
"fang"	"ɸaŋ"	"2"	"房"	""	""
"fang"	"ɸaŋ"	"2"	"皇"	""	""
"fang"	"ɸaŋ"	"2"	"𦤃"	""	""
"fang"	"ɸaŋ"	"2"	"惶"	""	""
"fang"	"ɸaŋ"	"2"	"偟"	""	""
"fang"	"ɸaŋ"	"2"	"徨"	""	""
"fang"	"ɸaŋ"	"2"	"䞹"	""	""
"fang"	"ɸaŋ"	"2"	"煌"	""	""
"fang"	"ɸaŋ"	"2"	"凰"	""	""
"fang"	"ɸaŋ"	"2"	"隍"	""	""
"fang"	"ɸaŋ"	"2"	"湟"	""	""
"fang"	"ɸaŋ"	"2"	"篁"	""	""
"fang"	"ɸaŋ"	"2"	"蝗"	""	""
"fang"	"ɸaŋ"	"2"	"喤"	""	""
"fang"	"ɸaŋ"	"2"	"艎"	""	""
"fang"	"ɸaŋ"	"2"	"鍠"	""	""
"fang"	"ɸaŋ"	"2"	"锽"	""	""
"fang"	"ɸaŋ"	"2"	"餭"	""	""
"fang"	"ɸaŋ"	"2"	"鰉"	""	""
"fang"	"ɸaŋ"	"2"	"鳇"	""	""
"fang"	"ɸaŋ"	"2"	"鱑"	""	""
"fang"	"ɸaŋ"	"2"	"黃"	""	""
"fang"	"ɸaŋ"	"2"	"黄"	""	""
"fang"	"ɸaŋ"	"2"	"蟥"	""	""
"fang"	"ɸaŋ"	"2"	"磺"	""	""
"fang"	"ɸaŋ"	"2"	"璜"	""	""
"fang"	"ɸaŋ"	"2"	"簧"	""	""
"fang"	"ɸaŋ"	"2"	"潢"	""	""
"fang"	"ɸaŋ"	"2"	"鐄"	""	""
"fang"	"ɸaŋ"	"3"	"仿"	""	""
"fang"	"ɸaŋ"	"3"	"倣"	""	""
"fang"	"ɸaŋ"	"3"	"紡"	""	""
"fang"	"ɸaŋ"	"3"	"纺"	""	""
"fang"	"ɸaŋ"	"3"	"彷"	""	""
"fang"	"ɸaŋ"	"3"	"髣"	""	""
"fang"	"ɸaŋ"	"3"	"舫"	""	""
"fang"	"ɸaŋ"	"3"	"昉"	""	""
"fang"	"ɸaŋ"	"3"	"放"	""	""
"fang"	"ɸaŋ"	"3"	"旊"	""	""
"fang"	"ɸaŋ"	"3"	"訪"	""	""
"fang"	"ɸaŋ"	"3"	"访"	""	""
"fang"	"ɸaŋ"	"3"	"邡"	""	""
"fang"	"ɸaŋ"	"3"	"𣄙"	""	""
"fang"	"ɸaŋ"	"3"	"滉"	""	""
"fang"	"ɸaŋ"	"3"	"榥"	""	""
"fang"	"ɸaŋ"	"3"	"幌"	""	""
"fang"	"ɸaŋ"	"3"	"晃"	""	""
"fang"	"ɸaŋ"	"3"	"恍"	""	""
"fang"	"ɸaŋ"	"3"	"怳"	""	""
"fang"	"ɸaŋ"	"3"	"潢"	""	""
"fang"	"ɸaŋ"	"3"	"謊"	""	""
"fang"	"ɸaŋ"	"3"	"谎"	""	""
"fang"	"ɸaŋ"	"3"	"詤"	""	""
"fang"	"ɸaŋ"	"3"	"𧧢"	""	""
"fang"	"ɸaŋ"	"3"	"㬻"	""	""
"fang"	"ɸaŋ"	"3"	"䐠"	""	""
"fang"	"ɸaŋ"	"5"	"放"	""	""
"dang"	"taŋ"	"1"	"當"	""	""
