			中山石岐話			南蓢白話			珠海唐家話												
	欣		j	ɐn	55	j	ɐn	45	j	ɐn	55										
	殷		j	ɐn	55	j	ɐn	45	j	ɐn	55										
	殷																				
	芹		kʰ	ɐn	51	kʰ	ɐn	51	kʰ	ɐn	51										
	勤		kʰ	ɐn	51	kʰ	ɐn	51	kʰ	ɐn	51										
	槿		k	ɐn	213	k	ɐn	21	k	ɐn	21										
	謹		k	ɐn	213	k	ɐn	21	k	ɐn	21										
	隱		j	ɐn	213	j	ɐn	21	j	ɐn	21										
	近		kʰ	ɐn	213	kʰ	ɐn	21	kʰ	ɐn	21	好近									
	近		k	ɐn	33	k	ɐn	33	k	ɐn	22	靠近									
	吃		k	ɐt	3	k	ɐt	2	k	ɐt	2	口吃									
	吃		j	ak	3	j	ak	2	j	ak	5	吃飯									
	乞		h	at	5	h	at	5	h	at	5										
	屹		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5										
	迄		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5										
	軍		kʷ	ɐn	55	kʷ	ɐn	45	k	ɐn	55										
	君		kʷ	ɐn	55	kʷ	ɐn	45	k	ɐn	55										
	薰		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	薰		h	yn	55							正薰街									
	醺		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	燻		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	勛		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	蘊		w	ɐn	213	w	ɐn	21	w	ɐn	21										
	云		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	雲		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	芸		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	員			yn	51		in	51		yn	51										
	耘		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	分		f	ɐn	55	f	ɐn	45	f	ɐn	55	分開									
	分		f	ɐn	33	f	ɐn	33	f	ɐn	22	本分									
	扮		p	an	33	p	an	33	p	an	22										
	焚		f	ɐn	51	f	ɐn	51	f	ɐn	51										
	墳		f	ɐn	51	f	ɐn	51	f	ɐn	51										
	頒		p	an	55	p	an	45	p	an	55										
	氛		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	聞		m	ɐn	51	m	ɐn	51	m	ɐn	51										
	文		m	ɐn	51	m	ɐn	51	m	ɐn	51										
	蚊		m	ɐn	55	m	ɐn	45	m	ɐn	55										
	紋		m	ɐn	51	m	ɐn	51	m	ɐn	51										
	芬		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	紛		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	醞		w	ɐn	213	w	ɐn	21	w	ɐn	21										
	粉		f	ɐn	213	f	ɐn	21	f	ɐn	21										
	憤		f	ɐn	213	f	ɐn	21	f	ɐn	21										
	刎		m	ɐn	213	m	ɐn	21	m	ɐn	21										
	吻		m	ɐn	213	m	ɐn	21	m	ɐn	21										
	忿		f	ɐn	213	f	ɐn	21	f	ɐn	21										
	訓		kʷʰ	ɐn	33	kʷʰ	ɐn	33	kʰ	ɐn	22										
	訓		f	ɐn	33	f	ɐn	33	f	ɐn	22										
	運		w	ɐn	33	w	ɐn	33	w	ɐn	22										
	韻		w	ɐn	33	w	ɐn	33	w	ɐn	22										
	暈		w	ɐn	33	w	ɐn	33	w	ɐn	22	日暈									
	暈		w	ɐn	51	w	ɐn	51	w	ɐn	51	頭暈									
	糞		f	ɐn	33	f	ɐn	33	f	ɐn	22										
	奮		f	ɐn	213	f	ɐn	21	f	ɐn	21										
	拚		pʰ	un	33	pʰ	un	33	pʰ	un	22										
	問		m	ɐn	33	m	ɐn	33	m	ɐn	22										
	紊		m	ɐn	33	m	ɐn	33	m	ɐn	22										
	郡		kʷ	ɐn	33	kʷ	ɐn	33	k	ɐn	22										
	屈		kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʰ	ɐt	5										
	屈		w	ɐt	5	w	ɐt	5	w	ɐt	5										
	鬱		w	ɐt	5	w	ɐt	5	w	ɐt	5										
	弗		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	佛		f	ɐt	3	f	ɐt	2	f	ɐt	2	佛教									
	佛		f	ɐt	5	f	ɐt	5	f	ɐt	5	仿佛									
	物		m	ɐt	3	m	ɐt	2	m	ɐt	2										
	勿		m	ɐt	3	m	ɐt	2	m	ɐt	2										
	拂		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	拂		p	ɐt	3	p	ɐt	2	p	ɐt	2	拂塵									
	彿		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	掘		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2										
	倔		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2										
	崛		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2										
	端		t	yn	55	t	in	45	t	yn	55										
	單		t	an	55	t	an	45	t	an	55	單純									
	單		s	in	51	s	in	51	s	in	51	單于									
	單		s	in	33	s	in	33	s	in	22	姓單									
	殫																				
	丹		t	an	55	t	an	45	t	an	55										
	湍		tʰ	ɵn	55	tʰ	ɐn	45	tʰ	ɐn	55										
	嘆		tʰ	an	33	tʰ	an	33	tʰ	an	22										
	攤		tʰ	an	55	tʰ	an	45	tʰ	an	55										
	灘		tʰ	an	55	tʰ	an	45	tʰ	an	55										
	團		tʰ	yn	51	tʰ	in	51	tʰ	yn	51										
	壇		tʰ	an	51	tʰ	an	51	tʰ	an	51										
	檀		tʰ	an	51	tʰ	an	51	tʰ	an	51										
	彈		tʰ	an	51	tʰ	an	51	tʰ	an	51	彈劾									
	彈		t	an	33	t	an	33	t	an	22	彈丸									
	但		t	an	33	t	an	33	t	an	22										
	難		n	an	51	n	an	51	n	an	51	困難									
	難		n	an	33	n	an	33	n	an	22	難民									
	闌		l	an	51	l	an	51	l	an	51										
	巒		l	yn	51	l	in	51	l	yn	51										
	蘭		l	an	51	l	an	51	l	an	51										
	瀾		l	an	51	l	an	51	l	an	51										
	攔		l	an	51	l	an	51	l	an	51										
	欄		l	an	51	l	an	51	l	an	51										
	鑽		ts	yn	33	ts	in	33	ts	yn	22										
	餐		tsʰ	an	55	tsʰ	an	45	tsʰ	an	55										
	殘		tsʰ	an	51	tsʰ	an	51	tsʰ	an	51										
	跚		s	an	55	s	an	45	s	an	55										
	酸		s	yn	55	s	in	45	s	yn	55										
	珊		s	an	55	s	an	45	s	an	55										
	痠		s	yn	55	s	in	45	s	yn	55										
	姍		s	an	55	s	an	45	s	an	55										
	棺		k	un	55	k	un	45	k	un	55										
	奸		k	an	55	k	an	45	k	an	55										
	肝		k	ɔn	55	k	ɔn	45	k	ɔn	55										
	竿		k	ɔn	55	k	ɔn	45	k	ɔn	55										
	觀		k	un	55	k	un	45	k	un	55	參觀									
	觀		k	un	33	k	un	33	k	un	22	道觀									
	冠		k	un	55	k	un	45	k	un	55	衣冠									
	冠		k	un	33	k	un	33	k	un	22	冠軍									
	官		k	un	55	k	un	45	k	un	55										
	貫		k	un	33	k	un	33	k	un	22										
	倌		k	un	55	k	un	45	k	un	55										
	乾		k	ɔn	55	k	ɔn	45	k	ɔn	55	乾燥									
	乾		kʰ	in	51	kʰ	in	51	kʰ	in	51	乾坤									
	干		k	ɔn	55	k	ɔn	45	k	ɔn	55										
	刊		h	ɔn	213	h	ɔn	21	h	ɔn	21										
	寬		h	un	55	h	un	45	h	un	55										
	看		h	ɔn	55	h	ɔn	45	h	ɔn	55	看守									
	看		h	ɔn	33	h	ɔn	33	h	ɔn	22	看待									
	歡		h	un	55	h	un	45	h	un	55										
	鼾		h	ɔn	51	h	ɔn	51	h	ɔn	51										
	汗		h	ɔn	33	h	ɔn	33	h	ɔn	22	流汗									
	汗		h	ɔn	51	h	ɔn	51	h	ɔn	51	可汗									
	桓		h	un	51	h	un	51	h	un	51										
	翰		h	ɔn	33	h	ɔn	33	h	ɔn	22										
	院			yn	33		in	33		yn	22										
	寒		h	ɔn	51	h	ɔn	51	h	ɔn	51										
	完			yn	51		in	51		yn	51										
	韓		h	ɔn	51	h	ɔn	51	h	ɔn	51										
	丸			yn	51		in	51		yn	51										
	安			ɔn	55		ɔn	45		ɔn	55										
	般		p	un	55	p	un	45	p	un	55										
	蹣																				
	盤		pʰ	un	51	pʰ	un	51	pʰ	un	51										
	饅		m	an	33	m	an	33	m	an	22										
	蔓		m	an	33	m	an	33	m	an	22										
	蔓																				
	鰻		m	an	33	m	an	33	m	an	22										
	瞞		m	un	51	m	un	51	m	un	51										
	曼		m	an	33	m	an	33	m	an	22										
	拌		pʰ	un	33	pʰ	un	33	p	un	22										
	潘		pʰ	un	55	pʰ	un	45	pʰ	un	55										
	斷		t	yn	33	t	in	33	t	yn	22	診斷									
	斷		tʰ	yn	213	tʰ	in	21	tʰ	yn	21	斷咗									
	斷																				
	短		t	yn	213	t	in	21	t	yn	21										
	坦		tʰ	an	213	tʰ	an	21	tʰ	an	21										
	瘓		h	un	33	h	un	33	h	un	22										
	誕		t	an	33	t	an	33	t	an	22										
	袒		tʰ	an	213	tʰ	an	21	tʰ	an	21										
	緞		t	yn	33	t	in	33	t	yn	22										
	暖		n	yn	213	n	in	21	n	yn	21										
	懶		l	an	213	l	an	21	l	an	21										
	卵		l	ɵn	213	l	ɐn	21	l	ɐn	21										
	散		s	an	213	s	an	21	s	an	21	散文									
	散		s	an	33	s	an	33	s	an	22	散步									
	算		s	yn	33	s	in	33	s	yn	22										
	傘		s	an	33	s	an	33	s	an	22										
	管		k	un	213	k	un	21	k	un	21										
	稈		k	ɔn	213	k	ɔn	21	k	ɔn	21										
	侃		h	an	213	h	an	21	h	an	21										
	款		kʰ	un	213	kʰ	un	21	kʰ	un	21										
	棵		f	ɔ	213	f	ɔ	21	f	ɔ	21										
	浣		kʰ	un	213	kʰ	un	21	kʰ	un	21										
	旱		h	ɔn	213	h	ɔn	21	h	ɔn	21										
	緩		h	un	33	h	un	33	h	un	22										
	粄																				
	伴		pʰ	un	33	pʰ	un	33	pʰ	un	22	文讀									
	伴		pʰ	un	213	pʰ	un	21	pʰ	un	21	白讀									
	滿		m	un	213	m	un	21	m	un	21										
	旦		t	an	33	t	an	33	t	an	22										
	旦																				
	鍛		t	yn	33	t	in	33	t	yn	22										
	歎		tʰ	an	33	tʰ	an	33	tʰ	an	22										
	炭		tʰ	an	33	tʰ	an	33	tʰ	an	22										
	憚		t	an	33	t	an	33	t	an	22										
	段		t	yn	33	t	in	33	t	yn	22										
	亂		l	yn	33	l	in	33	l	yn	22										
	爛		l	an	33	l	an	33	l	an	22										
	讚		ts	an	33	ts	an	33	ts	an	22										
	贊		ts	an	33	ts	an	33	ts	an	22										
	璨		tsʰ	an	33	tsʰ	an	33	tsʰ	an	22										
	燦		tsʰ	an	33	tsʰ	an	33	tsʰ	an	22										
	竄		tsʰ	yn	33	tsʰ	in	33	tsʰ	yn	22										
	蒜		s	yn	33	s	in	33	s	yn	22										
	鸛		k	un	33	k	un	33	k	un	22										
	杆		k	ɔn	55	k	ɔn	45	k	ɔn	55										
	罐		k	un	33	k	un	33	k	un	22										
	館		k	un	213	k	un	21	k	un	21										
	灌		k	un	33	k	un	33	k	un	22										
	幹		k	ɔn	33	k	ɔn	33	k	ɔn	22										
	岸		ŋ	ɔn	33	ŋ	ɔn	33	ŋ	ɔn	22										
	玩		ŋ	un	33	ŋ	un	33	ŋ	un	22	玩弄									
	玩		f	an	213	f	an	21	f	an	21	去玩									
	玩		w	an	213																
	奐		h	un	33	h	un	33	h	un	22										
	喚		h	un	33	h	un	33	h	un	22										
	漢		h	ɔn	33	h	ɔn	33	h	ɔn	22										
	煥		h	un	33	h	un	33	h	un	22										
	換			un	33		un	33		un	22										
	悍		h	ɔn	213	h	ɔn	21	h	ɔn	21										
	瀚		h	ɔn	33	h	ɔn	33	h	ɔn	22										
	案			ɔn	33		ɔn	33		ɔn	22										
	按			ɔn	33		ɔn	33		ɔn	22										
	腕			un	213		un	21		un	21										
	惋			un	213		un	21		un	21										
	晏			an	33		an	33		an	22										
	半		p	un	33	p	un	33	p	un	22										
	絆		pʰ	un	33	pʰ	un	33	p	un	22										
	叛		pʰ	un	33	pʰ	un	33	pʰ	un	22										
	畔		pʰ	un	33	pʰ	un	33	pʰ	un	22										
	漫		m	an	33	m	an	33	m	an	22										
	幔		m	an	33	m	an	33	m	an	22										
	判		pʰ	un	33	pʰ	un	33	pʰ	un	22										
	胖		pʰ	un	33	pʰ	un	33	p	un	22										
	達		t	at	3	t	at	2	t	at	2										
	獺		tsʰ	at	3	tsʰ	at	2	tsʰ	at	5										
	奪		t	yt	3	t	it	2	t	yt	2										
	脫		tʰ	yt	3	tʰ	it	2	tʰ	yt	5										
	捺		n	at	3	n	at	2	n	at	2										
	撮		tsʰ	yt	3	tsʰ	it	2	tsʰ	yt	5										
	薩		s	at	3	s	at	2	s	at	5										
	聒		kʰ	ut	3	kʰ	ut	2	kʰ	ut	5										
	割		k	ɔt	3	k	ɔt	2	k	ɔt	5										
	活			ut	3		ut	2		ut	2										
	括		kʰ	ut	3	kʰ	ut	2	kʰ	ut	5										
	葛		k	ɔt	3	k	ɔt	2	k	ɔt	5										
	闊		h	ut	3	h	ut	2	h	ut	5										
	渴		h	ɔt	3	h	ɔt	2	h	ɔt	5										
	豁		kʰ	ut	3	kʰ	ut	2	kʰ	ut	5										
	褐		h	ɔt	3	h	ɔt	2	h	ɔt	5										
	遏			at	3		at	2		at	5										
	撥		p	ut	3	p	ut	2	p	ut	2										
	跋		p	ɐt	3	p	ɐt	2	p	ɐt	2										
	末		m	ut	3	m	ut	2	m	ut	2										
	抹		m	ut	3	m	ut	2	m	ut	5	塗抹									
	抹		m	at	3	m	at	2	m	at	5	抹檯									
	源		ŋ	yn	51	ŋ	in	51	ŋ	yn	51										
	元		ŋ	yn	51	ŋ	in	51	ŋ	yn	51										
	阮		ŋ	yn	213	ŋ	in	21	ŋ	yn	21										
	原		ŋ	yn	51	ŋ	in	51	ŋ	yn	51										
	言		ŋ	yn	51	ŋ	in	51	ŋ	yn	51										
	掀		h	in	55	h	in	45	h	in	55										
	掀		h	in	213																
	軒		h	in	55	h	in	45	h	in	55										
	喧		h	yn	55	h	in	45	h	yn	55										
	暄		h	yn	55	h	in	45	h	yn	55										
	鴛			yn	55		in	45		yn	55										
	焉			in	55		in	45		in	55	焉知非福									
	焉			in	51		in	51		in	51	心不在焉									
	冤			yn	55		in	45		yn	55										
	怨			yn	33		in	33		yn	22										
	宛			un	213		un	21		un	21										
	宛																				
	蜿																				
	園			yn	51		in	51		yn	51										
	援			yn	51		in	51		yn	51										
	轅			yn	51		in	51		yn	51										
	猿			yn	51		in	51		yn	51										
	袁			yn	51		in	51		yn	51										
	垣		h	un	51	h	un	51	h	un	51										
	藩		f	an	51	f	an	51	f	an	51										
	樊		f	an	51	f	an	51	f	an	51										
	繁		f	an	51	f	an	51	f	an	51										
	蟠		pʰ	un	51	pʰ	un	51	pʰ	un	51										
	番		f	an	55	f	an	45	f	an	55	幾番									
	番		pʰ	un	55	pʰ	un	45	pʰ	un	55	番禺									
	蕃		f	an	51	f	an	51	f	an	51										
	煩		f	an	51	f	an	51	f	an	51										
	反		f	an	213	f	an	21	f	an	21										
	翻		f	an	55	f	an	45	f	an	55										
	堰			in	213		in	21		in	21										
	苑			yn	33		in	33		yn	22										
	鼴			in	213		in	21		in	21										
	婉			un	213		un	21		un	21										
	遠			yn	213		in	21		yn	21										
	遠																				
	阪		p	an	213	p	an	21	p	an	21										
	返		f	an	55	f	an	45	f	an	55	返學									
	返		f	an	213	f	an	21	f	an	21	返回									
	飯		f	an	33	f	an	33	f	an	22										
	挽		w	an	213	w	an	21	w	an	21										
	輓		w	an	213	w	an	21	w	an	21										
	晚		m	an	213	m	an	21	m	an	21										
	圈		k	yn	33	k	in	33	k	yn	22	豬圈									
	圈		h	yn	55	h	in	45	h	yn	55	圓圈									
	建		k	yn	33	k	in	33	k	yn	22										
	券		k	yn	33	k	in	33	k	yn	22										
	券		h	yn	33	h	in	33	h	yn	22										
	勸		h	yn	33	h	in	33	h	yn	22										
	願		ŋ	yn	33	ŋ	in	33	ŋ	yn	22										
	憲		h	in	33	h	in	33	h	in	22										
	販		f	an	33	f	an	33	f	an	22										
	萬		m	an	33	m	an	33	m	an	22										
	健		k	yn	33	k	in	33	k	yn	22										
	撅		kʰ	yt	3	kʰ	it	2	kʰ	yt	5										
	蕨		kʰ	yt	3	kʰ	it	2	kʰ	yt	5										
	闕		kʰ	yt	3	kʰ	it	2	kʰ	yt	5										
	月		ŋ	yt	3	ŋ	it	2	ŋ	yt	2										
	歇		h	it	3	h	it	2	h	it	5										
	歇		kʰ	it	3	kʰ	it	2	kʰ	it	5										
	粵			yt	3		it	2		yt	2										
	曰			yt	3		it	2		yt	2										
	越			yt	3		it	2		yt	2										
	髮		f	at	3	f	at	2	f	at	5										
	發		f	at	3	f	at	2	f	at	5										
	罰		f	ɐt	3	f	ɐt	2	f	ɐt	2										
	拔		p	ɐt	3	p	ɐt	2	p	ɐt	2										
	筏		f	ɐt	3	f	ɐt	2	f	ɐt	2										
	伐		f	ɐt	3	f	ɐt	2	f	ɐt	2										
	襪		m	ɐt	3	m	ɐt	2	m	ɐt	2										
	竭		kʰ	it	3	kʰ	it	2	kʰ	it	5										
	訕		s	an	33	s	an	33	s	an	22										
	刪		s	an	55	s	an	45	s	an	55										
	關		kʷ	an	55	kʷ	an	45	k	an	55										
	姦		k	an	55	k	an	45	k	an	55										
	頑		ŋ	an	51	ŋ	an	51	ŋ	an	51										
	顏		ŋ	an	51	ŋ	an	51	ŋ	an	51										
	環		w	an	51	w	an	51	w	an	51										
	寰		w	an	51	w	an	51	w	an	51										
	鬟		w	an	51	w	an	51	w	an	51										
	還		w	an	51	w	an	51	w	an	51										
	灣		w	an	55	w	an	45	w	an	55										
	彎		w	an	55	w	an	45	w	an	55										
	斑		p	an	55	p	an	45	p	an	55										
	班		p	an	55	p	an	45	p	an	55										
	蠻		m	an	51	m	an	51	m	an	51										
	攀		pʰ	an	55	pʰ	an	45	pʰ	an	55										
	撰		ts	an	33	ts	an	33	ts	an	22										
	板		p	an	213	p	an	21	p	an	21										
	版		p	an	213	p	an	21	p	an	21										
	柵		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5	木柵									
	柵		s	an	55	s	an	45	s	an	55	柵極									
	慣		kʷ	an	33	kʷ	an	33	k	an	22										
	澗		k	an	33	k	an	33	k	an	22										
	諫		k	an	33	k	an	33	k	an	22										
	串		tsʰ	yn	33	tsʰ	in	33	tsʰ	yn	22										
	雁		ŋ	an	33	ŋ	an	33	ŋ	an	22										
	患		w	an	33	w	an	33	w	an	22										
	慢		m	an	33	m	an	33	m	an	22										
	刷		tsʰ	at	3	tsʰ	at	2	tsʰ	at	5										
	刮		kʷ	at	3	kʷ	at	2	k	at	5										
	瞎		h	ɐt	3	h	ɐt	2	h	ɐt	2										
	舌		s	it	3	s	it	2	s	it	2										
	帕		pʰ	ak	3	pʰ	ak	2	pʰ	ak	5										
	斕		l	an	51	l	an	51	l	an	51										
	潺		s	an	51	s	an	51	s	an	51										
	山		s	an	55	s	an	45	s	an	55										
	閒		h	an	51	h	an	51	h	an	51										
	艱		k	an	55	k	an	45	k	an	55										
	湲		h	un	51	h	un	51	h	un	51										
	盞		ts	an	213	ts	an	21	ts	an	21										
	鏟		tsʰ	an	213	tsʰ	an	21	tsʰ	an	21										
	棧		ts	an	33	ts	an	33	ts	an	22										
	產		tsʰ	an	213	tsʰ	an	21	tsʰ	an	21										
	揀		k	an	213	k	an	21	k	an	21										
	簡		k	an	213	k	an	21	k	an	21										
	眼		ŋ	an	213	ŋ	an	21	ŋ	an	21										
	限		h	an	33	h	an	33	h	an	22										
	綻		ts	an	33	ts	an	33	ts	an	22										
	幻		w	an	33	w	an	33	w	an	22										
	瓣		f	an	213	f	an	21	f	an	21										
	辦		p	an	33	p	an	33	p	an	22										
	盼		pʰ	an	33	pʰ	an	33	pʰ	an	22										
	札		ts	at	3	ts	at	2	ts	at	5										
	紮		ts	at	3	ts	at	2	ts	at	5										
	扎		ts	at	3	ts	at	2	ts	at	5										
	察		tsʰ	at	3	tsʰ	at	2	tsʰ	at	5										
	煞		s	at	3	s	at	2	s	at	5										
	嘎																				
	楔		s	it	3	s	it	2	s	it	5										
	頡		kʰ	it	3	kʰ	it	2	kʰ	it	5										
	黠		kʰ	it	3	kʰ	it	2	kʰ	it	2										
	猾		w	at	3	w	at	2	w	at	2										
	揠			at	3		at	2		at	5										
	軋		ts	at	3	ts	at	2	ts	at	5										
	捌		p	at	3	p	at	2	p	at	5										
	八		p	at	3	p	at	2	p	at	5										
	連		l	in	51	l	in	51	l	in	51										
	令																				
	令																				
	令		l	ɪŋ	33	l	ɐŋ	33	l	ɐŋ	22										
	令																				
	漣		l	in	51	l	in	51	l	in	51										
	煎		ts	in	55	ts	in	45	ts	in	55										
	遷		tsʰ	in	55	tsʰ	in	45	tsʰ	in	55										
	詮		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51										
	拴		s	an	55	s	an	45	s	an	55										
	拴																				
	銓																				
	痊		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51										
	全		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51										
	錢		tsʰ	in	51	tsʰ	in	51	tsʰ	in	51										
	泉		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51										
	鮮		s	in	55	s	in	45	s	in	55	鮮美									
	鮮		s	in	213	s	in	21	s	in	21	鮮有									
	仙		s	in	55	s	in	45	s	in	55										
	宣		s	yn	55	s	in	45	s	yn	55										
	旋		s	yn	51	s	in	51	s	yn	51										
	專		ts	yn	55	ts	in	45	ts	yn	55										
	氈		ts	in	55	ts	in	45	ts	in	55										
	川		tsʰ	yn	55	tsʰ	in	45	tsʰ	yn	55										
	穿		tsʰ	yn	55	tsʰ	in	45	tsʰ	yn	55										
	蟬		s	im	51	s	im	51	s	im	51										
	禪		s	im	51	s	im	51	s	im	51	禪師									
	禪		s	in	33	s	in	33	s	in	22	禪讓									
	扇		s	in	33	s	in	33	s	in	22										
	煽		s	in	33	s	in	33	s	in	22										
	船		s	yn	51	s	in	51	s	yn	51										
	燃			in	51		in	51	ŋ	in	51										
	然			in	51		in	51	ŋ	in	51										
	嬛		h	yn	55	h	in	45	h	yn	55	便嬛									
	嬛		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51	美好									
	嬛		w	an	51	w	an	51	w	an	51	嫏嬛									
	娟		k	yn	55	k	in	45	k	yn	55										
	筵			in	51		in	51		in	51										
	鳶			yn	55		in	45		yn	55										
	蜒			in	51		in	51		in	51										
	捐		k	yn	55	k	in	45	k	yn	55										
	鉛			yn	51		in	51		yn	51										
	緣			yn	51		in	51		yn	51										
	沿			yn	51		in	51		yn	51										
	延			in	51		in	51		in	51										
	鞭		p	in	55	p	in	45	p	in	55										
	便		p	in	33	p	in	33	p	in	22	便利									
	便		pʰ	in	51	pʰ	in	51	pʰ	in	51	大腹便便									
	平		pʰ	iaŋ	51	pʰ	iaŋ	51	pʰ	ɛŋ	51	便宜									
	平		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	棉		m	in	51	m	in	51	m	in	51										
	綿		m	in	51	m	in	51	m	in	51										
	翩		pʰ	in	55	pʰ	in	45	pʰ	in	55										
	篇		pʰ	in	55	pʰ	in	45	pʰ	in	55										
	偏		pʰ	in	55	pʰ	in	45	pʰ	in	55										
	扁		p	in	213	p	in	21	p	in	21	扁平									
	扁		pʰ	in	55	pʰ	in	45	pʰ	in	55	一葉扁舟									
	剪		ts	in	213	ts	in	21	ts	in	21										
	翦		ts	in	213	ts	in	21	ts	in	21										
	踐		tsʰ	in	213	tsʰ	in	21	tsʰ	in	21										
	雋																				
	雋																				
	餞		ts	in	33	ts	in	33	ts	in	22										
	選		s	yn	213	s	in	21	s	yn	21										
	蘚		s	in	213	s	in	21	s	in	21										
	闡		ts	in	213	ts	in	21	ts	in	21										
	舛		tsʰ	yn	213	tsʰ	in	21	tsʰ	yn	21										
	喘		tsʰ	yn	213	tsʰ	in	21	tsʰ	yn	21										
	善		s	in	33	s	in	33	s	in	22										
	軟		ŋ	yn	213	ŋ	in	21	ŋ	yn	21										
	遣		h	in	213	h	in	21	h	in	21										
	衍			in	213		in	21		in	21										
	演			in	213		in	21		in	21										
	緬		m	in	213	m	in	21	m	in	21										
	戀		l	yn	213	l	in	21	l	yn	21										
	箭		ts	in	33	ts	in	33	ts	in	22										
	賤		ts	in	33	ts	in	33	ts	in	22										
	渲		s	yn	33	s	in	33	s	yn	22										
	線		s	in	33	s	in	33	s	in	22										
	顫		ts	in	33	ts	in	33	ts	in	22										
	戰		ts	in	33	ts	in	33	ts	in	22										
	擅		s	in	33	s	in	33	s	in	22										
	繕		s	in	33	s	in	33	s	in	22										
	絹		k	yn	33	k	in	33	k	yn	22										
	譴		h	in	213	h	in	21	h	in	21										
	面		m	in	33	m	in	33	m	in	22										
	劣		l	yt	3	l	it	2	l	yt	5										
	冽		l	it	3	l	it	2	l	it	2										
	烈		l	it	3	l	it	2	l	it	2										
	裂		l	it	3	l	it	2	l	it	2										
	絕		ts	yt	3	ts	it	2	ts	yt	2										
	雪		s	yt	3	s	it	2	s	yt	5										
	薛		s	it	3	s	it	2	s	it	5										
	浙		ts	it	3	ts	it	2	ts	it	5										
	拙		ts	yt	3	ts	it	2	ts	yt	5										
	設		tsʰ	it	3	tsʰ	it	2	tsʰ	it	5										
	熱		ŋ	it	3	ŋ	it	2	ŋ	it	2										
	悅			yt	3		it	2		yt	2										
	閱			yt	3		it	2		yt	2										
	滅		m	it	3	m	it	2	m	it	2										
	鏈		l	in	33	l	in	33	l	in	22										
	傳		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51	傳播									
	傳		ts	yn	33	ts	in	33	ts	yn	22	自傳									
	纏		tsʰ	in	51	tsʰ	in	51	tsʰ	in	51										
	栓		s	an	55	s	an	45	s	an	55										
	騫		h	in	55	h	in	45	h	in	55										
	嫣																				
	圓			yn	51		in	51		yn	51										
	捲		k	yn	213	k	in	21	k	yn	21										
	虔		kʰ	in	51	kʰ	in	51	kʰ	in	51										
	蜷		kʰ	yn	51	kʰ	in	51	kʰ	yn	51										
	鍵		k	yn	33	k	in	33	k	in	22										
	權		kʰ	yn	51	kʰ	in	51	kʰ	yn	51										
	卷		k	yn	213	k	in	21	k	yn	21										
	卷																				
	拳		kʰ	yn	51	kʰ	in	51	kʰ	yn	51										
	展		ts	in	213	ts	in	21	ts	in	21										
	輾		n	in	213	n	in	21	n	in	21	輾穀									
	輾		ts	in	213	ts	in	21	ts	in	21	輾轉									
	轉		ts	yn	213	ts	in	21	ts	yn	21	轉變									
	轉		ts	yn	33	ts	in	33	ts	yn	22	自轉									
	辨		p	in	33	p	in	33	p	in	22										
	辯		p	in	33	p	in	33	p	in	22										
	冕		m	in	213	m	in	21	m	in	21										
	免		m	in	213	m	in	21	m	in	21										
	勉		m	in	213	m	in	21	m	in	21										
	件		k	in	33	k	in	33	k	in	22										
	碾		ts	in	213	ts	in	21	ts	in	21										
	眷		k	yn	33	k	in	33	k	yn	22										
	這		ts	ɛ	213	ts	ia	21	ts	ɛ	21										
	諺		ŋ	in	33	ŋ	in	33	ŋ	in	22										
	彥		ŋ	in	33	ŋ	in	33	ŋ	in	22										
	變		p	in	33	p	in	33	p	in	22										
	汴		p	in	33	p	in	33	p	in	22										
	倦		k	yn	33	k	in	33	k	yn	22										
	吶		n	ap	3	n	ap	2	n	ap	2										
	哲		ts	it	3	ts	it	2	ts	it	5										
	轍		tsʰ	it	3	tsʰ	it	2	tsʰ	it	5										
