繁	簡	IPA	IPA無調	拼音	調值	解釋													
瘙	瘙	sɔ³²⁴	sɔ	sau5	324														
𢜶	𢜶	sɔ³²⁴	sɔ	sau5	324	豪~（趕快）													
□		sɔ³²⁴	sɔ	sau5	324	齒外露：牙齒~个													
曹	曹	zɔ¹¹³	zɔ	zau2A	113	姓氏													
嘈	嘈	zɔ¹¹³	zɔ	zau2A	113														
槽	槽	zɔ¹¹³	zɔ	zau2A	113														
漕	漕	zɔ¹¹³	zɔ	zau2A	113														
𡮦		zɔ¹¹³	zɔ	zau2A	113	肛裏𤎤~（動物內臟）													
巢	巢	zɔ¹¹³	zɔ	zau2A	113														
𤵥		zɔ¹¹³	zɔ	zau2A	113	~人（飢餓樣不適）													
韶	韶	zɔ¹¹³	zɔ	zau2A	113														
劁	劁	zɔ¹¹³	zɔ	zau2A	113	割（莊稼）：~麥，~稻													
饒	饶	zɔ¹¹³	zɔ	zau2A	113	另外添加：再~點，~頭肉													
橈	桡	zɔ¹¹³	zɔ	zau2A	113	又音													
嬈	娆	zɔ¹¹³	zɔ	zau2A	113	妖~													
造	造	zɔ²³¹	zɔ	zau4	231	起房~屋													
擾	扰	zɔ²³¹	zɔ	zau4	231	白喫，語帶歉意：~伲一頓													
造	造	zɔ²¹³	zɔ	zau6	213	又音													
皂	皂	zɔ²¹³	zɔ	zau6	213														
皁	皂	zɔ²¹³	zɔ	zau6	213														
紹	绍	zɔ²¹³	zɔ	zau6	213														
邵	邵	zɔ²¹³	zɔ	zau6	213	姓氏													
召	召	zɔ²¹³	zɔ	zau6	213	姓氏													
擾	扰	zɔ²¹³	zɔ	zau6	213	~亂													
遶	绕	zɔ²¹³	zɔ	zau6	213	圍~													
噍	噍	zɔ²¹³	zɔ	zau6	213														
□		zɔ²¹³	zɔ	zau6	213	踏，踩													
□		zɔ²¹³	zɔ	zau6	213	（方向）偏													
高	高	kɔ⁴⁴	kɔ	kau1	44														
膏	膏	kɔ⁴⁴	kɔ	kau1	44														
篙	篙	kɔ⁴⁴	kɔ	kau1	44														
羔	羔	kɔ⁴⁴	kɔ	kau1	44														
糕	糕	kɔ⁴⁴	kɔ	kau1	44														
皋	皋	kɔ⁴⁴	kɔ	kau1	44														
睾	睾	kɔ⁴⁴	kɔ	kau1	44														
交	交	kɔ⁴⁴	kɔ	kau1	44														
咬	咬	kɔ⁴⁴	kɔ	kau1	44														
膠	胶	kɔ⁴⁴	kɔ	kau1	44														
鮫	鲛	kɔ⁴⁴	kɔ	kau1	44														
茭	茭	kɔ⁴⁴	kɔ	kau1	44														
跤	跤	kɔ⁴⁴	kɔ	kau1	44														
絞	绞	kɔ⁵¹	kɔ	kau3	51														
鉸	铰	kɔ⁵¹	kɔ	kau3	51														
搞	搞	kɔ⁵¹	kɔ	kau3	51														
稿	稿	kɔ⁵¹	kɔ	kau3	51														
藁	稿	kɔ⁵¹	kɔ	kau3	51														
稾	稿	kɔ⁵¹	kɔ	kau3	51														
槀	稿	kɔ⁵¹	kɔ	kau3	51														
鎬	镐	kɔ⁵¹	kɔ	kau3	51	洋~													
攪	搅	kɔ⁵¹	kɔ	kau3	51														
絞	绞	kɔ⁵¹	kɔ	kau3	51	蠻纏：不要瞎~													
㽱	㽱	kɔ⁵¹	kɔ	kau3	51	~人													
𤶀		kɔ⁵¹	kɔ	kau3	51														
□		kɔ⁵¹	kɔ	kau3	51	嬉鬧：~笑													
告	告	kɔ³²⁴	kɔ	kau5	324														
鋯	锆	kɔ³²⁴	kɔ	kau5	324														
誥	诰	kɔ³²⁴	kɔ	kau5	324														
窖	窖	kɔ³²⁴	kɔ	kau5	324														
教	教	kɔ³²⁴	kɔ	kau5	324														
酵	酵	kɔ³²⁴	kɔ	kau5	324														
覺	觉	kɔ³²⁴	kɔ	kau5	324	睏~（睡覺）													
斠	斠	kɔ³²⁴	kɔ	kau5	324	~秤													
□		kɔ³²⁴	kɔ	kau5	324	浪費、糟蹋													
校	校	kɔ³²⁴	kɔ	kau5	324	校準（儀器、機器）													
叫	叫	kɔ³²⁴	kɔ	kau5	324	~化子													
膏	膏	kɔ³²⁴	kɔ	kau5	324	~油													
□		kɔ³²⁴	kɔ	kau5	324	餵（豬食）													
敲	敲	kʰɔ⁴⁴	kʰɔ	khau1	44														
㪣	敲	kʰɔ⁴⁴	kʰɔ	khau1	44														
尻	尻	kʰɔ⁴⁴	kʰɔ	khau1	44														
考	考	kʰɔ⁵¹	kʰɔ	khau3	51														
拷	拷	kʰɔ⁵¹	kʰɔ	khau3	51	~打													
烤	烤	kʰɔ⁵¹	kʰɔ	khau3	51														
□		kʰɔ⁵¹	kʰɔ	khau3	51	蛹變蛾子													
靠	靠	kʰɔ³²⁴	kʰɔ	khau5	324														
銬	铐	kʰɔ³²⁴	kʰɔ	khau5	324														
犒	犒	kʰɔ³²⁴	kʰɔ	khau5	324														
涍	涍	kʰɔ³²⁴	kʰɔ	khau5	324	~水（將河水舀光）													
□		kʰɔ³²⁴	kʰɔ	khau5	324	買（酒、油等）：~酒，~油													
攪	搅	ɡɔ²¹³	ɡɔ	gau6	213	糾纏不休，擾亂：頭腦糊塗錯亂													
凹	凹	Ǿɔ⁴⁴	Ǿɔ	au1	44	文													
鏖	鏖	ʔŋɔ⁴⁴	ʔŋɔ	ngau1	44														
坳	坳	ʔŋɔ⁴⁴	ʔŋɔ	ngau1	44														
䫜	䫜	ʔŋɔ⁴⁴	ʔŋɔ	ngau1	44	~臉													
爊	爊	ʔŋɔ⁴⁴	ʔŋɔ	ngau1	44														
襖	袄	ʔŋɔ⁴⁴	ʔŋɔ	ngau1	44	棉~													
齩	咬	ʔŋɔ⁵¹	ʔŋɔ	ngau3	51														
咬	咬	ʔŋɔ⁵¹	ʔŋɔ	ngau3	51	齩俗字													
媪	媪	Ǿɔ⁵¹	Ǿɔ	au3	51														
襖	袄	Ǿɔ⁵¹	Ǿɔ	au3	51	新													
懊	懊	Ǿɔ⁵¹	Ǿɔ	au3	51	~惱													
拗	拗	ʔŋɔ⁵¹	ʔŋɔ	ngau3	51	~口													
咬	咬	ʔŋɔ⁵¹	ʔŋɔ	ngau3	51	齩俗字													
敖	敖	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
熬	熬	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
螯	螯	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34	~腳													
鰲	鳌	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
嗷	嗷	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
遨	遨	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
聱	聱	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
獒	獒	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
驁	骜	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
翱	翱	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
鏊	鏊	ʔŋɔ³⁴	ʔŋɔ	ngau2B	34														
奧	奥	Ǿɔ³²⁴	Ǿɔ	au5	324														
鿫	鿫	Ǿɔ³²⁴	Ǿɔ	au5	324														
澳	澳	Ǿɔ³²⁴	Ǿɔ	au5	324														
懊	懊	ʔŋɔ³²⁴	ʔŋɔ	ngau5	324	~悔													
扷	扷	ʔŋɔ³²⁴	ʔŋɔ	ngau5	324	~磨													
傲	傲	ŋɔ²¹³	ŋɔ	ngau6	213														
䫨	䫨	ŋɔ²¹³	ŋɔ	ngau6	213	頭~起來													
□		ŋɔ²¹³	ŋɔ	ngau6	213	稱讚													
□		ŋɔ²¹³	ŋɔ	ngau6	213	巴望													
蒿	蒿	xɔ⁴⁴	xɔ	hau1	44														
薅	薅	xɔ⁴⁴	xɔ	hau1	44	~草													
茠	茠	xɔ⁴⁴	xɔ	hau1	44														
耗	耗	xɔ⁴⁴	xɔ	hau1	44														
嚆	嚆	xɔ⁴⁴	xɔ	hau1	44														
□		xɔ⁴⁴	xɔ	hau1	44	魚肉或食油等經久變質，有哈喇味：~人													
好	好	xɔ⁵¹	xɔ	hau3	51	~壞													
𡚽	𡚽	xɔ⁵¹	xɔ	hau3	51	姓氏													
好	好	xɔ³²⁴	xɔ	hau5	324	愛~，喜~													
耗	耗	xɔ³²⁴	xɔ	hau5	324	又音													
孝	孝	xɔ³²⁴	xɔ	hau5	324	穿~，~衫													
□		xɔ³²⁴	xɔ	hau5	324	靠													
豪	豪	ɣɔ¹¹³	ɣɔ	rau2A	113														
壕	壕	ɣɔ¹¹³	ɣɔ	rau2A	113														
毫	毫	ɣɔ¹¹³	ɣɔ	rau2A	113														
濠	濠	ɣɔ¹¹³	ɣɔ	rau2A	113														
號	号	ɣɔ¹¹³	ɣɔ	rau2A	113	~喪													
嚎	嚎	ɣɔ¹¹³	ɣɔ	rau2A	113														
嗥	嗥	ɣɔ¹¹³	ɣɔ	rau2A	113														
獆	獆	ɣɔ¹¹³	ɣɔ	rau2A	113														
号	号	ɣɔ²¹³	ɣɔ	rau6	213	~碼													
浩	浩	ɣɔ²¹³	ɣɔ	rau6	213														
皓	皓	ɣɔ²¹³	ɣɔ	rau6	213														
晧	皓	ɣɔ²¹³	ɣɔ	rau6	213														
昊	昊	ɣɔ²¹³	ɣɔ	rau6	213														
昦	昦	ɣɔ²¹³	ɣɔ	rau6	213														
顥	颢	ɣɔ²¹³	ɣɔ	rau6	213														
灝	灏	ɣɔ²¹³	ɣɔ	rau6	213														
鎬	镐	ɣɔ²¹³	ɣɔ	rau6	213														
㩝	㩝	ɣɔ²¹³	ɣɔ	rau6	213	~~份量：用勺、碗、瓢等舀物，大略地估計其份量													
懊	懊	Ǿɔ⁴⁴	Ǿɔ	au1	44	又音，~憦（後悔）													
䫜	䫜	Ǿɔ⁴⁴	Ǿɔ	au1	44	又音，~臉													
膘	膘	piɔ⁴⁴	piɔ	piau1	44	訓讀爲臕													
臕	膘	piɔ⁴⁴	piɔ	piau1	44														
標	标	piɔ⁴⁴	piɔ	piau1	44														
鏢	镖	piɔ⁴⁴	piɔ	piau1	44	訓讀爲鑣													
鑣	镳	piɔ⁴⁴	piɔ	piau1	44														
彪	彪	piɔ⁴⁴	piɔ	piau1	44														
滮	滮	piɔ⁴⁴	piɔ	piau1	44	~水：液體從狹小的孔道急射出來													
飆	飙	piɔ⁴⁴	piɔ	piau1	44														
飈	飚	piɔ⁴⁴	piɔ	piau1	44														
猋	猋	piɔ⁴⁴	piɔ	piau1	44														
幖	幖	piɔ⁴⁴	piɔ	piau1	44														
驃	骠	piɔ⁴⁴	piɔ	piau1	44	黃~馬													
表	表	piɔ⁵¹	piɔ	piau3	51														
𧘝	表	piɔ⁵¹	piɔ	piau3	51	表本字													
錶	表	piɔ⁵¹	piɔ	piau3	51														
婊	婊	piɔ⁵¹	piɔ	piau3	51														
裱	裱	piɔ⁵¹	piɔ	piau3	51														
嫑	嫑	piɔ³²⁴	piɔ	piau5	324	方言字，「不要」的合音													
飄	飘	pʰiɔ⁴⁴	pʰiɔ	phiau1	44														
漂	漂	pʰiɔ⁴⁴	pʰiɔ	phiau1	44	~流，~浮													
鏢	镖	pʰiɔ⁴⁴	pʰiɔ	phiau1	44	本音													
螵	螵	pʰiɔ⁴⁴	pʰiɔ	phiau1	44														
瞟	瞟	pʰiɔ⁵¹	pʰiɔ	phiau3	51														
縹	缥	pʰiɔ⁵¹	pʰiɔ	phiau3	51														
票	票	pʰiɔ³²⁴	pʰiɔ	phiau5	324														
剽	剽	pʰiɔ³²⁴	pʰiɔ	phiau5	324	~竊													
漂	漂	pʰiɔ³²⁴	pʰiɔ	phiau5	324	~亮													
鰾	鳔	pʰiɔ³²⁴	pʰiɔ	phiau5	324	新													
瓢	瓢	biɔ¹¹³	biɔ	biau2A	113														
鰾	鳔	biɔ¹¹³	biɔ	biau2A	113														
嫖	嫖	biɔ¹¹³	biɔ	biau2A	113														
薸	薸	biɔ¹¹³	biɔ	biau2A	113														
剽	剽	biɔ¹¹³	biɔ	biau2A	113														
鰾	鳔	biɔ²¹³	biɔ	biau6	213	又音													
膘	膘	biɔ²¹³	biɔ	biau6	213	本音													
□		biɔ²¹³	biɔ	biau6	213	歪斜													
殍	殍	biɔ²¹³	biɔ	biau6	213														
驃	骠	biɔ²¹³	biɔ	biau6	213	~勇，~騎													
喵	喵	ʔmiɔ⁴⁴	ʔmiɔ	miau1	44														
秒	秒	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
渺	渺	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
淼	淼	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
藐	藐	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
□		ʔmiɔ⁵¹	ʔmiɔ	miau3	51	斜着眼略微看一下：~~													
邈	邈	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
杪	杪	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
眇	眇	ʔmiɔ⁵¹	ʔmiɔ	miau3	51														
苗	苗	ʔmiɔ³⁴	ʔmiɔ	miau2B	34														
描	描	ʔmiɔ³⁴	ʔmiɔ	miau2B	34														
瞄	瞄	ʔmiɔ³⁴	ʔmiɔ	miau2B	34														
貓	猫	ʔmiɔ³⁴	ʔmiɔ	miau2B	34	白													
妙	妙	miɔ²¹³	miɔ	miau6	213														
廟	庙	miɔ²¹³	miɔ	miau6	213														
庿	庙	miɔ²¹³	miɔ	miau6	213	廟古字													
謬	谬	miɔ²¹³	miɔ	miau6	213	荒~													
繆	缪	miɔ²¹³	miɔ	miau6	213	姓氏													
刁	刁	tiɔ⁴⁴	tiɔ	tiau1	44														
叼	叼	tiɔ⁴⁴	tiɔ	tiau1	44														
雕	雕	tiɔ⁴⁴	tiɔ	tiau1	44														
彫	雕	tiɔ⁴⁴	tiɔ	tiau1	44														
琱	雕	tiɔ⁴⁴	tiɔ	tiau1	44														
貂	貂	tiɔ⁴⁴	tiɔ	tiau1	44														
凋	凋	tiɔ⁴⁴	tiɔ	tiau1	44														
碉	碉	tiɔ⁴⁴	tiɔ	tiau1	44														
屌	屌	tiɔ⁴⁴	tiɔ	tiau1	44														
鳥	鸟	tiɔ⁵¹	tiɔ	tiau3	51	白，~獸，飛禽													
扚	扚	tiɔ⁵¹	tiɔ	tiau3	51	~住仔													
釣	钓	tiɔ³²⁴	tiɔ	tiau5	324														
吊	吊	tiɔ³²⁴	tiɔ	tiau5	324														
弔	吊	tiɔ³²⁴	tiɔ	tiau5	324														
窵	窎	tiɔ³²⁴	tiɔ	tiau5	324														
挑	挑	tʰiɔ⁴⁴	tʰiɔ	thiau1	44														
佻	佻	tʰiɔ⁴⁴	tʰiɔ	thiau1	44														
𠛪		tʰiɔ⁴⁴	tʰiɔ	thiau1	44	~草，~刺													
□		tʰiɔ⁵¹	tʰiɔ	thiau3	51	在人面前說別人壞話：~禍													
□		tʰiɔ⁵¹	tʰiɔ	thiau3	51	讓人佔便宜：~伲發財													
窱	窱	tʰiɔ⁵¹	tʰiɔ	thiau3	51	窈~													
跳	跳	tʰiɔ³²⁴	tʰiɔ	thiau5	324														
趒	跳	tʰiɔ³²⁴	tʰiɔ	thiau5	324														
糶	粜	tʰiɔ³²⁴	tʰiɔ	thiau5	324														
眺	眺	tʰiɔ³²⁴	tʰiɔ	thiau5	324														
條	条	diɔ¹¹³	diɔ	diau2A	113														
鰷	鲦	diɔ¹¹³	diɔ	diau2A	113														
調	调	diɔ¹¹³	diɔ	diau2A	113	~和													
笤	笤	diɔ¹¹³	diɔ	diau2A	113	~帚													
迢	迢	diɔ¹¹³	diɔ	diau2A	113														
髫	髫	diɔ¹¹³	diɔ	diau2A	113														
樤	樤	diɔ¹¹³	diɔ	diau2A	113														
掉	掉	diɔ²³¹	diɔ	diau4	231	擺動：~尾巴；絞：~繩													
誂	誂	diɔ²¹³	diɔ	diau6	213														
挑	挑	diɔ²¹³	diɔ	diau6	213	~戰													
銚	铫	diɔ²¹³	diɔ	diau6	213	藥~子（熬中藥用）													
掉	掉	diɔ²¹³	diɔ	diau6	213	又音													
調	调	diɔ²¹³	diɔ	diau6	213	~動，~換													
窕	窕	diɔ²¹³	diɔ	diau6	213														
□		diɔ²¹³	diɔ	diau6	213	舊時三餘等地墾區的地積單位，合20畞『海門縣方言誌』四甲字表作⿰土窕													
□		diɔ²¹³	diɔ	diau6	213	收藏													
了	了	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	~結													
釕	钌	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	化學元素													
瞭	了	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	~解，一目~然													
蓼	蓼	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51														
燎	燎	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	火急火~													
䩍	䩍	ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	面白~~													
□		ʔɭiɔ⁵¹	ʔɭiɔ	liau3	51	揮霍（家財）													
遼	辽	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
療	疗	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
燎	燎	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
潦	潦	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34	~草													
僚	僚	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
瞭	瞭	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34	~望，明~													
聊	聊	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
廖	廖	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
寮	寮	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
撩	撩	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34	掀起：~起來；挑弄，引逗：~路頭													
憀	憀	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34	無~													
繚	缭	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
獠	獠	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
嘹	嘹	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
鐐	镣	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
寥	寥	ʔɭiɔ³⁴	ʔɭiɔ	liau2B	34														
料	料	ɭiɔ²¹³	ɭiɔ	liau6	213														
撂	撂	ɭiɔ²¹³	ɭiɔ	liau6	213	扔：~來仔													
交	交	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	文													
郊	郊	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
教	教	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	動詞，文													
膠	胶	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	文													
蛟	蛟	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
𥄉	𥄉	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
焦	焦	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
蕉	蕉	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
礁	礁	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
姣	姣	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
椒	椒	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	斑~													
驕	骄	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
跤	跤	tɕiɔ⁴⁴	tɕiɔ	ciau1	44														
嬌	娇	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	~嫩													
澆	浇	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	~水													
䩌	䩌	tɕiɔ⁴⁴	tɕiɔ	ciau1	44	~黑（呂四字表記）													
剿	剿	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
矯	矫	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
繳	缴	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
狡	狡	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
餃	饺	tɕiɔ⁵¹	tɕiɔ	ciau3	51	~兒，即~子													
皎	皎	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
皦	皦	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
佼	佼	tɕiɔ⁵¹	tɕiɔ	ciau3	51														
僥	侥	tɕiɔ⁵¹	tɕiɔ	ciau3	51	~倖													
徼	徼	tɕiɔ⁵¹	tɕiɔ	ciau3	51	~倖													
儌	儌	tɕiɔ⁵¹	tɕiɔ	ciau3	51	~倖													
鉸	铰	tɕiɔ⁵¹	tɕiɔ	ciau3	51	文													
絞	绞	tɕiɔ⁵¹	tɕiɔ	ciau3	51	文													
□		tɕiɔ⁵¹	tɕiɔ	ciau3	51	外~，即外行													
□		tɕiɔ⁵¹	tɕiɔ	ciau3	51	壅根時把土翻到根部的動作													
教	教	tɕiɔ³²⁴	tɕiɔ	ciau5	324	~育，文													
校	校	tɕiɔ³²⁴	tɕiɔ	ciau5	324	~對，文													
較	较	tɕiɔ³²⁴	tɕiɔ	ciau5	324														
珓	珓	tɕiɔ³²⁴	tɕiɔ	ciau5	324	文													
叫	叫	tɕiɔ³²⁴	tɕiɔ	ciau5	324														
徼	徼	tɕiɔ³²⁴	tɕiɔ	ciau5	324	巡查													
醮	醮	tɕiɔ³²⁴	tɕiɔ	ciau5	324	（四甲字表記）													
覺	觉	tɕiɔ³²⁴	tɕiɔ	ciau5	324	睡~													
窖	窖	tɕiɔ³²⁴	tɕiɔ	ciau5	324	文													
敲	敲	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44	文													
㪣	敲	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44	文													
蹺	跷	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44	~腳二郎腿													
蹻	𫏋	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44														
鍬	锹	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44														
悄	悄	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44														
繰	缲	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44	捲起（衣袖、褲管等）；縫紉方法：~邊													
撬	撬	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44	~箱子													
橇	橇	tɕʰiɔ⁴⁴	tɕʰiɔ	chiau1	44														
巧	巧	tɕʰiɔ⁵¹	tɕʰiɔ	chiau3	51														
悄	悄	tɕʰiɔ⁵¹	tɕʰiɔ	chiau3	51	~聲													
愀	愀	tɕʰiɔ⁵¹	tɕʰiɔ	chiau3	51														
湫	湫	tɕʰiɔ⁵¹	tɕʰiɔ	chiau3	51														
竅	窍	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324														
俏	俏	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324														
峭	峭	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324														
誚	诮	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324														
鞘	鞘	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324														
翹	翘	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324	~尾巴													
蹺	跷	tɕʰiɔ³²⁴	tɕʰiɔ	chiau5	324	~~板													
喬	乔	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
僑	侨	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
蕎	荞	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
橋	桥	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
㝯	侨	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
憔	憔	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
譙	谯	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
樵	樵	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
瞧	瞧	dʑiɔ¹¹³	dʑiɔ	jiau2A	113														
翹	翘	dʑiɔ¹¹³	dʑiɔ	jiau2A	113	門~來作													
蹻	𫏋	dʑiɔ¹¹³	dʑiɔ	jiau2A	113	他人~不過													
□		dʑiɔ¹¹³	dʑiɔ	jiau2A	113	蓋子不蓋緊，露一點縫：拏蓋頭~點													
□		dʑiɔ²³¹	dʑiɔ	jiau4	231	~座前：七數裏，即死後七七四十九天內，一天三次，靈位前上供。座，即座子，供奉靈位處													
轎	轿	dʑiɔ²¹³	dʑiɔ	jiau6	213														
撟	挢	dʑiɔ²¹³	dʑiɔ	jiau6	213	撬													
嫋	袅	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51	~~													
嬝	袅	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51														
㜵	袅	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51														
褭	袅	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51														
裊	袅	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51	褭俗字													
鳥	鸟	ʔȵiɔ⁵¹	ʔȵiɔ	gniau3	51	文													
饒	饶	ʔȵiɔ³⁴	ʔȵiɔ	gniau2B	34	寬恕：~~他；另外添加：~頭；叫~，討~													
尿	尿	ȵiɔ²¹³	ȵiɔ	gniau6	213	~道，輸~管，~石症													
繞	绕	ȵiɔ²¹³	ȵiɔ	gniau6	213	~線													
消	消	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
宵	宵	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
硝	硝	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
逍	逍	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
霄	霄	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
銷	销	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
蛸	蛸	ɕiɔ⁴⁴	ɕiɔ	shiau1	44	螵~													
蕭	萧	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
瀟	潇	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
枵	枵	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
簫	箫	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
囂	嚣	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
嚻	嚣	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
驍	骁	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
梟	枭	ɕiɔ⁴⁴	ɕiɔ	shiau1	44														
澆	浇	ɕiɔ⁴⁴	ɕiɔ	shiau1	44	~薄													
𣻏	𬇼	ɕiɔ⁴⁴	ɕiɔ	shiau1	44	薄													
踃	踃	ɕiɔ⁴⁴	ɕiɔ	shiau1	44	~地滚													
𣘖	𣘖	ɕiɔ⁴⁴	ɕiɔ	shiau1	44	掀，揭：被子~起來；~到第幾䈎													
小	小	ɕiɔ⁵¹	ɕiɔ	shiau3	51														
曉	晓	ɕiɔ⁵¹	ɕiɔ	shiau3	51														
筱	筱	ɕiɔ⁵¹	ɕiɔ	shiau3	51														
篠	筱	ɕiɔ⁵¹	ɕiɔ	shiau3	51														
笑	笑	ɕiɔ³²⁴	ɕiɔ	shiau5	324														
嘯	啸	ɕiɔ³²⁴	ɕiɔ	shiau5	324														
歗	啸	ɕiɔ³²⁴	ɕiɔ	shiau5	324	嘯古文													
孝	孝	ɕiɔ³²⁴	ɕiɔ	shiau5	324	文，~順													
𥬇	笑	ɕiɔ³²⁴	ɕiɔ	shiau5	324														
咲	笑	ɕiɔ³²⁴	ɕiɔ	shiau5	324	豆莢、油菜等的果實因成熟而裂開													
酵	酵	ɕiɔ³²⁴	ɕiɔ	shiau5	324	文，~母菌													
肖	肖	ɕiɔ³²⁴	ɕiɔ	shiau5	324	不~，惟妙惟~													
哮	哮	ɕiɔ³²⁴	ɕiɔ	shiau5	324														
餚	肴	ʑiɔ¹¹³	ʑiɔ	zhiau2A	113	~饌，豐盛的飯菜													
肴	肴	ʑiɔ¹¹³	ʑiɔ	zhiau2A	113	字同餚													
