字目	读音	注释	声母(实际)	声母(原)	韵母	声调	声调（调类)						声调	国际惯例	声调
□	tsʰiõ2	形容头发翘起	tsʰ	tsʰ	iõ	44	2								
牆	tsʰiõ2		tsʰ	tsʰ	iõ	44	2								
搶	tsʰiõ3		tsʰ	tsʰ	iõ	53	3								
象	tsʰiõ4	想～，大～	tsʰ	tsʰ	iõ	213	4								
橡	tsʰiõ4		tsʰ	tsʰ	iõ	213	4								
上	tsʰiõ4	～坟	tsʰ	tsʰ	iõ	213	4								
匠	tsʰiõ6		tsʰ	tsʰ	iõ	42	6								
箱鑲	siõ1		s	s	iõ	22	1								
傷	siõ1		s	s	iõ	22	1								
常	siõ2		s	s	iõ	44	2								
恒	siõ2	训	s	s	iõ	44	2								
嘗償	siõ2		s	s	iõ	44	2								
賞	siõ3		s	s	iõ	53	3								
想	siõ4		s	s	iõ	213	4								
肖	siõ5	生～	s	s	iõ	21	5								
像	siõ5	白：雕～	s	s	iõ	21	5								
相	siõ5	hoʔ7～：照相	s	s	iõ	21	5								
尚	siõ6	白：和～	s	s	iõ	42	6								
薑	kiõ1		k	k	iõ	22	1								
強	kiõ2	赢，改善	k	k	iõ	44	2								
腔	kʰiõ1		kʰ	kʰ	iõ	22	1								
香	hiõ1		h	h	iõ	22	1								
鄉	hiõ1		h	h	iõ	22	1								
響	hiõ3		h	h	iõ	53	3								
向	hiõ5		h	h	iõ	21	5								
羊洋烊垟楊	iõ2				iõ	44	2								
陽	iõ2	白，用于地名，如：揭～，潮～			iõ	44	2								
贏	iõ2				iõ	44	2								
養	iõ3				iõ	53	3								
樣	iõ6				iõ	42	6								
毀	hũi3		h	h	ũi	53	3								
畏	ũi5				ũi	21	5								
位	ũi6				ũi	42	6								
爿	pãi2	白，一半之意；又有向的意思，如：hio53～，那边	p	p	ãi	44	2								
板	pãi3	黑～	p	p	ãi	53	3								
反	pãi3	～过来（翻过来）	p	p	ãi	53	3								
辦	pãi6	白	p	p	ãi	42	6								
殿	tãi4	门～（门槛）	t	t	ãi	213	4								
殿	tãi6	门～（门槛）	t	t	ãi	42	6								
□	tãi6	坚硬	t	t	ãi	42	6								
前	tsãi2		ts	ts	ãi	44	2								
臍	tsãi2		ts	ts	ãi	44	2								
指	tsãi3	手～	ts	ts	ãi	53	3								
趾	tsãi3	训：脚～	ts	ts	ãi	53	3								
千	tsʰãi1	～万，～里	tsʰ	tsʰ	ãi	22	1								
仟	tsʰãi1		tsʰ	tsʰ	ãi	22	1								
蠶	tsʰãi2		tsʰ	tsʰ	ãi	44	2								
彩踩睬采	tsʰãi3		tsʰ	tsʰ	ãi	53	3								
筅	tsʰãi3		tsʰ	tsʰ	ãi	53	3								
先	sãi1	白，～后	s	s	ãi	22	1								
肩	kãi1		k	k	ãi	22	1								
間	kãi1	白，房～	k	k	ãi	22	1								
揀	kãi3		k	k	ãi	53	3								
繭	kãi3		k	k	ãi	53	3								
間	kãi5	～谍	k	k	ãi	21	5								
蓋	kʰãi5	盖子，盖住（动词）	kʰ	kʰ	ãi	21	5								
還	hãi2	～钱，～原	h	h	ãi	44	2								
蜆	hãi3		h	h	ãi	53	3								
□	hãi4	让	h	h	ãi	213	4								
莧	hãi6		h	h	ãi	42	6								
閑	ãi2				ãi	44	2								
閒	ãi2				ãi	44	2								
愛	ãi5				ãi	21	5								
底	tõi3	又音	t	t	õi	53	3								
睇	kʰõi3	训	kʰ	kʰ	õi	53	3								
看	kʰõi3	训	kʰ	kʰ	õi	53	3								
懸	kuãi2	白，高	k	k	uãi	44	2								
慣	kuãi5		k	k	uãi	21	5								
縣	kuãi6		k	k	uãi	42	6								
圈	kʰuãi1		kʰ	kʰ	uãi	22	1								
挖	uãi1	本字或为剜			uãi	22	1								
悠休	hiũ1		h	h	iũ	22	1								
朽	hiũ3		h	h	iũ	53	3								
嗅	hiũ5		h	h	iũ	21	5								
幼	iũ5				iũ	21	5								
好	hãu5	爱～	h	h	ãu	21	5								
□	ãu1	卷曲；～tsau（糟蹋）。本字或为“鏖糟”			ãu	22	1								
□	ãu3	口齿不清			ãu	53	3								
咬	ãuʔ8	口语			ãuʔ	5	8								
虎	hõu3		h	h	õu	53	3								
否	hõu3		h	h	õu	53	3								
姥	m3				m	53	3								
母	m3	称父亲或丈夫的姐姐			m	53	3								
姆	m3				m	53	3								
唔	m4	不			m	213	4								
毋	m4				m	213	4								
方	pŋ1	姓	p	p	ŋ	22	1								
楓	pŋ1	白	p	p	ŋ	22	1								
本	pŋ3		p	p	ŋ	53	3								
飯	pŋ6	白	p	p	ŋ	42	6								
門	mŋ2		m	m	ŋ	44	2								
們	mŋ2		m	m	ŋ	44	2								
晚	mŋ3		m	m	ŋ	53	3								
問	mŋ6		m	m	ŋ	42	6								
當	tŋ1	白，～官	t	t	ŋ	22	1								
堂唐塘腸	tŋ2	白	t	t	ŋ	44	2								
長	tŋ2	白，～短	t	t	ŋ	44	2								
返	tŋ3	训	t	t	ŋ	53	3								
轉	tŋ3		t	t	ŋ	53	3								
盪	tŋ4		t	t	ŋ	213	4								
丈	tŋ4	白，一～	t	t	ŋ	213	4								
斷	tŋ4		t	t	ŋ	213	4								
當	tŋ5	白，～做	t	t	ŋ	21	5								
緞	tŋ6		t	t	ŋ	42	6								
段	tŋ6		t	t	ŋ	42	6								
湯	tʰŋ1		tʰ	tʰ	ŋ	22	1								
糖	tʰŋ2		tʰ	tʰ	ŋ	44	2								
捅	tʰŋ3		tʰ	tʰ	ŋ	53	3								
燙	tʰŋ5		tʰ	tʰ	ŋ	21	5								
捅	tʰŋ6		tʰ	tʰ	ŋ	42	6								
郎	nŋ2	白	n	n	ŋ	44	2								
囵	nŋ2	ka1～，整个	n	n	ŋ	44	2								
女	nŋ3		n	n	ŋ	53	3								
卵	nŋ4		n	n	ŋ	213	4								
鑽	nŋ5		n	n	ŋ	21	5								
磚	tsŋ1		ts	ts	ŋ	22	1								
莊	tsŋ1		ts	ts	ŋ	22	1								
裝	tsŋ1	白，散～，女～（名词）	ts	ts	ŋ	22	1								
全	tsŋ2		ts	ts	ŋ	44	2								
舐	tsŋ4		ts	ts	ŋ	213	4								
吮	tsŋ4	吸吮	ts	ts	ŋ	213	4								
鑽	tsŋ5		ts	ts	ŋ	21	5								
旋	tsŋ6	白，头发的～	ts	ts	ŋ	42	6								
穿	tsʰŋ1		tsʰ	tsʰ	ŋ	22	1								
瘡	tsʰŋ1		tsʰ	tsʰ	ŋ	22	1								
村	tsʰŋ1	不能读tsʰuŋ	tsʰ	tsʰ	ŋ	22	1								
倉	tsʰŋ1		tsʰ	tsʰ	ŋ	22	1								
存	tsʰŋ2	剩余	tsʰ	tsʰ	ŋ	44	2								
牀	tsʰŋ2		tsʰ	tsʰ	ŋ	44	2								
刺	tsʰŋ5		tsʰ	tsʰ	ŋ	21	5								
酸	sŋ1		s	s	ŋ	22	1								
孀	sŋ1		s	s	ŋ	22	1								
霜	sŋ1		s	s	ŋ	22	1								
孫	sŋ1		s	s	ŋ	22	1								
喪	sŋ1		s	s	ŋ	22	1								
桑	sŋ1		s	s	ŋ	22	1								
耍	sŋ3	训。本字可能是爽	s	s	ŋ	53	3								
算	sŋ5		s	s	ŋ	21	5								
蒜	sŋ5		s	s	ŋ	21	5								
缸	kŋ1		k	k	ŋ	22	1								
光	kŋ1	白，光亮。如：天～（天亮）	k	k	ŋ	22	1								
扛	kŋ1	白	k	k	ŋ	22	1								
狂	kŋ2	白，～眠（说梦话）	k	k	ŋ	44	2								
管	kŋ3	白，气～，光～	k	k	ŋ	53	3								
卷	kŋ3		k	k	ŋ	53	3								
廣	kŋ3	白，～州，～东，～西。注意：这三个地名在简称时，应读kuaŋ3，如“广工”、“广财”等高校名称	k	k	ŋ	53	3								
鋼	kŋ5		k	k	ŋ	21	5								
糠	kʰŋ1		kʰ	kʰ	ŋ	22	1								
囥	kʰŋ5	藏，放	kʰ	kʰ	ŋ	21	5								
勸	kʰŋ5		kʰ	kʰ	ŋ	21	5								
昏	hŋ1	暝～（黄昏）	h	h	ŋ	22	1								
荒	hŋ1	饥～	h	h	ŋ	22	1								
方	hŋ1	地～	h	h	ŋ	22	1								
園	hŋ2		h	h	ŋ	44	2								
遠	hŋ4		h	h	ŋ	213	4								
央	ŋ1				ŋ	22	1								
秧	ŋ1				ŋ	22	1								
唔	ŋ1				ŋ	22	1								
黃	ŋ2				ŋ	44	2								
䘼	ŋ3	袖子			ŋ	53	3								
仰	ŋ5	依靠			ŋ	21	5								
□	ŋʔ7	儿语拉屎			ŋʔ	32	7								
□	tsŋʔ8	针扎入	ts	ts	ŋʔ	5	8								
□	sŋʔ7	擤鼻涕的声音	s	s	ŋʔ	32	7								
