"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"
"2067"	"陡"	"陡"	"tau阴上"	"白"	""	""
"2068"	"鬥"	"斗"	"tou去声"	"文"	""	""
"2069"	"鬥"	"斗"	"tau去声"	"白"	""	""
"2070"	"鬥"	"斗"	"tau阴上"	"又"	""	""
"2071"	"偷"	"偷"	"tʰau阴平"	""	""	""
"2072"	"透"	"透"	"tʰau去声"	""	""	""
"2073"	"頭"	"头"	"tʰau阳平"	""	""	""
"2074"	"投"	"投"	"tau阳平"	""	""	""
"2075"	"投"	"投"	"tʰau阳平"	""	""	""
"2076"	"豆"	"豆"	"tau去声"	"白"	""	""
"2077"	"豆"	"豆"	"tou阳上"	"文"	""	""
"2078"	"逗"	"逗"	"tau去声"	"白"	""	""
"2079"	"逗"	"逗"	"tou阳上"	"文"	""	""
"2080"	"耨"	"耨"	"nau去声"	""	""	""
"2081"	"樓"	"楼"	"lau阳平"	"白"	""	""
"2082"	"樓"	"楼"	"liu阳平"	"又"	""	""
"2083"	"摟"	"搂"	"lau阴上"	"白"	""	""
"2084"	"摟"	"搂"	"lou阴上"	"文"	""	""
"2085"	"簍"	"篓"	"lau阴上"	""	""	""
"2086"	"漏"	"漏"	"lau去声"	"白"	""	""
"2087"	"漏"	"漏"	"lou去声"	"文"	""	""
"2088"	"陋"	"陋"	"lau去声"	"白"	""	""
"2089"	"陋"	"陋"	"lou阳上"	"文"	""	""
"2090"	"走"	"走"	"tsau阴上"	""	""	""
"2091"	"奏"	"奏"	"tsau去声"	"白"	""	""
"2092"	"奏"	"奏"	"tsou去声"	"文"	""	""
"2093"	"凑"	"凑"	"tsʰou去声"	"文"	""	""
"2094"	"凑"	"凑"	"tsʰau去声"	"白"	""	""
"2095"	"叟"	"叟"	"sau阴上"	"白"	""	""
"2096"	"叟"	"叟"	"sou阴上"	"文"	""	""
"2097"	"嗽"	"嗽"	"sau去声"	""	""	""
"2098"	"勾"	"勾"	"kau阴平"	"白"	""	""
"2099"	"勾"	"勾"	"kou阴平"	"文"	""	""
"2100"	"鉤"	"钩"	"kau阴平"	"白"	""	""
"2101"	"鉤"	"钩"	"kou阴平"	"文"	""	""
"2102"	"溝"	"沟"	"kau阴平"	"白"	""	""
"2103"	"溝"	"沟"	"kou阴平"	"文"	""	""
"2104"	"狗"	"狗"	"kau阴上"	""	""	""
"2105"	"苟"	"苟"	"kou阴上"	""	""	""
"2106"	"垢"	"垢"	"kau阴上"	"白"	""	""
"2107"	"垢"	"垢"	"kou阴上"	"文"	""	""
"2108"	"彀"	"彀"	"kou去声"	""	""	""
"2109"	"夠"	"够"	"kau去声"	"白"	""	""
"2110"	"夠"	"够"	"kou去声"	"文"	""	""
"2111"	"構"	"构"	"kau去声"	"白"	""	""
"2112"	"構"	"构"	"kou去声"	"文"	""	""
"2113"	"購"	"购"	"kou去声"	""	""	""
"2114"	"媾"	"媾"	"kou去声"	""	""	""
"2115"	"摳"	"抠"	"kʰau阴平"	""	""	""
"2116"	"口"	"口"	"kʰau阴上"	"白"	""	""
"2117"	"口"	"口"	"kʰou阴上"	"文"	""	""
"2118"	"叩"	"叩"	"kʰau去声"	"白"	""	""
"2119"	"叩"	"叩"	"kʰo去声"	"又"	""	""
"2120"	"扣"	"扣"	"kʰau去声"	"白"	""	""
"2121"	"扣"	"扣"	"kʰa去声"	"又"	""	""
"2122"	"扣"	"扣"	"kʰou去声"	"文"	""	""
"2123"	"寇"	"寇"	"kʰau去声"	"白"	""	""
"2124"	"寇"	"寇"	"kʰou去声"	"文"	""	""
"2125"	"藕"	"藕"	"nau阴上"	""	""	""
"2126"	"藕"	"藕"	"ŋau阴上"	""	""	""
"2127"	"偶"	"偶"	"ŋou阴上"	""	""	""
"2128"	"吼"	"吼"	"hau阴上"	""	""	""
"2129"	"蔻"	"蔻"	"kʰou去声"	""	""	""
"2130"	"侯"	"侯"	"kau阳平"	"白"	""	""
"2131"	"侯"	"侯"	"hou阳平"	"文"	""	""
"2132"	"侯"	"侯"	"hau去声"	"白"	""	""
"2133"	"喉"	"喉"	"au阳平"	""	""	""
"2134"	"猴"	"猴"	"kau阳平"	""	""	""
"2135"	"後"	"后"	"au阳上"	""	""	""
"2136"	"後"	"后"	"hau阳上"	""	""	""
"2137"	"厚"	"厚"	"kau阳上"	"白"	""	""
"2138"	"厚"	"厚"	"hou阳上"	"文"	""	""
"2139"	"后"	"后"	"hou阳上"	""	""	""
"2140"	"候"	"候"	"hau去声"	"白"	""	""
"2141"	"候"	"候"	"hou去声"	"文"	""	""
"2142"	"謳"	"讴"	"au阴平"	""	""	""
"2143"	"歐"	"欧"	"au阴平"	""	""	""
"2144"	"嘔"	"呕"	"au阴上"	""	""	""
"2145"	"毆"	"殴"	"au阴上"	""	""	""
"2146"	"漚"	"沤"	"au阴平"	""	""	""
"2147"	"漚"	"沤"	"au去声"	""	""	""
"2148"	"慪"	"怄"	"au去声"	""	""	""
"2149"	"否"	"否"	"hoũ阴上"	""	""	""
"2150"	"否"	"否"	"pʰi阴上"	""	""	""
"2151"	"否"	"否"	"pʰai阴上"	""	""	""
"2152"	"富"	"富"	"pu去声"	""	""	""
"2153"	"富"	"富"	"pʰou去声"	"地名"	""	""
"2154"	"副"	"副"	"hu去声"	""	""	""
"2155"	"浮"	"浮"	"pʰu阳平"	"白"	""	""
"2156"	"浮"	"浮"	"hu阳平"	"文"	""	""
"2157"	"阜"	"阜"	"hu阳上"	""	""	""
"2158"	"負"	"负"	"hu阳上"	""	""	""
"2159"	"婦"	"妇"	"pu阳上"	"白"	""	""
"2160"	"婦"	"妇"	"hu阳上"	"文"	""	""
"2161"	"復"	"复"	"hiũ去声"	"文"	""	""
"2162"	"復"	"复"	"hok阳入"	"文"	""	""
"2163"	"謀"	"谋"	"mou阳平"	""	""	""
"2164"	"矛"	"矛"	"mau阳平"	""	""	""
"2165"	"眸"	"眸"	"mou阳平"	""	""	""
"2166"	"紐"	"纽"	"nau阳上"	"白"	""	""
"2167"	"紐"	"纽"	"niu阴上"	"文"	""	""
"2168"	"扭"	"扭"	"nau阳上"	"白"	""	""
"2169"	"扭"	"扭"	"niu阴上"	"文"	""	""
"2170"	"留"	"留"	"lau阳平"	"白"	""	""
"2171"	"留"	"留"	"liu阳平"	"文"	""	""
"2172"	"榴"	"榴"	"liu阳平"	""	""	""
"2173"	"劉"	"刘"	"lau阳平"	"白"	""	""
"2174"	"劉"	"刘"	"liu阳平"	"文"	""	""
"2175"	"流"	"流"	"lau阳平"	"白"	""	""
"2176"	"流"	"流"	"liu阳平"	"文"	""	""
"2177"	"硫"	"硫"	"liu阳平"	""	""	""
"2178"	"琉"	"琉"	"liu阳平"	""	""	""
"2179"	"柳"	"柳"	"liu阴上"	""	""	""
"2180"	"溜"	"溜"	"liu去声"	"文"	""	""
"2181"	"溜"	"溜"	"liu阴平"	"又"	""	""
"2182"	"溜"	"溜"	"lau去声"	"白"	""	""
"2183"	"揪"	"揪"	"tsʰiu阴平"	""	""	""
"2184"	"酒"	"酒"	"tsiu阴上"	""	""	""
"2185"	"秋"	"秋"	"tsʰiu阴平"	""	""	""
"2186"	"就"	"就"	"tsiu阳上"	""	""	""
"2187"	"修"	"修"	"siu阴平"	""	""	""
"2188"	"羞"	"羞"	"siu阴平"	""	""	""
"2189"	"秀"	"秀"	"siu去声"	""	""	""
"2190"	"鏽"	"锈"	"siu去声"	""	""	""
"2191"	"繡"	"绣"	"shu去声"	""	""	""
"2192"	"宿"	"宿"	"siu去声"	"文"	""	""
"2193"	"宿"	"宿"	"siok阴入"	"文"	""	""
"2194"	"宿"	"宿"	"suaʔ阴入"	"白"	""	""
"2195"	"囚"	"囚"	"tsʰiu阳平"	""	""	""
"2196"	"袖"	"袖"	"siu去声"	""	""	""
"2197"	"肘"	"肘"	"tiu阴上"	"白"	""	""
"2198"	"肘"	"肘"	"tsiu阴上"	"文"	""	""
"2199"	"晝"	"昼"	"tau去声"	"白"	""	""
"2200"	"晝"	"昼"	"tiu阳上"	"文"	""	""
"2201"	"抽"	"抽"	"tʰiu阴平"	""	""	""
"2202"	"丑"	"丑"	"tʰiu阴上"	""	""	""
"2203"	"綢"	"绸"	"tiu阳平"	""	""	""
"2204"	"稠"	"稠"	"tiu阳平"	"白"	""	""
"2205"	"稠"	"稠"	"tsiu阳平"	"文"	""	""
"2206"	"籌"	"筹"	"tʰiu阳平"	""	""	""
"2207"	"紂"	"纣"	"tiu阳上"	""	""	""
"2208"	"宙"	"宙"	"tiu去声"	"白"	""	""
"2209"	"宙"	"宙"	"tsiu去声"	"文"	""	""
"2210"	"鄒"	"邹"	"tsiu阴平"	""	""	""
"2211"	"皺"	"皱"	"tsiu去声"	"文"	""	""
"2212"	"皺"	"皱"	"niau去声"	"替"	""	""
"2213"	"縐"	"绉"	"tsiu去声"	""	""	""
"2214"	"愁"	"愁"	"tsʰiu阳平"	""	""	""
"2215"	"驟"	"骤"	"tsiu去声"	"白"	""	""
"2216"	"驟"	"骤"	"tsou阳上"	"文"	""	""
"2217"	"餿"	"馊"	"siu阴平"	""	""	""
"2218"	"搜"	"搜"	"siu阴平"	""	""	""
"2219"	"搜"	"搜"	"siau阴平"	""	""	""
"2220"	"颼"	"飕"	"siu阴平"	""	""	""
"2221"	"蒐"	"搜"	"siu阴平"	""	""	""
"2222"	"蒐"	"搜"	"siau阴平"	""	""	""
"2223"	"瘦"	"瘦"	"siu阴上"	""	""	""
"2224"	"漱"	"漱"	"tsʰiu去声"	"文"	""	""
"2225"	"漱"	"漱"	"sok阴入"	"俗"	""	""
"2226"	"漱"	"漱"	"suak阴入"	"俗"	""	""
"2227"	"周"	"周"	"tsiu阴平"	""	""	""
"2228"	"舟"	"舟"	"tsiu阴平"	""	""	""
"2229"	"洲"	"洲"	"tsiu阴平"	""	""	""
"2230"	"州"	"州"	"tsiu阴平"	""	""	""
"2231"	"帚"	"帚"	"siu阴上"	""	""	""
"2232"	"咒"	"咒"	"tsiu去声"	""	""	""
"2233"	"醜"	"丑"	"tsʰiu阴上"	""	""	""
"2234"	"臭"	"臭"	"tsʰau去声"	""	""	""
"2235"	"臭"	"臭"	"hiu去声"	""	""	""
"2236"	"收"	"收"	"siu阴平"	""	""	""
"2237"	"手"	"手"	"tsʰiu阴上"	""	""	""
"2238"	"手"	"手"	"siu阴上"	""	""	""
"2239"	"首"	"首"	"siu阴上"	""	""	""
"2240"	"守"	"守"	"siu阴上"	""	""	""
"2241"	"獸"	"兽"	"siu去声"	""	""	""
"2242"	"讎"	"雠"	"tsʰiu阴平"	""	""	""
"2243"	"酬"	"酬"	"tsʰiu阳平"	""	""	""
"2244"	"受"	"受"	"siu阳上"	""	""	""
"2245"	"壽"	"寿"	"siu去声"	""	""	""
"2246"	"授"	"授"	"siu去声"	""	""	""
"2247"	"售"	"售"	"siu阳上"	""	""	""
"2248"	"柔"	"柔"	"dziu阳平"	""	""	""
"2249"	"揉"	"揉"	"dziu阳平"	""	""	""
"2250"	"鳩"	"鸠"	"kiu阴平"	""	""	""
"2251"	"鬮"	"阄"	"kʰau阴平"	"白"	""	""
"2252"	"鬮"	"阄"	"kiu阴平"	"文"	""	""
"2253"	"九"	"九"	"kau阴上"	"白"	""	""
"2254"	"九"	"九"	"kiu阴上"	"文"	""	""
"2255"	"久"	"久"	"ku阴上"	"白"	""	""
"2256"	"久"	"久"	"kiu阴上"	"文"	""	""
"2257"	"韭"	"韭"	"ku阴上"	""	""	""
"2258"	"韭"	"韭"	"kau阴上"	"白"	""	""
"2259"	"灸"	"灸"	"ku去声"	"白"	""	""
"2260"	"灸"	"灸"	"kiu去声"	"文"	""	""
"2261"	"究"	"究"	"kiu去声"	""	""	""
"2262"	"救"	"救"	"kiu去声"	""	""	""
"2263"	"丘"	"丘"	"kʰiu阴平"	"文"	""	""
"2264"	"丘"	"丘"	"kʰu阴平"	"白"	""	""
"2265"	"求"	"求"	"kʰiu阳平"	""	""	""
"2266"	"球"	"球"	"kiu阳平"	""	""	""
"2267"	"仇"	"仇"	"tsʰiu阳平"	""	""	""
"2268"	"舅"	"舅"	"ku阳上"	""	""	""
"2269"	"臼"	"臼"	"ku阳上"	""	""	""
"2270"	"咎"	"咎"	"kiu去声"	""	""	""
"2271"	"舊"	"旧"	"ku去声"	"白"	""	""
"2272"	"舊"	"旧"	"kiu去声"	"文"	""	""
"2273"	"柩"	"柩"	"kiu阳上"	""	""	""
"2274"	"牛"	"牛"	"gu阳平"	""	""	""
"2275"	"休"	"休"	"hiõ阴平"	""	""	""
"2276"	"朽"	"朽"	"hiu阴上"	""	""	""
"2277"	"嗅"	"嗅"	"hiu去声"	""	""	""
"2278"	"憂"	"忧"	"iu阴平"	""	""	""
"2279"	"優"	"优"	"iu阴平"	""	""	""
"2280"	"尤"	"尤"	"iu阳平"	""	""	""
"2281"	"郵"	"邮"	"iu阳平"	""	""	""
"2282"	"有"	"有"	"u阳上"	"白"	""	""
"2283"	"有"	"有"	"iu阴上"	"文"	""	""
"2284"	"友"	"友"	"iu阴上"	"文"	""	""
"2285"	"友"	"友"	"hiu阴上"	"白"	""	""
"2286"	"又"	"又"	"iu阳上"	""	""	""
"2287"	"又"	"又"	"iu去声"	""	""	""
"2288"	"右"	"右"	"iu阳上"	""	""	""
"2289"	"宥"	"宥"	"iu阳上"	""	""	""
"2290"	"祐"	"佑"	"iu阳上"	""	""	""
"2291"	"油"	"油"	"iu阳平"	""	""	""
"2292"	"游"	"游"	"iu阳平"	""	""	""
"2293"	"悠"	"悠"	"iu阴平"	""	""	""
"2294"	"猶"	"犹"	"iu阳平"	""	""	""
"2295"	"由"	"由"	"iu阳平"	""	""	""
"2296"	"酉"	"酉"	"iu阴上"	""	""	""
"2297"	"莠"	"莠"	"iu阴上"	""	""	""
"2298"	"誘"	"诱"	"iu阴上"	""	""	""
"2299"	"釉"	"釉"	"iu阳平"	""	""	""
"2300"	"柚"	"柚"	"iu阳平"	""	""	""
"2301"	"柚"	"柚"	"iu去声"	""	""	""
"2302"	"彪"	"彪"	"piu阴平"	""	""	""
"2303"	"謬"	"谬"	"miu去声"	""	""	""
"2304"	"丢"	"丢"	"tiu阴平"	""	""	""
"2305"	"糾"	"纠"	"kiu阴上"	""	""	""
"2306"	"幽"	"幽"	"iu阴平"	""	""	""
"2307"	"幼"	"幼"	"iũ去声"	""	""	""
"2308"	"耽"	"耽"	"tam阴平"	""	""	""
"2309"	"貪"	"贪"	"tʰam阴平"	""	""	""
"2310"	"探"	"探"	"tʰam去声"	""	""	""
"2311"	"探"	"探"	"tʰom阴平"	"取水"	""	""
"2312"	"潭"	"潭"	"tʰam阳平"	""	""	""
"2313"	"譚"	"谭"	"tʰam阳平"	""	""	""
"2314"	"南"	"南"	"nam阳平"	""	""	""
"2315"	"南"	"南"	"nom阳平"	"读佛经的读音"	""	""
"2316"	"男"	"男"	"nam阳平"	""	""	""
"2317"	"婪"	"婪"	"lam阳平"	""	""	""
"2318"	"簪"	"簪"	"tsam阴平"	""	""	""
"2319"	"簪"	"簪"	"tsom阴平"	""	""	""
"2320"	"參"	"参"	"tsʰam阴平"	""	""	""
"2321"	"參"	"参"	"sim阴平"	""	""	""
"2322"	"慘"	"惨"	"tsʰam阴上"	""	""	""
"2323"	"蠶"	"蚕"	"tsʰaĩ阴平"	"白"	""	""
"2324"	"蠶"	"蚕"	"tsʰam阴平"	"文"	""	""
"2325"	"感"	"感"	"kam阴上"	""	""	""
"2326"	"堪"	"堪"	"kʰam阴平"	""	""	""
"2327"	"龕"	"龛"	"kʰam阴平"	""	""	""
"2328"	"龕"	"龛"	"kʰom阴平"	""	""	""
"2329"	"坎"	"坎"	"kʰam阴上"	""	""	""
"2330"	"坎"	"坎"	"kʰom阴上"	""	""	""
"2331"	"砍"	"砍"	"kʰam阴上"	""	""	""
"2332"	"勘"	"勘"	"kʰam去声"	""	""	""
"2333"	"勘"	"勘"	"kʰom去声"	""	""	""
"2334"	"含"	"含"	"kam阳平"	"白"	""	""
"2335"	"含"	"含"	"ham阳平"	"文"	""	""
"2336"	"含"	"含"	"hom阳平"	"又"	""	""
"2337"	"函"	"函"	"ham阳平"	""	""	""
"2338"	"撼"	"撼"	"ham阳上"	""	""	""
"2339"	"撼"	"撼"	"hom阳上"	""	""	""
"2340"	"憾"	"憾"	"ham阳上"	""	""	""
"2341"	"庵"	"庵"	"am阴平"	""	""	""
"2342"	"諳"	"谙"	"am阴平"	""	""	""
"2343"	"諳"	"谙"	"om阴平"	""	""	""
"2344"	"暗"	"暗"	"am去声"	""	""	""
"2345"	"擔"	"担"	"tam阴平"	"文"	""	""
"2346"	"擔"	"担"	"tã阴平"	"白"	""	""
"2347"	"擔"	"担"	"tã去声"	"白"	""	""
"2348"	"膽"	"胆"	"tam阴上"	"文"	""	""
"2349"	"膽"	"胆"	"tã阴上"	"白"	""	""
"2350"	"坍"	"坍"	"tʰam阴平"	""	""	""
"2351"	"毯"	"毯"	"tʰaŋ阴上"	""	""	""
"2352"	"痰"	"痰"	"tʰam阳平"	""	""	""
"2353"	"談"	"谈"	"tʰam阳平"	""	""	""
"2354"	"淡"	"淡"	"tam阳上"	"文"	""	""
"2355"	"淡"	"淡"	"tã阳上"	"白"	""	""
"2356"	"藍"	"蓝"	"lam阳平"	"文"	""	""
"2357"	"籃"	"篮"	"lam阴平"	"文"	""	""
"2358"	"籃"	"篮"	"na阳平"	"白"	""	""
"2359"	"欖"	"榄"	"lam阴上"	"文"	""	""
"2360"	"欖"	"榄"	"na阴上"	"白"	""	""
"2361"	"攬"	"揽"	"lam阴上"	""	""	""
"2362"	"覽"	"览"	"lam阴上"	""	""	""
"2363"	"纜"	"缆"	"lam阴上"	""	""	""
"2364"	"濫"	"滥"	"lam去声"	""	""	""
"2365"	"慚"	"惭"	"tsʰam阳平"	""	""	""
"2366"	"暫"	"暂"	"tsiam阳上"	""	""	""
"2367"	"暫"	"暂"	"tsiam去声"	""	""	""
"2368"	"三"	"三"	"sam阴平"	"文"	""	""
"2369"	"三"	"三"	"sã阴平"	"白"	""	""
"2370"	"柑"	"柑"	"kam阴平"	"文"	""	""
"2371"	"柑"	"柑"	"kã阴平"	"白"	""	""
"2372"	"泔"	"泔"	"kam阴平"	""	""	""
"2373"	"甘"	"甘"	"kam阴平"	""	""	""
"2374"	"敢"	"敢"	"kam阴上"	"文"	""	""
"2375"	"敢"	"敢"	"kã阴上"	"白"	""	""
"2376"	"橄"	"橄"	"kam阴上"	"文"	""	""
"2377"	"橄"	"橄"	"kã阴平"	"白"	""	""
"2378"	"瞰"	"瞰"	"kʰam去声"	""	""	""
"2379"	"蚶"	"蚶"	"ham阴平"	""	""	""
"2380"	"喊"	"喊"	"ham去声"	""	""	""
"2381"	"邯"	"邯"	"ham阴平"	""	""	""
"2382"	"酣"	"酣"	"ham阴平"	""	""	""
"2383"	"站"	"站"	"tsam阳上"	""	""	""
"2384"	"賺"	"赚"	"tsam去声"	"文"	""	""
"2385"	"賺"	"赚"	"tã去声"	"白"	""	""
"2386"	"賺"	"赚"	"tʰaŋ阳平"	"训读趁字"	""	""
"2387"	"斬"	"斩"	"tsam阴上"	""	""	""
"2388"	"蘸"	"蘸"	"tsam去声"	""	""	""
"2389"	"讒"	"谗"	"tsʰam阳平"	""	""	""
"2390"	"饞"	"馋"	"tsʰam阳平"	""	""	""
"2391"	"杉"	"杉"	"sam阴平"	""	""	""
"2392"	"尷"	"尴"	"kam阴平"	""	""	""
"2393"	"減"	"减"	"kiam阴上"	""	""	""
"2394"	"鹻"	"鹻"	"kiam阴上"	""	""	""
"2395"	"鹹"	"咸"	"kiam阳平"	""	""	""
"2396"	"咸"	"咸"	"kiam阳平"	""	""	""
"2397"	"咸"	"咸"	"ham阳平"	""	""	""
"2398"	"陷"	"陷"	"ham去声"	""	""	""
"2399"	"攙"	"搀"	"tsʰam阴平"	""	""	""
"2400"	"攙"	"搀"	"tsʰam阳平"	""	""	""
"2401"	"懺"	"忏"	"tsʰiam阴平"	"俗"	""	""
"2402"	"懺"	"忏"	"tsʰam去声"	""	""	""
"2403"	"監"	"监"	"kam阴平"	""	""	""
"2404"	"監"	"监"	"kam去声"	""	""	""
"2405"	"鑒"	"鉴"	"kam去声"	""	""	""
"2406"	"嵌"	"嵌"	"kʰam阴平"	""	""	""
"2407"	"嵌"	"嵌"	"kʰam阴上"	"又"	""	""
"2408"	"巖"	"岩"	"ŋiam阳平"	""	""	""
"2409"	"巖"	"岩"	"ŋam阳平"	""	""	""
"2410"	"銜"	"衔"	"ham阳平"	"文"	""	""
"2411"	"銜"	"衔"	"kã阳平"	"白"	""	""
"2412"	"艦"	"舰"	"kam阳上"	""	""	""
"2413"	"艦"	"舰"	"lam阴上"	"俗"	""	""
"2414"	"貶"	"贬"	"pĩ阴上"	"白"	""	""
"2415"	"貶"	"贬"	"piaŋ阴上"	"文"	""	""
"2416"	"黏"	"黏"	"niam阴平"	""	""	""
"2417"	"黏"	"黏"	"niam阳平"	""	""	""
"2418"	"廉"	"廉"	"liam阳平"	""	""	""
"2419"	"鐮"	"镰"	"liam阳平"	""	""	""
"2420"	"鐮"	"镰"	"niam阳平"	"又"	""	""
"2421"	"簾"	"帘"	"liam阳平"	""	""	""
"2422"	"簾"	"帘"	"niam阳平"	"又"	""	""
"2423"	"奩"	"奁"	"liam阳平"	""	""	""
"2424"	"斂"	"敛"	"liam阴上"	""	""	""
"2425"	"殮"	"殓"	"liam阴上"	""	""	""
"2426"	"尖"	"尖"	"tsiam阴平"	""	""	""
"2427"	"殲"	"歼"	"tsiam阴平"	""	""	""
"2428"	"殲"	"歼"	"tsʰiam阴平"	"俗"	""	""
"2429"	"籤"	"签"	"tsʰiam阴平"	""	""	""
"2430"	"簽"	"签"	"tsʰiam阴平"	""	""	""
"2431"	"僉"	"佥"	"tsʰiam阴平"	""	""	""
"2432"	"潛"	"潜"	"tsʰiam阳平"	""	""	""
"2433"	"漸"	"渐"	"tsiam阴平"	""	""	""
"2434"	"漸"	"渐"	"tsiam阳上"	""	""	""
"2435"	"暹"	"暹"	"siam阳平"	""	""	""
"2436"	"纖"	"纤"	"tsʰiam阴平"	""	""	""
"2437"	"沾"	"沾"	"tiam阴平"	"白"	""	""
"2438"	"沾"	"沾"	"tsiam阴平"	"文"	""	""
"2439"	"粘"	"粘"	"niam阴平"	""	""	""
"2440"	"粘"	"粘"	"niam阳平"	""	""	""
"2441"	"粘"	"粘"	"tsiam阴平"	""	""	""
"2442"	"瞻"	"瞻"	"tsiam阴平"	""	""	""
"2443"	"佔"	"占"	"tsiam去声"	""	""	""
"2444"	"占"	"占"	"tsiam阴平"	""	""	""
"2445"	"占"	"占"	"tsiam去声"	""	""	""
"2446"	"陝"	"陕"	"siam阴上"	""	""	""
"2447"	"閃"	"闪"	"siam阴上"	""	""	""
"2448"	"贍"	"赡"	"siam去声"	"文"	""	""
"2449"	"染"	"染"	"dziam阴上"	"文"	""	""
"2450"	"染"	"染"	"ni阴上"	"白"	""	""
"2451"	"冉"	"冉"	"dziam阴上"	""	""	""
"2452"	"檢"	"检"	"kiam阴上"	""	""	""
"2453"	"臉"	"脸"	"liam阴上"	""	""	""
"2454"	"臉"	"脸"	"liaŋ阴上"	""	""	""
"2455"	"鉗"	"钳"	"kʰiam阳平"	"文"	""	""
"2456"	"鉗"	"钳"	"kʰĩ阳平"	"白"	""	""
"2457"	"儉"	"俭"	"kʰiam阳上"	""	""	""
"2458"	"驗"	"验"	"ŋiam去声"	""	""	""
"2459"	"險"	"险"	"hiam阴上"	""	""	""
"2460"	"淹"	"淹"	"iam阴平"	"文"	""	""
"2461"	"淹"	"淹"	"im阴平"	"白"	""	""
"2462"	"閹"	"阉"	"iam阴平"	""	""	""
"2463"	"掩"	"掩"	"iam阴上"	"文"	""	""
"2464"	"掩"	"掩"	"ã阴上"	"白"	""	""
"2465"	"厭"	"厌"	"iam去声"	""	""	""
"2466"	"厭"	"厌"	"ia去声"	"替"	""	""
"2467"	"炎"	"炎"	"iam去声"	""	""	""
"2468"	"鹽"	"盐"	"iam阳平"	"文"	""	""
"2469"	"鹽"	"盐"	"sĩ去声"	"白"	""	""
"2470"	"閻"	"阎"	"ŋiam阳平"	""	""	""
"2471"	"檐"	"檐"	"siam阳平"	""	""	""
"2472"	"檐"	"檐"	"tsĩ阳平"	""	""	""
"2473"	"艷"	"艳"	"iam去声"	""	""	""
"2474"	"焰"	"焰"	"iam去声"	""	""	""
"2475"	"劍"	"剑"	"kiam去声"	""	""	""
"2476"	"欠"	"欠"	"kʰim去声"	"白"	""	""
"2477"	"欠"	"欠"	"kʰiam去声"	"文"	""	""
"2478"	"嚴"	"严"	"ŋiam阳平"	""	""	""
"2479"	"儼"	"俨"	"ŋiam阴上"	""	""	""
"2480"	"釅"	"酽"	"ŋiam去声"	""	""	""
"2481"	"鍁"	"锨"	"hiaŋ阴平"	""	""	""
"2482"	"崦"	"崦"	"iam阴平"	""	""	""
"2483"	"掂"	"掂"	"tiam阴平"	""	""	""
"2484"	"點"	"点"	"tiam阴上"	""	""	""
"2485"	"墊"	"垫"	"tiam阳上"	""	""	""
"2486"	"店"	"店"	"tiam去声"	""	""	""
"2487"	"添"	"添"	"tʰiam阴平"	"文"	""	""
"2488"	"添"	"添"	"tʰĩ阴平"	"白"	""	""
"2489"	"忝"	"忝"	"tʰiam阴上"	""	""	""
"2490"	"舔"	"舔"	"tʰiam阴上"	""	""	""
"2491"	"甜"	"甜"	"tiam阳平"	""	""	""
"2492"	"拈"	"拈"	"niam阴平"	"文"	""	""
"2493"	"拈"	"拈"	"ni阴平"	"白"	""	""
"2494"	"鮎"	"鲇"	"niam阳平"	""	""	""
"2495"	"念"	"念"	"niam阳上"	""	""	""
"2496"	"念"	"念"	"niam去声"	""	""	""
"2497"	"僭"	"僭"	"tsiam去声"	""	""	""
"2498"	"蒹"	"蒹"	"kiam阴平"	""	""	""
"2499"	"謙"	"谦"	"kʰiam阴平"	""	""	""
"2500"	"歉"	"歉"	"kʰiam阴上"	""	""	""
"2501"	"嫌"	"嫌"	"hiam阳平"	""	""	""
"2502"	"泛"	"泛"	"huam去声"	""	""	""
"2503"	"泛"	"泛"	"huap阳入"	""	""	""
"2504"	"凡"	"凡"	"huam阳平"	""	""	""
"2505"	"帆"	"帆"	"huam阳平"	"文"	""	""
"2506"	"帆"	"帆"	"pʰaŋ阳平"	"白"	""	""
"2507"	"範"	"范"	"huam阳上"	""	""	""
"2508"	"范"	"范"	"huam阳上"	""	""	""
"2509"	"犯"	"犯"	"huam阳上"	""	""	""
"2510"	"梵"	"梵"	"huam阳上"	""	""	""
"2511"	"答"	"答"	"tap阴入"	""	""	""
"2512"	"搭"	"搭"	"tap阴入"	"文"	""	""
"2513"	"搭"	"搭"	"taʔ阴入"	"白"	""	""
"2514"	"踏"	"踏"	"tʰop阴入"	"文"	""	""
"2515"	"踏"	"踏"	"tʰap阴入"	"文"	""	""
"2516"	"踏"	"踏"	"taʔ阳入"	"训读蹋"	""	""
"2517"	"踏"	"踏"	"tap阳入"	"训读蹋"	""	""
"2518"	"納"	"纳"	"nap阳入"	"文"	""	""
"2519"	"納"	"纳"	"nop阳入"	"文"	""	""
"2520"	"納"	"纳"	"naʔ阳入"	"又"	""	""
"2521"	"拉"	"拉"	"lap阴入"	""	""	""
"2522"	"拉"	"拉"	"lap阳入"	""	""	""
"2523"	"拉"	"拉"	"la阴平"	"又"	""	""
"2524"	"拉"	"拉"	"naʔ阳入"	"白"	""	""
"2525"	"雜"	"杂"	"tsap阳入"	""	""	""
"2526"	"蛤"	"蛤"	"kap阴入"	""	""	""
"2527"	"鴿"	"鸽"	"kap阴入"	""	""	""
"2528"	"喝"	"喝"	"hak阴入"	"文"	""	""
