單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	備註
徒		h	ou	4		h	ou	2		h	ou	22	
途		h	ou	4		h	ou	2		h	ou	22	
塗		h	ou	4		h	ou	2		h	ou	22	
圖		h	ou	4		h	ou	2		h	ou	22	
涂		h	ou	4		h	ou	2		h	ou	22	
屠		h	ou	4		h	ou	2		h	ou	22	
掏		h	aau	4		h	au	2		h	au	22	
濤		h	aau	4		h	au	2		h	au	22	
逃		h	aau	4		h	au	2		h	au	22	
桃		h	aau	4		h	au	2		h	au	22	
陶		h	aau	4		h	au	2		h	au	22	陶瓷
萄		h	aau	4		h	au	2		h	au	22	
啕		h	aau	4		h	au	2		h	au	22	
毫		h	aau	4		h	au	2		h	au	22	
豪		h	aau	4		h	au	2		h	au	22	
號		h	aau	4		h	au	2		h	au	22	哀號
嚎		h	aau	4		h	au	2		h	au	22	
蠔		h	aau	4		h	au	2		h	au	22	
淘		h	aau	4		h	au	2		h	au	22	
號		h	aau	6		h	au	4		h	au	31	號碼
浩		h	aau	6		h	au	4		h	au	31	
皓		h	aau	6		h	au	4		h	au	31	
皓		h	iaau	6		h	iau	4		h	iau	31	亮，白讀
蛻		h	ui	1		h	ui	1		h	ui	23	
推		h	ui	1		h	ui	1		h	ui	23	
墟		h	ui	1		h	ui	1		h	ui	23	
去		h	ui	1		h	ui	1		h	ui	23	
虛		h	ui	1		h	ui	1		h	ui	23	
噓		h	ui	1		h	ui	1		h	ui	23	噓寒問暖
吁		h	ui	1		h	ui	1		h	ui	23	
退		h	ui	1		h	ui	1		h	ui	23	
褪		h	ui	1		h	ui	1		h	ui	23	褪色
許		h	ui	2		h	ui	3		h	ui	35	
煦		h	ui	2		h	ui	3		h	ui	35	
栩		h	ui	2		h	ui	3		h	ui	35	
腿		h	ui	2		h	ui	3		h	ui	35	
咻		h	ui	2		h	ui	3		h	ui	35	噢咻
墟		h	ui	4		h	ui	2		h	ui	22	
頹		h	ui	4		h	ui	2		h	ui	22	
酷		h	uk	8		h	uk	8		h	ʊk	31	
禿		h	uk	7A		h	uk	6		h	ʊk	35	
哭		h	uk	7A		h	uk	6		h	ʊk	35	
凶		h	ung	1		h	ung	1		h	ʊŋ	23	
兇		h	ung	1		h	ung	1		h	ʊŋ	23	
匈		h	ung	1		h	ung	1		h	ʊŋ	23	
洶		h	ung	1		h	ung	1		h	ʊŋ	23	
控		h	ung	1		h	ung	1		h	ʊŋ	23	
通		h	ung	1		h	ung	1		h	ʊŋ	23	
痛		h	ung	1		h	ung	1		h	ʊŋ	23	
空		h	ung	1		h	ung	1		h	ʊŋ	23	
烘		h	ung	1		h	ung	1		h	ʊŋ	23	
胸		h	ung	1		h	ung	1		h	ʊŋ	23	
哄		h	ung	1		h	ung	1		h	ʊŋ	23	
恐		h	ung	2		h	ung	3		h	ʊŋ	35	
統		h	ung	2		h	ung	3		h	ʊŋ	35	
桶		h	ung	2		h	ung	3		h	ʊŋ	35	
孔		h	ung	2		h	ung	3		h	ʊŋ	35	
雄		h	ung	4		h	ung	2		h	ʊŋ	22	
熊		h	ung	4		h	ung	2		h	ʊŋ	22	
熊		j	ung	4		y	ung	2		j	ʊŋ	22	人熊，白讀，傳說中的怪物
鼕		h	ung	4		h	ung	2		h	ʊŋ	22	
彤		h	ung	4		h	ung	2		h	ʊŋ	22	
仝		h	ung	4		h	ung	2		h	ʊŋ	22	
同		h	ung	4		h	ung	2		h	ʊŋ	22	
桐		h	ung	4		h	ung	2		h	ʊŋ	22	
童		h	ung	4		h	ung	2		h	ʊŋ	22	
僮		h	ung	4		h	ung	2		h	ʊŋ	22	書僮
銅		h	ung	4		h	ung	2		h	ʊŋ	22	
筒		h	ung	4		h	ung	2		h	ʊŋ	22	
虹		h	ung	4		h	ung	2		h	ʊŋ	22	
洪		h	ung	4		h	ung	2		h	ʊŋ	22	
紅		h	ung	4		h	ung	2		h	ʊŋ	22	紅色
鴻		h	ung	4		h	ung	2		h	ʊŋ	22	
訌		h	ung	4		h	ung	2		h	ʊŋ	22	
茼		h	ung	4		h	ung	2		h	ʊŋ	22	
吔		j	aa	1		y	a	1		j	a	23	
也		j	aa	5		y	a	5		j	a	21	
廿		j	aa	6		y	a	4		j	a	31	
洩		j	aai	6		y	ai	4		j	ai	31	洩洩
曳		j	aai	6		y	ai	4		j	ai	31	
饐		j	aak	7B		y	ak	7		j	ak	23	臭油味
欽		j	am	1		y	aem	1		j	ɐm	23	
音		j	am	1		y	aem	1		j	ɐm	23	
陰		j	am	1		y	aem	1		j	ɐm	23	
瘖		j	am	1		y	aem	1		j	ɐm	23	
蔭		j	am	1		y	aem	1		j	ɐm	23	
飲		j	am	1		y	aem	1		j	ɐm	23	飲馬
飲		j	am	2		y	aem	3		j	ɐm	35	飲水
壬		j	am	4		y	aem	2		j	ɐm	22	
任		j	am	4		y	aem	2		j	ɐm	22	姓任
淫		j	am	4		y	aem	2		j	ɐm	22	
霪		j	am	4		y	aem	2		j	ɐm	22	
吟		j	am	4		y	aem	2		j	ɐm	22	
恁		j	am	6		y	aem	4		j	ɐm	31	
任		j	am	6		y	aem	4		j	ɐm	31	信任
飪		j	am	6		y	aem	4		j	ɐm	31	
蔭		j	am	6		y	aem	4		j	ɐm	31	
欣		j	an	1		y	aen	1		j	ɐn	23	
殷		j	an	1		y	aen	1		j	ɐn	23	
甄		j	an	1		y	aen	1		j	ɐn	23	
因		j	an	1		y	aen	1		j	ɐn	23	
茵		j	an	1		y	aen	1		j	ɐn	23	
姻		j	an	1		y	aen	1		j	ɐn	23	
印		j	an	1		y	aen	1		j	ɐn	23	
恩		j	an	1		y	aen	1		j	ɐn	23	
隱		j	an	2		y	aen	3		j	ɐn	35	
忍		j	an	2		y	aen	3		j	ɐn	35	
引		j	an	2		y	aen	3		j	ɐn	35	
寅		j	an	4		y	aen	2		j	ɐn	22	
人		j	an	4		y	aen	2		j	ɐn	22	
仁		j	an	4		y	aen	2		j	ɐn	22	
蚓		j	an	5		y	aen	5		j	ɐn	21	
癮		j	an	5		y	aen	5		j	ɐn	21	
閏		j	an	6		y	aen	4		j	ɐn	31	
潤		j	an	6		y	aen	4		j	ɐn	31	
刃		j	an	6		y	aen	4		j	ɐn	31	
仞		j	an	6		y	aen	4		j	ɐn	31	
韌		j	an	6		y	aen	4		j	ɐn	31	
紉		j	an	6		y	aen	4		j	ɐn	31	
孕		j	an	6		y	aen	4		j	ɐn	31	
入		j	ap	8		y	aep	8		j	ɐp	31	
揖		j	ap	7A		y	aep	6		j	ɐp	35	
泣		j	ap	7A		y	aep	6		j	ɐp	35	
邑		j	ap	7A		y	aep	6		j	ɐp	35	
日		j	at	8		y	aet	8		j	ɐt	31	
佚		j	at	8		y	aet	8		j	ɐt	31	
逸		j	at	8		y	aet	8		j	ɐt	31	
溢		j	at	8		y	aet	8		j	ɐt	31	
一		j	at	7A		y	aet	6		j	ɐt	35	
壹		j	at	7A		y	aet	6		j	ɐt	35	
幽		j	ou	1		y	ou	1		j	ou	23	
幼		j	ou	1		y	ou	1		j	ou	23	
丘		j	ou	1		y	ou	1		j	ou	23	
邱		j	ou	1		y	ou	1		j	ou	23	
蚯		j	ou	1		y	ou	1		j	ou	23	
休		j	ou	1		y	ou	1		j	ou	23	
咻		j	ou	1		y	ou	1		j	ou	23	一傅眾咻
誘		j	ou	1		y	ou	1		j	ou	23	
誘		j	ou	5		y	ou	5		j	ou	21	又音
憂		j	ou	1		y	ou	1		j	ou	23	
優		j	ou	1		y	ou	1		j	ou	23	
黝		j	ou	2		y	ou	3		j	ou	35	
柔		j	ou	4		y	ou	2		j	ou	22	
揉		j	ou	4		y	ou	2		j	ou	22	
攸		j	ou	4		y	ou	2		j	ou	22	
悠		j	ou	4		y	ou	2		j	ou	22	
由		j	ou	4		y	ou	2		j	ou	22	
油		j	ou	4		y	ou	2		j	ou	22	
猶		j	ou	4		y	ou	2		j	ou	22	
遊		j	ou	4		y	ou	2		j	ou	22	
游		j	ou	4		y	ou	2		j	ou	22	
酉		j	ou	4		y	ou	2		j	ou	22	
尤		j	ou	4		y	ou	2		j	ou	22	
疣		j	ou	4		y	ou	2		j	ou	22	
郵		j	ou	4		y	ou	2		j	ou	22	
友		j	ou	5		y	ou	5		j	ou	21	
有		j	ou	1		y	ou	1		j	ou	23	
鈾		j	ou	4		y	ou	2		j	ou	22	
魷		j	ou	4		y	ou	2		j	ou	22	
柚		j	ou	6		y	ou	4		j	ou	31	
又		j	ou	6		y	ou	4		j	ou	31	
佑		j	ou	6		y	ou	4		j	ou	31	
祐		j	ou	6		y	ou	4		j	ou	31	
右		j	ou	6		y	ou	4		j	ou	31	
釉		j	ou	6		y	ou	4		j	ou	31	
有		j	ou	6		y	ou	4		j	ou	31	十有一
惹		j	iaa	2		y	ia	3		j	ia	35	
若		j	iaa	5		y	ia	5		j	ia	21	般若
邪		j	iaa	4		y	ia	2		j	ia	22	
椰		j	iaa	4		y	ia	2		j	ia	22	
耶		j	iaa	4		y	ia	2		j	ia	22	
冶		j	iaa	5		y	ia	5		j	ia	21	
墅		j	iaa	5		y	ia	5		j	ia	21	
野		j	iaa	5		y	ia	5		j	ia	21	
爺		j	iaa	4		y	ia	2		j	ia	22	
射		j	iaa	6		y	ia	4		j	ia	31	僕射
夜		j	iaa	6		y	ia	4		j	ia	31	
廿		j	iaa	6		y	ia	4		j	ia	31	
醫		j	i	1		y	i	1		j	i	23	
意		j	i	1		y	i	1		j	i	23	
議		j	i	1		y	i	1		j	i	23	
漪		j	i	1		y	i	1		j	i	23	
伊		j	i	1		y	i	1		j	i	23	
懿		j	i	1		y	i	1		j	i	23	
衣		j	i	1		y	i	1		j	i	23	
依		j	i	1		y	i	1		j	i	23	
汝		j	i	1		y	i	1		j	i	23	
於		j	i	1		y	i	1		j	i	23	
迂		j	i	1		y	i	1		j	i	23	
于		j	i	1		y	i	1		j	i	23	
雨		j	i	1		y	i	1		j	i	23	落雨
耳		j	i	2		y	i	3		j	i	35	
綺		j	i	2		y	i	3		j	i	35	
椅		j	i	2		y	i	3		j	i	35	
倚		j	i	2		y	i	3		j	i	35	
咦		j	i	2		y	i	3		j	i	35	
乳		j	i	2		y	i	3		j	i	35	又音
嫗		j	i	2		y	i	3		j	i	35	
雨		j	i	2		y	i	3		j	i	35	
而		j	i	4		y	i	2		j	i	22	
疑		j	i	4		y	i	2		j	i	22	
擬		j	i	5		y	i	5		j	i	21	
台		j	i	4		y	i	2		j	i	22	
怡		j	i	4		y	i	2		j	i	22	
貽		j	i	4		y	i	2		j	i	22	
飴		j	i	4		y	i	2		j	i	22	
頤		j	i	4		y	i	2		j	i	22	
已		j	i	5		y	i	5		j	i	21	
以		j	i	5		y	i	5		j	i	21	
矣		j	i	5		y	i	5		j	i	21	
兒		j	i	4		y	i	2		j	i	22	
爾		j	i	5		y	i	5		j	i	21	
邇		j	i	5		y	i	5		j	i	21	
蛇		j	i	4		y	i	2		j	i	22	委蛇
移		j	i	4		y	i	2		j	i	22	
宜		j	i	4		y	i	2		j	i	22	
儀		j	i	4		y	i	2		j	i	22	
誼		j	i	4		y	i	2		j	i	22	
夷		j	i	4		y	i	2		j	i	22	
沂		j	i	4		y	i	2		j	i	22	
姨		j	i	4		y	i	2		j	i	22	
胰		j	i	4		y	i	2		j	i	22	
如		j	i	4		y	i	2		j	i	22	古代第一人稱
茹		j	i	4		y	i	2		j	i	22	
魚		j	i	4		y	i	2		j	i	22	
魚		j	i	5		y	i	5		j	i	21	變調
漁		j	i	4		y	i	2		j	i	22	
語		j	i	5		y	i	5		j	i	21	語言
余		j	i	4		y	i	2		j	i	22	
餘		j	i	4		y	i	2		j	i	22	
輿		j	i	4		y	i	2		j	i	22	
與		j	i	4		y	i	2		j	i	22	參與
予		j	i	5		y	i	5		j	i	21	給予
儒		j	i	4		y	i	2		j	i	22	
嚅		j	i	4		y	i	2		j	i	22	
孺		j	i	4		y	i	2		j	i	22	
乳		j	i	5		y	i	5		j	i	21	
娛		j	i	4		y	i	2		j	i	22	
隅		j	i	4		y	i	2		j	i	22	
虞		j	i	4		y	i	2		j	i	22	
愚		j	i	4		y	i	2		j	i	22	
萸		j	i	4		y	i	2		j	i	22	
渝		j	i	4		y	i	2		j	i	22	
愉		j	i	4		y	i	2		j	i	22	
瑜		j	i	4		y	i	2		j	i	22	
榆		j	i	4		y	i	2		j	i	22	
諛		j	i	4		y	i	2		j	i	22	
盂		j	i	4		y	i	2		j	i	22	
宇		j	i	5		y	i	5		j	i	21	
羽		j	i	5		y	i	5		j	i	21	
雨		j	i	5		y	i	5		j	i	21	
禹		j	i	5		y	i	5		j	i	21	
蠕		j	i	4		y	i	2		j	i	22	
迤		j	i	4		y	i	2		j	i	22	逶迤
迤		j	i	4		y	i	2		j	i	22	
嶼		j	i	4		y	i	2		j	i	22	大嶼山，山名
異		j	i	6		y	i	4		j	i	31	
易		j	i	6		y	i	4		j	i	31	容易
義		j	i	6		y	i	4		j	i	31	
二		j	i	6		y	i	4		j	i	31	
貳		j	i	6		y	i	4		j	i	31	
語		j	i	6		y	i	4		j	i	31	不以語人
馭		j	i	6		y	i	4		j	i	31	
御		j	i	6		y	i	4		j	i	31	
禦		j	i	6		y	i	4		j	i	31	
譽		j	i	6		y	i	4		j	i	31	
與		j	i	6		y	i	4		j	i	31	我與你
預		j	i	6		y	i	4		j	i	31	
豫		j	i	6		y	i	4		j	i	31	
遇		j	i	6		y	i	4		j	i	31	
寓		j	i	6		y	i	4		j	i	31	
逾		j	i	6		y	i	4		j	i	31	
喻		j	i	6		y	i	4		j	i	31	
裕		j	i	6		y	i	4		j	i	31	
諭		j	i	6		y	i	4		j	i	31	
籲		j	i	6		y	i	4		j	i	31	
愈		j	i	6		y	i	4		j	i	31	
雨		j	i	6		y	i	4		j	i	31	雨我公田
癒		j	i	6		y	i	4		j	i	31	
尉		j	i	6		y	i	4		j	i	31	尉遲
影		j	iaang	2		y	iang	3		j	iaŋ	35	人影，白讀
映		j	iaang	2		y	iang	3		j	iaŋ	35	放映，白讀
贏		j	iaang	4		y	iang	2		j	iaŋ	22	
逆		j	ik	8		y	ik	8		j	ɪk	31	
逆		ng	aak	8		ng	ak	8		ŋ	ak	31	逆風逆水，白讀
役		j	ik	8		y	ik	8		j	ɪk	31	
疫		j	ik	8		y	ik	8		j	ɪk	31	
睪		j	ik	8		y	ik	8		j	ɪk	31	
射		j	ik	8		y	ik	8		j	ɪk	31	
液		j	ik	8		y	ik	8		j	ɪk	31	無射
腋		j	ik	8		y	ik	8		j	ɪk	31	
亦		j	ik	8		y	ik	8		j	ɪk	31	
易		j	ik	8		y	ik	8		j	ɪk	31	交易
奕		j	ik	8		y	ik	8		j	ɪk	31	
蜴		j	ik	8		y	ik	8		j	ɪk	31	
繹		j	ik	8		y	ik	8		j	ɪk	31	
譯		j	ik	8		y	ik	8		j	ɪk	31	
驛		j	ik	8		y	ik	8		j	ɪk	31	
翌		j	ik	8		y	ik	8		j	ɪk	31	
翼		j	ik	8		y	ik	8		j	ɪk	31	
益		j	ik	7A		y	ik	6		j	ɪk	35	
抑		j	ik	7A		y	ik	6		j	ɪk	35	
億		j	ik	7A		y	ik	6		j	ɪk	35	
憶		j	ik	7A		y	ik	6		j	ɪk	35	
冉		j	iaam	1		y	iam	1		j	iam	23	
染		j	iaam	1		y	iam	1		j	iam	23	
厭		j	iaam	1		y	iam	1		j	iam	23	
淹		j	iaam	1		y	iam	1		j	iam	23	
奄		j	iaam	1		y	iam	1		j	iam	23	奄有
广		j	iaam	2		y	iam	3		j	iam	35	
俺		j	iaam	2		y	iam	3		j	iam	35	
奄		j	iaam	2		y	iam	3		j	iam	35	奄奄一息
掩		j	iaam	2		y	iam	3		j	iam	35	
弇		j	iaam	2		y	iam	3		j	iam	35	
嫌		j	iaam	4		y	iam	2		j	iam	22	
嚴		j	iaam	4		y	iam	2		j	iam	22	
儼		j	iaam	4		y	iam	2		j	iam	22	
閻		j	iaam	4		y	iam	2		j	iam	22	
鹽		j	iaam	4		y	iam	2		j	iam	22	
炎		j	iaam	4		y	iam	2		j	iam	22	
焰		j	iaam	6		y	iam	4		j	iam	31	
豔		j	iaam	6		y	iam	4		j	iam	31	
燄		j	iaam	6		y	iam	4		j	iam	31	
驗		j	iaam	6		y	iam	4		j	iam	31	
淵		j	waan	1		y	uan	1		j	uan	23	
鳶		j	waan	1		y	uan	1		j	uan	23	
蜿		j	waan	1		y	uan	1		j	uan	23	
宛		j	waan	1		y	uan	1		j	uan	23	大宛
冤		j	waan	1		y	uan	1		j	uan	23	
鴛		j	waan	1		y	uan	1		j	uan	23	
怨		j	waan	1		y	uan	1		j	uan	23	
煙		j	in	1		y	in	1		j	in	23	
燕		j	in	1		y	in	1		j	in	23	燕子
咽		j	in	1		y	in	1		j	in	23	
嚥		j	in	1		y	in	1		j	in	23	
宴		j	in	1		y	in	1		j	in	23	
嫣		j	in	1		y	in	1		j	in	23	
焉		j	in	1		y	in	1		j	in	23	焉知非福
菸		j	in	1		y	in	1		j	in	23	
涴		j	in	1		y	in	1		j	in	23	
軟		j	waan	1		y	uan	1		j	uan	23	
軟		j	waan	2		y	uan	3		j	uan	35	
阮		j	waan	2		y	uan	3		j	uan	35	姓氏
蜿		j	waan	2		y	uan	3		j	uan	35	蜿蟺
宛		j	waan	2		y	uan	3		j	uan	35	宛然
婉		j	waan	2		y	uan	3		j	uan	35	
苑		j	waan	2		y	uan	3		j	uan	35	
遠		j	waan	2		y	uan	3		j	uan	35	
遠		j	waan	2		y	uan	3		j	uan	35	遠方
院		j	waan	2		y	uan	3		j	uan	35	
衍		j	in	2		y	in	3		j	in	35	
演		j	in	2		y	in	3		j	in	35	
鼴		j	in	2		y	in	3		j	in	35	
堰		j	in	2		y	in	3		j	in	35	
阮		j	waan	5		y	uan	5		j	uan	21	杜阮，地名
烷		j	waan	4		y	uan	2		j	uan	22	
玄		j	waan	4		y	uan	2		j	uan	22	
懸		j	waan	4		y	uan	2		j	uan	22	
炫		j	waan	5		y	uan	5		j	uan	21	
鉛		j	waan	4		y	uan	2		j	uan	22	
沿		j	waan	4		y	uan	2		j	uan	22	
緣		j	waan	4		y	uan	2		j	uan	22	
圓		j	waan	4		y	uan	2		j	uan	22	
元		j	waan	4		y	uan	2		j	uan	22	
原		j	waan	4		y	uan	2		j	uan	22	
源		j	waan	4		y	uan	2		j	uan	22	
袁		j	waan	4		y	uan	2		j	uan	22	
園		j	waan	4		y	uan	2		j	uan	22	
猿		j	waan	4		y	uan	2		j	uan	22	
轅		j	waan	4		y	uan	2		j	uan	22	
丸		j	waan	4		y	uan	2		j	uan	22	
完		j	waan	4		y	uan	2		j	uan	22	
弦		j	in	4		y	in	2		j	in	22	
絃		j	in	4		y	in	2		j	in	22	
賢		j	in	4		y	in	2		j	in	22	
妍		j	in	4		y	in	2		j	in	22	
研		j	in	4		y	in	2		j	in	22	
然		j	in	4		y	in	2		j	in	22	
燃		j	in	4		y	in	2		j	in	22	
延		j	in	4		y	in	2		j	in	22	
蜒		j	in	4		y	in	2		j	in	22	蜿蜒
筵		j	in	4		y	in	2		j	in	22	
焉		j	in	4		y	in	2		j	in	22	心不在焉
員		j	in	4		y	in	2		j	in	22	
言		j	in	4		y	in	2		j	in	22	
縣		j	waan	6		y	uan	4		j	uan	31	
眩		j	waan	6		y	uan	4		j	uan	31	
願		j	waan	6		y	uan	4		j	uan	31	
遠		j	waan	6		y	uan	4		j	uan	31	遠小人
見		j	in	6		y	in	4		j	in	31	發見
現		j	in	6		y	in	4		j	in	31	
硯		j	in	6		y	in	4		j	in	31	
彥		j	in	6		y	in	4		j	in	31	
諺		j	in	6		y	in	4		j	in	31	
英		j	ing	1		y	ing	1		j	ɪŋ	23	
瑛		j	ing	1		y	ing	1		j	ɪŋ	23	
嬰		j	ing	1		y	ing	1		j	ɪŋ	23	
鷹		j	ing	1		y	ing	1		j	ɪŋ	23	
應		j	ing	1		y	ing	1		j	ɪŋ	23	
櫻		j	ing	1		y	ing	1		j	ɪŋ	23	
鸚		j	ing	1		y	ing	1		j	ɪŋ	23	
影		j	ing	2		y	ing	3		j	ɪŋ	35	
映		j	ing	2		y	ing	3		j	ɪŋ	35	
螢		j	ing	4		y	ing	2		j	ɪŋ	22	
刑		j	ing	4		y	ing	2		j	ɪŋ	22	
形		j	ing	4		y	ing	2		j	ɪŋ	22	
型		j	ing	4		y	ing	2		j	ɪŋ	22	
瑩		j	ing	4		y	ing	2		j	ɪŋ	22	
迎		j	ing	4		y	ing	2		j	ɪŋ	22	
營		j	ing	4		y	ing	2		j	ɪŋ	22	
縈		j	ing	4		y	ing	2		j	ɪŋ	22	
盈		j	ing	4		y	ing	2		j	ɪŋ	22	
仍		j	ing	4		y	ing	2		j	ɪŋ	22	
凝		j	ing	4		y	ing	2		j	ɪŋ	22	
蠅		j	ing	4		y	ing	2		j	ɪŋ	22	
認		j	ing	6		y	ing	4		j	ɪŋ	31	
若		j	iaak	8		y	iak	8		j	iak	31	假若
弱		j	iaak	8		y	iak	8		j	iak	31	
箬		j	iaak	8		y	iak	8		j	iak	31	
謔		j	iaak	8		y	iak	8		j	iak	31	
虐		j	iaak	8		y	iak	8		j	iak	31	
瘧		j	iaak	8		y	iak	8		j	iak	31	
藥		j	iaak	8		y	iak	8		j	iak	31	
藥		j	iaak	9		y	iak	9		j	iak	21	變調
鑰		j	iaak	8		y	iak	8		j	iak	31	
躍		j	iaak	8		y	iak	8		j	iak	31	躍進
篛		j	iaak	8		y	iak	8		j	iak	31	
叒		j	iaak	8		y	iak	8		j	iak	31	
約		j	iaak	7B		y	iak	7		j	iak	23	
躍		j	iaak	7B		y	iak	7		j	iak	23	跳躍
曰		j	iaak	7B		y	iak	7		j	iak	23	
養		j	iaang	1		y	iang	1		j	iaŋ	23	
癢		j	iaang	1		y	iang	1		j	iaŋ	23	
央		j	iaang	1		y	iang	1		j	iaŋ	23	
殃		j	iaang	1		y	iang	1		j	iaŋ	23	
秧		j	iaang	1		y	iang	1		j	iaŋ	23	
鴦		j	iaang	1		y	iang	1		j	iaŋ	23	
仰		j	iaang	2		y	iang	3		j	iaŋ	35	
贏		j	iaang	4		y	iang	2		j	iaŋ	22	
攘		j	iaang	4		y	iang	2		j	iaŋ	22	攘除
羊		j	iaang	4		y	iang	2		j	iaŋ	22	
徉		j	iaang	4		y	iang	2		j	iaŋ	22	
洋		j	iaang	4		y	iang	2		j	iaŋ	22	
烊		j	iaang	4		y	iang	2		j	iaŋ	22	
陽		j	iaang	4		y	iang	2		j	iaŋ	22	
揚		j	iaang	4		y	iang	2		j	iaŋ	22	
楊		j	iaang	4		y	iang	2		j	iaŋ	22	
瘍		j	iaang	4		y	iang	2		j	iaŋ	22	
氧		j	iaang	5		y	iang	5		j	iaŋ	21	
攘		j	iaang	5		y	iang	5		j	iaŋ	21	擾攘
讓		j	iaang	6		y	iang	4		j	iaŋ	31	
壤		j	iaang	6		y	iang	4		j	iaŋ	31	
釀		j	iaang	6		y	iang	4		j	iaŋ	31	
漾		j	iaang	6		y	iang	4		j	iaŋ	31	
嚷		j	iaang	6		y	iang	4		j	iaŋ	31	
樣		j	iaang	6		y	iang	4		j	iaŋ	31	
頁		j	iaap	8		y	iap	8		j	iap	31	
業		j	iaap	8		y	iap	8		j	iap	31	
葉		j	iaap	8		y	iap	8		j	iap	31	
靨		j	iaap	7B		y	iap	7		j	iap	23	
醃		j	iaap	7B		y	iap	7		j	iap	23	
穴		j	waat	8		y	uat	8		j	uat	31	
月		j	waat	8		y	uat	8		j	uat	31	
曰		j	waat	8		y	uat	8		j	uat	31	
越		j	waat	8		y	uat	8		j	uat	31	
粵		j	waat	8		y	uat	8		j	uat	31	
說		j	wat	8		y	uat	8		j	uat	31	
悅		j	wat	8		y	uat	8		j	uat	31	
閱		j	wat	8		y	uat	8		j	uat	31	
熱		j	it	8		y	it	8		j	it	31	
乙		j	it	8		y	it	8		j	it	31	
月		j	waat	9		y	uat	9		j	uat	21	
咽		j	it	7B		y	it	7		j	it	23	哽咽
噎		j	it	7B		y	it	7		j	it	23	
邀		j	iaau	1		y	iau	1		j	iau	23	
腰		j	iaau	1		y	iau	1		j	iau	23	
要		j	iaau	1		y	iau	1		j	iau	23	
夭		j	iaau	1		y	iau	1		j	iau	23	
舀		j	iaau	2		y	iau	3		j	iau	35	
遨		j	iaau	1		y	iau	1		j	iau	23	
么		j	iaau	1		y	iau	1		j	iau	23	
吆		j	iaau	1		y	iau	1		j	iau	23	
窈		j	iaau	2		y	iau	3		j	iau	35	
擾		j	iaau	2		y	iau	3		j	iau	35	
繞		j	iaau	2		y	iau	3		j	iau	35	
妖		j	iaau	2		y	iau	3		j	iau	35	
僥		j	iaau	4		y	iau	2		j	iau	22	僬僥，短人，西南夷別名
堯		j	iaau	4		y	iau	2		j	iau	22	
饒		j	iaau	4		y	iau	2		j	iau	22	
蟯		j	iaau	4		y	iau	2		j	iau	22	
陶		j	iaau	4		y	iau	2		j	iau	22	皋陶，古人名
姚		j	iaau	4		y	iau	2		j	iau	22	
搖		j	iaau	4		y	iau	2		j	iau	22	
遙		j	iaau	4		y	iau	2		j	iau	22	
瑤		j	iaau	4		y	iau	2		j	iau	22	
窯		j	iaau	4		y	iau	2		j	iau	22	
謠		j	iaau	4		y	iau	2		j	iau	22	
曜		j	iaau	6		y	iau	4		j	iau	31	
耀		j	iaau	6		y	iau	4		j	iau	31	
唷		j	o	1		y	o	1		j	ɔ	23	
喲		j	o	1		y	o	1		j	ɔ	23	
蕊		j	ui	5		y	ui	5		j	ui	21	
銳		j	ui	6		y	ui	4		j	ui	31	
裔		j	ui	6		y	ui	4		j	ui	31	
睿		j	ui	6		y	ui	4		j	ui	31	
乳		j	ui	5		y	ui	5		j	ui	21	汁液，白讀
燠		j	uk	2		y	uk	3		j	ʊk	35	
肉		j	uk	8		y	uk	8		j	ʊk	31	
育		j	uk	8		y	uk	8		j	ʊk	31	
鬻		j	uk	8		y	uk	8		j	ʊk	31	
辱		j	uk	8		y	uk	8		j	ʊk	31	
玉		j	uk	8		y	uk	8		j	ʊk	31	
獄		j	uk	8		y	uk	8		j	ʊk	31	
谷		j	uk	8		y	uk	8		j	ʊk	31	吐谷渾
浴		j	uk	8		y	uk	8		j	ʊk	31	
欲		j	uk	8		y	uk	8		j	ʊk	31	
慾		j	uk	8		y	uk	8		j	ʊk	31	
褥		j	uk	8		y	uk	8		j	ʊk	31	
峪		j	uk	8		y	uk	8		j	ʊk	31	
昱		j	uk	7A		y	uk	6		j	ʊk	35	
郁		j	uk	7A		y	uk	6		j	ʊk	35	
旭		j	uk	7A		y	uk	6		j	ʊk	35	
沃		j	uk	7A		y	uk	6		j	ʊk	35	
雍		j	ung	1		y	ung	1		j	ʊŋ	23	
翁		j	ung	1		y	ung	1		j	ʊŋ	23	
嗡		j	ung	1		y	ung	1		j	ʊŋ	23	
恿		j	ung	2		y	ung	3		j	ʊŋ	35	
蛹		j	ung	2		y	ung	3		j	ʊŋ	35	
擁		j	ung	2		y	ung	3		j	ʊŋ	35	
俑		j	ung	2		y	ung	3		j	ʊŋ	35	
蓊		j	ung	2		y	ung	3		j	ʊŋ	35	
佣		j	ung	2		y	ung	3		j	ʊŋ	35	
湧		j	ung	2		y	ung	3		j	ʊŋ	35	
踴		j	ung	2		y	ung	3		j	ʊŋ	35	
絨		j	ung	4		y	ung	2		j	ʊŋ	22	
融		j	ung	4		y	ung	2		j	ʊŋ	22	
茸		j	ung	4		y	ung	2		j	ʊŋ	22	
容		j	ung	4		y	ung	2		j	ʊŋ	22	
蓉		j	ung	4		y	ung	2		j	ʊŋ	22	
溶		j	ung	4		y	ung	2		j	ʊŋ	22	
