正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值	拼音	
弄	弄	l	on	6		l	ɔŋ	33	lon6	
囉	啰	l	u	1	囉唆	l	ʊ	21	lu1	
螺	螺	l	u	1	泥螺	l	ʊ	21	lu1	
囉	啰	l	u	2	嘍囉	l	ʊ	24	lu2	
羅	罗	l	u	2		l	ʊ	24	lu2	
蘿	萝	l	u	2		l	ʊ	24	lu2	
邏	逻	l	u	2		l	ʊ	24	lu2	
腡	脶	l	u	2	指紋	l	ʊ	24	lu2	
玀	猡	l	u	2		l	ʊ	24	lu2	
鑼	锣	l	u	2		l	ʊ	24	lu2	
籮	箩	l	u	2		l	ʊ	24	lu2	
騾	骡	l	u	2		l	ʊ	24	lu2	
螺	螺	l	u	2	螺旋	l	ʊ	24	lu2	
摞	摞	l	u	2	堆起來	l	ʊ	24	lu2	
剆	剆	l	u	3		l	ʊ	31	lu3	
裸	裸	l	u	3		l	ʊ	31	lu3	
那	那	l	u	5	那個	l	ʊ	44	lu5	
雷	雷	l	uei	2		l	uəi	24	luei2	
鐳	镭	l	uei	2		l	uəi	24	luei2	
蕾	蕾	l	uei	2	芭蕾	l	uəi	24	luei2	
累	累	l	uei	2	累贅	l	uəi	24	luei2	
壘	垒	l	uei	3		l	uəi	31	luei3	
磊	磊	l	uei	3		l	uəi	31	luei3	
蕾	蕾	l	uei	3	花蕾	l	uəi	31	luei3	
儡	儡	l	uei	3		l	uəi	31	luei3	
累	累	l	uei	3	累積	l	uəi	31	luei3	
擂	擂	l	uei	6		l	uəi	33	luei6	
淚	泪	l	uei	6		l	uəi	33	luei6	
類	类	l	uei	6		l	uəi	33	luei6	
累	累	l	uei	6	連累	l	uəi	33	luei6	
巒	峦	l	un	2		l	ʊ̃	24	lun2	
孿	孪	l	un	2		l	ʊ̃	24	lun2	
欒	栾	l	un	2		l	ʊ̃	24	lun2	
攣	挛	l	un	2		l	ʊ̃	24	lun2	
鸞	鸾	l	un	2		l	ʊ̃	24	lun2	
灤	滦	l	un	2		l	ʊ̃	24	lun2	
鑾	銮	l	un	2		l	ʊ̃	24	lun2	
卵	卵	l	un	3		l	ʊ̃	31	lun3	
亂	乱	l	un	6		l	ʊ̃	33	lun6	
嚕	噜	l	v	1		l	ʋ	21	lv1	
盧	卢	l	v	2		l	ʋ	24	lv2	
蘆	芦	l	v	2		l	ʋ	24	lv2	
廬	庐	l	v	2		l	ʋ	24	lv2	
爐	炉	l	v	2		l	ʋ	24	lv2	
瀘	泸	l	v	2		l	ʋ	24	lv2	
鸕	鸬	l	v	2		l	ʋ	24	lv2	
顱	颅	l	v	2		l	ʋ	24	lv2	
鱸	鲈	l	v	2		l	ʋ	24	lv2	
攎	攎	l	v	2		l	ʋ	24	lv2	
鹵	卤	l	v	3		l	ʋ	31	lv3	
虜	虏	l	v	3		l	ʋ	31	lv3	
擄	掳	l	v	3		l	ʋ	31	lv3	
魯	鲁	l	v	3		l	ʋ	31	lv3	
櫓	橹	l	v	3		l	ʋ	31	lv3	
鑥	镥	l	v	3		l	ʋ	31	lv3	
乳	乳	l	v	3		l	ʋ	31	lv3	
蕊	蕊	l	v	3		l	ʋ	31	lv3	
賂	赂	l	v	6		l	ʋ	33	lv6	
路	路	l	v	6		l	ʋ	33	lv6	
鷺	鹭	l	v	6		l	ʋ	33	lv6	
露	露	l	v	6		l	ʋ	33	lv6	
驢	驴	l	y	2		l	yᶨ	24	ly2	
閭	闾	l	y	2		l	yᶨ	24	ly2	
櫚	榈	l	y	2		l	yᶨ	24	ly2	
呂	吕	l	y	3		l	yᶨ	31	ly3	
侶	侣	l	y	3		l	yᶨ	31	ly3	
旅	旅	l	y	3		l	yᶨ	31	ly3	
鋁	铝	l	y	3		l	yᶨ	31	ly3	
縷	缕	l	y	3		l	yᶨ	31	ly3	
慮	虑	l	y	6		l	yᶨ	33	ly6	
濾	滤	l	y	6		l	yᶨ	33	ly6	
媽	妈	m	a	1		m	a	21	ma1	
麻	麻	m	a	2		m	a	24	ma2	
痳	痳	m	a	2		m	a	24	ma2	
蟆	蟆	m	a	2	蝦蟆	m	a	24	ma2	
嘛	嘛	m	a	2		m	a	24	ma2	
馬	马	m	a	3		m	a	31	ma3	
瑪	玛	m	a	3		m	a	31	ma3	
碼	码	m	a	3		m	a	31	ma3	
螞	蚂	m	a	3		m	a	31	ma3	
嗎	吗	m	a	3	嗎啡	m	a	31	ma3	
罵	骂	m	a	6		m	a	33	ma6	
駡	骂	m	a	6		m	a	33	ma6	
埋	埋	m	ae	2		m	ɛ	24	mae2	
買	买	m	ae	3		m	ɛ	31	mae3	
邁	迈	m	ae	6		m	ɛ	33	mae6	
賣	卖	m	ae	6		m	ɛ	33	mae6	
抹	抹	m	aeh	8	一抹而過	m	iaʔ	3	maeh8	
蠻	蛮	m	aen	2		m	ɛ̃	24	maen2	
曼	曼	m	aen	6		m	ɛ̃	33	maen6	
蔓	蔓	m	aen	6		m	ɛ̃	33	maen6	
漫	漫	m	aen	6		m	ɛ̃	33	maen6	
慢	慢	m	aen	6		m	ɛ̃	33	maen6	
摸	摸	m	ah	8		m	aʔ	3	mah8	
膜	膜	m	ah	8		m	aʔ	3	mah8	
陌	陌	m	ah	8	陌生	m	aʔ	3	mah8	
莫	莫	m	ah	8		m	aʔ	3	mah8	
漠	漠	m	ah	8		m	aʔ	3	mah8	
芒	芒	m	an	2		m	ã	24	man2	
忙	忙	m	an	2		m	ã	24	man2	
盲	盲	m	an	2		m	ã	24	man2	
氓	氓	m	an	2		m	ã	24	man2	
茫	茫	m	an	2		m	ã	24	man2	
莽	莽	m	an	3		m	ã	31	man3	
漭	漭	m	an	3		m	ã	31	man3	
蟒	蟒	m	an	3		m	ã	31	man3	
沒	没	m	eh	8		m	əʔ	3	meh8	
玫	玫	m	ei	2		m	əi	24	mei2	
枚	枚	m	ei	2		m	əi	24	mei2	
莓	莓	m	ei	2		m	əi	24	mei2	
梅	梅	m	ei	2		m	əi	24	mei2	
媒	媒	m	ei	2		m	əi	24	mei2	
煤	煤	m	ei	2		m	əi	24	mei2	
霉	霉	m	ei	2		m	əi	24	mei2	
每	每	m	ei	3		m	əi	31	mei3	
美	美	m	ei	3		m	əi	31	mei3	
鎂	镁	m	ei	3		m	əi	31	mei3	
妹	妹	m	ei	6		m	əi	33	mei6	
媚	媚	m	ei	6		m	əi	33	mei6	
魅	魅	m	ei	6		m	əi	33	mei6	
悶	闷	m	en	1		m	əŋ	21	men1	
燜	焖	m	en	1		m	əŋ	21	men1	
門	门	m	en	2		m	əŋ	24	men2	
們	们	m	en	2		m	əŋ	24	men2	
明	明	m	en	2	明朝（明天）	m	əŋ	24	men2	
悶	闷	m	en	6		m	əŋ	33	men6	
璺	璺	m	en	6	裂璺	m	əŋ	33	men6	
哞	哞	m	eu	2		m	ɤɯ	24	meu2	
牟	牟	m	eu	2		m	ɤɯ	24	meu2	
眸	眸	m	eu	2		m	ɤɯ	24	meu2	
謀	谋	m	eu	2		m	ɤɯ	24	meu2	
蛑	蛑	m	eu	2		m	ɤɯ	24	meu2	
某	某	m	eu	3		m	ɤɯ	31	meu3	
畝	亩	m	eu	3		m	ɤɯ	31	meu3	
茂	茂	m	eu	6		m	ɤɯ	33	meu6	
貿	贸	m	eu	6		m	ɤɯ	33	meu6	
眯	眯	m	i	1		m	ɨᶨ	21	mi1	
瞇	瞇	m	i	1		m	ɨᶨ	21	mi1	
眉	眉	m	i	2		m	ɨᶨ	24	mi2	
咪	咪	m	i	2		m	ɨᶨ	24	mi2	
彌	弥	m	i	2		m	ɨᶨ	24	mi2	
迷	迷	m	i	2		m	ɨᶨ	24	mi2	
獼	猕	m	i	2		m	ɨᶨ	24	mi2	
謎	谜	m	i	2		m	ɨᶨ	24	mi2	
醚	醚	m	i	2		m	ɨᶨ	24	mi2	
糜	糜	m	i	2		m	ɨᶨ	24	mi2	
米	米	m	i	3		m	ɨᶨ	31	mi3	
乜	乜	m	ia	1	乜眼	m	ia	21	mia1	
乜	乜	m	ia	3		m	ia	31	mia3	
覓	觅	m	ieh	8		m	iəʔ	3	mieh8	
密	密	m	ieh	8		m	iəʔ	3	mieh8	
蜜	蜜	m	ieh	8		m	iəʔ	3	mieh8	
民	民	m	ien	2		m	iəŋ	24	mien2	
名	名	m	ien	2		m	iəŋ	24	mien2	
明	明	m	ien	2	明白	m	iəŋ	24	mien2	
鳴	鸣	m	ien	2		m	iəŋ	24	mien2	
冥	冥	m	ien	2		m	iəŋ	24	mien2	
銘	铭	m	ien	2		m	iəŋ	24	mien2	
瞑	瞑	m	ien	2		m	iəŋ	24	mien2	
螟	螟	m	ien	2		m	iəŋ	24	mien2	
皿	皿	m	ien	3		m	iəŋ	31	mien3	
抿	抿	m	ien	3		m	iəŋ	31	mien3	
閩	闽	m	ien	3		m	iəŋ	31	mien3	
憫	悯	m	ien	3		m	iəŋ	31	mien3	
敏	敏	m	ien	3		m	iəŋ	31	mien3	
命	命	m	ien	6		m	iəŋ	33	mien6	
謬	谬	m	ieu	6		m	iʊ	33	mieu6	
滅	灭	m	ih	8		m	iʔ	3	mih8	
蔑	蔑	m	ih	8		m	iʔ	3	mih8	
篾	篾	m	ih	8		m	iʔ	3	mih8	
眠	眠	m	in	2		m	ĩ	24	min2	
綿	绵	m	in	2		m	ĩ	24	min2	
棉	棉	m	in	2		m	ĩ	24	min2	
免	免	m	in	3		m	ĩ	31	min3	
勉	勉	m	in	3		m	ĩ	31	min3	
娩	娩	m	in	3		m	ĩ	31	min3	
愐	愐	m	in	3		m	ĩ	31	min3	
緬	缅	m	in	3		m	ĩ	31	min3	
面	面	m	in	6	方面	m	ĩ	33	min6	
麪	面	m	in	6	麪條	m	ĩ	33	min6	
麵	面	m	in	6	麵條	m	ĩ	33	min6	
苗	苗	m	io	2		m	iɔ	24	mio2	
描	描	m	io	2		m	iɔ	24	mio2	
瞄	瞄	m	io	2		m	iɔ	24	mio2	
秒	秒	m	io	3		m	iɔ	31	mio3	
妙	妙	m	io	6		m	iɔ	33	mio6	
廟	庙	m	io	6		m	iɔ	33	mio6	
繆	缪	m	io	6		m	iɔ	33	mio6	
貓	猫	m	o	2		m	ɔ	24	mo2	
毛	毛	m	o	2		m	ɔ	24	mo2	
矛	矛	m	o	2		m	ɔ	24	mo2	
茅	茅	m	o	2		m	ɔ	24	mo2	
牦	牦	m	o	2		m	ɔ	24	mo2	
錨	锚	m	o	2		m	ɔ	24	mo2	
髦	髦	m	o	2		m	ɔ	24	mo2	
卯	卯	m	o	3		m	ɔ	31	mo3	
鉚	铆	m	o	3		m	ɔ	31	mo3	
冒	冒	m	o	6		m	ɔ	33	mo6	
耄	耄	m	o	6		m	ɔ	33	mo6	
帽	帽	m	o	6		m	ɔ	33	mo6	
貌	貌	m	o	6		m	ɔ	33	mo6	
麥	麦	m	oh	8		m	ɔʔ	3	moh8	
脈	脉	m	oh	8		m	ɔʔ	3	moh8	
陌	陌	m	oh	8		m	ɔʔ	3	moh8	
蛨	蛨	m	oh	8	虴蛨（蚱蜢）	m	ɔʔ	3	moh8	
墨	墨	m	oh	8		m	ɔʔ	3	moh8	
默	默	m	oh	8		m	ɔʔ	3	moh8	
木	木	m	oh	8		m	ɔʔ	3	moh8	
目	目	m	oh	8		m	ɔʔ	3	moh8	
沐	沐	m	oh	8		m	ɔʔ	3	moh8	
苜	苜	m	oh	8		m	ɔʔ	3	moh8	
牧	牧	m	oh	8		m	ɔʔ	3	moh8	
睦	睦	m	oh	8		m	ɔʔ	3	moh8	
穆	穆	m	oh	8		m	ɔʔ	3	moh8	
虻	虻	m	on	2		m	ɔŋ	24	mon2	
萌	萌	m	on	2		m	ɔŋ	24	mon2	
蒙	蒙	m	on	2		m	ɔŋ	24	mon2	
盟	盟	m	on	2		m	ɔŋ	24	mon2	
檬	檬	m	on	2		m	ɔŋ	24	mon2	
朦	朦	m	on	2		m	ɔŋ	24	mon2	
猛	猛	m	on	3		m	ɔŋ	31	mon3	
錳	锰	m	on	3		m	ɔŋ	31	mon3	
蜢	蜢	m	on	3		m	ɔŋ	31	mon3	
蠓	蠓	m	on	3		m	ɔŋ	31	mon3	
孟	孟	m	on	6		m	ɔŋ	33	mon6	
夢	梦	m	on	6		m	ɔŋ	33	mon6	
麼	么	m	u	1		m	ʊ	21	mu1	
摹	摹	m	u	2		m	ʊ	24	mu2	
模	模	m	u	2		m	ʊ	24	mu2	
摩	摩	m	u	2		m	ʊ	24	mu2	
磨	磨	m	u	2	折磨	m	ʊ	24	mu2	
蘑	蘑	m	u	2	蘑菇	m	ʊ	24	mu2	
魔	魔	m	u	2		m	ʊ	24	mu2	
沫	沫	m	u	3	沫花（泡沫）	m	ʊ	31	mu3	
母	母	m	u	3		m	ʊ	31	mu3	
牡	牡	m	u	3		m	ʊ	31	mu3	
拇	拇	m	u	3		m	ʊ	31	mu3	
姆	姆	m	u	3		m	ʊ	31	mu3	
磨	磨	m	u	6	石磨	m	ʊ	33	mu6	
募	募	m	u	6		m	ʊ	33	mu6	
墓	墓	m	u	6		m	ʊ	33	mu6	
幕	幕	m	u	6		m	ʊ	33	mu6	
慕	慕	m	u	6		m	ʊ	33	mu6	
暮	暮	m	u	6		m	ʊ	33	mu6	
抹	抹	m	uh	8	抹殺	m	ʊʔ	3	muh8	
末	末	m	uh	8		m	ʊʔ	3	muh8	
茉	茉	m	uh	8		m	ʊʔ	3	muh8	
沫	沫	m	uh	8	泡沫	m	ʊʔ	3	muh8	
饅	馒	m	un	2		m	ʊ̃	24	mun2	
瞞	瞒	m	un	2		m	ʊ̃	24	mun2	
鰻	鳗	m	un	2		m	ʊ̃	24	mun2	
絻	絻	m	un	2	絻襠	m	ʊ̃	24	mun2	
滿	满	m	un	3		m	ʊ̃	31	mun3	
墁	墁	m	un	6		m	ʊ̃	33	mun6	
幔	幔	m	un	6		m	ʊ̃	33	mun6	
漫	漫	m	un	6		m	ʊ̃	33	mun6	
拿	拿	n	a	2		n	a	24	na2	
哪	哪	n	a	3	哪裡	n	a	31	na3	
那	那	n	a	5	那裡	n	a	44	na5	
娜	娜	n	a	6	人名用字	n	a	33	na6	
奶	奶	n	ae	1	吃奶	n	ɛ	21	nae1	
乃	乃	n	ae	3		n	ɛ	31	nae3	
艿	艿	n	ae	3		n	ɛ	31	nae3	
奶	奶	n	ae	3	奶奶	n	ɛ	31	nae3	
奈	奈	n	ae	6		n	ɛ	33	nae6	
耐	耐	n	ae	6		n	ɛ	33	nae6	
㖠	㖠	n	ae	6		n	ɛ	33	nae6	
吶	呐	n	aeh	8		ɲ	iaʔ	3	naeh8	
納	纳	n	aeh	8	出納	ɲ	iaʔ	3	naeh8	
鈉	钠	n	aeh	8		ɲ	iaʔ	3	naeh8	
衲	衲	n	aeh	8		ɲ	iaʔ	3	naeh8	
捺	捺	n	aeh	8		ɲ	iaʔ	3	naeh8	
難	难	n	aen	2	難題	n	ɛ̃	24	naen2	
難	难	n	aen	6	難友	n	ɛ̃	33	naen6	
諾	诺	n	ah	8		n	aʔ	3	nah8	
掿	掿	n	ah	8	握持，揉捏	n	aʔ	3	nah8	
鍩	锘	n	ah	8		n	aʔ	3	nah8	
囔	囔	n	an	2		n	ã	24	nan2	
囊	囊	n	an	2		n	ã	24	nan2	
瓤	瓤	n	an	2		n	ã	24	nan2	
攮	攮	n	an	3		n	ã	31	nan3	
齉	齉	n	an	5		n	ã	44	nan5	
訥	讷	n	eh	8		n	əʔ	3	neh8	
能	能	n	en	2		n	əŋ	24	nen2	
寧	宁	n	en	2	寧可，寧願	n	əŋ	24	nen2	
嫩	嫩	n	en	6		n	əŋ	33	nen6	
吖	吖	ng	a	1		ŋ	a	21	nga1	
錒	锕	ng	a	1		ŋ	a	21	nga1	
丫	丫	ng	a	1	丫頭	ŋ	a	21	nga1	
鴉	鸦	ng	a	1		ŋ	a	21	nga1	
椏	桠	ng	a	1		ŋ	a	21	nga1	
牙	牙	ng	a	2		ŋ	a	24	nga2	
伢	伢	ng	a	2		ŋ	a	24	nga2	
芽	芽	ng	a	2		ŋ	a	24	nga2	
蚜	蚜	ng	a	2		ŋ	a	24	nga2	
啞	哑	ng	a	3		ŋ	a	31	nga3	
堊	垩	ng	a	5	垩田	ŋ	a	44	nga5	
掗	挜	ng	a	5		ŋ	a	44	nga5	
掗	挜	ng	a	6		ŋ	a	33	nga6	
哎	哎	ng	ae	0	语气词，表示感叹	ŋ	ɛ	0	ngae0	
哀	哀	ng	ae	1		ŋ	ɛ	21	ngae1	
埃	埃	ng	ae	1		ŋ	ɛ	21	ngae1	
挨	挨	ng	ae	1	挨近	ŋ	ɛ	21	ngae1	
唉	唉	ng	ae	1	唉聲歎氣	ŋ	ɛ	21	ngae1	
鎄	锿	ng	ae	1		ŋ	ɛ	21	ngae1	
捱	挨	ng	ae	2	捱餓，捱打	ŋ	ɛ	24	ngae2	
皚	皑	ng	ae	2		ŋ	ɛ	24	ngae2	
呆	呆	ng	ae	2	呆板	ŋ	ɛ	24	ngae2	
毐	毐	ng	ae	3		ŋ	ɛ	31	ngae3	
矮	矮	ng	ae	3		ŋ	ɛ	31	ngae3	
藹	蔼	ng	ae	3		ŋ	ɛ	31	ngae3	
靄	霭	ng	ae	3		ŋ	ɛ	31	ngae3	
噯	嗳	ng	ae	5		ŋ	ɛ	44	ngae5	
愛	爱	ng	ae	5		ŋ	ɛ	44	ngae5	
隘	隘	ng	ae	5		ŋ	ɛ	44	ngae5	
璦	瑷	ng	ae	5		ŋ	ɛ	44	ngae5	
曖	暧	ng	ae	5		ŋ	ɛ	44	ngae5	
艾	艾	ng	ae	6		ŋ	ɛ	33	ngae6	
砹	砹	ng	ae	6		ŋ	ɛ	33	ngae6	
礙	碍	ng	ae	6		ŋ	ɛ	33	ngae6	
壓	压	ng	aeh	7		ŋ	iaʔ	4	ngaeh7	
押	押	ng	aeh	7		ŋ	iaʔ	4	ngaeh7	
鴨	鸭	ng	aeh	7		ŋ	iaʔ	4	ngaeh7	
軋	轧	ng	aeh	8	軋死	ŋ	iaʔ	3	ngaeh8	
齾	齾	ng	aeh	8		ŋ	iaʔ	3	ngaeh8	
淹	淹	ng	aen	1		ŋ	ɛ̃	21	ngaen1	
癌	癌	ng	aen	2		ŋ	ɛ̃	24	ngaen2	
䶠	䶠	ng	aen	2		ŋ	ɛ̃	24	ngaen2	
岩	岩	ng	aen	2		ŋ	ɛ̃	24	ngaen2	
嵒	嵒	ng	aen	2		ŋ	ɛ̃	24	ngaen2	
顏	颜	ng	aen	2		ŋ	ɛ̃	24	ngaen2	
眼	眼	ng	aen	3		ŋ	ɛ̃	31	ngaen3	
晏	晏	ng	aen	5		ŋ	ɛ̃	44	ngaen5	
雁	雁	ng	aen	6		ŋ	ɛ̃	33	ngaen6	
堊	垩	ng	ah	7		ŋ	aʔ	4	ngah7	
噁	恶	ng	ah	7		ŋ	aʔ	4	ngah7	
惡	恶	ng	ah	7	惡劣	ŋ	aʔ	4	ngah7	
鄂	鄂	ng	ah	8		ŋ	aʔ	3	ngah8	
諤	谔	ng	ah	8		ŋ	aʔ	3	ngah8	
萼	萼	ng	ah	8		ŋ	aʔ	3	ngah8	
愕	愕	ng	ah	8		ŋ	aʔ	3	ngah8	
齶	腭	ng	ah	8		ŋ	aʔ	3	ngah8	
鶚	鹗	ng	ah	8		ŋ	aʔ	3	ngah8	
顎	颚	ng	ah	8		ŋ	aʔ	3	ngah8	
噩	噩	ng	ah	8		ŋ	aʔ	3	ngah8	
鱷	鳄	ng	ah	8		ŋ	aʔ	3	ngah8	
骯	骯	ng	an	1		ŋ	ã	21	ngan1	
昂	昂	ng	an	2		ŋ	ã	24	ngan2	
盎	盎	ng	an	5		ŋ	ã	44	ngan5	
厄	厄	ng	eh	7		ŋ	əʔ	4	ngeh7	
扼	扼	ng	eh	7		ŋ	əʔ	4	ngeh7	
呃	呃	ng	eh	7		ŋ	əʔ	4	ngeh7	
軛	轭	ng	eh	7		ŋ	əʔ	4	ngeh7	
額	额	ng	eh	8		ŋ	əʔ	3	ngeh8	
杌	杌	ng	eh	8	杌子，小矮凳	ŋ	əʔ	3	ngeh8	
恩	恩	ng	en	1		ŋ	əŋ	21	ngen1	
摁	摁	ng	en	5		ŋ	əŋ	44	ngen5	
硬	硬	ng	en	6		ŋ	əŋ	33	ngen6	
謳	讴	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
甌	瓯	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
歐	欧	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
毆	殴	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
鷗	鸥	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
慪	怄	ng	eu	1		ŋ	ɤɯ	21	ngeu1	
牛	牛	ng	eu	2		ŋ	ɤɯ	24	ngeu2	
嘔	呕	ng	eu	3		ŋ	ɤɯ	31	ngeu3	
偶	偶	ng	eu	3		ŋ	ɤɯ	31	ngeu3	
藕	藕	ng	eu	3		ŋ	ɤɯ	31	ngeu3	
漚	沤	ng	eu	5		ŋ	ɤɯ	44	ngeu5	
慪	怄	ng	eu	5		ŋ	ɤɯ	44	ngeu5	
凹	凹	ng	o	1		ŋ	ɔ	21	ngo1	
爊	爊	ng	o	1		ŋ	ɔ	21	ngo1	
鏖	鏖	ng	o	1		ŋ	ɔ	21	ngo1	
敖	敖	ng	o	2		ŋ	ɔ	24	ngo2	
遨	遨	ng	o	2		ŋ	ɔ	24	ngo2	
嗷	嗷	ng	o	2		ŋ	ɔ	24	ngo2	
熬	熬	ng	o	2		ŋ	ɔ	24	ngo2	
翱	翱	ng	o	2		ŋ	ɔ	24	ngo2	
鰲	鳌	ng	o	2		ŋ	ɔ	24	ngo2	
咬	咬	ng	o	3		ŋ	ɔ	31	ngo3	
齩	咬	ng	o	3		ŋ	ɔ	31	ngo3	
拗	拗	ng	o	5		ŋ	ɔ	44	ngo5	
奧	奥	ng	o	5		ŋ	ɔ	44	ngo5	
澳	澳	ng	o	5		ŋ	ɔ	44	ngo5	
懊	懊	ng	o	5		ŋ	ɔ	44	ngo5	
傲	傲	ng	o	6		ŋ	ɔ	33	ngo6	
訛	讹	ng	u	2		ŋ	ʊ	24	ngu2	
俄	俄	ng	u	2		ŋ	ʊ	24	ngu2	
峨	峨	ng	u	2		ŋ	ʊ	24	ngu2	
娥	娥	ng	u	2		ŋ	ʊ	24	ngu2	
鋨	锇	ng	u	2		ŋ	ʊ	24	ngu2	
鵝	鹅	ng	u	2		ŋ	ʊ	24	ngu2	
蛾	蛾	ng	u	2		ŋ	ʊ	24	ngu2	
哦	哦	ng	u	2		ŋ	ʊ	24	ngu2	
我	我	ng	u	3		ŋ	ʊ	31	ngu3	
餓	饿	ng	u	6		ŋ	ʊ	33	ngu6	
臥	卧	ng	u	6		ŋ	ʊ	33	ngu6	
呢	呢	n	i	2		ɲ	ɨᶨ	24	ni2	
妮	妮	n	i	2		ɲ	ɨᶨ	24	ni2	
尼	尼	n	i	2		ɲ	ɨᶨ	24	ni2	
泥	泥	n	i	2		ɲ	ɨᶨ	24	ni2	
埿	泥	n	i	2		ɲ	ɨᶨ	24	ni2	
鈮	铌	n	i	2		ɲ	ɨᶨ	24	ni2	
倪	倪	n	i	2		ɲ	ɨᶨ	24	ni2	
霓	霓	n	i	2		ɲ	ɨᶨ	24	ni2	
鯢	鲵	n	i	2		ɲ	ɨᶨ	24	ni2	
擬	拟	n	i	3		ɲ	ɨᶨ	31	ni3	
膩	腻	n	i	6		ɲ	ɨᶨ	33	ni6	
瘧	疟	n	iah	8		ɲ	iaʔ	3	niah8	
虐	虐	n	iah	8		ɲ	iaʔ	3	niah8	
娘	娘	n	ian	2		ɲ	iã	24	nian2	
仰	仰	n	ian	3		ɲ	iã	31	nian3	
釀	酿	n	ian	6		ɲ	iã	33	nian6	
逆	逆	n	ieh	8		n	iəʔ	3	nieh8	
匿	匿	n	ieh	8		n	iəʔ	3	nieh8	
溺	溺	n	ieh	8		n	iəʔ	3	nieh8	
您	您	n	ien	2		n	iəŋ	24	nien2	
寧	宁	n	ien	2	安寧	n	iəŋ	24	nien2	
嚀	咛	n	ien	2		n	iəŋ	24	nien2	
獰	狞	n	ien	2		n	iəŋ	24	nien2	
檸	柠	n	ien	2		n	iəŋ	24	nien2	
凝	凝	n	ien	2		n	iəŋ	24	nien2	
妞	妞	n	ieu	1		ɲ	iʊ	21	nieu1	
牛	牛	n	ieu	2		ɲ	iʊ	24	nieu2	
扭	扭	n	ieu	3		ɲ	iʊ	31	nieu3	
紐	纽	n	ieu	3		ɲ	iʊ	31	nieu3	
鈕	钮	n	ieu	3		ɲ	iʊ	31	nieu3	
捏	捏	n	ih	8		n	iʔ	3	nih8	
聶	聂	n	ih	8		n	iʔ	3	nih8	
嚙	啮	n	ih	8		n	iʔ	3	nih8	
鑷	镊	n	ih	8		n	iʔ	3	nih8	
鎳	镍	n	ih	8		n	iʔ	3	nih8	
顳	颞	n	ih	8		n	iʔ	3	nih8	
孽	孽	n	ih	8		n	iʔ	3	nih8	
你	你	n	ii	3		n	i	31	nii3	
妳	你	n	ii	3		n	i	31	nii3	
拈	拈	n	in	1		n	ĩ	21	nin1	
年	年	n	in	2		n	ĩ	24	nin2	
鮎	鲇	n	in	2		n	ĩ	24	nin2	
鯰	鲶	n	in	2		n	ĩ	24	nin2	
黏	黏	n	in	2		n	ĩ	24	nin2	
嚴	严	n	in	2		n	ĩ	24	nin2	
研	研	n	in	2		n	ĩ	24	nin2	
粘	粘	n	in	2		n	ĩ	24	nin2	
捻	捻	n	in	3		n	ĩ	31	nin3	
碾	碾	n	in	3		n	ĩ	31	nin3	
念	念	n	in	6		n	ĩ	33	nin6	
唸	念	n	in	6		n	ĩ	33	nin6	
硯	砚	n	in	6		n	ĩ	33	nin6	
鳥	鸟	n	io	3		ɲ	iɔ	31	nio3	
尿	尿	n	io	6		ɲ	iɔ	33	nio6	
撓	挠	n	o	2		n	ɔ	24	no2	
鐃	铙	n	o	2		n	ɔ	24	no2	
惱	恼	n	o	3		n	ɔ	31	no3	
腦	脑	n	o	3		n	ɔ	31	no3	
瑙	瑙	n	o	3		n	ɔ	31	no3	
鬧	闹	n	o	6		n	ɔ	33	no6	
農	农	n	on	2		n	ɔŋ	24	non2	
儂	侬	n	on	2		n	ɔŋ	24	non2	
噥	哝	n	on	2		n	ɔŋ	24	non2	
濃	浓	n	on	2		n	ɔŋ	24	non2	
膿	脓	n	on	2		n	ɔŋ	24	non2	
哪	哪	n	u	2	哪吒	n	ʊ	24	nu2	
娜	娜	n	u	2	婀娜	n	ʊ	24	nu2	
挪	挪	n	u	2		n	ʊ	24	nu2	
儺	傩	n	u	2		n	ʊ	24	nu2	
懦	懦	n	u	6		n	ʊ	33	nu6	
糯	糯	n	u	6		n	ʊ	33	nu6	
內	内	n	uei	6		n	uəi	33	nuei6	
納	纳	n	uh	8	婆婆納（野草名）	n	ʊʔ	3	nuh8	
衲	衲	n	uh	8	衲子（尿布）	n	ʊʔ	3	nuh8	
男	男	n	un	2		n	ʊ̃	24	nun2	
南	南	n	un	2		n	ʊ̃	24	nun2	
暖	暖	n	un	3		n	ʊ̃	31	nun3	
奴	奴	n	v	2		n	ʋ	24	nv2	
孥	孥	n	v	2		n	ʋ	24	nv2	
努	努	n	v	3		n	ʋ	31	nv3	
怒	怒	n	v	6		n	ʋ	33	nv6	
女	女	n	y	3		ɲ	yᶨ	31	ny3	
噢	噢		o	0	語氣詞		ɔ	0	o0	
喔	喔		oh	7		ʋ	ɔʔ	4	oh7	
沃	沃		oh	7		ʋ	ɔʔ	4	oh7	
屋	屋		oh	7		ʋ	ɔʔ	4	oh7	
鋈	鋈		oh	7		ʋ	ɔʔ	4	oh7	
