id	ini	fn	pt	单字	IPA	注释	
2850	k	oŋ	33	扛	koŋ33	肩扛	
2851	k	uŋ	33	肛	kuŋ33	肛门	
2852	k	oŋ	21	講	koŋ21	讲话	
2853	k	oŋ	21	港	koŋ21	港口	
2854	k	oŋ	25	降	koŋ25	下降	
2855	h	uŋ	41	虹	huŋ41	彩虹	
2856	k	ok	021	覺	kok21	知觉	
2857	k	ok	021	角	kok21	角色	
2858	k	au	21	餃	kau21	水饺	
2859	h	oŋ	33	腔	hoŋ33	口腔	
2860	kʰ	ok	021	確	kʰok21	的确	
2861	h	ok	021	殼	hok21	蛋壳	
2862	ŋ	ok	053	嶽	ŋok53	五岳	
2863	ŋ	ok	053	岳	ŋok53	姓	
2864	ŋ	ok	053	樂	ŋok53	音乐	
2866	k	oŋ	25	降	koŋ25	投降	
2867	h	oŋ	53	項	hoŋ53	项链	
2868	h	oŋ	53	巷	hoŋ53	小巷，街巷	
2869	h	ok	053	學	hok53	学习	
2870		at	021	握	at21	握手	
2871	p	aŋ	33	崩	pɐŋ33	山崩	
2872	p	ak	024	北	pɐk24	北方	
2873	pʰ	aŋ	41	朋	pʰɐŋ41	朋友	
2874	m	ak	053	墨	mɐk53	笔墨	
2875	m	ak	053	默	mɐk53	默写	
2876	t	aŋ	33	登	tɐŋ33	登山	
2877	t	aŋ	33	燈	tɐŋ33	灯光	
2878	t	aŋ	21	等	tɐŋ21	高等	
2879	t	aŋ	25	凳	tɐŋ25	凳子	
2880	t	ak	024	得	tɐk24	得到	
2881	t	ak	024	德	tɐk24	道德	
2882	tʰ	aŋ	41	騰	tʰɐŋ41	奔腾	
2883	tʰ	aŋ	41	藤	tʰɐŋ41	藤椅	
2884	tʰ	aŋ	41	疼	tʰɐŋ41	疼痛	
2885	t	aŋ	53	鄧	tɐŋ53	姓	
2886	tsʰ	eŋ	41	澄	tsʰeŋ41	澄清	
2887	t	ak	053	特	tɐk53	特别	
2888	n	aŋ	41	能	nɐŋ41	才能	
2889	l	eŋ	41	棱	leŋ41	棱角	
2890	l	ak	053	肋	lɐk53	肋骨	
2891	l	ak	053	勒	lɐk53	勒索	
2892	ts	aŋ	33	曾	tsɐŋ33	姓	
2893	ts	aŋ	33	增	tsɐŋ33	增加	
2894	ts	aŋ	33	憎	tsɐŋ33	憎恨	
2895	ts	ak	024	則	tsɐk24	否则	
2896	tsʰ	aŋ	41	曾	tsʰɐŋ41	曾经	
2897	tsʰ	aŋ	41	層	tsʰɐŋ41	层次	
2898	ts	aŋ	53	贈	tsɐŋ53	赠送	
2899	tsʰ	ak	053	賊	tsʰɐk53	做贼	
2900	ts	aŋ	33	僧	tsɐŋ33	唐僧	
2901	ɬ	ak	024	塞	ɬɐk24	阻塞	
2902	h	ɐn	21	肯	hɐn21	肯定	
2903	kʰ	ak	024	刻	kʰɐk24	刀刻，雕刻	
2904	kʰ	ak	024	刻	kʰɐk24	时刻	
2905	kʰ	ak	024	克	kʰɐk24	克服	
2906	kʰ	ak	024	黑	kʰɐk24	黑白	
2907	h	aŋ	41	恒	hɐŋ41	永恒	
2908	p	eŋ	33	冰	peŋ33	结冰	
2909	p	ek	024	逼	pek24	被逼	
2910	pʰ	aŋ	41	憑	pʰɐŋ41	文凭	
2911	n	ek	024	匿	nek24	匿名	
2912	l	eŋ	41	陵	leŋ41	陵园	
2913	l	eŋ	41	凌	leŋ41	冰凌；凌厉	
2914	l	eŋ	41	菱	leŋ41	菱角	
2915	l	ek	053	力	lek53	力量	
2916	ts	ek	024	即	tsek24	立即	
2917	ts	ak	024	鯽	tsɐk24	鲫鱼	
2918	ɬ	ek	024	息	ɬek24	休息	
2919	ɬ	ek	024	熄	ɬek24	熄灭	
2920	ɬ	ek	024	媳	ɬek24	媳妇	
2921	ts	eŋ	33	徵	tseŋ33	征求	
2922	ts	eŋ	53	澄	tseŋ53	水浑，澄一澄	
2923	tsʰ	eŋ	41	懲	tsʰeŋ41	惩罚	
2924	tsʰ	aŋ	41	橙	tsʰɐŋ41	橙子	
2925	t	aŋ	33	瞪	tɐŋ33	瞪眼	
2926	ts	ek	053	直	tsek53	直接	
2927	ts	ek	053	值	tsek53	价值	
2928	ts	ak	024	側	tsɐk24	侧面	
2929	tsʰ	ak	024	測	tsʰɐk24	测量	
2930	s	ek	024	色	sek24	色彩	
2931	ɬ	ek	024	嗇	ɬek24	吝啬	
2932	ts	eŋ	33	蒸	tseŋ33	蒸发	
2933	ts	eŋ	21	拯	tseŋ21	拯救	
2934	ts	eŋ	25	證	tseŋ25	证明	
2935	ts	eŋ	25	症	tseŋ25	病症	
2936	ts	ek	024	織	tsek24	织布	
2937	ts	ek	024	職	tsek24	职务	
2938	tsʰ	eŋ	33	稱	tsʰeŋ33	称呼；称重量	
2939	tsʰ	eŋ	33	稱	tsʰeŋ33	相称，称心	
2940	tsʰ	eŋ	25	秤	tsʰeŋ25	一杆秤	
2941	s	eŋ	41	乘	seŋ41	乘法	
2942	s	eŋ	41	繩	seŋ41	麻绳	
2944	s	eŋ	53	剩	seŋ53	剩余	
2945	s	ek	053	食	sek53	食物	
2946	s	ek	053	蝕	sek53	月蚀，腐蚀	
2947	s	eŋ	33	升	seŋ33	升级	
2948	s	eŋ	25	勝	seŋ25	胜败，战胜	
2949	s	eŋ	25	勝	seŋ25	胜任	
2950	s	ek	024	識	sek24	认识	
2951	s	ek	024	式	sek24	式样	
2952	s	ek	024	飾	sek24	装饰	
2953	s	eŋ	41	承	seŋ41	继承	
2954	s	eŋ	41	丞	seŋ41	丞相	
2955	ts	ek	053	殖	tsek53	繁殖	
2956	ts	ek	053	植	tsek53	植物	
2957	ŋ	eŋ	41	仍	ŋeŋ41	仍然	
2959	kʰ	ek	024	棘	kʰek24	棘手	
2960	k	ek	053	極	kek53	南极	
2961	ŋ	eŋ	41	凝	ŋeŋ41	凝固	
2962	h	eŋ	33	興	heŋ33	兴旺	
2963	h	eŋ	25	興	heŋ25	高兴	
2964		eŋ	25	應	eŋ25	应对，响应	
2965		eŋ	33	鷹	eŋ33	老鹰	
2966		eŋ	33	應	eŋ33	应该	
2967		ek	024	憶	ek24	回忆	
2968		ek	024	億	ek24	亿万	
2969	ŋ	ek	024	抑	ŋek24	压抑	
2970	s	eŋ	41	蠅	seŋ41	苍蝇	
2971	#$0235	iɐn	53	孕	ȵiɐn53	怀孕	
2972	j	ek	053	翼	jek53	机翼	
2973	k	ok	021	國	kok21	中国	
2974	f	aŋ	41	弘	fɐŋ41	弘扬	
2975	w	ak	053	或	wɐk53	或者	
2976	w	ak	053	惑	wɐk53	迷惑	
2977	w	ak	053	域	wɐk53	地域	
2978	p	ak	021	百	pɐk21	百姓	
2979	pʰ	ak	021	柏	pʰɐk21	柏树	
2980	p	ak	021	伯	pɐk21	伯父	
2981	p	ek	024	迫	pek24	迫害	
2982	pʰ	aŋ	33	烹	pʰɐŋ33	烹调	
2983	pʰ	uŋ	25	碰	pʰuŋ25	碰到	
2984	pʰ	ak	021	拍	pʰɐk21	拍球	
2985	pʰ	ak	021	珀	pʰɐk21	琥珀	
2986	pʰ	ak	021	魄	pʰɐk21	魂魄	
2987	pʰ	aŋ	41	彭	pʰɐŋ41	姓	
2988	pʰ	aŋ	41	膨	pʰɐŋ41	膨胀	
2989	p	ak	053	白	pɐk53	白色；白吃白喝	
2990	p	ak	053	帛	pɐk53	财帛	
2991	m	aŋ	41	盲	mɐŋ41	盲人，文盲	
2992	m	oŋ	33	虻	moŋ33	牛虻	
2993	m	aŋ	21	猛	mɐŋ21	凶猛	
2994	m	aŋ	53	孟	mɐŋ53	孟子	
2995	m	ak	053	陌	mɐk53	陌生	
2996	t	a	21	打	ta21	打针	
2997	l	aŋ	21	冷	lɐŋ21	天冷	
2998	tsʰ	aŋ	33	撑	tsʰɐŋ33	支撑	
2999	tsʰ	ak	021	拆	tsʰɐk21	拆开	
3000	ts	ak	053	澤	tsɐk53	毛泽东	
3001	ts	ak	053	擇	tsɐk53	择菜；选择	
3002	ts	ak	053	宅	tsɐk53	住宅	
3003	ts	ak	021	窄	tsɐk21	狭窄	
3004	s	aŋ	33	生	sɐŋ33	生活；生小孩	
3005	s	aŋ	33	牲	sɐŋ33	牺牲；畜牲	
3006	s	aŋ	33	笙	sɐŋ33	乐器	
3007	s	aŋ	33	甥	sɐŋ33	外甥	
3008	s	aŋ	21	省	sɐŋ21	省长	
3009	s	aŋ	21	省	sɐŋ21	节省	
3010	k	aŋ	25	更	kɐŋ25	更加	
3011	k	aŋ	33	庚	kɐŋ33	庚子，庚款	
3012	k	aŋ	33	羹	kɐŋ33	调羹	
3013	kʰ	aŋ	21	哽	kʰɐŋ21	骨哽在喉	
3015	k	aŋ	21	梗	kɐŋ21	菜梗	
3016	k	aŋ	33	更	kɐŋ33	三更；更换	
3017	k	ak	021	格	kɐk21	格子	
3018	h	aŋ	33	坑	hɐŋ33	坑害	
3019	h	ak	021	客	hɐk21	客人	
3020	ŋ	aŋ	53	硬	ŋɐŋ53	软硬	
3021	ŋ	ak	053	額	ŋɐk53	名额	
3022	h	aŋ	33	亨	hɐŋ33	大亨	
3023	h	ak	021	赫	hɐk21	显赫	
3024	h	ak	021	嚇	hɐk21	吓一跳	
3025	h	aŋ	41	行	hɐŋ41	行走；行为	
3026	h	aŋ	41	衡	hɐŋ41	平衡	
3027	h	aŋ	53	杏	hɐŋ53	杏仁	
3028	h	aŋ	53	行	hɐŋ53	品行	
3029	p	ɐn	33	浜	pɐn33	沙家浜	
3030	pʰ	ɐŋ	41	繃	pʰɐŋ41	绷带	
3031	pʰ	eŋ	41	迸	pʰeŋ41	迸裂	
3034	pʰ	aŋ	41	棚	pʰɐŋ41	瓜棚	
3035	pʰ	oŋ	21	蚌	pʰoŋ21	蚌壳	
3036	m	aŋ	41	萌	mɐŋ41	萌芽	
3037	m	oŋ	41	氓	moŋ41	流氓	
3038	m	ak	053	麥	mɐk53	大麦	
3039	m	ak	053	脈	mɐk53	把脉	
3040	ts	ak	053	摘	tsɐk53	文摘；摘花	
3041	tsʰ	aŋ	41	橙	tsʰɐŋ41	橙子，脐橙	
3042	ts	aŋ	33	争	tsɐŋ33	争吵，战争	
3043	ts	aŋ	33	筝	tsɐŋ33	风筝	
3044	ts	aŋ	33	睁	tsɐŋ33	睁眼	
3045	ts	aŋ	33	踭	tsɐŋ33	脚后跟	
3046	ts	ak	021	責	tsɐk21	责任	
3047	tsʰ	ak	021	策	tsʰɐk21	策略	
3048	tsʰ	ak	021	册	tsʰɐk21	书册	
3049	k	aŋ	33	耕	kɐŋ33	耕田	
3050	k	aŋ	21	耿	kɐŋ21	耿耿于怀	
3051	k	ap	021	革	kap21	革命；皮革	
3052	k	ak	021	隔	kɐk21	隔开，隔壁	
3053	k	eŋ	33	莖	keŋ33	花茎	
3054	h	aŋ	53	幸	hɐŋ53	幸福	
3055	w	ak	053	核	wɐk53	果核	
3056	w	ak	053	核	wɐk53	核对	
3057		aŋ	33	鶯	ɐŋ33	黄莺	
3058		eŋ	33	鸚	eŋ33	鹦鹉	
3059		eŋ	33	櫻	eŋ33	樱桃	
3060		at	021	扼	at21	扼杀	
3061		ak	021	軛	ɐk21	牛轭（牛耕田时套的工具）	
3062	p	eŋ	33	兵	peŋ33	当兵	
3063	p	eŋ	21	丙	peŋ21	甲乙丙丁	
3064	p	eŋ	21	秉	peŋ21	秉公办事	
3065	p	eŋ	25	柄	peŋ25	把柄	
3066	p	ek	024	碧	pek24	碧玉	
3067	pʰ	eŋ	41	平	pʰeŋ41	平时	
3068	pʰ	eŋ	41	坪	pʰeŋ41	草坪	
3069	pʰ	eŋ	41	評	pʰeŋ41	批评	
3070	p	eŋ	53	病	peŋ53	生病	
3071	m	eŋ	41	鳴	meŋ41	鸣叫	
3072	m	eŋ	41	明	meŋ41	明年	
3073	m	aŋ	41	盟	mɐŋ41	同盟	
3074	m	eŋ	21	皿	meŋ21	器皿	
3075	m	eŋ	53	命	meŋ53	命令；一条命	
3076	k	eŋ	33	京	keŋ33	北京	
3077	k	eŋ	33	荆	keŋ33	荆州	
3078	k	eŋ	33	驚	keŋ33	吃惊，好惊	
3079	k	eŋ	21	境	keŋ21	境界	
3080	k	eŋ	21	景	keŋ21	景色	
3081	k	eŋ	21	警	keŋ21	警察	
3082	k	eŋ	25	敬	keŋ25	敬爱	
3083	k	eŋ	25	竟	keŋ25	竟然	
3084	k	eŋ	25	鏡	keŋ25	镜子，圆镜	
3085	k	ek	024	戟	kek24	方天画戟	
3086	h	eŋ	33	卿	heŋ33	人名用字；爱卿	
3087	h	eŋ	25	慶	heŋ25	庆祝	
3088	kʰ	eŋ	41	擎	kʰeŋ41	举起	
3089	k	eŋ	33	鯨	keŋ33	鲸鱼	
3090	k	eŋ	53	競	keŋ53	竞争	
3091	kʰ	ek	024	劇	kʰek24	剧烈	
3092	kʰ	ek	024	劇	kʰek24	戏剧	
3093	k	ek	053	屐	kek53	木屐	
3094	ŋ	eŋ	41	迎	ŋeŋ41	欢迎	
3095	ŋ	ek	053	逆	ŋek53	逆风	
3096		eŋ	33	英	eŋ33	英雄	
3097	j	eŋ	21	影	jeŋ21	电影	
3098	j	eŋ	21	映	jeŋ21	反映	
3099	p	eŋ	21	餅	peŋ21	饼干	
3100	p	eŋ	25	併	peŋ25	合并	
3101	p	ek	024	璧	pek24	玉璧	
3102	pʰ	eŋ	25	聘	pʰeŋ25	聘请	
3103	pʰ	ek	024	僻	pʰek24	偏僻	
3104	pʰ	ek	024	癖	pʰek24	癖好，怪癖	
3105	pʰ	ek	024	辟	pʰek24	开辟	
3106	m	eŋ	41	名	meŋ41	名字	
3107	l	eŋ	21	領	leŋ21	领钱；衣领	
3108	l	eŋ	21	嶺	leŋ21	山岭，岭南	
3109	l	eŋ	53	令	leŋ53	令人	
3110	ts	eŋ	33	精	tseŋ33	精神	
3111	ts	eŋ	33	晶	tseŋ33	水晶	
3112	ts	eŋ	33	睛	tseŋ33	眼睛	
3113	ts	eŋ	21	井	tseŋ21	一口井；井井有条	
3114	ts	ek	024	積	tsek24	积极	
3115	ts	ek	024	跡	tsek24	笔迹	
3116	ts	ek	024	脊	tsek24	背脊	
3117	tsʰ	eŋ	33	清	tsʰeŋ33	清洁，水很清	
3118	tsʰ	eŋ	21	請	tsʰeŋ21	请人，邀请	
3119	tsʰ	eŋ	41	情	tsʰeŋ41	情节	
3120	tsʰ	eŋ	41	晴	tsʰeŋ41	天晴	
3121	ts	eŋ	53	静	tseŋ53	安静	
3122	ts	eŋ	53	净	tseŋ53	净重；干净	
3123	ts	ek	053	籍	tsek53	籍贯	
3124	ts	ek	053	藉	tsek53	狼藉	
3125	ɬ	eŋ	21	省	ɬeŋ21	反省	
3126	ɬ	eŋ	25	性	ɬeŋ25	性别	
3127	ɬ	eŋ	25	姓	ɬeŋ25	姓名	
3128	ɬ	ek	024	惜	ɬek24	可惜	
3129	ɬ	ek	024	昔	ɬek24	今昔	
3130	ts	ek	053	席	tsek53	酒席；主席	
3131	ts	ek	053	蓆	tsek53	草席	
3132	ts	ek	053	夕	tsek53	夕阳	
3133	ts	eŋ	33	貞	tseŋ33	贞节	
3134	ts	eŋ	33	偵	tseŋ33	侦察	
3135	tsʰ	eŋ	41	逞	tsʰeŋ41	得逞	
3136	tsʰ	eŋ	41	呈	tsʰeŋ41	呈现	
3137	tsʰ	eŋ	41	程	tsʰeŋ41	程度；姓	
3138	ts	eŋ	53	鄭	tseŋ53	姓；郑重	
3139	ts	ak	053	擲	tsɐk53	掷骰子	
3140	ts	eŋ	33	正	tseŋ33	正月	
3141	ts	eŋ	33	征	tseŋ33	长征；征兵	
3142	ts	eŋ	21	整	tseŋ21	整体	
3143	ts	eŋ	25	正	tseŋ25	正直，方正	
3144	ts	eŋ	25	政	tseŋ25	政治	
3145	ts	ek	024	隻	tsek24	一只	
3146	ts	ek	024	炙	tsek24	炙手可热	
3147	tsʰ	ek	024	赤	tsʰek24	赤脚	
3148	tsʰ	ek	024	斥	tsʰek24	排斥	
3149	tsʰ	ek	024	尺	tsʰek24	尺寸，一把尺	
3150	s	ɛ	53	射	sɛ53	射箭	
3151	s	eŋ	33	聲	seŋ33	声音	
3152	s	eŋ	25	聖	seŋ25	神圣	
3153	s	ek	024	適	sek24	合适	
3154	s	ek	024	釋	sek24	解释	
3155	s	eŋ	41	成	seŋ41	完成	
3156	s	eŋ	41	城	seŋ41	县城	
3157	s	eŋ	41	誠	seŋ41	诚心	
3158	s	eŋ	53	盛	seŋ53	兴盛；姓	
3159	s	ek	053	石	sek53	石头	
3160	k	eŋ	21	頸	keŋ21	头颈	
3161	k	eŋ	53	勁	keŋ53	有劲	
3162	h	eŋ	33	輕	heŋ33	轻重	
3163		eŋ	33	嬰	eŋ33	婴儿	
3164		eŋ	33	纓	eŋ33	红缨枪	
3165		ek	024	益	ek24	利益	
3166	j	eŋ	41	盈	jeŋ41	盈利	
3167	j	eŋ	41	贏	jeŋ41	输赢	
3168	j	ek	053	亦	jek53	亦可	
3169	j	ek	053	譯	jek53	翻译	
3170	j	ek	053	易	jek53	交易	
3171	j	ek	053	液	jek53	液体	
3172	j	ek	053	腋	jek53	腋下	
3173	p	ek	024	壁	pek24	墙壁	
3174	pʰ	eŋ	25	拼	pʰeŋ25	拼音，拼图	
3175	pʰ	ek	024	劈	pʰek24	雷劈，刀劈	
3176	pʰ	eŋ	41	瓶	pʰeŋ41	瓶子	
3177	pʰ	eŋ	41	屏	pʰeŋ41	屏风	
3178	pʰ	eŋ	41	萍	pʰeŋ41	萍水相逢；萍乡	
3179	p	eŋ	25	並	peŋ25	并且	
3180	m	eŋ	41	銘	meŋ41	铭刻	
3181	m	eŋ	41	冥	meŋ41	冥王，冥钞	
3182	m	ek	053	覓	mek53	寻觅	
3183	t	eŋ	33	丁	teŋ33	甲乙丙丁；姓	
3184	t	eŋ	33	釘	teŋ33	钉书（动）	
3185	t	eŋ	33	疔	teŋ33	疔疮	
3186	t	eŋ	33	叮	teŋ33	蚊子咬	
3187	t	eŋ	21	頂	teŋ21	顶好；山顶	
3188	t	eŋ	21	鼎	teŋ21	鼎盛	
3189	t	eŋ	33	釘	teŋ33	铁钉（名）	
3190	t	eŋ	25	訂	teŋ25	订合同，预订	
3191	t	ek	024	的	tek24	目的	
3192	t	ek	024	滴	tek24	滴水	
3193	t	ek	024	嫡	tek24	嫡系，嫡亲	
3194	tʰ	eŋ	25	聽	tʰeŋ25	听见，听话	
3195	tʰ	eŋ	33	廳	tʰeŋ33	客厅	
3196	tʰ	eŋ	33	汀	tʰeŋ33	汀州	
3197	tʰ	eŋ	25	聽	tʰeŋ25	听任	
3198	tʰ	ek	024	踢	tʰek24	踢球	
3199	tʰ	ek	024	剔	tʰek24	挑剔	
3200	tʰ	eŋ	41	亭	tʰeŋ41	凉亭	
3201	tʰ	eŋ	41	停	tʰeŋ41	停下	
3202	tʰ	eŋ	41	廷	tʰeŋ41	朝廷	
3203	tʰ	eŋ	41	庭	tʰeŋ41	家庭	
3204	tʰ	eŋ	41	蜓	tʰeŋ41	蜻蜓	
3205	tʰ	iɛŋ	21	艇	tʰiɛŋ21	潜艇	
3206	tʰ	eŋ	21	挺	tʰeŋ21	挺胸	
3207	t	eŋ	53	錠	teŋ53	银锭	
3208	t	eŋ	53	定	teŋ53	坚定	
3209	t	ek	053	笛	tek53	笛子	
3210	t	ek	053	敵	tek53	敌人	
3211	t	ek	053	狄	tek53	姓	
3212	t	ek	053	糴	tek53	籴米（买米）	
3213	n	eŋ	41	寧	neŋ41	安宁	
3214	n	eŋ	41	寧	neŋ41	宁可	
3215	n	ek	024	溺	nek24	溺死	
3216	l	eŋ	41	靈	leŋ41	灵活	
3217	l	eŋ	41	零	leŋ41	零碎；零分；十零个	
3218	l	eŋ	41	鈴	leŋ41	风铃	
3219	l	eŋ	41	伶	leŋ41	伶俐；伶仃	
3220	n	eŋ	25	拎	neŋ25	提	
3222	l	eŋ	53	另	leŋ53	另外	
3223	l	ek	053	歷	lek53	经历，历史	
3224	l	ek	053	曆	lek53	日历，历书	
3226	ts	ek	024	績	tsek24	成绩	
3227	tsʰ	eŋ	33	青	tsʰeŋ33	青年；青色	
3228	tsʰ	eŋ	33	蜻	tsʰeŋ33	蜻蜓	
3229	tsʰ	ek	024	戚	tsʰek24	亲戚	
3230	ts	ek	053	寂	tsek53	寂寞	
3231	ɬ	eŋ	33	星	ɬeŋ33	星星	
3232	ɬ	eŋ	33	腥	ɬeŋ33	腥臭	
3233	ɬ	eŋ	21	醒	ɬeŋ21	醒来，清醒	
3234	ɬ	ek	024	錫	ɬek24	无锡；锡纸	
3235	ɬ	ek	024	析	ɬek24	分析	
3236	k	eŋ	33	經	keŋ33	经济	
3237	k	eŋ	25	徑	keŋ25	半径	
3238	k	eŋ	33	經	keŋ33	经纬	
3239	k	ek	024	擊	kek24	击败	
3240	k	ek	024	激	kek24	激动	
3241	h	at	024	喫	hat24	吃东西；吃亏	
3242	h	eŋ	33	馨	heŋ33	温馨	
3243	j	eŋ	41	形	jeŋ41	形状	
3244	j	eŋ	41	型	jeŋ41	型号	
3245	j	eŋ	41	刑	jeŋ41	刑法	
3246	kʰ	oŋ	25	礦	kʰoŋ25	煤矿	
3247	w	aŋ	41	横	wɐŋ41	横直	
3248	w	aŋ	41	横	wɐŋ41	蛮横	
3249	k	aŋ	33	轟	kɐŋ33	轰炸	
3250	f	aŋ	41	宏	fɐŋ41	宏大	
3251	w	ak	053	獲	wɐk53	获得	
3252	w	ak	053	劃	wɐk53	计划	
3253	h	eŋ	33	兄	heŋ33	兄弟	
3254	w	eŋ	41	榮	weŋ41	光荣	
3255	w	eŋ	21	永	weŋ21	永远	
3256	w	eŋ	53	泳	weŋ53	游泳	
3257	w	eŋ	53	咏	weŋ53	歌咏	
3258	kʰ	eŋ	33	傾	kʰeŋ33	倾向	
3259	kʰ	eŋ	33	頃	kʰeŋ33	顷刻	
3260	kʰ	eŋ	41	瓊	kʰeŋ41	琼楼	
3261	w	eŋ	41	營	weŋ41	营养	
3262	w	eŋ	53	穎	weŋ53	新颖	
3263	w	ek	053	疫	wek53	疫苗	
3264	w	ek	053	役	wek53	战役	
3265	w	eŋ	41	螢	weŋ41	萤火虫	
3266	p	uk	024	卜	puk24	占卜	
3267	pʰ	ok	021	撲	pʰok21	扑灭	
3268	pʰ	uk	024	仆	pʰuk24	仆倒	
3269	f	uŋ	41	篷	fuŋ41	帐篷	
3270	f	uŋ	41	蓬	fuŋ41	蓬勃；蓬蒿；蓬莱	
3271	p	uk	053	僕	puk53	仆人，奴仆	
3272	p	ou	53	曝	pou53	曝光	
3273	p	ou	53	瀑	pou53	瀑布	
3274	m	uŋ	41	蒙	muŋ41	蒙古	
3275	m	uŋ	21	懵	muŋ21	懵懂	
3276	m	uk	053	木	muk53	木头	
3277	t	uŋ	33	東	tuŋ33	东方	
3278	t	uŋ	21	董	tuŋ21	姓	
3279	t	uŋ	21	懂	tuŋ21	懂了；懵懂	
3280	t	uŋ	25	凍	tuŋ25	冻死	
3281	t	uŋ	53	棟	tuŋ53	栋梁	
3282	tʰ	uŋ	33	通	tʰuŋ33	通过	
3283	tʰ	uŋ	21	桶	tʰuŋ21	木桶	
3284	tʰ	uŋ	21	捅	tʰuŋ21	捅破了	
3285	tʰ	uŋ	25	痛	tʰuŋ25	痛苦	
3286	tʰ	uk	024	秃	tʰuk24	秃顶	
3287	tʰ	uŋ	41	同	tʰuŋ41	同学	
3288	tʰ	uŋ	41	銅	tʰuŋ41	铜器	
3289	tʰ	uŋ	41	桐	tʰuŋ41	梧桐	
3290	tʰ	uŋ	41	筒	tʰuŋ41	电筒	
3291	tʰ	uŋ	41	童	tʰuŋ41	儿童	
3292	tʰ	uŋ	41	瞳	tʰuŋ41	瞳孔	
3293	t	uŋ	53	動	tuŋ53	动作	
3294	t	uŋ	53	洞	tuŋ53	山洞	
3295	t	uk	053	獨	tuk53	独立	
3296	t	uk	053	讀	tuk53	读书	
3297	l	uŋ	41	籠	luŋ41	牢笼	
3298	l	uŋ	41	聾	luŋ41	耳聋	
3299	l	uŋ	41	嚨	luŋ41	喉咙	
3300	l	uŋ	21	攏	luŋ21	靠拢	
3301	l	uŋ	25	弄	luŋ25	弄错	
3302	l	uk	053	鹿	luk53	鹿茸	
3303	l	uk	053	禄	luk53	福禄寿	
3304	ts	uŋ	33	棕	tsuŋ33	棕色	
3305	ts	uŋ	33	鬃	tsuŋ33	马鬃	
3306	ts	uŋ	21	總	tsuŋ21	总计	
3307	ts	uŋ	25	粽	tsuŋ25	粽子	
3308	tsʰ	uŋ	33	聰	tsʰuŋ33	聪明	
3309	tsʰ	uŋ	33	匆	tsʰuŋ33	匆忙	
3310	tsʰ	uŋ	33	葱	tsʰuŋ33	香葱	
3311	tʰ	uŋ	33	囱	tʰuŋ33	烟囱	
3312	tsʰ	uŋ	41	叢	tsʰuŋ41	树丛	
3313	ts	uk	053	族	tsuk53	民族	
3314	ɬ	uk	024	送	ɬuk24	送客	
3315	tsʰ	uk	024	速	tsʰuk24	速度	
3316	k	uŋ	33	公	kuŋ33	公文	
3317	k	uŋ	33	蚣	kuŋ33	蜈蚣	
3318	k	uŋ	33	工	kuŋ33	工人	
3319	k	uŋ	33	功	kuŋ33	功课	
3320	k	uŋ	33	攻	kuŋ33	攻击	
3321	k	uŋ	25	貢	kuŋ25	贡献	
3322	k	uk	024	穀	kuk24	稻谷	
3323	k	uk	024	谷	kuk24	山谷	
3324	h	uŋ	33	空	huŋ33	空虚	
3325	kʰ	uŋ	21	孔	kʰuŋ21	孔子	
3326	h	uŋ	25	控	huŋ25	控制	
3327	h	uŋ	33	空	huŋ33	亏空	
3328	h	uk	024	哭	huk24	痛哭	
3329	h	uŋ	25	烘	huŋ25	烘干	
3330	h	uŋ	21	哄	huŋ21	哄骗	
3331	h	uŋ	41	紅	huŋ41	红色	
3332	h	uŋ	41	洪	huŋ41	洪水	
3333	h	uŋ	41	鴻	huŋ41	大展鸿图	
3334	h	uŋ	41	虹	huŋ41	天上的虹	
3335	h	uŋ	25	汞	huŋ25	红汞	
3336	h	uŋ	25	鬨	huŋ25	内哄，起哄	
3337	f	uk	053	斛	fuk53	石斛（中药）	
3338	j	uŋ	33	翁	juŋ33	老翁；姓	
3339		uŋ	25	瓮	uŋ25	米瓮	
3340		uk	024	屋	uk24	房屋	
3341	t	uŋ	33	冬	tuŋ33	冬至	
3342	t	uk	024	篤	tuk24	笃信	
3343	t	uk	024	督	tuk24	监督	
3344	tʰ	uŋ	21	統	tʰuŋ21	统一	
3345	t	uk	053	毒	tuk53	毒药	
3346	n	uŋ	41	農	nuŋ41	农村	
3347	n	uŋ	41	膿	nuŋ41	化脓	
3348	ts	uŋ	33	宗	tsuŋ33	祖宗	
3349	ts	uŋ	33	綜	tsuŋ33	织布机上的综	
3350	ɬ	uŋ	33	鬆	ɬuŋ33	松紧，放松	
3351	ɬ	uŋ	25	宋	ɬuŋ25	宋朝	
3352	h	uk	053	酷	huk53	残酷	
3353	j	uk	024	沃	juk24	肥沃	
3354	f	uŋ	33	風	fuŋ33	风气	
3355	f	uŋ	33	楓	fuŋ33	枫树	
3356	f	uŋ	33	瘋	fuŋ33	发疯	
3357	f	uŋ	25	諷	fuŋ25	讽刺	
3358	f	uk	024	福	fuk24	福气	
3359	f	uk	024	幅	fuk24	幅度	
3360	f	uk	024	蝠	fuk24	蝙蝠	
3361	f	uk	024	複	fuk24	重复，复印	
3362	f	uk	024	腹	fuk24	心腹	
3363	f	uŋ	33	豐	fuŋ33	丰衣足食	
3364	f	uk	024	覆	fuk24	反覆	
3365	f	uŋ	41	馮	fuŋ41	姓	
3366	f	uŋ	53	鳳	fuŋ53	凤凰	
3367	f	uk	053	服	fuk53	服务	
