字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
桅	=D1429&E1429&F1429			ui	44	=IF(D1429=0,"〇",D1429)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1429=B1430,0,1)	=IF(B1429=B1428,L1428&IF(C1429=0,A1429,A1429&"{"&C1429&"}"),IF(C1429=0,A1429,A1429&"{"&C1429&"}"))	=D1429&E1429	=IF(M1429=M1430,0,1)	=IF(N1428=0,IF(K1428=0,IF(B1429=B1428,O1428&IF(C1429=0,A1429,A1429&"{"&C1429&"}"),"["&J1429&"]"&IF(C1429=0,A1429,A1429&"{"&C1429&"}")),O1428&"["&J1429&"]"&IF(C1429=0,A1429,A1429&"{"&C1429&"}")),"["&J1429&"]"&IF(C1429=0,A1429,A1429&"{"&C1429&"}"))	=M1429&O1429
爲	=D1430&E1430&F1430			ui	44	=IF(D1430=0,"〇",D1430)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1430=B1431,0,1)	=IF(B1430=B1429,L1429&IF(C1430=0,A1430,A1430&"{"&C1430&"}"),IF(C1430=0,A1430,A1430&"{"&C1430&"}"))	=D1430&E1430	=IF(M1430=M1431,0,1)	=IF(N1429=0,IF(K1429=0,IF(B1430=B1429,O1429&IF(C1430=0,A1430,A1430&"{"&C1430&"}"),"["&J1430&"]"&IF(C1430=0,A1430,A1430&"{"&C1430&"}")),O1429&"["&J1430&"]"&IF(C1430=0,A1430,A1430&"{"&C1430&"}")),"["&J1430&"]"&IF(C1430=0,A1430,A1430&"{"&C1430&"}"))	=M1430&O1430
違	=D1431&E1431&F1431	又		ui	44	=IF(D1431=0,"〇",D1431)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1431=B1432,0,1)	=IF(B1431=B1430,L1430&IF(C1431=0,A1431,A1431&"{"&C1431&"}"),IF(C1431=0,A1431,A1431&"{"&C1431&"}"))	=D1431&E1431	=IF(M1431=M1432,0,1)	=IF(N1430=0,IF(K1430=0,IF(B1431=B1430,O1430&IF(C1431=0,A1431,A1431&"{"&C1431&"}"),"["&J1431&"]"&IF(C1431=0,A1431,A1431&"{"&C1431&"}")),O1430&"["&J1431&"]"&IF(C1431=0,A1431,A1431&"{"&C1431&"}")),"["&J1431&"]"&IF(C1431=0,A1431,A1431&"{"&C1431&"}"))	=M1431&O1431
圍	=D1432&E1432&F1432			ui	44	=IF(D1432=0,"〇",D1432)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1432=B1433,0,1)	=IF(B1432=B1431,L1431&IF(C1432=0,A1432,A1432&"{"&C1432&"}"),IF(C1432=0,A1432,A1432&"{"&C1432&"}"))	=D1432&E1432	=IF(M1432=M1433,0,1)	=IF(N1431=0,IF(K1431=0,IF(B1432=B1431,O1431&IF(C1432=0,A1432,A1432&"{"&C1432&"}"),"["&J1432&"]"&IF(C1432=0,A1432,A1432&"{"&C1432&"}")),O1431&"["&J1432&"]"&IF(C1432=0,A1432,A1432&"{"&C1432&"}")),"["&J1432&"]"&IF(C1432=0,A1432,A1432&"{"&C1432&"}"))	=M1432&O1432
煨	=D1433&E1433&F1433			ui	53	=IF(D1433=0,"〇",D1433)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1433=B1434,0,1)	=IF(B1433=B1432,L1432&IF(C1433=0,A1433,A1433&"{"&C1433&"}"),IF(C1433=0,A1433,A1433&"{"&C1433&"}"))	=D1433&E1433	=IF(M1433=M1434,0,1)	=IF(N1432=0,IF(K1432=0,IF(B1433=B1432,O1432&IF(C1433=0,A1433,A1433&"{"&C1433&"}"),"["&J1433&"]"&IF(C1433=0,A1433,A1433&"{"&C1433&"}")),O1432&"["&J1433&"]"&IF(C1433=0,A1433,A1433&"{"&C1433&"}")),"["&J1433&"]"&IF(C1433=0,A1433,A1433&"{"&C1433&"}"))	=M1433&O1433
萎	=D1434&E1434&F1434			ui	53	=IF(D1434=0,"〇",D1434)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1434=B1435,0,1)	=IF(B1434=B1433,L1433&IF(C1434=0,A1434,A1434&"{"&C1434&"}"),IF(C1434=0,A1434,A1434&"{"&C1434&"}"))	=D1434&E1434	=IF(M1434=M1435,0,1)	=IF(N1433=0,IF(K1433=0,IF(B1434=B1433,O1433&IF(C1434=0,A1434,A1434&"{"&C1434&"}"),"["&J1434&"]"&IF(C1434=0,A1434,A1434&"{"&C1434&"}")),O1433&"["&J1434&"]"&IF(C1434=0,A1434,A1434&"{"&C1434&"}")),"["&J1434&"]"&IF(C1434=0,A1434,A1434&"{"&C1434&"}"))	=M1434&O1434
委	=D1435&E1435&F1435			ui	53	=IF(D1435=0,"〇",D1435)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1435=B1436,0,1)	=IF(B1435=B1434,L1434&IF(C1435=0,A1435,A1435&"{"&C1435&"}"),IF(C1435=0,A1435,A1435&"{"&C1435&"}"))	=D1435&E1435	=IF(M1435=M1436,0,1)	=IF(N1434=0,IF(K1434=0,IF(B1435=B1434,O1434&IF(C1435=0,A1435,A1435&"{"&C1435&"}"),"["&J1435&"]"&IF(C1435=0,A1435,A1435&"{"&C1435&"}")),O1434&"["&J1435&"]"&IF(C1435=0,A1435,A1435&"{"&C1435&"}")),"["&J1435&"]"&IF(C1435=0,A1435,A1435&"{"&C1435&"}"))	=M1435&O1435
違	=D1436&E1436&F1436			ui	53	=IF(D1436=0,"〇",D1436)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1436=B1437,0,1)	=IF(B1436=B1435,L1435&IF(C1436=0,A1436,A1436&"{"&C1436&"}"),IF(C1436=0,A1436,A1436&"{"&C1436&"}"))	=D1436&E1436	=IF(M1436=M1437,0,1)	=IF(N1435=0,IF(K1435=0,IF(B1436=B1435,O1435&IF(C1436=0,A1436,A1436&"{"&C1436&"}"),"["&J1436&"]"&IF(C1436=0,A1436,A1436&"{"&C1436&"}")),O1435&"["&J1436&"]"&IF(C1436=0,A1436,A1436&"{"&C1436&"}")),"["&J1436&"]"&IF(C1436=0,A1436,A1436&"{"&C1436&"}"))	=M1436&O1436
煒	=D1437&E1437&F1437			ui	53	=IF(D1437=0,"〇",D1437)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1437=B1438,0,1)	=IF(B1437=B1436,L1436&IF(C1437=0,A1437,A1437&"{"&C1437&"}"),IF(C1437=0,A1437,A1437&"{"&C1437&"}"))	=D1437&E1437	=IF(M1437=M1438,0,1)	=IF(N1436=0,IF(K1436=0,IF(B1437=B1436,O1436&IF(C1437=0,A1437,A1437&"{"&C1437&"}"),"["&J1437&"]"&IF(C1437=0,A1437,A1437&"{"&C1437&"}")),O1436&"["&J1437&"]"&IF(C1437=0,A1437,A1437&"{"&C1437&"}")),"["&J1437&"]"&IF(C1437=0,A1437,A1437&"{"&C1437&"}"))	=M1437&O1437
偉	=D1438&E1438&F1438			ui	53	=IF(D1438=0,"〇",D1438)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1438=B1439,0,1)	=IF(B1438=B1437,L1437&IF(C1438=0,A1438,A1438&"{"&C1438&"}"),IF(C1438=0,A1438,A1438&"{"&C1438&"}"))	=D1438&E1438	=IF(M1438=M1439,0,1)	=IF(N1437=0,IF(K1437=0,IF(B1438=B1437,O1437&IF(C1438=0,A1438,A1438&"{"&C1438&"}"),"["&J1438&"]"&IF(C1438=0,A1438,A1438&"{"&C1438&"}")),O1437&"["&J1438&"]"&IF(C1438=0,A1438,A1438&"{"&C1438&"}")),"["&J1438&"]"&IF(C1438=0,A1438,A1438&"{"&C1438&"}"))	=M1438&O1438
韋	=D1439&E1439&F1439			ui	53	=IF(D1439=0,"〇",D1439)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1439=B1440,0,1)	=IF(B1439=B1438,L1438&IF(C1439=0,A1439,A1439&"{"&C1439&"}"),IF(C1439=0,A1439,A1439&"{"&C1439&"}"))	=D1439&E1439	=IF(M1439=M1440,0,1)	=IF(N1438=0,IF(K1438=0,IF(B1439=B1438,O1438&IF(C1439=0,A1439,A1439&"{"&C1439&"}"),"["&J1439&"]"&IF(C1439=0,A1439,A1439&"{"&C1439&"}")),O1438&"["&J1439&"]"&IF(C1439=0,A1439,A1439&"{"&C1439&"}")),"["&J1439&"]"&IF(C1439=0,A1439,A1439&"{"&C1439&"}"))	=M1439&O1439
瑋	=D1440&E1440&F1440			ui	53	=IF(D1440=0,"〇",D1440)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1440=B1441,0,1)	=IF(B1440=B1439,L1439&IF(C1440=0,A1440,A1440&"{"&C1440&"}"),IF(C1440=0,A1440,A1440&"{"&C1440&"}"))	=D1440&E1440	=IF(M1440=M1441,0,1)	=IF(N1439=0,IF(K1439=0,IF(B1440=B1439,O1439&IF(C1440=0,A1440,A1440&"{"&C1440&"}"),"["&J1440&"]"&IF(C1440=0,A1440,A1440&"{"&C1440&"}")),O1439&"["&J1440&"]"&IF(C1440=0,A1440,A1440&"{"&C1440&"}")),"["&J1440&"]"&IF(C1440=0,A1440,A1440&"{"&C1440&"}"))	=M1440&O1440
謂	=D1441&E1441&F1441			ui	13	=IF(D1441=0,"〇",D1441)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1441=B1442,0,1)	=IF(B1441=B1440,L1440&IF(C1441=0,A1441,A1441&"{"&C1441&"}"),IF(C1441=0,A1441,A1441&"{"&C1441&"}"))	=D1441&E1441	=IF(M1441=M1442,0,1)	=IF(N1440=0,IF(K1440=0,IF(B1441=B1440,O1440&IF(C1441=0,A1441,A1441&"{"&C1441&"}"),"["&J1441&"]"&IF(C1441=0,A1441,A1441&"{"&C1441&"}")),O1440&"["&J1441&"]"&IF(C1441=0,A1441,A1441&"{"&C1441&"}")),"["&J1441&"]"&IF(C1441=0,A1441,A1441&"{"&C1441&"}"))	=M1441&O1441
爲	=D1442&E1442&F1442			ui	311	=IF(D1442=0,"〇",D1442)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1442=B1443,0,1)	=IF(B1442=B1441,L1441&IF(C1442=0,A1442,A1442&"{"&C1442&"}"),IF(C1442=0,A1442,A1442&"{"&C1442&"}"))	=D1442&E1442	=IF(M1442=M1443,0,1)	=IF(N1441=0,IF(K1441=0,IF(B1442=B1441,O1441&IF(C1442=0,A1442,A1442&"{"&C1442&"}"),"["&J1442&"]"&IF(C1442=0,A1442,A1442&"{"&C1442&"}")),O1441&"["&J1442&"]"&IF(C1442=0,A1442,A1442&"{"&C1442&"}")),"["&J1442&"]"&IF(C1442=0,A1442,A1442&"{"&C1442&"}"))	=M1442&O1442
胃	=D1443&E1443&F1443			ui	311	=IF(D1443=0,"〇",D1443)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1443=B1444,0,1)	=IF(B1443=B1442,L1442&IF(C1443=0,A1443,A1443&"{"&C1443&"}"),IF(C1443=0,A1443,A1443&"{"&C1443&"}"))	=D1443&E1443	=IF(M1443=M1444,0,1)	=IF(N1442=0,IF(K1442=0,IF(B1443=B1442,O1442&IF(C1443=0,A1443,A1443&"{"&C1443&"}"),"["&J1443&"]"&IF(C1443=0,A1443,A1443&"{"&C1443&"}")),O1442&"["&J1443&"]"&IF(C1443=0,A1443,A1443&"{"&C1443&"}")),"["&J1443&"]"&IF(C1443=0,A1443,A1443&"{"&C1443&"}"))	=M1443&O1443
屄	=D1444&E1444&F1444	tsi1～：女阴	p	ai	44	=IF(D1444=0,"〇",D1444)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1444=B1445,0,1)	=IF(B1444=B1443,L1443&IF(C1444=0,A1444,A1444&"{"&C1444&"}"),IF(C1444=0,A1444,A1444&"{"&C1444&"}"))	=D1444&E1444	=IF(M1444=M1445,0,1)	=IF(N1443=0,IF(K1443=0,IF(B1444=B1443,O1443&IF(C1444=0,A1444,A1444&"{"&C1444&"}"),"["&J1444&"]"&IF(C1444=0,A1444,A1444&"{"&C1444&"}")),O1443&"["&J1444&"]"&IF(C1444=0,A1444,A1444&"{"&C1444&"}")),"["&J1444&"]"&IF(C1444=0,A1444,A1444&"{"&C1444&"}"))	=M1444&O1444
排	=D1445&E1445&F1445		p	ai	44	=IF(D1445=0,"〇",D1445)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1445=B1446,0,1)	=IF(B1445=B1444,L1444&IF(C1445=0,A1445,A1445&"{"&C1445&"}"),IF(C1445=0,A1445,A1445&"{"&C1445&"}"))	=D1445&E1445	=IF(M1445=M1446,0,1)	=IF(N1444=0,IF(K1444=0,IF(B1445=B1444,O1444&IF(C1445=0,A1445,A1445&"{"&C1445&"}"),"["&J1445&"]"&IF(C1445=0,A1445,A1445&"{"&C1445&"}")),O1444&"["&J1445&"]"&IF(C1445=0,A1445,A1445&"{"&C1445&"}")),"["&J1445&"]"&IF(C1445=0,A1445,A1445&"{"&C1445&"}"))	=M1445&O1445
牌	=D1446&E1446&F1446		p	ai	44	=IF(D1446=0,"〇",D1446)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1446=B1447,0,1)	=IF(B1446=B1445,L1445&IF(C1446=0,A1446,A1446&"{"&C1446&"}"),IF(C1446=0,A1446,A1446&"{"&C1446&"}"))	=D1446&E1446	=IF(M1446=M1447,0,1)	=IF(N1445=0,IF(K1445=0,IF(B1446=B1445,O1445&IF(C1446=0,A1446,A1446&"{"&C1446&"}"),"["&J1446&"]"&IF(C1446=0,A1446,A1446&"{"&C1446&"}")),O1445&"["&J1446&"]"&IF(C1446=0,A1446,A1446&"{"&C1446&"}")),"["&J1446&"]"&IF(C1446=0,A1446,A1446&"{"&C1446&"}"))	=M1446&O1446
俳	=D1447&E1447&F1447		p	ai	44	=IF(D1447=0,"〇",D1447)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1447=B1448,0,1)	=IF(B1447=B1446,L1446&IF(C1447=0,A1447,A1447&"{"&C1447&"}"),IF(C1447=0,A1447,A1447&"{"&C1447&"}"))	=D1447&E1447	=IF(M1447=M1448,0,1)	=IF(N1446=0,IF(K1446=0,IF(B1447=B1446,O1446&IF(C1447=0,A1447,A1447&"{"&C1447&"}"),"["&J1447&"]"&IF(C1447=0,A1447,A1447&"{"&C1447&"}")),O1446&"["&J1447&"]"&IF(C1447=0,A1447,A1447&"{"&C1447&"}")),"["&J1447&"]"&IF(C1447=0,A1447,A1447&"{"&C1447&"}"))	=M1447&O1447
擺	=D1448&E1448&F1448		p	ai	53	=IF(D1448=0,"〇",D1448)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1448=B1449,0,1)	=IF(B1448=B1447,L1447&IF(C1448=0,A1448,A1448&"{"&C1448&"}"),IF(C1448=0,A1448,A1448&"{"&C1448&"}"))	=D1448&E1448	=IF(M1448=M1449,0,1)	=IF(N1447=0,IF(K1447=0,IF(B1448=B1447,O1447&IF(C1448=0,A1448,A1448&"{"&C1448&"}"),"["&J1448&"]"&IF(C1448=0,A1448,A1448&"{"&C1448&"}")),O1447&"["&J1448&"]"&IF(C1448=0,A1448,A1448&"{"&C1448&"}")),"["&J1448&"]"&IF(C1448=0,A1448,A1448&"{"&C1448&"}"))	=M1448&O1448
拜	=D1449&E1449&F1449		p	ai	21	=IF(D1449=0,"〇",D1449)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1449=B1450,0,1)	=IF(B1449=B1448,L1448&IF(C1449=0,A1449,A1449&"{"&C1449&"}"),IF(C1449=0,A1449,A1449&"{"&C1449&"}"))	=D1449&E1449	=IF(M1449=M1450,0,1)	=IF(N1448=0,IF(K1448=0,IF(B1449=B1448,O1448&IF(C1449=0,A1449,A1449&"{"&C1449&"}"),"["&J1449&"]"&IF(C1449=0,A1449,A1449&"{"&C1449&"}")),O1448&"["&J1449&"]"&IF(C1449=0,A1449,A1449&"{"&C1449&"}")),"["&J1449&"]"&IF(C1449=0,A1449,A1449&"{"&C1449&"}"))	=M1449&O1449
敗	=D1450&E1450&F1450		p	ai	311	=IF(D1450=0,"〇",D1450)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1450=B1451,0,1)	=IF(B1450=B1449,L1449&IF(C1450=0,A1450,A1450&"{"&C1450&"}"),IF(C1450=0,A1450,A1450&"{"&C1450&"}"))	=D1450&E1450	=IF(M1450=M1451,0,1)	=IF(N1449=0,IF(K1449=0,IF(B1450=B1449,O1449&IF(C1450=0,A1450,A1450&"{"&C1450&"}"),"["&J1450&"]"&IF(C1450=0,A1450,A1450&"{"&C1450&"}")),O1449&"["&J1450&"]"&IF(C1450=0,A1450,A1450&"{"&C1450&"}")),"["&J1450&"]"&IF(C1450=0,A1450,A1450&"{"&C1450&"}"))	=M1450&O1450
歹	=D1451&E1451&F1451	白，～囝（坏人）	pʰ	ai	53	=IF(D1451=0,"〇",D1451)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1451=B1452,0,1)	=IF(B1451=B1450,L1450&IF(C1451=0,A1451,A1451&"{"&C1451&"}"),IF(C1451=0,A1451,A1451&"{"&C1451&"}"))	=D1451&E1451	=IF(M1451=M1452,0,1)	=IF(N1450=0,IF(K1450=0,IF(B1451=B1450,O1450&IF(C1451=0,A1451,A1451&"{"&C1451&"}"),"["&J1451&"]"&IF(C1451=0,A1451,A1451&"{"&C1451&"}")),O1450&"["&J1451&"]"&IF(C1451=0,A1451,A1451&"{"&C1451&"}")),"["&J1451&"]"&IF(C1451=0,A1451,A1451&"{"&C1451&"}"))	=M1451&O1451
沛	=D1452&E1452&F1452		pʰ	ai	21	=IF(D1452=0,"〇",D1452)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1452=B1453,0,1)	=IF(B1452=B1451,L1451&IF(C1452=0,A1452,A1452&"{"&C1452&"}"),IF(C1452=0,A1452,A1452&"{"&C1452&"}"))	=D1452&E1452	=IF(M1452=M1453,0,1)	=IF(N1451=0,IF(K1451=0,IF(B1452=B1451,O1451&IF(C1452=0,A1452,A1452&"{"&C1452&"}"),"["&J1452&"]"&IF(C1452=0,A1452,A1452&"{"&C1452&"}")),O1451&"["&J1452&"]"&IF(C1452=0,A1452,A1452&"{"&C1452&"}")),"["&J1452&"]"&IF(C1452=0,A1452,A1452&"{"&C1452&"}"))	=M1452&O1452
派	=D1453&E1453&F1453		pʰ	ai	21	=IF(D1453=0,"〇",D1453)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1453=B1454,0,1)	=IF(B1453=B1452,L1452&IF(C1453=0,A1453,A1453&"{"&C1453&"}"),IF(C1453=0,A1453,A1453&"{"&C1453&"}"))	=D1453&E1453	=IF(M1453=M1454,0,1)	=IF(N1452=0,IF(K1452=0,IF(B1453=B1452,O1452&IF(C1453=0,A1453,A1453&"{"&C1453&"}"),"["&J1453&"]"&IF(C1453=0,A1453,A1453&"{"&C1453&"}")),O1452&"["&J1453&"]"&IF(C1453=0,A1453,A1453&"{"&C1453&"}")),"["&J1453&"]"&IF(C1453=0,A1453,A1453&"{"&C1453&"}"))	=M1453&O1453
眉	=D1454&E1454&F1454		b	ai	44	=IF(D1454=0,"〇",D1454)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1454=B1455,0,1)	=IF(B1454=B1453,L1453&IF(C1454=0,A1454,A1454&"{"&C1454&"}"),IF(C1454=0,A1454,A1454&"{"&C1454&"}"))	=D1454&E1454	=IF(M1454=M1455,0,1)	=IF(N1453=0,IF(K1453=0,IF(B1454=B1453,O1453&IF(C1454=0,A1454,A1454&"{"&C1454&"}"),"["&J1454&"]"&IF(C1454=0,A1454,A1454&"{"&C1454&"}")),O1453&"["&J1454&"]"&IF(C1454=0,A1454,A1454&"{"&C1454&"}")),"["&J1454&"]"&IF(C1454=0,A1454,A1454&"{"&C1454&"}"))	=M1454&O1454
楣	=D1455&E1455&F1455		b	ai	44	=IF(D1455=0,"〇",D1455)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1455=B1456,0,1)	=IF(B1455=B1454,L1454&IF(C1455=0,A1455,A1455&"{"&C1455&"}"),IF(C1455=0,A1455,A1455&"{"&C1455&"}"))	=D1455&E1455	=IF(M1455=M1456,0,1)	=IF(N1454=0,IF(K1454=0,IF(B1455=B1454,O1454&IF(C1455=0,A1455,A1455&"{"&C1455&"}"),"["&J1455&"]"&IF(C1455=0,A1455,A1455&"{"&C1455&"}")),O1454&"["&J1455&"]"&IF(C1455=0,A1455,A1455&"{"&C1455&"}")),"["&J1455&"]"&IF(C1455=0,A1455,A1455&"{"&C1455&"}"))	=M1455&O1455
跛	=D1456&E1456&F1456	白	b	ai	53	=IF(D1456=0,"〇",D1456)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1456=B1457,0,1)	=IF(B1456=B1455,L1455&IF(C1456=0,A1456,A1456&"{"&C1456&"}"),IF(C1456=0,A1456,A1456&"{"&C1456&"}"))	=D1456&E1456	=IF(M1456=M1457,0,1)	=IF(N1455=0,IF(K1455=0,IF(B1456=B1455,O1455&IF(C1456=0,A1456,A1456&"{"&C1456&"}"),"["&J1456&"]"&IF(C1456=0,A1456,A1456&"{"&C1456&"}")),O1455&"["&J1456&"]"&IF(C1456=0,A1456,A1456&"{"&C1456&"}")),"["&J1456&"]"&IF(C1456=0,A1456,A1456&"{"&C1456&"}"))	=M1456&O1456
埋	=D1457&E1457&F1457		m	ai	44	=IF(D1457=0,"〇",D1457)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1457=B1458,0,1)	=IF(B1457=B1456,L1456&IF(C1457=0,A1457,A1457&"{"&C1457&"}"),IF(C1457=0,A1457,A1457&"{"&C1457&"}"))	=D1457&E1457	=IF(M1457=M1458,0,1)	=IF(N1456=0,IF(K1456=0,IF(B1457=B1456,O1456&IF(C1457=0,A1457,A1457&"{"&C1457&"}"),"["&J1457&"]"&IF(C1457=0,A1457,A1457&"{"&C1457&"}")),O1456&"["&J1457&"]"&IF(C1457=0,A1457,A1457&"{"&C1457&"}")),"["&J1457&"]"&IF(C1457=0,A1457,A1457&"{"&C1457&"}"))	=M1457&O1457
跛	=D1458&E1458&F1458	又	m	ai	53	=IF(D1458=0,"〇",D1458)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B1458=B1459,0,1)	=IF(B1458=B1457,L1457&IF(C1458=0,A1458,A1458&"{"&C1458&"}"),IF(C1458=0,A1458,A1458&"{"&C1458&"}"))	=D1458&E1458	=IF(M1458=M1459,0,1)	=IF(N1457=0,IF(K1457=0,IF(B1458=B1457,O1457&IF(C1458=0,A1458,A1458&"{"&C1458&"}"),"["&J1458&"]"&IF(C1458=0,A1458,A1458&"{"&C1458&"}")),O1457&"["&J1458&"]"&IF(C1458=0,A1458,A1458&"{"&C1458&"}")),"["&J1458&"]"&IF(C1458=0,A1458,A1458&"{"&C1458&"}"))	=M1458&O1458
