num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
1373	透	開	一	咍	平	端	蟹	台	tʰui²¹	tʰui²¹	tʰui4	tʰɔi²¹	tʰui²¹	tʰui²¹	tʰui²¹	tʰui²²	tʰui²¹	tʰui²¹	tʰo31	tʰɵ³¹	thɵ31	thɵ31	tʰui²¹	tʰui³¹	tʰui³¹	tʰøy²¹	tʰui²¹	tʰui²¹	tʰue²²¹	tʰɵ³¹	tʰui²¹	tʰoi²¹	tʰøy²¹	tʰui²¹			tʰui²¹	tʰui²¹	tʰui²¹	tʰui²¹	tʰui²¹	tʰøy²¹	tʰui²¹		tʰɔi²¹	tʰɔi²¹	tʰɔi²¹	tʰɔi²²
1374	透	開	一	咍	平	端	蟹	胎	tʰui³¹	tʰui³³	tʰui1	tʰɔi³⁴	tʰui³²	tʰui³¹	tʰui²³	tʰui³³	tʰui³²	tʰui²³	tʰə23	tʰɵ²³	thɵ23 thɔi55	thɵ55	tʰui³²	tʰui²³	tʰui²³	tʰøy⁵⁵	tʰui³²	tʰui³¹	tʰue⁵⁵³	tʰɵ²³	tʰui³²	tʰoi²²	tʰøy⁵³	tʰui²²			tʰui³¹	tʰui³²	tʰui³²	tʰui²³	tʰui²³	tʰøy²²	tʰui²³		tʰɔi²³	tʰɔi²³	tʰɔi³⁴	tʰɔi³⁴
1375	透	開	一	咍	去	端	蟹	態	tai¹³		tʰai3									thai³⁴																												
1376	透	開	一	咍	去	端	蟹	貸	tai¹³		tʰai3									thai³⁴																												
1377	清	開	一	咍	平	精	蟹	猜	tsai³¹		tʃʰai1									ʧʰai²³																												
1378	清	開	一	咍	上	精	蟹	採	tsʰui³⁵																																							
1379	清	開	一	咍	上	精	蟹	采			tʃʰui2									ʧʰɵ³⁵|koŋ⁴⁴³																												
1380	清	開	一	咍	上	精	蟹	彩	tsʰui³⁵		tʃʰui2									ʧʰɵ³⁵																												
1381	清	開	一	咍	上	精	蟹	綵																																								
1382	清	開	一	咍	去	精	蟹	菜	tsʰui¹³	ʧʰui³⁴	tʃʰui3	ʧʰɔi⁴⁴³	ʦʰui³⁴	ʦʰui²³	ʧʰui⁴⁴	ʧʰui³⁴	ʧʰui²⁴	ʧʰui³⁴	ʧʰθ443	ʧʰɵ⁴⁴³	ʧhɵ44	ju44	ʧʰui²⁴	ʧʰui³⁴	ʧʰui³³	ʧʰøy⁴⁴³	ʧʰui³⁵	ʧʰui²⁴	ʧʰue⁴⁴	ʧʰɵ⁴³	ʧʰui²³	ʧʰoi³⁵	ʧʰøy⁴³	ʧʰui²³			ʧʰui²³	ʧʰui²³	ʧʰui³⁴	ʧʰui³⁴	ʧʰui³⁴	ʧʰøy³⁵	ʧʰui³⁴		ʦʰɔi⁵¹	ʦʰɔi⁵¹	ʦʰɔi⁵²	ʦʰɔi⁵¹
1383	泥	開	一	咍	平	端	蟹	能	nɒŋ²¹	nɔŋ²¹	lɔn4	lan²¹	naŋ²¹	nɐŋ²¹	nɐn²¹	dɔŋ²²	nɐŋ²¹	nɐm²¹	nɐn31	nɐn³¹	nɐn31	lɐn31	dɐŋ²¹	dɐn³¹	dɐn³¹	lan²¹	dan²¹	nʌŋ²¹	lɐŋ²²¹	nɐn³¹	dɐn²¹	nɐn²¹	dɐn²¹	nɐn²¹	nang	nang	nan²¹	dɐn²¹	dəŋ²¹	nɐn²¹	dɐn²¹	dəŋ²¹	nɐn²¹		lɛn²¹	lɛn²¹	lɛn²¹	dɛn²²
1384	泥	開	一	咍	上	端	蟹	迺																																								
1385	泥	開	一	咍	上	端	蟹	乃	nai¹³		lai3									nai³⁴															náí	naai												
1386	泥	開	一	咍	去	端	蟹	耐	nai⁴³		lai6									nai⁴⁴³															náí	naai												
1387	來	開	一	咍	平	來	蟹	來	lui²¹	lui²¹	lui3	lɔi²¹	lui²¹	lui²¹	ŋui²¹	lui²²	lui²¹	lui²¹	lθ31	nɵ³¹	ŋɵ31	fu55	lui²¹	gui³¹	lui³¹	løy²¹	lui²¹	lui²¹	lue²²¹	lɵ³¹	lui²¹	loi²¹	løy²¹	lui²¹	lúí	lui	lui²¹	lui²¹	lui²¹	ŋui²¹	gui²¹	løy²¹	lui²¹		lɔi²¹	lɔi²¹	lɔi²¹	dɔi²²
1388	來	開	一	咍	平	來	蟹	萊			lui4																																					
1389	來	開	一	咍	去	來	蟹	睞																																								
1390	精	開	一	咍	平	精	蟹	災	tsui³¹		tʃui1									ʧɵ²³																												
1391	精	開	一	咍	平	精	蟹	哉																																								
1392	精	開	一	咍	平	精	蟹	栽	tsui³¹		tʃui1									ʧɵ²³																												
1393	精	開	一	咍	上	精	蟹	載	tsui³⁵|tsui⁴³|tsui³⁵		tʃui2;tʃui6									ʧɵ³⁵|ʧɵ⁴⁴³|ʧɵ⁴⁴³																												
1394	精	開	一	咍	去	精	蟹	載	tsui³⁵|tsui⁴³|tsui³⁵		tʃui2;tʃui6									ʧɵ³⁵|ʧɵ⁴⁴³|ʧɵ⁴⁴³																												
1395	精	開	一	咍	上	精	蟹	宰	tsui³⁵		tʃui2									ʧɵ³⁵																												
1396	精	開	一	咍	去	精	蟹	再	tsui¹³		tʃui3									ʧɵ⁴⁴³																												
1397	見	開	一	咍	平	見	蟹	該	kui³¹	kui³³	kui1	kʰɔi⁵⁵⁴	kʰui³²	kʰui³¹	kʰwi²³|kui²³|kʰui²³	kʰui³³|kui³³	kʰui³²	kʰui²³	kʰwi23▲ko23	kʰwi²³|kɵ²³	fi23 khui23	thɵ31	kʰui³²	kʰwɐi²³|kui²³	kʰui²³|kui²³	køy²³	kʰui³²	kʰui³¹|kui³¹	kwe⁵⁵³	kʰwi²³|kɵ²³	kui³²|kʰui³²	kʰoi²²	køy⁵³|kɔi⁵³	kʰwui²²			kʰui³¹|kui³¹	kui³²	kui³²	kʰwɐi²³|kui²³|kʰui²³	kwɐi²³	kʰøy²²	kʰui²³|kui²³		kɔi²³	kɔi²³	kɔi³⁴	kɔi³⁴
1398	見	開	一	咍	平	見	蟹	賅																																								
1399	見	開	一	咍	上	見	蟹	改	kui³⁵	kui³⁵	kui2	kɔi³⁵	kui⁵⁵	kui⁵⁵	kwi³⁵	kwui³⁵	kui⁴⁵	kui³⁵	kwi35	kwi³⁵	kui35	kui35	kui⁵⁵	kwɐi³⁵	kwui³⁵	køy³⁵	kui⁵⁵	kui³⁵	kwe³⁵	kwi³⁵	kui⁵⁵	koi⁵⁵	kwui³⁵	kwui³⁵	koí	goi	kui³⁵	kui³⁵	kui⁵⁵	kwɐi³⁵	kwɐi³⁵	køy⁵⁵	kui³⁵		kɔi⁴¹	kɔi³¹	kɔi³¹	kɔi⁴¹
1400	見	開	一	咍	去	見	蟹	概	kʰui¹³		kʰui2									kʰwi³⁵																												
1401	端	開	一	咍	上	端	蟹	等	tɒŋ³⁵	tɔŋ³⁵|tɐŋ³⁵|tʰɐŋ³⁵	tɔn2	tan³⁵	taŋ⁵⁵	tɐŋ⁵⁵	tɐn³⁵	tɔŋ³⁵	tɐŋ⁴⁵	tɐm³⁵	tɐn35	tɐn³⁵	tɐn35	tɐn35	tɐŋ⁵⁵	tɐn³⁵	tɐn³⁵	tan³⁵	tan⁵⁵	tʌŋ³⁵	tɐŋ³⁵	tɐn³⁵	tɐn⁵⁵	tɐn⁵⁵	tɐn³⁵	tɐn³⁵			tan³⁵	tɐn³⁵	təŋ⁵⁵	tɐn³⁵	tɐn³⁵	təŋ⁵⁵	tɐn³⁵		tɛn⁴¹	tɛn³¹	tɛn³¹	tɛn⁴¹
1402	端	開	一	咍	去	端	蟹	戴	tai¹³		tai3									tai⁴⁴³																												
1403	定	開	一	咍	平	端	蟹	臺	tʰui²¹																										t′úí	túí												
1404	定	開	一	咍	平	端	蟹	檯																																								
1405	定	開	一	咍	平	端	蟹	苔	tʰui²¹		tʰui4									tʰɵ³¹																												
1406	定	開	一	咍	平	端	蟹	苔	tʰui²¹		tʰui4									tʰɵ³¹																												
1407	定	開	一	咍	上	端	蟹	怠	tui⁴³		tui6									tɵ⁴⁴³																												
1408	定	開	一	咍	上	端	蟹	待	tui⁴³		tui6									tɵ⁴⁴³																												
1409	定	開	一	咍	上	端	蟹	殆	tui⁴³																																							
1410	定	開	一	咍	去	端	蟹	岱																																								
1411	定	開	一	咍	去	端	蟹	代	tui⁴³		tui6									tɵ⁴⁴³															túí	dui												
1412	定	開	一	咍	去	端	蟹	袋	tui⁴³	tui⁴⁴	tui6	tɔi³³²	tui³³	tui³³	tui⁴⁴	tui⁴⁴	tui⁴³	tui³³	to443	tɵ⁴⁴³	tɵ44	jy34	tʰui³³|tui³³	tui⁴⁴³	tui³³	tøy⁴⁴³	tʰui³³	tui⁴²	tue⁴¹	tɵ⁴³	tui⁴³	tʰoi⁴⁴	tøy⁴³	tui³³			tui⁴¹	tui⁴⁴	tui³³	tui⁴⁴³	tui³³	tʰøy⁴⁴	tui³²		tʰɔi⁵¹	tʰɔi³¹	tʰɔi³¹	tʰɔi⁴¹
1413	定	開	一	咍	去	端	蟹	黛																																								
1414	從	開	一	咍	平	精	蟹	材	tsʰui²¹		tʃʰui4																																					
1415	從	開	一	咍	平	精	蟹	財	tsʰui²¹	ʧʰui²¹	tʃʰui4	ʧʰɔi²¹	ʦʰui²¹	ʦʰui²¹	ʧʰui²¹	ʧʰui²²	ʧʰui²¹	ʧʰui²¹	ʧʰə3i	ʧʰɵ³¹	ʧhɵ31	thɵ55	ʧʰui²¹	ʧʰui³¹	ʧʰui³¹	ʧʰøy²¹	ʧʰui²¹	ʧʰui²¹	ʧʰue²²¹	ʧʰɵ³¹	ʧʰui²¹	ʧʰoi²¹	ʧʰøy²¹	ʧʰui²¹	ts′úi	cui	ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰøy²¹	ʧʰui²¹		ʦʰɔi²¹	ʦʰɔi²¹	ʦʰɔi²¹	ʦʰɔi²²
1416	從	開	一	咍	平	精	蟹	裁	tsʰui²¹		tʃʰui4									ʧʰɵ³¹																												
1417	從	開	一	咍	平	精	蟹	才	tsʰui²¹		tʃʰui4									ʧʰɵ³¹|ʧʰɵ³¹																												
1418	從	開	一	咍	上	精	蟹	在	tsʰui¹³|tsui⁴³		tʃui6									ʧɵ⁴⁴³															tsúi;tsúí꜄;tsúí꜄;tsúí꜄	zui;zui3;zui3;zui3												
1419	從	開		咍	平	精	蟹	纔	tsʰui²¹																																							
1420	影	合	一	灰	平	影	蟹	偎			vɔi3																																					
1421	影	合	一	灰	平	影	蟹	煨	vui³¹											wi³⁴																												
1422	疑	合	一	灰	平	見	蟹	桅	gɔi²¹		ŋɔi4									ŋɔi³¹																												
1423	疑	合	一	灰	平	見	蟹	嵬																																								
1424	心	合	一	灰	去	精	蟹	啐																																								
1425	心	合	一	灰	平	精	蟹	蓑																																								
1426	心	合	一	灰	去	精	蟹	碎	sui¹³	ʃui³⁴	ʃui3	ʃɔi⁴⁴³	sui³⁴	sui²³	ʃui⁴⁴	ʃui³⁴	ɬui²⁴	ʃui³⁴	ʃe443	ʃɵ⁴⁴³	ʃɵ44	ʃɵ44	ʃui²⁴	ʃui⁴⁴³	ʃui³³	ʃøy⁴⁴³	ʃui³⁴	ʃui²⁴	ʃue⁴⁴	ʃɵ⁴³	ʃui²³	ʃoi³⁵	ʃøy⁴³	ʃui²³	súí	sui	ʃui²³	ʃui²³	ʃui³⁴	ʃui³⁴	ʃui³⁴	ɬøy³⁵	ʃui³⁴		sui⁵¹	sui⁵¹	sui⁵²	sui⁵¹
1427	曉	合	一	灰	平	影	蟹	灰	fui³¹	fui³³	fui1	fɔi³⁴	fui³²	fui³¹	fi²³	fui³³	fui³²	fui²³	fi23	fi²³	fi23	fi23	fui³²	fɐi²³	fui²³	føy⁵⁵	fui³²	fui³¹	ɸue⁵⁵³	fi²³	fui³²	foi²²	fui⁵³	fui²²	fúí	fui	fui³¹	fui³²	fui³²	fɐi²³	fɐi²³	føy²²	fui²³		fɔi²³	fɔi²³	fɔi³⁴	fɔi³⁴
1428	曉	合	一	灰	上	影	蟹	悔	fui¹³		fui3									fi⁴⁴³																												
1429	曉	合	一	灰	上	影	蟹	賄	kʰui³⁵		kʰui2									kʰwi³⁵																												
1430	曉	合	一	灰	去	影	蟹	誨			fui3																																					
1431	曉	合	一	灰	去	影	蟹	晦	fui¹³		fui3									fi⁴⁴³																												
1432	匣	合	一	灰	平	影	蟹	回	vui²¹|vui²¹	vui²¹	vui4	wɔi²¹	vui²¹	vui²¹	wi²¹	wui²²	vui²¹	wui²¹	wi31	wi³¹	wi31	wi31	wui²¹	wɐi³¹	wui³¹	wøy²¹	wui²¹	vui²¹	we²²¹	wi³¹	wui²¹	woi²¹	wui²¹	wui²¹			wui²¹	wui²¹	wui²¹	wɐi²¹|wui²¹	wɐi²¹	wøy²¹	wui²¹		fui²¹	fui²¹	fui²¹	fui²²
1433	匣	合	一	灰	平	影	蟹	瑰			kɔi3																																					
1434	匣	合	一	灰	平	影	蟹	洄																																								
1435	匣	合	一	灰	平	影	蟹	迴																																								
1436	匣	合	一	灰	平	影	蟹	徊			vui4																																					
1437	匣	合	一	灰	去	影	蟹	潰	kʰui³⁵		kʰui2									kʰwi³⁵																												
1438	匣	合	一	灰	平	影	蟹	茴	vui²¹		vui4																																					
1439	匣	合	一	灰	平	影	蟹	蛔			vui4																																					
1440	溪	合	一	灰	上	見	蟹	傀			fai3																																					
1441	溪	合	一	灰	平	見	蟹	恢	fui³¹		fui1									fi²³																												
1442	溪	合	一	灰	平	見	蟹	魁	fui³¹		fui1									fi²³																												
1443	溪	合	一	灰	平	見	蟹	盔	fui³¹		kʰɔi1									kʰwɔi²³																												
1444	溪	合	一	灰	去	見	蟹	塊	fai¹³	fai³⁴	fai3	fa⁴⁴³	fai³⁴	fai²³	fai⁴⁴	fai³⁴	fai²⁴	fai³⁴	fai443	fai⁴⁴³	fai44	fai44	fai²⁴	fai³⁴	fai³³	fai⁴⁴³	fai³⁴	fai²⁴	ɸai⁴⁴	fai⁴³	fai²³	fai³⁵	fai⁴³	fai²³	fáí	faai	fai²³	fai²³	fai³⁴	fai⁴⁴³	fai³⁴	fai³⁵	fai³⁴		kʰai⁵¹	kʰai⁵¹	kʰai⁵²	kʰai⁵¹
1445	溪	合	一	灰	平	見	蟹	詼																																								
1446	透	合	一	灰	上	端	蟹	腿	tʰui³⁵		tʰui2									tʰɵ³⁵																												
1447	透	合	一	灰	去	端	蟹	退	tɐn¹³|tʰui¹³		tʰui3									tʰɵ⁴⁴³																												
1448	清	合	一	灰	去	精	蟹	淬																																								
1449	清	合	一	灰	平	精	蟹	崔	tsʰui³¹		tʃʰui1									ʧʰɵ²³																												
1450	清	合	一	灰	平	精	蟹	催	tsʰui³¹		tʃʰui1									ʧʰɵ²³																												
1451	清	合	一	灰	上	精	蟹	璀																																								
1452	清	合	一	灰	去	精	蟹	啐																																								
1453	滂	合	一	灰	上	幫	蟹	啡			fɛ0																																					
1454	滂	合	一	灰	去	幫	蟹	配	pʰui¹³	pʰui³⁴	pʰui3	pʰɔi⁴⁴³	pʰui³⁴	pʰui²³	pʰui⁴⁴	pʰui³⁴	pʰui²⁴	pʰui³⁴	pʰə443	ʃi³¹|phɵ⁴⁴³	phɵ44	phɵ44	pʰui²⁴	pʰui³⁴	pʰui³³	pʰøy⁴⁴³	pʰui³⁵	pʰui²⁴	pʰue⁴⁴	pʰɵ⁴³	pʰui²³	pʰoi³⁵	pʰui⁴³	pʰui²³			pʰui²³	pʰui²³	pʰui³⁴	pʰui⁴⁴³	pʰui³⁴	pʰøy³⁵	pʰui³⁴		pʰui⁵¹	pʰui⁵¹	pʰui⁵²	pʰui⁵¹
1455	滂	合	一	灰	平	幫	蟹	坯	pʰui⁵⁵		pʰui									phɵ²³																												
1456	泥	合	一	灰	上	端	蟹	餒			lui3																								nuí	neoi												
1457	泥	合	一	灰	去	端	蟹	內	lui⁴³		lui6									nɵ⁴⁴³|ʧɔŋ⁴⁴³|hoŋ⁴⁴³															nuí	neoi												
1458	明	合	一	灰	平	幫	蟹	媒	bui²¹		mui4									mɵ³¹																												
1459	明	合	一	灰	平	幫	蟹	莓	bui⁵⁵																																							
1460	明	合	一	灰	平	幫	蟹	梅	bui²¹		mui4									mɵ³¹																												
1461	明	合	一	灰	平	幫	蟹	枚	bui²¹		mui4									mɵ³¹																												
1462	明	合	一	灰	平	幫	蟹	煤	bui²¹	mui²¹	mui4	bɔi²¹	mui²¹	mui²¹	mui²¹	bui²²	mui²¹	mui²¹	mo31	mɵ³¹	mɵ31	mɵ31	bui²¹	bui³¹	bui³¹	møy²¹	bui²¹	mui²¹	mue²²¹	mɵ³¹	bui²¹	moi²¹	bui²¹	mui²¹			mui²¹	bui²¹	bui²¹	mui²¹	bui²¹	bøy²¹	mui²¹		bɔi²¹	mɔi²¹	mɔi²¹	bɔi²²
1463	明	合	一	灰	上	幫	蟹	每	bui¹³		mui3									mɵ³⁴																												
1464	明	合	一	灰	去	幫	蟹	妹	bui⁴³	mui⁴⁴	mui6	bɔi³³²	mui³³	mui³³	mui⁴⁴	bui⁴⁴	mui⁴³	mui³³	mo443	mɵ⁴⁴³	mɵ44	mɵ44	bui³³	bui⁴⁴³	bui³³	møy⁴⁴³	bui³³	mui⁴²	mue⁴¹	mɵ⁴³	bui⁴³	moi⁴⁴	bui⁴³	mui³³	múí	mui	mui⁴¹	bui⁴⁴	bui³³	mui⁴⁴³	bui³³	bøy⁴⁴	mui³²		bɔi⁵¹	mɔi⁵¹	mɔi⁵²	bɔi⁵¹
1465	明	合	一	灰	去	幫	蟹	昧	bək0⁴³		mɐi6									mɐi⁴⁴³																												
1466	明	合	一	灰	去	幫	蟹	瑁																																								
1467	來	合	一	灰	平	來	蟹	雷	lui²¹	lui²¹	lui4	lɔi²¹	lui²¹	lui²¹	ŋui²¹	lui²²	lui²¹	lui²¹	1031	nɵ³¹	ŋɵ31	lɵ31	lui²¹	gui³¹	lui³¹	løy²¹	lui²¹	lui²¹	lue²²¹	lɵ³¹	lui²¹	loi²¹	løy²¹	lui²¹			lui²¹	lui²¹	lui²¹	ŋui²¹	gui²¹	løy²¹	lui²¹		lui²¹	lui²¹	lui²¹	dui²²
1468	來	合	一	灰	平	來	蟹	儡			lui3									nɵ³⁴																												
1469	來	合	一	灰	平	來	蟹	鐳																																								
1470	來	合	一	灰	上	來	蟹	蕾			lui4																																					
1471	來	合	一	灰	上	來	蟹	磊																																								
1472	見	合	一	灰	平	見	蟹	傀			fai3																																					
1473	見	合	一	灰	平	見	蟹	瑰			kɔi3																																					
1474	端	合	一	灰	平	端	蟹	搥																																								
1475	端	合	一	灰	平	端	蟹	堆	tui³¹		tui1									tɵ²³															túí	dui												
1476	端	合	一	灰	平	端	蟹	敦	tɐn³¹		tɐn1									tɐn²³																												
1477	端	合	一	灰	去	端	蟹	對	tui¹³	tui³⁴	tui3	tɔi⁴⁴³	tui³⁴	tui²³	tui⁴⁴	tui³⁴	tui²⁴|tui⁴³	tui³⁴	to443	tɵ⁴⁴³	tɵ44	tɵ44	tui²⁴	tui⁴⁴³	tui³³	tøy⁴⁴³	tui³⁴	tui²⁴	tue⁴⁴|tue⁴¹	tɵ⁴³	tui²³	toi³⁵|toi⁴⁴	tøy⁴³	tui²³|toe²³			tui²³	tui²³	tui³⁴	tui⁴⁴³	tui³⁴	tøy³⁵	tui³⁴		tui⁵¹	tɔi⁵¹|tui⁵¹	tui⁵²	tui⁵¹
1478	端	合	一	灰	去	端	蟹	碓	tui¹³																																							
1479	定	合	一	灰	平	端	蟹	頹			tʰui4																																					
1480	定	合	一	灰	去	端	蟹	隊	tui⁵⁵		tui6									tɵ⁴⁴³																												
1481	定	合	一	灰	平	端	蟹	頽																																								
1482	從	合	一	灰	平	精	蟹	摧	tsʰui³¹		tʃʰui1																																					
1483	從	合	一	灰	上	精	蟹	罪	ʦui⁴³|tsui⁴³	ʧui⁴⁴	tʃui6	ʧɔi³³²	ʦui³³	ʦui³³	ʧui⁴⁴	ʧui⁴⁴	ʧui⁴³	ʧui³³	ʧə443	ʧɵ⁴⁴³	ʧɵ44	ʧɵ44	ʧui³³	ʧui⁴⁴³	ʧui³³	ʧøy⁴⁴³	ʧui³³	ʧui⁴²	ʧue⁴¹	ʧɵ⁴³	ʧui⁴³	ʧʰoi⁴⁴	ʧøy⁴³	ʧui³³	tsúí꜅	zui6	ʧui⁴¹	ʧui⁴⁴	ʧui³³	ʧui⁴⁴³	ʧui³³	ʧʰøy⁴⁴	ʧui³²		ʦʰui⁵¹	ʦʰui³¹	ʦʰui³¹	ʦʰui⁴¹
1484	並	合	一	灰	平	幫	蟹	陪	pʰui²¹		pʰui4									phɵ³¹																												
1485	並	合	一	灰	平	幫	蟹	徘			pʰui4																																					
1486	並	合	一	灰	平	幫	蟹	培	pʰui²¹		pʰui4									phɵ³¹																												
1487	並	合	一	灰	上	幫	蟹	蓓																																								
1488	並	合	一	灰	上	幫	蟹	倍	pʰui¹³		pʰui3									phɵ⁴⁴³															p′úí	pui												
1489	並	合	一	灰	去	幫	蟹	背	pui⁴³|pui¹³	pui³⁴	pui3	pɔi⁴⁴³	pui³⁴	pui²³	pui⁴⁴	pui³⁴	pui²⁴	pui³³	po443	pɵ⁴⁴³|pɵ⁴⁴³	pɵ44	pɵ44	pui²⁴	pui⁴⁴³	pui³³	pøy⁴⁴³	pui³³	pui²⁴	pue⁴⁴	pɵ⁴³|pɐi⁴³	pui⁴³	poi⁴⁴	pui⁴³	pui²³			pui²³	pui²³	pui³⁴	pui⁴⁴³	pui³³	pøy³⁵	pui³²		pʰɔi⁵¹	pʰɔi³¹	pʰɔi³¹	pʰɔi⁴¹
1490	並	合	一	灰	去	幫	蟹	悖																																								
1491	並	合	一	灰	去	幫	蟹	珮																																								
1492	並	合	一	灰	去	幫	蟹	佩	pʰui¹³		pʰui3									phɵ⁴⁴³																												
1493	幫	合	一	灰	平	幫	蟹	杯	pui³¹	pui³³	pui1	pɔi³⁴	pui³²	pui³¹	pui²³	pui³³	pui³²	pui⁵⁵	po23	pɵ²³	pɵ23	pɵ23	pui³²	pui²³	pui²³	pøy⁵⁵	pui³²	pui³¹	pue⁵⁵³	pɵ²³	pui³²	poi²²	pui⁵³	pui²²	púí	bui	pui³¹	pui³²	pui³²	pui²³	pui²³	pøy²²	pui²³		pui²³	pui²³	pui³⁴	pui³⁴
1494	幫	合	一	灰	平	幫	蟹	盃																																								
1495	幫	合	一	灰	去	幫	蟹	輩	pui¹³		pui3									pɵ⁴⁴³																												
1496	幫	合	一	灰	去	幫	蟹	背	pui⁴³|pui¹³	pui³⁴	pui3	pɔi⁴⁴³	pui³⁴	pui²³	pui⁴⁴	pui³⁴	pui²⁴	pui³³	po443	pɵ⁴⁴³|pɵ⁴⁴³	pɵ44	pɵ44	pui²⁴	pui⁴⁴³	pui³³	pøy⁴⁴³	pui³³	pui²⁴	pue⁴⁴	pɵ⁴³|pɐi⁴³	pui⁴³	poi⁴⁴	pui⁴³	pui²³			pui²³	pui²³	pui³⁴	pui⁴⁴³	pui³³	pøy³⁵	pui³²		pʰɔi⁵¹	pʰɔi³¹	pʰɔi³¹	pʰɔi⁴¹
1497	章	開	三	祭A	去	章	蟹	制	tsɔi¹³	ʧoe³⁴	tʃɔi3	ʧai⁴⁴³	ʦoe³⁴	ʦoe²³	ʧoe⁴⁴	ʧɔi³⁴	ʧɔi²⁴	ʧoe³³	ʧɔi443	ʧɔi⁴⁴³|ʧɔi⁴⁴³	ʧɔi44	ʧɔi44	ʧoe²⁴	ʧoe⁴⁴³	ʧoe³³	ʧai⁴⁴³	ʧai³⁴	ʧɔi²⁴	ʧɐi⁴⁴	ʧoe⁴³	ʧoe²³	ʧai³⁵	ʧɐi⁴³	ʧoe²³	choí	zhoi	ʧɔe²³	ʧoe²³	ʧai³⁴	ʧɔe⁴⁴³	ʧoe³⁴	ʧei³⁵	ʧɔi³⁴		ʦɛ⁵¹	ʦɛ⁵¹	ʦɛ⁵²	ʦɛ⁵¹
1498	章	合	三	祭A	去	章	蟹	贅	tsui⁴³		tʃui6									ʧɵ⁴⁴³																												
1499	章	開	三	祭A	去	章	蟹	製	tsɔi¹³																										choí	zhoi												
1500	以	開	三	祭A	去	以	蟹	洩																											sít	sit												
1501	以	合	三	祭A	去	以	蟹	銳			jui6									jɵ³⁴																												
1502	以	開	三	祭A	去	以	蟹	曳																																								
1503	以	開	三	祭A	去	以	蟹	裔												kɐu²³																												
1504	以	合	三	祭A	去	以	蟹	睿																																								
1505	以	開	三	祭A	去	以	蟹	泄	sit0¹³		ʃiʔ8									ʃit³															sít	sit												
1506	疑	開	三	祭A	去	見	蟹	藝	ɡɔi⁴³	ŋoe⁴⁴	ŋɔi6	gai³³²	ŋoe³⁴	ŋoe³³	ŋoe⁴⁴	gɔi⁴⁴	ŋɔi⁴³	ŋoe³³	ŋɔi443	ŋɔi⁴⁴³	ŋɔi44	ŋɔi44	goe³³	goe⁴⁴³	goe³³	ŋai⁴⁴³	gai³³	ŋɔi⁴²	ɐi⁴¹	ŋoe⁴³	goe⁴³	ŋai⁴⁴	gui⁴³	ŋoe³³			ŋɔe⁴¹	goe⁴⁴	gai³³	ŋɔe⁴⁴³	goe³³	gei⁴⁴	ŋɔi³²		gai⁵¹	ŋi³¹	ŋi³¹	gi⁴¹
1507	疑	開	三	祭A	去	見	蟹	囈																																								
1508	心	合	三	祭A	去	精	蟹	歲	sui¹³|sui¹³	ʃui³⁴	ʃui3	ʃɔi⁴⁴³	sui³⁴	sui²³	ʃui⁴⁴	ʃui³⁴	ɬui²⁴	ʃui³⁴	ʃe443	ʃɵ⁴⁴³	ʃɵ44	ʃɵ44	ʃui²⁴	ʃui⁴⁴³	ʃui³³	ʃøy⁴⁴³	ʃui³⁵	ʃui²⁴	ʃue⁴⁴	ʃɵ⁴³	ʃui²³	ʃoi³⁵	ʃøy⁴³	ʃui²³			ʃui²³	ʃui²³	ʃui³⁴	ʃui³⁴	ʃui³⁴	ɬøy³⁵	ʃui³⁴		sɔi⁵¹	sɔi⁵¹	sɔi⁵²	sɔi⁵¹
1509	書	合	三	祭A	去	章	蟹	說	sit0¹³		ʃiʔ8									ʃɵt³																												
1510	書	開	三	祭A	去	章	蟹	世	sɔi¹³|sɔi¹³	ʃoe³⁴	ʃɔi3	ʃai⁴⁴³	soe³⁴	soe²³	ʃoe⁴⁴	ʃɔi³⁴	ʃɔi²⁴	ʃoe³⁴	ʃɔi443	ʃɔi⁴⁴³	ʃɔi44	ʃɔi44	ʃoe²⁴	ʃoe³⁴	ʃoe³³	ʃai⁴⁴³	ʃai³⁴	ʃɔi²⁴	ʃɐi⁴⁴	ʃoe⁴³	ʃoe²³	ʃai³⁵	ʃɐi⁴³	ʃoe²³	shoí꜅;shoí꜅	shoi6;shoi6	ʃɔe²³	ʃoe²³	ʃai³⁴	ʃɔe³⁴	ʃoe³⁴	ʃei³⁵	ʃɔi³⁴		sɛ⁵¹	sɛ⁵¹|si⁵¹	sɛ⁵²|si⁵²	sɛ⁵¹
1511	書	合	三	祭A	去	章	蟹	稅	sui¹³		ʃui3									ʃɵ⁴⁴³|miu³⁵																												
1512	書	開	三	祭A	去	章	蟹	勢	sɔi¹³		ʃɔi6									ʃɔi⁴⁴³																												
