單字	國際音標	粵拼	備註
悔	fuɔi55		
晦	fuɔi55		
誨	fuɔi55		
灰	fuɔi33		
恢	fuɔi33		
魁	fuɔi33		
法	fuɔ55		「法子」（辦法）的專屬變音
火	fuɔ55		
伙	fuɔ55		
夥	fuɔ55		
棵	fuɔ55		
顆	fuɔ55		
戈	fuɔ33		待研究
踝	fuɔ33		參考鄭鈞
貨	fuɔ33		
科	fuɔ33		
稞	fuɔ33		參考鄭鈞
蝌	fuɔ33		
課	fuɔ33		
甫	fu55		
斧	fu55		
府	fu55		
俯	fu55		
撫	fu55		
葫	fu55		撲克牌「葫蘆11」的變音
虎	fu55		
唬	fu55		
琥	fu55		
滸	fu55		
苦	fu55		
夫	fu33		農夫
敷	fu33		單獨用可作動詞「一點點地撥出去」，如「敷水」指「水浸時慢慢用器皿把屋子的水撥出去」
膚	fu33		
咐	fu33		
副	fu33		
富	fu33		
賦	fu33		
呼	fu33		
庫	fu33		
輔	fu32		
腐	fu32		腐乳讀fʊŋ¹¹ ŋui¹¹
父	fu32		
付	fu32		
附	fu32		
赴	fu32		
負	fu32		
訃	fu32		
傅	fu32		
駙	fu32		
戶	fu32		
扈	fu32		
滬	fu32		
夫	fu22		古代指示詞、代詞、助詞
孵	fu22		文讀
扶	fu22		
芙	fu22		
孚	fu22		
苻	fu22		
俘	fu22		
符	fu22		
乎	fu22		
葫	fu22		變音
婦	fu21		
褲	fu21		
啡	fiɛ55		咖啡、嗎啡
	fiɛ21		「lie11fie11」指「邋遢」
諷	fəŋ55		
丰	fəŋ33		
封	fəŋ33		
風	fəŋ33		「多lin55風」指「多事」
峯	fəŋ33		
烽	fəŋ33		
楓	fəŋ33		
蜂	fəŋ33		
瘋	fəŋ33		
鋒	fəŋ33		
豐	fəŋ33		
奉	fəŋ32		
俸	fəŋ32		
鳳	fəŋ32		
逢	fəŋ22		
馮	fəŋ22		姓馮
縫	fəŋ22		
蓬	fəŋ22		
幅	fək55		
福	fək55		
蝠	fək55		
輻	fək55		
復	fək55		往復
腹	fək55		
複	fək55		複雜、複習
覆	fək55		
馥	fək55		
伏	fək32		文讀
服	fək32		
匐	fək32		
袱	fək32		地袱(ʔ)i¹¹ fʊk¹
復	fək32		恢復
斛	fək32		字典正音hʊk¹
廢	fei55		
菲	fei55		菲薄
匪	fei55		
悱	fei55		
斐	fei55		
翡	fei55		
毀	fei55		
卉	fei55		參考鄭鈞
妃	fei33		
非	fei33		
飛	fei33		
菲	fei33		芳菲
扉	fei33		
肺	fei33		
沸	fei33		
費	fei33		
揮	fei33		
暉	fei33		
輝	fei33		
徽	fei33		
吠	fei32		
彗	fei32		
惠	fei32		
喙	fei32		參考鄭鈞
慧	fei32		
蕙	fei32		
肥	fei22		「肥dum32dum32」、「肥lum32lum32」指「肥」、「肥膩」
發	fɔt55		發展、（經濟）發達（書面語）、發揮、發佈、揮發
法	fɔt55		
砝	fɔt55		
髮	fɔt55		
發	fɔt33		發財、發達（口語，搵錢多曰發達）、發糕、發雞盲、發燒
乏	fɔt32		
伐	fɔt32		
筏	fɔt32		
罰	fɔt32		
箋	fɔt32		
發	fɔt21		「喜發」指「積極」
坊	fɔŋ55		街坊
肪	fɔŋ55		
仿	fɔŋ55		
紡	fɔŋ55		
訪	fɔŋ55		
恍	fɔŋ55		
晃	fɔŋ55		
況	fɔŋ55		
彷	fɔŋ55		同『仿』，仿佛fɔŋ⁵⁵ fut⁵
方	fɔŋ33		
芳	fɔŋ33		
放	fɔŋ33		
荒	fɔŋ33		
慌	fɔŋ33		
謊	fɔŋ33		
防	fɔŋ22		
妨	fɔŋ22		
房	fɔŋ22		
房	fɔŋ21		房間曰房fɔŋ¹¹
反	fɔn55		
返	fɔn55		
番	fɔn33		
翻	fɔn33		
犯	fɔn32		
氾	fɔn32		
泛	fɔn32		
范	fɔn32		
販	fɔn32		
飯	fɔn32		
範	fɔn32		
帆	fɔn22		
蕃	fɔn22		
藩	fɔn22		
凡	fɔn22		
煩	fɔn22		「煩氣」指「煩」
樊	fɔn22		
繁	fɔn22		
梵	fɔn22		
煩	fɔn21		變音，「煩左啊」表示「很煩你」
快	fɔi33		「快勢」指「快」
塊	fɔi33		
筷	fɔi33		
傀	fɔi33		
弘	faŋ22		
宏	faŋ22		
閎	faŋ22		
否	fai55		否定
剖	fai55		
埠	fai32		『步』分化字。三埠
浮	fai22		文讀
花	fa33		
化	fa33		
花	fa21		單獨可指撲克牌「梅花」；另有撲克牌玩法「三11花114」
	(ʔ)ut33		口語，突然被東西顛一下或頂一下的感覺
凸	(ʔ)ut32		
突	(ʔ)ut32		
墩	(ʔ)un55		
敦	(ʔ)un33		
墩	(ʔ)un33		墩寨參考斗山
燉	(ʔ)un32		
沌	(ʔ)un32		
遁	(ʔ)un32		
鈍	(ʔ)un32		文讀
頓	(ʔ)un32		
墩	(ʔ)un21		地名可讀低變調。如西墩、南墩。參考斗山
盹	(ʔ)un21		參考鄭鈞，應該是文讀
堆	(ʔ)ui33		文讀
對	(ʔ)ui33		
堆	(ʔ)ui32		「一堆」「堆埋」的另一白讀
兌	(ʔ)ui32		
隊	(ʔ)ui32		有人說ui32，多數升變為ui335
堆	(ʔ)ui21		白讀，名詞。沙堆
對	(ʔ)ui21		低變調。對聯曰對(ʔ)ui¹¹⁵,有人作伴曰有對(ʔ)ui¹¹⁵。
奪	(ʔ)uɔt32		
短	(ʔ)uɔn55		
安	(ʔ)uɔn33		「安等」意為「很多」
鞍	(ʔ)uɔn33		
按	(ʔ)uɔn33		
案	(ʔ)uɔn33		
端	(ʔ)uɔn33		端芬讀(ʔ)un³³ fun³³大江依然是uon芬
段	(ʔ)uɔn32		
緞	(ʔ)uɔn32		
鍛	(ʔ)uɔn32		
斷	(ʔ)uɔn32		文讀
	(ʔ)uɔn21		口語，僅用於「大小uon114」，指「下午茶」
藹	(ʔ)uɔi55		
哀	(ʔ)uɔi33		
愛	(ʔ)uɔi33		
代	(ʔ)uɔi32		
岱	(ʔ)uɔi32		
殆	(ʔ)uɔi32		
待	(ʔ)uɔi32		
怠	(ʔ)uɔi32		
袋	(ʔ)uɔi32		
黛	(ʔ)uɔi32		
朵	(ʔ)uɔ55		
躲	(ʔ)uɔ55		
跺	(ʔ)uɔ55		參考鄭鈞
橢	(ʔ)uɔ55		
阿	(ʔ)uɔ33		阿膠
多	(ʔ)uɔ33		「多lin55風」指「多事」
婀	(ʔ)uɔ33		
柯	(ʔ)uɔ33		
蚵	(ʔ)uɔ33		
軻	(ʔ)uɔ33		
惰	(ʔ)uɔ32		
墮	(ʔ)uɔ32		
堵	(ʔ)ou55		
睹	(ʔ)ou55		
賭	(ʔ)ou55		
肚	(ʔ)ou55		
朵	(ʔ)ou55		白讀，似乎大江才有
都	(ʔ)ou33		文讀
屙	(ʔ)ou33		
都	(ʔ)ou32		「都斛」
杜	(ʔ)ou32		
妒	(ʔ)ou32		
度	(ʔ)ou32		歡度
渡	(ʔ)ou32		
鍍	(ʔ)ou32		
	(ʔ)ou21		用於口語「nit5 mung55 ou114」，指「一點點」
屌	(ʔ)iu55		性交動作
丟	(ʔ)iu33		
窒	(ʔ)it55		阻塞也，動詞。
	(ʔ)it33		「塞」「放」的意思，用於動詞
秩	(ʔ)it32		
窒	(ʔ)it21		低變調，名詞，意為瓶塞。
釘	(ʔ)iŋ33		文讀
砧	(ʔ)im21		
碪	(ʔ)im21		
斫	(ʔ)ik55		又音慢慢斬
狄	(ʔ)ik32		
迪	(ʔ)ik32		
荻	(ʔ)ik32		
滌	(ʔ)ik32		
敵	(ʔ)ik32		
迭	(ʔ)iɛp32		
喋	(ʔ)iɛp32		
碟	(ʔ)iɛp32		
蝶	(ʔ)iɛp32		單獨用多數升變325
疊	(ʔ)iɛp32		
點	(ʔ)iɛm55		
踮	(ʔ)iɛm33		口語說「naang55起腳」
店	(ʔ)iɛm33		單獨用多數升變335
玷	(ʔ)iɛm33		
惦	(ʔ)iɛm33		
嗲	(ʔ)iɛ55		詐嗲
爹	(ʔ)iɛ33		參考鄭鈞
刁	(ʔ)iɐu33		
叼	(ʔ)iɐu33		
凋	(ʔ)iɐu33		
貂	(ʔ)iɐu33		
雕	(ʔ)iɐu33		
鵰	(ʔ)iɐu33		
弔	(ʔ)iɐu33		
吊	(ʔ)iɐu33		
釣	(ʔ)iɐu33		
掉	(ʔ)iɐu32		口語「sau32」
調	(ʔ)iɐu32		調動、調轉
窕	(ʔ)iɐu32		參考鄭鈞
頂	(ʔ)iɐŋ55		白讀「面頂」指最頂那層；「頂（aan55）頂（iang55）指「最高」、「最多」、「最盡」」
釘	(ʔ)iɐŋ33		白讀，動詞及名詞。
掟	(ʔ)iɐŋ33		棄也。
定	(ʔ)iɐŋ32		白讀
訂	(ʔ)iɐŋ32		白讀
釘	(ʔ)iɐŋ21		低變調，白讀，僅作名詞。
滴	(ʔ)iɐk33		白讀
笛	(ʔ)iɐk32		
董	(ʔ)əŋ55		
懂	(ʔ)əŋ55		
棟	(ʔ)əŋ55		
冬	(ʔ)əŋ33		
東	(ʔ)əŋ33		
凍	(ʔ)əŋ33		
幢	(ʔ)əŋ32		一棟
洞	(ʔ)əŋ32		
動	(ʔ)əŋ32		
甕	(ʔ)əŋ21		
鵪	(ʔ)əm33		鵪鶉(ʔ)ɛm³³ sun¹¹⁵
督	(ʔ)ək55		
篤	(ʔ)ək55		
篤	(ʔ)ək55		口語意思同廣州話嗎。另有「郡水篤」/「gui32水篤」指「拐杖」，懷疑從「扶手篤」演化
喔	(ʔ)ək55		參考鄭鈞
屋	(ʔ)ək55		
篤	(ʔ)ək33		一篤屎
篤	(ʔ)ək33		一篤屎
	(ʔ)ək33		口語，動詞，刺
毒	(ʔ)ək32		
獨	(ʔ)ək32		有「每」的意思，如「獨個」指「每個」，「獨處214」指「到處」
瀆	(ʔ)ək32		參考斗山
犢	(ʔ)ək32		參考斗山
讀	(ʔ)ək32		
	(ʔ)ək21		上述「uk3」的名詞變音，如「杉(55)仔 uk」是草藥
俾	(ʔ)ei55		「給」
畀	(ʔ)ei55		予人曰畀。
弟	(ʔ)ei5		文讀
知	(ʔ)ei33		白讀
地	(ʔ)ei32		
蒂	(ʔ)ei21		低變調，本調缺失
遏	(ʔ)ɔt55		
壓	(ʔ)ɔt55		
揠	(ʔ)ɔt55		
押	(ʔ)ɔt33		
達	(ʔ)ɔt32		
黨	(ʔ)ɔŋ55		
骯	(ʔ)ɔŋ33		
當	(ʔ)ɔŋ33		當然
當	(ʔ)ɔŋ33		適當
擋	(ʔ)ɔŋ33		
盎	(ʔ)ɔŋ32		
宕	(ʔ)ɔŋ32		
蕩	(ʔ)ɔŋ32		
盪	(ʔ)ɔŋ32		
	(ʔ)ɔn55		口語「on55 乜緊」，意思是「不用等太久」；「on55」單獨用有「東西頂住」的意思，同廣州話的「aang35」
丹	(ʔ)ɔn33		
單	(ʔ)ɔn33		單純
殫	(ʔ)ɔn33		
旦	(ʔ)ɔn33		
誕	(ʔ)ɔn33		
晏	(ʔ)ɔn33		晏，遲也。
但	(ʔ)ɔn32		
蛋	(ʔ)ɔn32		多數升變ɔn335
憚	(ʔ)ɔn32		
彈	(ʔ)ɔn32		彈丸
堊	(ʔ)ɔk55		
惡	(ʔ)ɔk55		惡毒
噩	(ʔ)ɔk55		
惡	(ʔ)ɔk33		「難」的意思；「惡刮」指「難以曉之以理」
度	(ʔ)ɔk32		量度有「挑選」的意思
踱	(ʔ)ɔk32		
矮	(ʔ)ɔi55		
歹	(ʔ)ɔi55		
邸	(ʔ)ɔi55		
抵	(ʔ)ɔi55		忍受。「惡抵」指「難以忍受」；另有「避」的意思，如「抵水」即「避雨」
底	(ʔ)ɔi55		
柢	(ʔ)ɔi55		參考鄭鈞
牴	(ʔ)ɔi55		參考斗山鄭鈞
隘	(ʔ)ɔi33		參考斗山鄭鈞
帶	(ʔ)ɔi33		
戴	(ʔ)ɔi33		
低	(ʔ)ɔi33		
帝	(ʔ)ɔi33		
締	(ʔ)ɔi33		
諦	(ʔ)ɔi33		
縊	(ʔ)ɔi33		參考鄭鈞
大	(ʔ)ɔi32		
逮	(ʔ)ɔi32		
第	(ʔ)ɔi32		
遞	(ʔ)ɔi32		
噢	(ʔ)ɔ0		
哦	(ʔ)ɔ0		語氣助詞
島	(ʔ)au55		
搗	(ʔ)au55		
擣	(ʔ)au55		同“搗”。
倒	(ʔ)au55		倒水、倒垃圾
拗	(ʔ)au33		口語，「爭吵」，如「拗頸」，同「鬥頸」
奧	(ʔ)au33		
懊	(ʔ)au33		
刀	(ʔ)au33		單用多數升變au335
叨	(ʔ)au33		
到	(ʔ)au33		
倒	(ʔ)au33		倒轉、顛倒
塢	(ʔ)au33		
導	(ʔ)au32		
蹈	(ʔ)au32		
悼	(ʔ)au32		
道	(ʔ)au32		單獨用可指「下毒」，動詞
盜	(ʔ)au32		
稻	(ʔ)au32		
蠹	(ʔ)au32		蛀蟲也。
凹	(ʔ)au21		地名用詞。
襖	(ʔ)au21		
坳	(ʔ)au21		新增，「里坳村」，推測與上行「凹」同義
的	(ʔ)ɐt55		
滴	(ʔ)ɐt33		文讀
跌	(ʔ)ɐt33		「節節跌」指水或物件逐漸掉下
帙	(ʔ)ɐt32		參考鄭鈞
答	(ʔ)ap55		
罯	(ʔ)ap33		敷藥也。
搭	(ʔ)ap33		
鴨	(ʔ)ap33		
沓	(ʔ)ap32		
踏	(ʔ)ap32		有「鄰舍」的引申義，如「上下踏」即「上下屋的鄰居」
蹋	(ʔ)ap32		同『踏』。
鴿	(ʔ)ap21		
等	(ʔ)aŋ55		「大等」、「安等」指「大把」；單獨用可指「逛」，如「等墟」、「等台城」、「等水步」
登	(ʔ)aŋ33		「登」有「記」的意思，常單用
燈	(ʔ)aŋ33		
瞪	(ʔ)aŋ33		參考鄭鈞
更	(ʔ)aŋ33		白讀？
罌	(ʔ)aŋ33		罌粟
鶯	(ʔ)aŋ33		多升變調
	(ʔ)aŋ33		「和」、表達更深的程度；口語「aang33鐵啊」意為「再沒過多久」
	(ʔ)aŋ33		口語「和」、「與」
澄	(ʔ)aŋ32		澄麵，麵粉水洗去麵筋後為澄麵，用作蒸餃。
蹬	(ʔ)aŋ32		
戥	(ʔ)aŋ32		『等』分化字。釐戥秤li²² (ʔ)aŋ⁵⁵ tsʰɪŋ¹¹
鄧	(ʔ)aŋ32		
	(ʔ)aŋ32		口語「附和」、「連同」，如「aang32 nit551 聲114」意思是「發出附和的那點聲音」
凳	(ʔ)aŋ21		
罌	(ʔ)aŋ21		大肚瓦罐。錢罌。低變調。
典	(ʔ)ɐn55		
碘	(ʔ)ɐn55		
頂	(ʔ)ɐn55		文讀
鼎	(ʔ)ɐn55		
腆	(ʔ)ɐn55		
顛	(ʔ)ɐn33		
巔	(ʔ)ɐn33		
癲	(ʔ)ɐn33		
丁	(ʔ)ɐn33		
仃	(ʔ)ɐn33		
叮	(ʔ)ɐn33		
盯	(ʔ)ɐn33		
町	(ʔ)ɐn33		町畦
町	(ʔ)ɐn33		畹町
汀	(ʔ)ɐn33		汀江墟
佃	(ʔ)ɐn32		參考鄭鈞
甸	(ʔ)ɐn32		
奠	(ʔ)ɐn32		
電	(ʔ)ɐn32		單獨可指「燈」，如「點電」、「開電」、「著電」指「開燈」；「打電325」指「打電話」
殿	(ʔ)ɐn32		
靛	(ʔ)ɐn32		
澱	(ʔ)ɐn32		
定	(ʔ)ɐn32		文讀「定住」指「坐定定」或「乖巧」
訂	(ʔ)ɐn32		文讀
暗	(ʔ)am55		
黯	(ʔ)am55		
膽	(ʔ)am55		
庵	(ʔ)am33		
諳	(ʔ)am33		
俺	(ʔ)am33		參考鄭鈞
眈	(ʔ)am33		
耽	(ʔ)am33		
擔	(ʔ)am33		擔水
擔	(ʔ)am33		重擔
啖	(ʔ)am32		超常用口語，同廣州話，量詞「口」
淡	(ʔ)am32		文讀，「淡靜」形容人性格不愛說話
澹	(ʔ)am32		同「淡」
得	(ʔ)ak55		文讀，得到
德	(ʔ)ak55		
厄	(ʔ)ak55		
扼	(ʔ)ak55		
握	(ʔ)ak55		
渥	(ʔ)ak55		參考鄭鈞
得	(ʔ)ak33		「得手」指「可以」；「得過」、「得手過」指「可以過」
特	(ʔ)ak32		
	(ʔ)ak32		用錘子把鐵釘錘入木板的動作
特	(ʔ)ak21		「行(haang22)得14」指「特意」
鐲	(ʔ)ak21		多升變調
哎	(ʔ)ai55		
抖	(ʔ)ai55		
陡	(ʔ)ai55		
蚪	(ʔ)ai55		
斗	(ʔ)ai55		「斗仔車」指「泥斗車」
嘔	(ʔ)ai55		
哎	(ʔ)ai33		
埃	(ʔ)ai33		
唉	(ʔ)ai33		
兜	(ʔ)ai33		
蔸	(ʔ)ai33		量詞，一蔸草，一蔸樹。
鬥	(ʔ)ai33		用作量詞時有「棵」的意思，如「一鬥菜」
歐	(ʔ)ai33		
謳	(ʔ)ai33		參考斗山鄭鈞
鷗	(ʔ)ai33		
區	(ʔ)ai33		姓區
	(ʔ)ai33		發霉、變質
豆	(ʔ)ai32		
荳	(ʔ)ai32		
逗	(ʔ)ai32		
痘	(ʔ)ai32		
竇	(ʔ)ai32		文讀
	(ʔ)ai32		動詞，「焗」、「使發酵」、「煮東西使濃稠」
竇	(ʔ)ai21		白讀。用作量詞可表示「一群人」、「一個家族的人」
啊	(ʔ)a55		「X啊X」指「非常「X」」，如「辣啊辣」指「非常辣」
打	(ʔ)a55		「打指」指「莫非」
啞	(ʔ)a55		口不能言曰啞
阿	(ʔ)a33		
啊	(ʔ)a33		
鴉	(ʔ)a33		
亞	(ʔ)a33		
埡	(ʔ)a33		
丫	(ʔ)a21		分叉口
椏	(ʔ)a21		
欸			
欸			
黯			
懊			
粑			
襬			
粄			
扮			
暴			
陂			
焙			
彆			
跛			
簸			單用，曬穀用大簸箕。不清楚此用法
不			
參			
參			
𨬖			
瞋			
乘			
吃			
嗤			
𠿊			
黐			
斥			
仇			
畜			
幢			
樅			
厝			
錯			
鐺			
佃			
鼕			
鶇			
斷			
㨃			
妸			
梵			
坊			
芾			
芾			
馮			
胳			
閤			
閤			
訽			
沽			
沽			
谷			
谷			
鯝			
枴			
盥			
鸛			
广			
逛			
龜			
晷			
柜			
汗			可汗
翰			
暤			
和			唱和
劾			
桁			
哄			
睺			
鍭			
鄇			
堠			
䞧			
𥀃			
䞀			
鱟			
華			華山
滑			
划			
會			
䡣			
𣪠			
嘰			
嘰			
稽			
妓			
瞼			
䍊			
居			
䢹			
弆			
沮			
莒			
筥			
詎			
虡			
遽			
卷			
峇			
啃			
摳			
壼			
綑			
浪			滄浪<水名>
勞			
硓			
耒			
酹			
稜			
苙			
帘			
瞭			
列			
捩			
令			
蔞			
簍			
鏤			
論			
儸			
囉			囉嗦
率			
蔓			
枆			
酕			
堥			
冒			
㮘			
𥁰			
旻			
旼			
罠			
痻			
䪸			
笢			
閩			
𥥊			
囡			
恁			
霓			
妳			
碾			
囁			
嘔			
魄			
剖			
仆			
僕			
璞			
樸			
沏			
俟			
崎			
騎			
契			
契			
𢞒			
䰴			
䞿			
戕			
戕			
搶			
𢿣			
瞧			
𢶡			
鍥			
溱			
瀙			
糗			
銓			
燩			
冉			
苒			
任			「隨」
褥			
若			
箬			
篛			
殺			
蛇			
射			
射			
射			
扟			
屾			
侁			
𢓠			
籸			
甡			
兟			
𨐔			
詵			
𦐹			
𣘘			
駪			
㜪			
𩺵			
䯂			
㾕			
鉎			
𦖞			
盛			
氏			
守			
屬			屬文
數			數見不鮮
蒐			
颼			
窣			
痠			
蓑			
簑			
撢			
陶			皋陶，古人名
譁			
竵			白讀
竵			文讀|古同歪
宛			
王			
暀			
唯			
委			虛與委蛇，委委佗佗
萎			
𣨙			
䍴			
餧			
塭			
彣			
馼			
䰚			
鳼			
闅			
闅			
闅			
鼤			
蟁			
䘇			
汶			
蓊			
渦			
摀			
蠵			
狹			習讀
舺			
姺			
姭			
羨			
獻			
詳			
𢂐			
𠗉			
𤙒			
綊			
泄			『泄』又作『洩』
洩			
㴬			
阠			
惺			
琇			
𥍰			
蓒			
枒			
啞			啞然而笑
啞			象聲詞；語氣詞
焉			
𡆑			
弇			
咽			
咽			哽咽
顤			
遺			
椅			
帟			
𡱿			
㴒			
痬			
墿			
㘁			
嶧			
圛			
燡			
𦔥			
𠓋			
醳			
𤑹			
瘖			
飲			
鱅			
予			
雨			
語			
芋			
鷸			
湲			
遠			離也
苑			
樂			
熨			
攢			
襗			
嶃			
蘸			不確定，先捨棄斗山這個音
㲀			
搸			
潧			同『溱』
樼			
𦿒			
轃			
枕			枕戈待旦
郮			
婤			
喌			
轉			
茲			
揍			
鱒			
