序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
856	手頭			shiu31 teu113		1.手上、手邊。　2.指個人的經濟情況。　3.手氣、運氣。　4.福氣與掌控能力。	例：𠊎手頭項有一本書當生趣，你想看無？(（我手上有一本書很有趣，你想看嗎？）) 例：𠊎這個月手頭當緪，哪有錢好借你？(（我這個月經濟拮据，哪有錢可以借你？）) 例：阿牛伯手頭已好，擺擺都抽著大獎。(（阿牛伯手氣很好，每次都抽到大獎。）) 例：阿磊嫂手頭已好，渡大八個細人，無焦無積、順順利利。(（阿磊嫂的福氣好、能力經驗夠，養大八個孩子，沒病沒痛、順順利利。）)	手項手氣運氣福氣		
857	手段			shiu31 ton53		處理事務的方法、技巧。	例：佢辦事个手段當高明，談事情一下斯撨好勢咧。(（他辦事的技巧很高明，談事情一下子就處理妥貼了。）)	方法手腕辦法		
858	手腕			shiu31 van31		1.手掌與手臂相接的關節處。　2.手法、本事。	例：𠊎挷大索該下，手腕偏著，到今還當疾。(（我拔河的時候，手腕扭傷，到現在還很痛。）) 例：佢交際个手腕當好，做公關盡適當。(（他交際的手腕很好，當公關最適合。）)	手段方法辦法		
859	手相			shiu31 siong53		術數中指人的手掌厚薄、色澤以及掌紋長短、走向的情況。可用以判斷人的命運、吉凶。	例：分人看手相，所講个話參考斯好，莫忒迷信。(（給人看手相，所說的意見參考就好，不要太迷信。）)			
860	手續			shiu31 siug54		辦事的程序與方法。	例：阿土伯買一臺中古車，下晝愛去辦過戶手續。(（阿土伯買了一輛中古車，下午要去辦過戶手續。）)			
861	手爪			shiu31 zau31		手。指整個手掌，包含手指的部分。多用於貶損的語境。	例：又在該賤人个東西，手爪愛剁撇哩喲！(（又在亂碰別人的東西，手爪要剁掉了！）)			
862	手指			shiu31 zhi31		手掌末端突出的部分。	例：切菜愛細義，毋好切著手指喔！(（切菜要小心，不要切到手指喔！）)			
863	手長腳長			shiu31 chong113 giog21 chong113		手和腳都很長。形容人身材高挑。有人認為，這種身形是能幹、好命的象徵。	例：厥倈生來手長腳長，已派頭。(（他的兒子身材高挑，很英俊。）)		武頓車槌	
864	手尖腳幼			shiu31 ziam33 giog21 rhiu53		手指尖細，腳部白嫩。形容生活富裕，少做粗工的人。	例：看佢手尖腳幼个樣，喊佢㧡水，敢奈得何？(（看他手腳細嫩的樣子，叫他挑水，他受得了嗎？）)	幼皮嫩肉		
865	手帕			shiu31 pa53		隨身攜帶，用以擦拭手臉的小方巾。	例：阿姊緊看電視，緊用手帕捽目汁。(（姊姊一邊看電視，一邊用手帕擦眼淚。）)	手巾細手巾		
866	手瘸瘸			shiu31 kio113 kio113　又讀shiu31 kue113 kue113		手部僵硬、不靈活的樣子。	例：你恁泥手瘸瘸，仰脣挾得著來食？(（你手這麼笨拙，怎麼挾得到東西來吃？）)			hk0000012167-2-3-1
867	支持			zhi33 chi113		對人或事物表示贊同，並貢獻所能，予以扶持。	例：好得有屋家人个支持，佢正使得專心讀研究所。(（多虧家人的支持，他才可以專心讀研究所。）)	認同牽成贊助	反對	
868	支出			zhi33 chud21		1.支付、花費。　2.支付的費用或款項。	例：辦活動愛支出當多錢，毋當拿來補貼匱人，較有嗒歃。(（辦活動要支出很多錢，不如拿來補貼窮苦人家，更有意義。）) 例：你買恁多東西，支出一定會超過預算啦！(（你買這麼多東西，支出一定會超過預算啦！）)	開銷所費	收入	
869	支付			zhi33 fu53		付出款項。	例：公司派你出差，會支付所費分你，毋使愁。(（公司派你出差，會支付出差費給你，不用擔心。）)		收入	
870	支票			zhi33 piau53		發票人簽發一定的金額，委託金融業者於見票時，照票面所載之金額，無條件支付與受款人或執票人的票據。	例：這條獎學金會用支票發分你，到時你正去銀行兌現。(（這筆獎學金會用支票發給你，到時候你再去銀行兌現。）)			
871	支配			zhi33 pui53		1.安排、分配。　2.調度指揮。	例：賺有錢，愛好好支配運用，用撇斯無哩喲！(（賺到錢，要好好支配運用，花完就沒有囉！）) 例：頭家派佢做指揮官，支配各人該做个頭路。(（老闆派他當指揮官，分配每個人該做的工作。）)			
872	文筆			vun113 bid21		寫作文章的技巧與風格。	例：厥文筆當好，報紙項輒輒看得著厥文章。(（他的文筆很好，報紙上常常可以看到他的文章。）)			
873	文旦			vun113 dan53		一種芸香科柑屬常綠小喬木。枝具短刺，葉大呈卵形或長橢圓形，初夏開白花。果實也稱為「文旦」，秋季成熟，外皮厚，有皺紋，倒卵形或洋梨形，果肉白色或紅色，多汁。臺灣各地均有栽培。	例：吾山項个文旦熟哩喲，有閒來摘哪！(（我山上的文旦成熟了，有空來摘吧！）)	文旦柚		
874	文化			vun113 fa53		人類在歷史發展過程中各方面的總成果，包括宗教、道德、藝術、科學等。	例：各族群个文化做下當寶貴，愛好好來保存。(（每個族群的文化都很寶貴，要好好保存。）)			
875	文法			vun113 fab21		文詞、文句的結構規則。	例：學英文除了愛背單字，還愛知文法。(（學英文除了要背單字，還要知道文法。）)	語法		
876	文獻			vun113 hien31		具有歷史價值的典籍資料。	例：做研究，愛讀當多文獻，分析正會深入。(（做研究，要讀很多文獻，分析才會深入。）)			
877	文學			vun113 hog54		以文字為工具，透過藝術手法著成篇章，表現思想、情感的創作領域。	例：厥妹對文學當有興趣，寫有當多小說。(（他的女兒對文學很有興趣，寫了很多篇小說。）)			
878	文具			vun113 ki31		讀書寫字或進行文書工作時，所需使用的器具。	例：該間書店已大間，厥地下室，歸層做下賣文具。(（那家書店規模很大，它的地下室，整層都賣文具。）)			
879	文件			vun113 kien53		書信、公文、報告等，以文字、圖表記載事項的資料。	例：下班前，桌項个文件愛收好勢。(（下班以前，桌上的文件要收好。）)			
880	文明			vun113 min113		1.人類社會進步、開化後，人群聚集所形成的文化。　2.形容人進步、開化，言行舉止符合禮儀的標準。	例：根據目前个研究，人類文明个源頭係非洲。(（根據目前的研究，人類文明的源頭是非洲。）) 例：文明个國家，應該愛尊重人權，毋係日日戰爭相㓾。(（文明的國家，應該要尊重人權，不是成天戰爭相殘。）)	文化	野蠻番番	
881	文雅			vun113 nga31		言行高尚優美，不粗俗。	例：人講讀書人較文雅，佢嗄堵好顛倒貶！(（人家說讀書人比較文雅，他卻恰恰相反！）)		粗俗	
882	文憑			vun113 pin113		學校發給學生的學歷證明。	例：𠊎讀書係讀趣味个，毋係為著文憑。(（我讀書是因為興趣讀的，不是為了文憑。）)			
883	文字			vun113 sii53		1.人類用來表達觀念、記錄語言的符號。　2.引申指文學作品中的行文遣詞與敘述技巧。	例：同字紙㧡到敬字亭燒化，係客人尊重文字个表現。(（把寫有文字的紙挑到敬字亭燒化，是客家人尊重文字的表現。）) 例：分細人看个書，用个文字莫忒深。(（給小孩子看的書，用的文字不要太難。）)	字		
884	文書			vun113 shu33		1.統稱公文、契約等文件。　2.從事文件彙辦、整理方面工作的人。	例：重要个文書愛收好來，毋好儘採放。(（重要的文書要收好，不可以隨便放。）) 例：吾公司欠人做文書，你使得來𢯭手無？(（我公司缺人做文書工作，你可以來幫忙嗎？）)	文件		
885	文物			vun113 vud54		人類社會歷史發展過程中所遺留下來的具有價值的東西。如建築、生活器皿、各種藝術品等。	例：故宮博物院收集當多文物，有機會定著愛去看。(（故宮博物院收集很多文物，有機會一定要去看。）)			
886	文集			vun113 sib54		由一人或數人的文章作品彙集編成的書。	例：厥這本文集肚，有當多佢早期得獎个作品。(（他這本文集裡，有很多他早年得獎的作品。）)			
887	文章			vun113 zhong33		以文字書寫而成的篇章。	例：文章內容个好壞，比長短重要多咧！(（文章內容的好壞，比長短重要多了！）)			
888	文昌帝君			vun113 cong33 di53 giun33　又讀vun113 chong33 di53 giun33		掌管民間讀書學習、考試功名的神祇。	例：老弟下禮拜愛考試，阿姆帶佢去拜文昌帝君。(（弟弟下星期要考試，媽媽帶他去拜文昌帝君。）)	文昌公		
889	方法			fong33 fab21		為達到某種目的所用的方式和步驟。	例：𠊎無較好个方法，斯照若意見做哪！(（我沒有比較好的方法，就照你的意見做吧！）)	辦法方式法度		
890	方向			fong33 hiong53		1.空間上，東南西北、前後左右或上下等方位的趨向。　2.引申指行事、意念的取向。	例：停電咧，暗摸胥疏，摸無方向好行。(（停電了，黑漆漆的，摸不清方向來走。）) 例：社區發展个方向，愛請各戶人共下討論來決定。(（社區發展的方向，要請各戶人家共同討論決定。）)			
891	方面			fong33 mien53		事物的某一部分、面向。	例：張先生係氣象方面个專家，專門研究風搓。(（張先生是氣象方面的專家，專門研究颱風。）)	部分		
892	方言			fong33 ngien113		同一語言在不同地域，因各種因素產生演變而形成的變體。只流行於局限的地區，並具有與其他方言或共同語差異的特徵。	例：方言係語言變化个表現，同高級抑落後無相干。(（方言是語言變化的表現，和高級或落後沒有關係。）)			
893	方案			fong33 on53		處理事務的計畫及經過規劃的成套作法。	例：這擺活動个形式，佢提出三種方案，大家看哪個較好？(（這次活動的形式，他提出三種方案，大家看哪個比較好？）)			
894	方式			fong33 shid21		處理事情所採取的順序、形式。	例：用英文寫日記，乜係同英文學好个一種方式。(（用英文寫日記，也是把英文學好的一種方式。）)	方法辦法法度		
895	方向燈			fong33 hiong53 den33		裝設於汽機車前後，用以表示行車轉彎方向的小燈。	例：轉彎愛打方向燈，正毋會害人撞著。(（轉彎要打方向燈，才不會害人家撞到。）)			
896	日記			ngid21 gi53		每日的生活紀錄。	例：阿姊逐暗晡都會寫日記，寫撇正去睡目。(（姊姊每晚都會寫日記，寫完才睡覺。）)			
897	日夜			ngid21 rha53		白天和晚上，泛指全天。	例：厥嬰兒正出世，日夜都愛人照顧，哪走得開腳？(（她的寶寶剛出生，整天都要人家照顧，怎麼走得開？）)	日合夜日到夜		
898	日期			ngid21 ki113		發生某件事的確切日子。	例：下個月个同學會，日期確定咧正同𠊎講喔！(（下個月的同學會，日期確定了再告訴我喔！）)	日		
899	日日			ngid21 ngid21		每天。	例：日日都愛運動，身體正會較砸。(（每天都要運動，身體才會比較強壯。）)	逐日		
900	日用品			ngid21 rhung53 pin31		日常生活所需使用的物品。如肥皂、牙膏、衛生紙等。	例：該間店正開幕，專門賣日本進口个日用品。(（那間店剛開幕，專賣日本進口的日用品。）)			
901	日頭擎枷			ngid21 teu113 kia113 ga33		日暈。陽光透過雲層中的冰晶，折射而產生在太陽周圍的光環。有時為彩色，有時為白色。通常被當做天氣變化的預兆。	例：昨晡當晝日頭擎枷，路項人看著，相賽翕相。(（昨天中午出現日暈，路人看到，爭相拍照。）)			
902	日曆			ngid21 lag54		記載年月日、星期和節氣、紀念日等的印刷物。一年一本，一日一頁。	例：若日曆恁久無扯，毋知過到哪年哪日去咧！(（你的日曆這麼久沒撕，不知道如今已是何年何日了！）)	日誌		
903	月半			ngied54 ban53		陰曆每月十五日。	例：逐擺到月半，阿爸斯會去拜伯公。(（每到農曆十五日，爸爸都會去土地公。）)			
