字目	读音	注释	声母	声母(原)	韵母	声调	声调（调类)	(声母)
冼	siaŋ53	姓	s	s	iaŋ	53	3	s
善	siaŋ213		s	s	iaŋ	213	4	s
想	siaŋ213	～着（觉得）	s	s	iaŋ	213	4	s
象	siaŋ213	印～	s	s	iaŋ	213	4	s
上	siaŋ213	文：～海。口语表示“最”，如：“上好”，最好	s	s	iaŋ	213	4	s
尚	siaŋ213		s	s	iaŋ	213	4	s
單	siaŋ213	姓	s	s	iaŋ	213	4	s
腎	siaŋ213		s	s	iaŋ	213	4	s
相	siaŋ21	丞～	s	s	iaŋ	21	5	s
娟	kiaŋ22		k	k	iaŋ	22	1	k
捐	kiaŋ22		k	k	iaŋ	22	1	k
疆	kiaŋ22		k	k	iaŋ	22	1	k
僵	kiaŋ22		k	k	iaŋ	22	1	k
姜	kiaŋ22		k	k	iaŋ	22	1	k
堅	kiaŋ22		k	k	iaŋ	22	1	k
鵑	kiaŋ22		k	k	iaŋ	22	1	k
薑	kiaŋ22	文	k	k	iaŋ	22	1	k
殭	kiaŋ22		k	k	iaŋ	22	1	k
涓	kiaŋ22		k	k	iaŋ	22	1	k
建	kiaŋ213	～设	k	k	iaŋ	213	4	k
健	kiaŋ213		k	k	iaŋ	213	4	k
毽	kiaŋ213		k	k	iaŋ	213	4	k
鍵	kiaŋ213		k	k	iaŋ	213	4	k
建	kiaŋ21	福～	k	k	iaŋ	21	5	k
羌	kʰiaŋ22		kʰ	kʰ	iaŋ	22	1	kʰ
乾	kʰiaŋ44		kʰ	kʰ	iaŋ	44	2	kʰ
虔	kʰiaŋ44		kʰ	kʰ	iaŋ	44	2	kʰ
強	kʰiaŋ44	～力	kʰ	kʰ	iaŋ	44	2	kʰ
遣	kʰiaŋ53		kʰ	kʰ	iaŋ	53	3	kʰ
犬	kʰiaŋ53		kʰ	kʰ	iaŋ	53	3	kʰ
肯	kʰiaŋ53	又	kʰ	kʰ	iaŋ	53	3	kʰ
譴	kʰiaŋ53		kʰ	kʰ	iaŋ	53	3	kʰ
啃	kʰiaŋ53		kʰ	kʰ	iaŋ	53	3	kʰ
強	kʰiaŋ21	厉害	kʰ	kʰ	iaŋ	21	5	kʰ
勥	kʰiaŋ21		kʰ	kʰ	iaŋ	21	5	kʰ
研	ŋiaŋ44		ŋ	ŋ	iaŋ	44	2	ŋ
妍	ŋiaŋ44		ŋ	ŋ	iaŋ	44	2	ŋ
研	ŋiaŋ53		ŋ	ŋ	iaŋ	53	3	ŋ
仰	ŋiaŋ53		ŋ	ŋ	iaŋ	53	3	ŋ
巘	ŋiaŋ53		ŋ	ŋ	iaŋ	53	3	ŋ
憖	ŋiaŋ21	喜欢	ŋ	ŋ	iaŋ	21	5	ŋ
掀	hiaŋ22	文	h	h	iaŋ	22	1	h
香	hiaŋ22		h	h	iaŋ	22	1	h
薌	hiaŋ22		h	h	iaŋ	22	1	h
玄	hiaŋ44		h	h	iaŋ	44	2	h
嫻	hiaŋ44	文	h	h	iaŋ	44	2	h
賢	hiaŋ44		h	h	iaŋ	44	2	h
懸	hiaŋ44		h	h	iaŋ	44	2	h
享	hiaŋ53		h	h	iaŋ	53	3	h
响	hiaŋ53		h	h	iaŋ	53	3	h
顯	hiaŋ53		h	h	iaŋ	53	3	h
響	hiaŋ53		h	h	iaŋ	53	3	h
亯	hiaŋ53		h	h	iaŋ	53	3	h
灦	hiaŋ53		h	h	iaŋ	53	3	h
炫	hiaŋ213		h	h	iaŋ	213	4	h
向	hiaŋ21		h	h	iaŋ	21	5	h
憲	hiaŋ21		h	h	iaŋ	21	5	h
□	hiaŋ21	气味	h	h	iaŋ	21	5	h
獻	hiaŋ21		h	h	iaŋ	21	5	h
嚮	hiaŋ21		h	h	iaŋ	21	5	h
眩	hiaŋ42		h	h	iaŋ	42	6	h
現	hiaŋ42		h	h	iaŋ	42	6	h
蔫	iaŋ22				iaŋ	22	1	〇
焉	iaŋ22				iaŋ	22	1	〇
央	iaŋ22				iaŋ	22	1	〇
秧	iaŋ22				iaŋ	22	1	〇
殃	iaŋ22				iaŋ	22	1	〇
煙	iaŋ22				iaŋ	22	1	〇
淵	iaŋ22				iaŋ	22	1	〇
鸢	iaŋ22				iaŋ	22	1	〇
演	iaŋ44				iaŋ	44	2	〇
筵	iaŋ44				iaŋ	44	2	〇
衍	iaŋ44				iaŋ	44	2	〇
沿	iaŋ44				iaŋ	44	2	〇
寅	iaŋ44				iaŋ	44	2	〇
鉛	iaŋ44				iaŋ	44	2	〇
陽	iaŋ44	～光			iaŋ	44	2	〇
瘍	iaŋ44				iaŋ	44	2	〇
扬	iaŋ44				iaŋ	44	2	〇
遠	iaŋ53	文			iaŋ	53	3	〇
氧	iaŋ53				iaŋ	53	3	〇
養	iaŋ53				iaŋ	53	3	〇
兗	iaŋ53				iaŋ	53	3	〇
延	iaŋ213				iaŋ	213	4	〇
援	iaŋ213				iaŋ	213	4	〇
漾	iaŋ213				iaŋ	213	4	〇
羨	iaŋ213				iaŋ	213	4	〇
兖	iaŋ213				iaŋ	213	4	〇
堰	iaŋ21				iaŋ	21	5	〇
燕	iaŋ21	～窝			iaŋ	21	5	〇
映	iaŋ21				iaŋ	21	5	〇
叛	pfuaŋ213		pf	p	uaŋ	213	4	p
磐	pfʰuaŋ44		pfʰ	pʰ	uaŋ	44	2	pʰ
拌	pfʰuaŋ21		pfʰ	pʰ	uaŋ	21	5	pʰ
胖	pfʰuaŋ21		pfʰ	pʰ	uaŋ	21	5	pʰ
判	pfʰuaŋ21		pfʰ	pʰ	uaŋ	21	5	pʰ
亡	bvuaŋ44		bv	b	uaŋ	44	2	b
忘	bvuaŋ44		bv	b	uaŋ	44	2	b
罔	bvuaŋ53		bv	b	uaŋ	53	3	b
妄	bvuaŋ53		bv	b	uaŋ	53	3	b
望	bvuaŋ213		bv	b	uaŋ	213	4	b
萬	bvuaŋ42		bv	b	uaŋ	42	6	b
端	tuaŋ22		t	t	uaŋ	22	1	t
斷	tuaŋ21		t	t	uaŋ	21	5	t
傳	tuaŋ42		t	t	uaŋ	42	6	t
傳	tʰuaŋ44		tʰ	tʰ	uaŋ	44	2	tʰ
團	tʰuaŋ44		tʰ	tʰ	uaŋ	44	2	tʰ
鸞	luaŋ44		l	l	uaŋ	44	2	l
巒	luaŋ44		l	l	uaŋ	44	2	l
孿	luaŋ44		l	l	uaŋ	44	2	l
栾	luaŋ44		l	l	uaŋ	44	2	l
亂	luaŋ213		l	l	uaŋ	213	4	l
戀	luaŋ21		l	l	uaŋ	21	5	l
暖	nuaŋ53		n	n	uaŋ	53	3	n
專	tsuaŋ22		ts	ts	uaŋ	22	1	ts
裝	tsuaŋ22		ts	ts	uaŋ	22	1	ts
妝	tsuaŋ22		ts	ts	uaŋ	22	1	ts
樁	tsuaŋ22		ts	ts	uaŋ	22	1	ts
専	tsuaŋ22	专	ts	ts	uaŋ	22	1	ts
轉	tsuaŋ53		ts	ts	uaŋ	53	3	ts
撞	tsuaŋ213		ts	ts	uaŋ	213	4	ts
狀	tsuaŋ213		ts	ts	uaŋ	213	4	ts
川	tsʰuaŋ22		tsʰ	tsʰ	uaŋ	22	1	tsʰ
穿	tsʰuaŋ22		tsʰ	tsʰ	uaŋ	22	1	tsʰ
全	tsʰuaŋ44		tsʰ	tsʰ	uaŋ	44	2	tsʰ
喘	tsʰuaŋ53		tsʰ	tsʰ	uaŋ	53	3	tsʰ
串	tsʰuaŋ21		tsʰ	tsʰ	uaŋ	21	5	tsʰ
闖	tsʰuaŋ21		tsʰ	tsʰ	uaŋ	21	5	tsʰ
□	dzuaŋ213	随意	dz	dz	uaŋ	213	4	dz
宣	suaŋ22		s	s	uaŋ	22	1	s
喧	suaŋ22		s	s	uaŋ	22	1	s
渲	suaŋ22		s	s	uaŋ	22	1	s
旋	suaŋ44		s	s	uaŋ	44	2	s
嫙	suaŋ44		s	s	uaŋ	44	2	s
爽	suaŋ53		s	s	uaŋ	53	3	s
選	suaŋ53		s	s	uaŋ	53	3	s
算	suaŋ21		s	s	uaŋ	21	5	s
光	kuaŋ22		k	k	uaŋ	22	1	k
觀	kuaŋ22		k	k	uaŋ	22	1	k
关	kuaŋ22		k	k	uaŋ	22	1	k
廣	kuaŋ53		k	k	uaŋ	53	3	k
馆	kuaŋ53		k	k	uaŋ	53	3	k
管	kuaŋ53		k	k	uaŋ	53	3	k
倦	kuaŋ213		k	k	uaŋ	213	4	k
罐	kuaŋ21		k	k	uaŋ	21	5	k
灌	kuaŋ21		k	k	uaŋ	21	5	k
冠	kuaŋ21		k	k	uaŋ	21	5	k
卷	kuaŋ21	～□tsʰiaŋ2，是一种用豆皮将萝卜丝、粉、芋头丝、花生等内陷裹着油炸的食物。又称作管(kuaŋ3)章	k	k	uaŋ	21	5	k
券	kuaŋ21	又音kŋ3	k	k	uaŋ	21	5	k
逛	kuaŋ21		k	k	uaŋ	21	5	k
貫	kuaŋ21		k	k	uaŋ	21	5	k
慣	kuaŋ21		k	k	uaŋ	21	5	k
摜	kuaŋ21		k	k	uaŋ	21	5	k
圈	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
匡	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
筐	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
框	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
寬	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
眶	kʰuaŋ22		kʰ	kʰ	uaŋ	22	1	kʰ
狂	kʰuaŋ44		kʰ	kʰ	uaŋ	44	2	kʰ
權	kʰuaŋ44		kʰ	kʰ	uaŋ	44	2	kʰ
款	kʰuaŋ53		kʰ	kʰ	uaŋ	53	3	kʰ
礦	kʰuaŋ21		kʰ	kʰ	uaŋ	21	5	kʰ
曠	kʰuaŋ21		kʰ	kʰ	uaŋ	21	5	kʰ
擴	kʰuaŋ21		kʰ	kʰ	uaŋ	21	5	kʰ
況	kʰuaŋ21		kʰ	kʰ	uaŋ	21	5	kʰ
鄺	kʰuaŋ21		kʰ	kʰ	uaŋ	21	5	kʰ
元	ŋuaŋ44		ŋ	ŋ	uaŋ	44	2	ŋ
源	ŋuaŋ44		ŋ	ŋ	uaŋ	44	2	ŋ
原	ŋuaŋ44		ŋ	ŋ	uaŋ	44	2	ŋ
顏	ŋuaŋ44		ŋ	ŋ	uaŋ	44	2	ŋ
沅	ŋuaŋ44		ŋ	ŋ	uaŋ	44	2	ŋ
玩	ŋuaŋ53		ŋ	ŋ	uaŋ	53	3	ŋ
阮	ŋuaŋ53		ŋ	ŋ	uaŋ	53	3	ŋ
頑	ŋuaŋ53		ŋ	ŋ	uaŋ	53	3	ŋ
願	ŋuaŋ213		ŋ	ŋ	uaŋ	213	4	ŋ
藩	huaŋ22		h	h	uaŋ	22	1	h
翻	huaŋ22		h	h	uaŋ	22	1	h
番	huaŋ22		h	h	uaŋ	22	1	h
荒	huaŋ22	文	h	h	uaŋ	22	1	h
慌	huaŋ22		h	h	uaŋ	22	1	h
方	huaŋ22	～式	h	h	uaŋ	22	1	h
坊	huaŋ22		h	h	uaŋ	22	1	h
芳	huaŋ22		h	h	uaŋ	22	1	h
吩	huaŋ22	～咐	h	h	uaŋ	22	1	h
風	huaŋ22	台～	h	h	uaŋ	22	1	h
瘋	huaŋ22		h	h	uaŋ	22	1	h
繁	huaŋ44		h	h	uaŋ	44	2	h
篁	huaŋ44		h	h	uaŋ	44	2	h
簧	huaŋ44		h	h	uaŋ	44	2	h
凰	huaŋ44		h	h	uaŋ	44	2	h
惶	huaŋ44		h	h	uaŋ	44	2	h
妨	huaŋ44		h	h	uaŋ	44	2	h
防	huaŋ44		h	h	uaŋ	44	2	h
還	huaŋ44		h	h	uaŋ	44	2	h
環	huaŋ44		h	h	uaŋ	44	2	h
煩	huaŋ44		h	h	uaŋ	44	2	h
皇	huaŋ44		h	h	uaŋ	44	2	h
坊	huaŋ53		h	h	uaŋ	53	3	h
反	huaŋ53		h	h	uaŋ	53	3	h
晃	huaŋ53		h	h	uaŋ	53	3	h
肪	huaŋ53		h	h	uaŋ	53	3	h
仿	huaŋ53		h	h	uaŋ	53	3	h
謊	huaŋ53		h	h	uaŋ	53	3	h
訪	huaŋ53		h	h	uaŋ	53	3	h
晃	huaŋ213		h	h	uaŋ	213	4	h
放	huaŋ21	文，解～	h	h	uaŋ	21	5	h
喚	huaŋ21		h	h	uaŋ	21	5	h
煥	huaŋ21		h	h	uaŋ	21	5	h
瘓	huaŋ21		h	h	uaŋ	21	5	h
涣	huaŋ21		h	h	uaŋ	21	5	h
奐	huaŋ21		h	h	uaŋ	21	5	h
冤	uaŋ22				uaŋ	22	1	〇
汪	uaŋ22				uaŋ	22	1	〇
彎	uaŋ22				uaŋ	22	1	〇
灣	uaŋ22				uaŋ	22	1	〇
鴛	uaŋ22				uaŋ	22	1	〇
完	uaŋ44				uaŋ	44	2	〇
丸	uaŋ44				uaŋ	44	2	〇
袁	uaŋ44				uaŋ	44	2	〇
王	uaŋ44				uaŋ	44	2	〇
員	uaŋ44				uaŋ	44	2	〇
緣	uaŋ44				uaŋ	44	2	〇
仼	uaŋ44				uaŋ	44	2	〇
芫	uaŋ44	～荽			uaŋ	44	2	〇
阮	uaŋ53				uaŋ	53	3	〇
宛	uaŋ53				uaŋ	53	3	〇
惋	uaŋ53				uaŋ	53	3	〇
苑	uaŋ53				uaŋ	53	3	〇
往	uaŋ53				uaŋ	53	3	〇
枉	uaŋ53				uaŋ	53	3	〇
婉	uaŋ53				uaŋ	53	3	〇
浣	uaŋ213				uaŋ	213	4	〇
旺	uaŋ213				uaŋ	213	4	〇
怨	uaŋ21				uaŋ	21	5	〇
憑	peŋ44		p	p	eŋ	44	2	p
秉	peŋ53		p	p	eŋ	53	3	p
炳	peŋ53		p	p	eŋ	53	3	p
並	peŋ213		p	p	eŋ	213	4	p
並	peŋ21		p	p	eŋ	21	5	p
迸	peŋ21		p	p	eŋ	21	5	p
拼	pʰeŋ22	～音，～多多	pʰ	pʰ	eŋ	22	1	pʰ
朋	pʰeŋ44		pʰ	pʰ	eŋ	44	2	pʰ
平	pʰeŋ44	～时	pʰ	pʰ	eŋ	44	2	pʰ
憑	pʰeŋ44	又	pʰ	pʰ	eŋ	44	2	pʰ
評	pʰeŋ44		pʰ	pʰ	eŋ	44	2	pʰ
聘	pʰeŋ21		pʰ	pʰ	eŋ	21	5	pʰ
娉	pʰeŋ21		pʰ	pʰ	eŋ	21	5	pʰ
萌	meŋ44		m	m	eŋ	44	2	m
明	meŋ44		m	m	eŋ	44	2	m
盟	meŋ44		m	m	eŋ	44	2	m
皿	meŋ44		m	m	eŋ	44	2	m
鳴	meŋ44		m	m	eŋ	44	2	m
銘	meŋ44		m	m	eŋ	44	2	m
冥	meŋ44		m	m	eŋ	44	2	m
溟	meŋ44		m	m	eŋ	44	2	m
免	meŋ53	白	m	m	eŋ	53	3	m
孟	meŋ53		m	m	eŋ	53	3	m
錳	meŋ53		m	m	eŋ	53	3	m
命	meŋ213	文	m	m	eŋ	213	4	m
登	teŋ22		t	t	eŋ	22	1	t
徵	teŋ22	～求，特～。注意：“徵”为多音字，读陟陵切的字今简化作“征”，而五音的“宫商角徵羽”并未简化	t	t	eŋ	22	1	t
丁	teŋ22		t	t	eŋ	22	1	t
燈	teŋ22		t	t	eŋ	22	1	t
釘	teŋ22	铁～	t	t	eŋ	22	1	t
仃	teŋ22		t	t	eŋ	22	1	t
亭	teŋ44		t	t	eŋ	44	2	t
□	teŋ44	塕eng1～，指灰尘	t	t	eŋ	44	2	t
重	teŋ44	～复	t	t	eŋ	44	2	t
等	teŋ53		t	t	eŋ	53	3	t
戥	teŋ53		t	t	eŋ	53	3	t
頂	teŋ53		t	t	eŋ	53	3	t
定	teŋ213		t	t	eŋ	213	4	t
綻	teŋ213	俗读半边	t	t	eŋ	213	4	t
鄧	teŋ213		t	t	eŋ	213	4	t
叮	teŋ21	文，叮咬	t	t	eŋ	21	5	t
中	teŋ21	白，砸中。如：乞口石～着，一块被石头砸中	t	t	eŋ	21	5	t
釘	teŋ21	动词	t	t	eŋ	21	5	t
訂	teŋ21		t	t	eŋ	21	5	t
窗	tʰeŋ22		tʰ	tʰ	eŋ	22	1	tʰ
汀	tʰeŋ22		tʰ	tʰ	eŋ	22	1	tʰ
澄	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
程	tʰeŋ44	大工～（工序复杂）	tʰ	tʰ	eŋ	44	2	tʰ
停	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
庭	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
廷	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
婷	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
騰	tʰeŋ44		tʰ	tʰ	eŋ	44	2	tʰ
艇	tʰeŋ53		tʰ	tʰ	eŋ	53	3	tʰ
挺	tʰeŋ53		tʰ	tʰ	eŋ	53	3	tʰ
懲	tʰeŋ53		tʰ	tʰ	eŋ	53	3	tʰ
穎	tʰeŋ53		tʰ	tʰ	eŋ	53	3	tʰ
聽	tʰeŋ21		tʰ	tʰ	eŋ	21	5	tʰ
鈴	leŋ22		l	l	eŋ	22	1	l
能	leŋ44	白：有～为（有能力）	l	l	eŋ	44	2	l
棱	leŋ44		l	l	eŋ	44	2	l
菱	leŋ44		l	l	eŋ	44	2	l
陵	leŋ44		l	l	eŋ	44	2	l
零	leŋ44		l	l	eŋ	44	2	l
伶	leŋ44		l	l	eŋ	44	2	l
翎	leŋ44		l	l	eŋ	44	2	l
玲	leŋ44		l	l	eŋ	44	2	l
綾	leŋ44		l	l	eŋ	44	2	l
淩	leŋ44		l	l	eŋ	44	2	l
寧	leŋ44		l	l	eŋ	44	2	l
靈	leŋ44		l	l	eŋ	44	2	l
齡	leŋ44		l	l	eŋ	44	2	l
龍	leŋ44		l	l	eŋ	44	2	l
嚨	leŋ44		l	l	eŋ	44	2	l
檸	leŋ44		l	l	eŋ	44	2	l
□	leŋ53	推	l	l	eŋ	53	3	l
隴	leŋ53		l	l	eŋ	53	3	l
令	leŋ213		l	l	eŋ	213	4	l
另	leŋ213		l	l	eŋ	213	4	l
苓	leŋ213	土茯～	l	l	eŋ	213	4	l
能	neŋ44	～力	n	n	eŋ	44	2	n
寧	neŋ44	又	n	n	eŋ	44	2	n
曾	tseŋ22		ts	ts	eŋ	22	1	ts
增	tseŋ22		ts	ts	eŋ	22	1	ts
僧	tseŋ22		ts	ts	eŋ	22	1	ts
征	tseŋ22	长～	ts	ts	eŋ	22	1	ts
蒸	tseŋ22		ts	ts	eŋ	22	1	ts
精	tseŋ22		ts	ts	eŋ	22	1	ts
睛	tseŋ22		ts	ts	eŋ	22	1	ts
舂	tseŋ22	白	ts	ts	eŋ	22	1	ts
箏	tseŋ22		ts	ts	eŋ	22	1	ts
貞	tseŋ22		ts	ts	eŋ	22	1	ts
禎	tseŋ22		ts	ts	eŋ	22	1	ts
偵	tseŋ22		ts	ts	eŋ	22	1	ts
鐘	tseŋ22		ts	ts	eŋ	22	1	ts
幀	tseŋ22		ts	ts	eŋ	22	1	ts
曾	tseŋ44		ts	ts	eŋ	44	2	ts
種	tseŋ53	～子	ts	ts	eŋ	53	3	ts
腫	tseŋ53		ts	ts	eŋ	53	3	ts
婧	tseŋ213		ts	ts	eŋ	213	4	ts
靖	tseŋ213		ts	ts	eŋ	213	4	ts
淨	tseŋ213		ts	ts	eŋ	213	4	ts
浄	tseŋ213		ts	ts	eŋ	213	4	ts
症	tseŋ21		ts	ts	eŋ	21	5	ts
政	tseŋ21		ts	ts	eŋ	21	5	ts
證	tseŋ21		ts	ts	eŋ	21	5	ts
眾	tseŋ21		ts	ts	eŋ	21	5	ts
種	tseŋ21	白	ts	ts	eŋ	21	5	ts
清	tsʰeŋ22		tsʰ	tsʰ	eŋ	22	1	tsʰ
稱	tsʰeŋ22		tsʰ	tsʰ	eŋ	22	1	tsʰ
鐺	tsʰeŋ22		tsʰ	tsʰ	eŋ	22	1	tsʰ
橙	tsʰeŋ44		tsʰ	tsʰ	eŋ	44	2	tsʰ
情	tsʰeŋ44		tsʰ	tsʰ	eŋ	44	2	tsʰ
蹭	tsʰeŋ21		tsʰ	tsʰ	eŋ	21	5	tsʰ
襯	tsʰiŋ21	~衫	tsʰ	tsʰ	iŋ	21	5	tsʰ
倩	tsʰeŋ21		tsʰ	tsʰ	eŋ	21	5	tsʰ
茜	tsʰeŋ21		tsʰ	tsʰ	eŋ	21	5	tsʰ
銃	tsʰeŋ21	白，口语表示火枪。如“铳子”，子弹	tsʰ	tsʰ	eŋ	21	5	tsʰ
穿	tsʰeŋ42	训，本字为“颂”	tsʰ	tsʰ	eŋ	42	6	tsʰ
頌	tsʰeŋ42	白，穿	tsʰ	tsʰ	eŋ	42	6	tsʰ
升	seŋ22		s	s	eŋ	22	1	s
生	seŋ22	学～	s	s	eŋ	22	1	s
笙	seŋ22		s	s	eŋ	22	1	s
甥	seŋ22		s	s	eŋ	22	1	s
猩	seŋ22		s	s	eŋ	22	1	s
乘	seŋ44		s	s	eŋ	44	2	s
剩	seŋ44		s	s	eŋ	44	2	s
成	seŋ44	文，～功	s	s	eŋ	44	2	s
誠	seŋ44		s	s	eŋ	44	2	s
丞	seŋ44		s	s	eŋ	44	2	s
榕	seŋ44	白，～树	s	s	eŋ	44	2	s
承	seŋ44		s	s	eŋ	44	2	s
省	seŋ53	反～	s	s	eŋ	53	3	s
盛	seŋ213		s	s	eŋ	213	4	s
勝	seŋ21		s	s	eŋ	21	5	s
根	keŋ22		k	k	eŋ	22	1	k
更	keŋ22		k	k	eŋ	22	1	k
弓	keŋ22		k	k	eŋ	22	1	k
供	keŋ22		k	k	eŋ	22	1	k
驚	keŋ22	文，～蛰	k	k	eŋ	22	1	k
經	keŋ22		k	k	eŋ	22	1	k
宮	keŋ22	白	k	k	eŋ	22	1	k
窮	keŋ44	白	k	k	eŋ	44	2	k
境	keŋ53		k	k	eŋ	53	3	k
警	keŋ53		k	k	eŋ	53	3	k
景	keŋ53		k	k	eŋ	53	3	k
竟	keŋ53		k	k	eŋ	53	3	k
競	keŋ53		k	k	eŋ	53	3	k
更	keŋ21		k	k	eŋ	21	5	k
敬	keŋ21		k	k	eŋ	21	5	k
亘	keŋ21		k	k	eŋ	21	5	k
筐	kʰeŋ22		kʰ	kʰ	eŋ	22	1	kʰ
卿	kʰeŋ22		kʰ	kʰ	eŋ	22	1	kʰ
莖	kʰeŋ44		kʰ	kʰ	eŋ	44	2	kʰ
鯨	kʰeŋ44		kʰ	kʰ	eŋ	44	2	kʰ
肯	kʰeŋ53		kʰ	kʰ	eŋ	53	3	kʰ
虹	kʰeŋ213	白，一条～	kʰ	kʰ	eŋ	213	4	kʰ
杏	kʰeŋ213		kʰ	kʰ	eŋ	213	4	kʰ
慶	kʰeŋ21		kʰ	kʰ	eŋ	21	5	kʰ
殸	kʰeŋ21		kʰ	kʰ	eŋ	21	5	kʰ
胸	heŋ22		h	h	eŋ	22	1	h
興	heŋ22		h	h	eŋ	22	1	h
亨	heŋ22		h	h	eŋ	22	1	h
行	heŋ44	文，～李	h	h	eŋ	44	2	h
王	heŋ44	姓	h	h	eŋ	44	2	h
恒	hueŋ44	文	h	h	ueŋ	44	2	h
形	heŋ44		h	h	eŋ	44	2	h
型	heŋ44		h	h	eŋ	44	2	h
刑	heŋ44		h	h	eŋ	44	2	h
行	heŋ213	品～	h	h	eŋ	213	4	h
杏	heŋ213	又	h	h	eŋ	213	4	h
幸	heŋ213		h	h	eŋ	213	4	h
興	heŋ21		h	h	eŋ	21	5	h
英	eŋ22				eŋ	22	1	〇
翁	eŋ22				eŋ	22	1	〇
塕	eŋ22	～teng2，指灰尘			eŋ	22	1	〇
鷹	eŋ22				eŋ	22	1	〇
鶯	eŋ22				eŋ	22	1	〇
鸚	eŋ22				eŋ	22	1	〇
櫻	eŋ22				eŋ	22	1	〇
纓	eŋ22				eŋ	22	1	〇
嬰	eŋ22				eŋ	22	1	〇
湧	eŋ53				eŋ	53	3	〇
應	eŋ21	～该			eŋ	21	5	〇
用	eŋ42				eŋ	42	6	〇
耿	kueŋ53		k	k	ueŋ	53	3	k
迥	kueŋ53		k	k	ueŋ	53	3	k
炯	kueŋ53		k	k	ueŋ	53	3	k
熲	kueŋ53		k	k	ueŋ	53	3	k
傾	kʰueŋ22		kʰ	kʰ	ueŋ	22	1	kʰ
宏	kʰueŋ44		kʰ	kʰ	ueŋ	44	2	kʰ
瓊	kʰueŋ44		kʰ	kʰ	ueŋ	44	2	kʰ
頃	kʰueŋ53		kʰ	kʰ	ueŋ	53	3	kʰ
盈	ueŋ44				ueŋ	44	2	〇
榮	ueŋ44				ueŋ	44	2	〇
營	ueŋ44				ueŋ	44	2	〇
螢	ueŋ44				ueŋ	44	2	〇
熒	ueŋ44				ueŋ	44	2	〇
瀅	ueŋ44				ueŋ	44	2	〇
瑩	ueŋ44				ueŋ	44	2	〇
永	ueŋ53				ueŋ	53	3	〇
孕	ueŋ213	文			ueŋ	213	4	〇
乓	poŋ22		p	p	oŋ	22	1	p
泵	poŋ44		p	p	oŋ	44	2	p
□	poŋ42	爆炸声	p	p	oŋ	42	6	p
蓬	pʰoŋ44		pʰ	pʰ	oŋ	44	2	pʰ
鵬	pʰoŋ44		pʰ	pʰ	oŋ	44	2	pʰ
縫	pʰoŋ44	文，～补，～车	pʰ	pʰ	oŋ	44	2	pʰ
捧	pʰoŋ53		pʰ	pʰ	oŋ	53	3	pʰ
□	pʰoŋ21	蓬松	pʰ	pʰ	oŋ	21	5	pʰ
碰	pʰoŋ21		pʰ	pʰ	oŋ	21	5	pʰ
摸	moŋ44		m	m	oŋ	44	2	m
蒙	moŋ44		m	m	oŋ	44	2	m
謀	moŋ44	又	m	m	oŋ	44	2	m
懵	moŋ53		m	m	oŋ	53	3	m
舞	moŋ213	白，～虎狮	m	m	oŋ	213	4	m
貿	moŋ21	又	m	m	oŋ	21	5	m
东	toŋ22	文，毛泽～，～西	t	t	oŋ	22	1	t
中	toŋ22	～间	t	t	oŋ	22	1	t
忠	toŋ22		t	t	oŋ	22	1	t
東	toŋ22	毛泽～	t	t	oŋ	22	1	t
氡	toŋ22		t	t	oŋ	22	1	t
董	toŋ53		t	t	oŋ	53	3	t
懂	toŋ53		t	t	oŋ	53	3	t
仲	toŋ213	文，日常读音	t	t	oŋ	213	4	t
重	toŋ213	～要	t	t	oŋ	213	4	t
動	toŋ213		t	t	oŋ	213	4	t
侗	toŋ213		t	t	oŋ	213	4	t
中	toŋ21	～奖	t	t	oŋ	21	5	t
檔	toŋ21	～口	t	t	oŋ	21	5	t
凍	toŋ21	冰～	t	t	oŋ	21	5	t
幢	toŋ42		t	t	oŋ	42	6	t
通	tʰoŋ22		tʰ	tʰ	oŋ	22	1	tʰ
嗵	tʰoŋ22		tʰ	tʰ	oŋ	22	1	tʰ
疼	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
同	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
桐	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
童	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
瞳	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
洞	tʰoŋ44	文，～箫	tʰ	tʰ	oŋ	44	2	tʰ
重	tʰoŋ44	～阳	tʰ	tʰ	oŋ	44	2	tʰ
仝	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
彤	tʰoŋ44		tʰ	tʰ	oŋ	44	2	tʰ
捅	tʰoŋ53		tʰ	tʰ	oŋ	53	3	tʰ
統	tʰoŋ53		tʰ	tʰ	oŋ	53	3	tʰ
