"繁体字"	"简体字"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"					
"號"	"号"	"ɦɔ213"	"ghau6"		6	213		"gh"	"au"	"ɦ"	"ɔ"
"襖"	"袄"	"ɔ44"	"au3"		3	44			"au"		"ɔ"
"懊"	"懊"	"ɔ423"	"au5"		5	423			"au"		"ɔ"
"奧"	"奥"	"ɔ423"	"au5"		5	423			"au"		"ɔ"
"包"	"包"	"pɔ53"	"pau1"		1	53		"p"	"au"	"p"	"ɔ"
"胞"	"胞"	"pɔ53"	"pau1"		1	53		"p"	"au"	"p"	"ɔ"
"飽"	"饱"	"pɔ44"	"pau3"		3	44		"p"	"au"	"p"	"ɔ"
"豹"	"豹"	"pɔ423"	"pau5"		5	423		"p"	"au"	"p"	"ɔ"
"爆"	"爆"	"pɔ423"	"pau5"	"油~虾。"	5	423		"p"	"au"	"p"	"ɔ"
"爆"	"爆"	"bɔ213"	"bau6"	"~炸。"	6	213		"b"	"au"	"b"	"ɔ"
"拋"	"抛"	"pʰɔ53"	"phau1"		1	53		"ph"	"au"	"pʰ"	"ɔ"
"泡"	"泡"	"pʰɔ53"	"phau1"		1	53		"ph"	"au"	"pʰ"	"ɔ"
"泡"	"泡"	"pʰɔ423"	"phau5"		5	423		"ph"	"au"	"pʰ"	"ɔ"
"砲"	"砲"	"pʰɔ423"	"phau5"		5	423		"ph"	"au"	"pʰ"	"ɔ"
"炮"	"炮"	"pʰɔ423"	"phau5"	"~弹。"	5	423		"ph"	"au"	"pʰ"	"ɔ"
"炮"	"炮"	"bɔ24"	"bau2"	"~烙；~制。"	2	24		"b"	"au"	"b"	"ɔ"
"跑"	"跑"	"bɔ24"	"bau2"		2	24		"b"	"au"	"b"	"ɔ"
"鮑"	"鲍"	"bɔ31"	"bau4"		4	31		"b"	"au"	"b"	"ɔ"
"刨"	"刨"	"bɔ213"	"bau6"		6	213		"b"	"au"	"b"	"ɔ"
"貓"	"猫"	"mɔ24"	"mau2"		2	24		"m"	"au"	"m"	"ɔ"
"茅"	"茅"	"mɔ24"	"mau2"		2	24		"m"	"au"	"m"	"ɔ"
"錨"	"锚"	"mɔ24"	"mau2"		2	24		"m"	"au"	"m"	"ɔ"
"卯"	"卯"	"mɔ31"	"mau4"		4	31		"m"	"au"	"m"	"ɔ"
"鉚"	"铆"	"mɔ31"	"mau4"		4	31		"m"	"au"	"m"	"ɔ"
"泖"	"泖"	"mɔ31"	"mau4"	"~口（浙江平湖地名）；~湾（上海金山地名）。"	4	31		"m"	"au"	"m"	"ɔ"
"泖"	"泖"	"mu31"	"mu4"	"~港（上海松江地名）；横~头（上海金山地名）。"	4	31		"m"	"u"	"m"	"u"
"貌"	"貌"	"mɔ213"	"mau6"		6	213		"m"	"au"	"m"	"ɔ"
"撓"	"挠"	"nɔ24"	"nau2"		2	24		"n"	"au"	"n"	"ɔ"
"鬧"	"闹"	"nɔ213"	"nau6"		6	213		"n"	"au"	"n"	"ɔ"
"罩"	"罩"	"tsɔ423"	"tsau5"		5	423		"ts"	"au"	"ts"	"ɔ"
"抓"	"抓"	"tsɔ53"	"tsau1"	"【白读】~痒。"	1	53		"ts"	"au"	"ts"	"ɔ"
"抓"	"抓"	"tsu53"	"tsu1"	"~牌。"	1	53		"ts"	"u"	"ts"	"u"
"抓"	"抓"	"tʂɑ53"	"ca1"	"【文读】~紧。"	1	53		"c"	"a"	"tʂ"	"ɑ"
"爪"	"爪"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"
"找"	"找"	"tsɔ44"	"tsau3"		3	44		"ts"	"au"	"ts"	"ɔ"
"抄"	"抄"	"tsʰɔ53"	"tshau1"		1	53		"tsh"	"au"	"tsʰ"	"ɔ"
"炒"	"炒"	"tsʰɔ44"	"tshau3"		3	44		"tsh"	"au"	"tsʰ"	"ɔ"
"吵"	"吵"	"tsʰɔ44"	"tshau3"		3	44		"tsh"	"au"	"tsʰ"	"ɔ"
"巢"	"巢"	"dzɔ24"	"dzau2"		2	24		"dz"	"au"	"dz"	"ɔ"
"嘲"	"嘲"	"dzɔ24"	"dzau2"	"~笑。"	2	24		"dz"	"au"	"dz"	"ɔ"
"梢"	"梢"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"
"捎"	"捎"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"
"稍"	"稍"	"sɔ53"	"sau1"		1	53		"s"	"au"	"s"	"ɔ"
"交"	"交"	"kɔ53"	"kau1"	"【白读】"	1	53		"k"	"au"	"k"	"ɔ"
"交"	"交"	"tɕiɔ53"	"ciau1"	"【文读】~通。"	1	53		"c"	"iau"	"tɕ"	"iɔ"
"郊"	"郊"	"tɕiɔ53"	"ciau1"	"【文读】~区。"	1	53		"c"	"iau"	"tɕ"	"iɔ"
"膠"	"胶"	"kɔ53"	"kau1"	"【白读】~水。"	1	53		"k"	"au"	"k"	"ɔ"
"膠"	"胶"	"tɕiɔ53"	"ciau1"	"【文读】~州（山东地名）。"	1	53		"c"	"iau"	"tɕ"	"iɔ"
"教"	"教"	"kɔ53"	"kau1"	"~书。"	1	53		"k"	"au"	"k"	"ɔ"
"絞"	"绞"	"kɔ44"	"kau3"	"【白读】~圈（常熟本地传统的一种房屋形式，《冶塘镇志》记为“高圈”）。"	3	44		"k"	"au"	"k"	"ɔ"
"絞"	"绞"	"tɕiɔ44"	"ciau3"	"【文读】~刑。"	3	44		"c"	"iau"	"tɕ"	"iɔ"
"絞"	"绞"	"gɔ31"	"gau4"	"~丝旁；~捩棒（麻花）。"	4	31		"g"	"au"	"g"	"ɔ"
"狡"	"狡"	"tɕiɔ44"	"ciau3"	"【文读】~猾。"	3	44		"c"	"iau"	"tɕ"	"iɔ"
"攪"	"搅"	"kɔ44"	"kau3"	"【白读】"	3	44		"k"	"au"	"k"	"ɔ"
"攪"	"搅"	"tɕiɔ44"	"ciau3"	"【文读】"	3	44		"c"	"iau"	"tɕ"	"iɔ"
"攪"	"搅"	"gɔ31"	"gau4"	"同“搞”。"	4	31		"g"	"au"	"g"	"ɔ"
"搞"	"搞"	"gɔ31"	"gau4"	"同“搅”。"	4	31		"g"	"au"	"g"	"ɔ"
"教"	"教"	"kɔ423"	"kau5"	"【白读】~化。"	5	423		"k"	"au"	"k"	"ɔ"
"教"	"教"	"tɕiɔ423"	"ciau5"	"【文读】~育；~堂。"	5	423		"c"	"iau"	"tɕ"	"iɔ"
"酵"	"酵"	"kɔ423"	"kau5"	"【白读】发~。"	5	423		"k"	"au"	"k"	"ɔ"
"酵"	"酵"	"tɕiɔ423"	"ciau5"	"【文读】~素。"	5	423		"c"	"iau"	"tɕ"	"iɔ"
"校"	"校"	"kɔ423"	"kau5"	"【白读】~正；~准；~秤。"	5	423		"k"	"au"	"k"	"ɔ"
"校"	"校"	"tɕiɔ423"	"ciau5"	"【文读】~对；上~。"	5	423		"c"	"iau"	"tɕ"	"iɔ"
"校"	"校"	"ɦiɔ213"	"yau6"	"【文读】学~；~长。"	6	213		"y"	"au"	"ɦ"	"iɔ"
"較"	"较"	"tɕiɔ423"	"ciau5"		5	423		"c"	"iau"	"tɕ"	"iɔ"
"敲"	"敲"	"kʰɔ53"	"khau1"		1	53		"kh"	"au"	"kʰ"	"ɔ"
"巧"	"巧"	"kʰɔ44"	"khau3"	"【白读】~果。"	3	44		"kh"	"au"	"kʰ"	"ɔ"
"巧"	"巧"	"tɕʰiɔ44"	"chiau3"	"【文读】"	3	44		"ch"	"iau"	"tɕʰ"	"iɔ"
"咬"	"咬"	"ŋɔ31"	"ngau4"		4	31		"ng"	"au"	"ŋ"	"ɔ"
"孝"	"孝"	"hɔ423"	"hau5"	"【白读】戴~。"	5	423		"h"	"au"	"h"	"ɔ"
"孝"	"孝"	"ɕiɔ423"	"shiau5"	"【文读】~顺。"	5	423		"sh"	"iau"	"ɕ"	"iɔ"
"淆"	"淆"	"ɦiɔ24"	"yau2"		2	24		"y"	"au"	"ɦ"	"iɔ"
"效"	"效"	"ɦiɔ213"	"yau6"		6	213		"y"	"au"	"ɦ"	"iɔ"
"鎬"	"镐"	"ɦɔ31"	"ghau4"	"~京（古都名，在今陕西西安）。"	4	31		"gh"	"au"	"ɦ"	"ɔ"
"鎬"	"镐"	"kɔ44"	"kau3"	"挖土的工具：洋~。"	3	44		"k"	"au"	"k"	"ɔ"
"標"	"标"	"piɔ53"	"piau1"		1	53		"p"	"iau"	"p"	"iɔ"
"表"	"表"	"piɔ44"	"piau3"		3	44		"p"	"iau"	"p"	"iɔ"
"飄"	"飘"	"pʰiɔ53"	"phiau1"		1	53		"ph"	"iau"	"pʰ"	"iɔ"
"漂"	"漂"	"pʰiɔ53"	"phiau1"		1	53		"ph"	"iau"	"pʰ"	"iɔ"
"漂"	"漂"	"pʰiɔ423"	"phiau5"		5	423		"ph"	"iau"	"pʰ"	"iɔ"
"票"	"票"	"pʰiɔ423"	"phiau5"		5	423		"ph"	"iau"	"pʰ"	"iɔ"
"嫖"	"嫖"	"biɔ24"	"biau2"		2	24		"b"	"iau"	"b"	"iɔ"
"苗"	"苗"	"miɔ24"	"miau2"		2	24		"m"	"iau"	"m"	"iɔ"
"描"	"描"	"miɔ24"	"miau2"		2	24		"m"	"iau"	"m"	"iɔ"
"秒"	"秒"	"miɔ31"	"miau4"		4	31		"m"	"iau"	"m"	"iɔ"
"渺"	"渺"	"miɔ31"	"miau4"		4	31		"m"	"iau"	"m"	"iɔ"
"廟"	"庙"	"miɔ213"	"miau6"		6	213		"m"	"iau"	"m"	"iɔ"
"妙"	"妙"	"miɔ213"	"miau6"		6	213		"m"	"iau"	"m"	"iɔ"
"燎"	"燎"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"療"	"疗"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"焦"	"焦"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"
"蕉"	"蕉"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"
"椒"	"椒"	"tsiɔ53"	"tsiau1"		1	53		"ts"	"iau"	"ts"	"iɔ"
"鍬"	"锹"	"tsʰiɔ53"	"tshiau1"		1	53		"tsh"	"iau"	"tsʰ"	"iɔ"
"繰"	"缲"	"tsʰiɔ53"	"tshiau1"		1	53		"tsh"	"iau"	"tsʰ"	"iɔ"
"消"	"消"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"宵"	"宵"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"霄"	"霄"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"銷"	"销"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"小"	"小"	"siɔ44"	"siau3"		3	44		"s"	"iau"	"s"	"iɔ"
"笑"	"笑"	"siɔ423"	"siau5"		5	423		"s"	"iau"	"s"	"iɔ"
"朝"	"朝"	"tʂɔ53"	"cau1"	"明~（明天）。"	1	53		"c"	"au"	"tʂ"	"ɔ"
"朝"	"朝"	"dʐɔ24"	"jau2"	"~鲜；~向；~代。"	2	24		"j"	"au"	"dʐ"	"ɔ"
"超"	"超"	"tʂʰɔ53"	"chau1"		1	53		"ch"	"au"	"tʂʰ"	"ɔ"
"潮"	"潮"	"dʐɔ24"	"jau2"		2	24		"j"	"au"	"dʐ"	"ɔ"
"趙"	"赵"	"dʐɔ31"	"jau4"		4	31		"j"	"au"	"dʐ"	"ɔ"
"兆"	"兆"	"dʐɔ31"	"jau4"		4	31		"j"	"au"	"dʐ"	"ɔ"
"昭"	"昭"	"tʂɔ53"	"cau1"		1	53		"c"	"au"	"tʂ"	"ɔ"
"照"	"照"	"tʂɔ423"	"cau5"		5	423		"c"	"au"	"tʂ"	"ɔ"
"少"	"少"	"ʂɔ423"	"shau5"	"~年。"	5	423		"sh"	"au"	"ʂ"	"ɔ"
"少"	"少"	"ʂɔ44"	"shau3"	"多~。"	3	44		"sh"	"au"	"ʂ"	"ɔ"
"紹"	"绍"	"ʐɔ31"	"zhau4"		4	31		"zh"	"au"	"ʐ"	"ɔ"
"邵"	"邵"	"ʐɔ213"	"zhau6"		6	213		"zh"	"au"	"ʐ"	"ɔ"
"饒"	"饶"	"ȵiɔ24"	"gniau2"		2	24		"gn"	"iau"	"ȵ"	"iɔ"
"繞"	"绕"	"ȵiɔ213"	"gniau6"		6	213		"gn"	"iau"	"ȵ"	"iɔ"
"喬"	"乔"	"dʑiɔ24"	"jiau2"		2	24		"j"	"iau"	"dʑ"	"iɔ"
"橋"	"桥"	"dʑiɔ24"	"jiau2"		2	24		"j"	"iau"	"dʑ"	"iɔ"
"僑"	"侨"	"dʑiɔ24"	"jiau2"		2	24		"j"	"iau"	"dʑ"	"iɔ"
"轎"	"轿"	"dʑiɔ213"	"jiau6"		6	213		"j"	"iau"	"dʑ"	"iɔ"
"妖"	"妖"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"
"邀"	"邀"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"
"要"	"要"	"iɔ53"	"iau1"	"~求。"	1	53			"iau"		"iɔ"
"要"	"要"	"iɔ423"	"iau5"	"重~。"	5	423			"iau"		"iɔ"
"揺"	"揺"	"ɦiɔ24"	"yau2"		2	24		"y"	"au"	"ɦ"	"iɔ"
"謠"	"谣"	"ɦiɔ24"	"yau2"		2	24		"y"	"au"	"ɦ"	"iɔ"
"窯"	"窑"	"ɦiɔ24"	"yau2"		2	24		"y"	"au"	"ɦ"	"iɔ"
"姚"	"姚"	"ɦiɔ24"	"yau2"		2	24		"y"	"au"	"ɦ"	"iɔ"
"舀"	"舀"	"ɦiɔ31"	"yau4"		4	31		"y"	"au"	"ɦ"	"iɔ"
"耀"	"耀"	"ɦiɔ213"	"yau6"		6	213		"y"	"au"	"ɦ"	"iɔ"
"鷂"	"鹞"	"ɦiɔ213"	"yau6"		6	213		"y"	"au"	"ɦ"	"iɔ"
"刁"	"刁"	"tiɔ53"	"tiau1"		1	53		"t"	"iau"	"t"	"iɔ"
"貂"	"貂"	"tiɔ53"	"tiau1"		1	53		"t"	"iau"	"t"	"iɔ"
"雕"	"雕"	"tiɔ53"	"tiau1"		1	53		"t"	"iau"	"t"	"iɔ"
"鳥"	"鸟"	"tiɔ44"	"tiau3"		3	44		"t"	"iau"	"t"	"iɔ"
"鳥"	"鸟"	"ȵiɔ44"	"gniau3"	"模仿北方官话的发音。"	3	44		"gn"	"iau"	"ȵ"	"iɔ"
"釣"	"钓"	"tiɔ423"	"tiau5"		5	423		"t"	"iau"	"t"	"iɔ"
"吊"	"吊"	"tiɔ423"	"tiau5"		5	423		"t"	"iau"	"t"	"iɔ"
"挑"	"挑"	"tʰiɔ53"	"thiau1"		1	53		"th"	"iau"	"tʰ"	"iɔ"
"跳"	"跳"	"tʰiɔ423"	"thiau5"		5	423		"th"	"iau"	"tʰ"	"iɔ"
"條"	"条"	"diɔ24"	"diau2"		2	24		"d"	"iau"	"d"	"iɔ"
"調"	"调"	"diɔ24"	"diau2"		2	24		"d"	"iau"	"d"	"iɔ"
"調"	"调"	"diɔ213"	"diau6"		6	213		"d"	"iau"	"d"	"iɔ"
"掉"	"掉"	"diɔ213"	"diau6"		6	213		"d"	"iau"	"d"	"iɔ"
"尿"	"尿"	"ȵiɔ423"	"gniau5"	"~素；糖~病。"	5	423		"gn"	"iau"	"ȵ"	"iɔ"
"尿"	"尿"	"ʂʯ53"	"shyu1"	"拆~（小便）。"	1	53		"sh"	"yu"	"ʂ"	"ʯ"
"遼"	"辽"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"聊"	"聊"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"撩"	"撩"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"寥"	"寥"	"liɔ24"	"liau2"		2	24		"l"	"iau"	"l"	"iɔ"
"了"	"了"	"liɔ31"	"liau4"		4	31		"l"	"iau"	"l"	"iɔ"
"料"	"料"	"liɔ213"	"liau6"		6	213		"l"	"iau"	"l"	"iɔ"
"蕭"	"萧"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"簫"	"箫"	"siɔ53"	"siau1"		1	53		"s"	"iau"	"s"	"iɔ"
"澆"	"浇"	"tɕiɔ53"	"ciau1"		1	53		"c"	"iau"	"tɕ"	"iɔ"
"繳"	"缴"	"tɕiɔ53"	"ciau1"		1	53		"c"	"iau"	"tɕ"	"iɔ"
"叫"	"叫"	"tɕiɔ423"	"ciau5"		5	423		"c"	"iau"	"tɕ"	"iɔ"
"叫"	"叫"	"kɔ423"	"kau5"	"~花子。"	5	423		"k"	"au"	"k"	"ɔ"
"曉"	"晓"	"ɕiɔ44"	"shiau3"		3	44		"sh"	"iau"	"ɕ"	"iɔ"
"麼"	"幺"	"iɔ53"	"iau1"		1	53			"iau"		"iɔ"
"剖"	"剖"	"pʰᴇ53"	"phei1"		1	53		"ph"	"ei"	"pʰ"	"ᴇ"
"剖"	"剖"	"pʰu53"	"phu1"	"~开。"	1	53		"ph"	"u"	"pʰ"	"u"
"某"	"某"	"mᴇ31"	"mei4"		4	31		"m"	"ei"	"m"	"ᴇ"
"母"	"母"	"mu53"	"mu1"	"【文读】~亲。"	1	53		"m"	"u"	"m"	"u"
"母"	"母"	"mu31"	"mu4"		4	31		"m"	"u"	"m"	"u"
"母"	"母"	"m̩31"	"m4"	"【白读】丈~；伯~。"	4	31			"m"		"m̩"
"姆"	"姆"	"mu31"	"mu4"	"【文读】保~。"	4	31		"m"	"u"	"m"	"u"
"姆"	"姆"	"m̩53"	"m1"	"【白读】~妈（母亲）。"	1	53			"m"		"m̩"
"畝"	"亩"	"mᴇ31"	"mei4"	"【文读】~产。"	4	31		"m"	"ei"	"m"	"ᴇ"
"畝"	"亩"	"m̩31"	"m4"	"【白读】面积单位。"	4	31			"m"		"m̩"
"拇"	"拇"	"mu53"	"mu1"		1	53		"m"	"u"	"m"	"u"
"茂"	"茂"	"mᴇ213"	"mei6"		6	213		"m"	"ei"	"m"	"ᴇ"
"貿"	"贸"	"mᴇ213"	"mei6"		6	213		"m"	"ei"	"m"	"ᴇ"
"兜"	"兜"	"tᴇ53"	"tei1"		1	53		"t"	"ei"	"t"	"ᴇ"
"鬥"	"斗"	"tᴇ423"	"tei5"		5	423		"t"	"ei"	"t"	"ᴇ"
"斗"	"斗"	"tᴇ44"	"tei3"		3	44		"t"	"ei"	"t"	"ᴇ"
"抖"	"抖"	"tᴇ44"	"tei3"		3	44		"t"	"ei"	"t"	"ᴇ"
"陡"	"陡"	"tᴇ44"	"tei3"		3	44		"t"	"ei"	"t"	"ᴇ"
"偷"	"偷"	"tʰᴇ53"	"thei1"		1	53		"th"	"ei"	"tʰ"	"ᴇ"
"透"	"透"	"tʰᴇ423"	"thei5"		5	423		"th"	"ei"	"tʰ"	"ᴇ"
"頭"	"头"	"dᴇ24"	"dei2"		2	24		"d"	"ei"	"d"	"ᴇ"
"投"	"投"	"dᴇ24"	"dei2"		2	24		"d"	"ei"	"d"	"ᴇ"
"豆"	"豆"	"dᴇ213"	"dei6"		6	213		"d"	"ei"	"d"	"ᴇ"
"樓"	"楼"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"漊"	"溇"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"婁"	"娄"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"婁"	"娄"	"liɯ24"	"liou2"	"~塘（上海嘉定地名）。"	2	24		"l"	"iou"	"l"	"iɯ"
"浏"	"浏"	"liɯ24"	"liou2"		2	24		"l"	"iou"	"l"	"iɯ"
"疁"	"疁"	"lᴇ24"	"lei2"	"嘉定的别称。"	2	24		"l"	"ei"	"l"	"ᴇ"
"摟"	"搂"	"lᴇ31"	"lei4"		4	31		"l"	"ei"	"l"	"ᴇ"
"簍"	"篓"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"漏"	"漏"	"lᴇ213"	"lei6"		6	213		"l"	"ei"	"l"	"ᴇ"
"陋"	"陋"	"lᴇ213"	"lei6"		6	213		"l"	"ei"	"l"	"ᴇ"
"走"	"走"	"tsᴇ44"	"tsei3"		3	44		"ts"	"ei"	"ts"	"ᴇ"
"奏"	"奏"	"tsᴇ423"	"tsei5"		5	423		"ts"	"ei"	"ts"	"ᴇ"
"湊"	"凑"	"tsʰᴇ423"	"tshei5"		5	423		"tsh"	"ei"	"tsʰ"	"ᴇ"
"勾"	"勾"	"kᴇ53"	"kei1"		1	53		"k"	"ei"	"k"	"ᴇ"
"勾"	"勾"	"kᴇ423"	"kei5"	"~当。"	5	423		"k"	"ei"	"k"	"ᴇ"
"鉤"	"钩"	"kᴇ53"	"kei1"		1	53		"k"	"ei"	"k"	"ᴇ"
"溝"	"沟"	"kᴇ53"	"kei1"		1	53		"k"	"ei"	"k"	"ᴇ"
"狗"	"狗"	"kᴇ44"	"kei3"		3	44		"k"	"ei"	"k"	"ᴇ"
"夠"	"够"	"kᴇ423"	"kei5"		5	423		"k"	"ei"	"k"	"ᴇ"
"購"	"购"	"kᴇ44"	"kei3"		3	44		"k"	"ei"	"k"	"ᴇ"
"構"	"构"	"kᴇ44"	"kei3"		3	44		"k"	"ei"	"k"	"ᴇ"
"口"	"口"	"kʰᴇ44"	"khei3"		3	44		"kh"	"ei"	"kʰ"	"ᴇ"
"扣"	"扣"	"kʰᴇ423"	"khei5"		5	423		"kh"	"ei"	"kʰ"	"ᴇ"
"藕"	"藕"	"ŋᴇ31"	"ngei4"		4	31		"ng"	"ei"	"ŋ"	"ᴇ"
"偶"	"偶"	"ŋᴇ31"	"ngei4"		4	31		"ng"	"ei"	"ŋ"	"ᴇ"
"吼"	"吼"	"hᴇ44"	"hei3"		3	44		"h"	"ei"	"h"	"ᴇ"
"侯"	"侯"	"ɦᴇ24"	"ghei2"		2	24		"gh"	"ei"	"ɦ"	"ᴇ"
"喉"	"喉"	"ɦᴇ24"	"ghei2"		2	24		"gh"	"ei"	"ɦ"	"ᴇ"
"猴"	"猴"	"ɦᴇ24"	"ghei2"		2	24		"gh"	"ei"	"ɦ"	"ᴇ"
"厚"	"厚"	"ɦᴇ31"	"ghei4"		4	31		"gh"	"ei"	"ɦ"	"ᴇ"
"後"	"后"	"ɦᴇ31"	"ghei4"	"前~；先~；以~。"	4	31		"gh"	"ei"	"ɦ"	"ᴇ"
"后"	"后"	"ɦᴇ31"	"ghei4"	"皇~。"	4	31		"gh"	"ei"	"ɦ"	"ᴇ"
"候"	"候"	"ɦᴇ213"	"ghei6"		6	213		"gh"	"ei"	"ɦ"	"ᴇ"
"歐"	"欧"	"ᴇ53"	"ei1"		1	53			"ei"		"ᴇ"
"甌"	"瓯"	"ᴇ53"	"ei1"		1	53			"ei"		"ᴇ"
"嘔"	"呕"	"ᴇ44"	"ei3"		3	44			"ei"		"ᴇ"
"毆"	"殴"	"ᴇ53"	"ei1"		1	53			"ei"		"ᴇ"
"否"	"否"	"fᴇ44"	"fei3"		3	44		"f"	"ei"	"f"	"ᴇ"
"富"	"富"	"fu423"	"fu5"		5	423		"f"	"u"	"f"	"u"
"副"	"副"	"fu423"	"fu5"		5	423		"f"	"u"	"f"	"u"
"浮"	"浮"	"vᴇ24"	"vei2"		2	24		"v"	"ei"	"v"	"ᴇ"
"浮"	"浮"	"vu24"	"vu2"	"大~（江苏无锡地名）；~桥（江苏太仓地名）。"	2	24		"v"	"u"	"v"	"u"
"婦"	"妇"	"vu31"	"vu4"		4	31		"v"	"u"	"v"	"u"
"負"	"负"	"vᴇ31"	"vei4"		4	31		"v"	"ei"	"v"	"ᴇ"
"謀"	"谋"	"mᴇ24"	"mei2"		2	24		"m"	"ei"	"m"	"ᴇ"
"矛"	"矛"	"mᴇ24"	"mei2"		2	24		"m"	"ei"	"m"	"ᴇ"
"扭"	"扭"	"ȵiɯ44"	"gniou3"		3	44		"gn"	"iou"	"ȵ"	"iɯ"
"流"	"流"	"liɯ24"	"liou2"		2	24		"l"	"iou"	"l"	"iɯ"
"劉"	"刘"	"liɯ24"	"liou2"		2	24		"l"	"iou"	"l"	"iɯ"
"留"	"留"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"瘤"	"瘤"	"lᴇ24"	"lei2"		2	24		"l"	"ei"	"l"	"ᴇ"
"榴"	"榴"	"liɯ24"	"liou2"		2	24		"l"	"iou"	"l"	"iɯ"
"柳"	"柳"	"liɯ31"	"liou4"		4	31		"l"	"iou"	"l"	"iɯ"
"溜"	"溜"	"liɯ53"	"liou1"		1	53		"l"	"iou"	"l"	"iɯ"
"酒"	"酒"	"tsiɯ44"	"tsiou3"		3	44		"ts"	"iou"	"ts"	"iɯ"
"秋"	"秋"	"tsʰiɯ53"	"tshiou1"		1	53		"tsh"	"iou"	"tsʰ"	"iɯ"
"就"	"就"	"dziɯ213"	"dziou6"	"【文读】~业。"	6	213		"dz"	"iou"	"dz"	"iɯ"
"就"	"就"	"zɯ213"	"zou6"	"【白读】副词；~近。"	6	213		"z"	"ou"	"z"	"ɯ"
"修"	"修"	"siɯ53"	"siou1"		1	53		"s"	"iou"	"s"	"iɯ"
"羞"	"羞"	"siɯ53"	"siou1"		1	53		"s"	"iou"	"s"	"iɯ"
"秀"	"秀"	"siɯ423"	"siou5"		5	423		"s"	"iou"	"s"	"iɯ"
"繡"	"绣"	"siɯ423"	"siou5"		5	423		"s"	"iou"	"s"	"iɯ"
"銹"	"锈"	"siɯ423"	"siou5"		5	423		"s"	"iou"	"s"	"iɯ"
"宿"	"宿"	"siɯ423"	"siou5"	"星~。"	5	423		"s"	"iou"	"s"	"iɯ"
"囚"	"囚"	"dziɯ24"	"dziou2"		2	24		"dz"	"iou"	"dz"	"iɯ"
"泅"	"泅"	"dziɯ24"	"dziou2"		2	24		"dz"	"iou"	"dz"	"iɯ"
"袖"	"袖"	"ziɯ213"	"ziou6"		6	213		"z"	"iou"	"z"	"iɯ"
"抽"	"抽"	"tʂʰɯ53"	"chou1"		1	53		"ch"	"ou"	"tʂʰ"	"ɯ"
"醜"	"丑"	"tʂʰɯ44"	"chou3"		3	44		"ch"	"ou"	"tʂʰ"	"ɯ"
"丑"	"丑"	"tʂʰɯ44"	"chou3"		3	44		"ch"	"ou"	"tʂʰ"	"ɯ"
"綢"	"绸"	"dʐɯ24"	"jou2"		2	24		"j"	"ou"	"dʐ"	"ɯ"
"稠"	"稠"	"dʐɯ24"	"jou2"		2	24		"j"	"ou"	"dʐ"	"ɯ"
"籌"	"筹"	"dʐɯ24"	"jou2"		2	24		"j"	"ou"	"dʐ"	"ɯ"
"鄒"	"邹"	"tsᴇ53"	"tsei1"		1	53		"ts"	"ei"	"ts"	"ᴇ"
"皺"	"皱"	"tsᴇ423"	"tsei5"		5	423		"ts"	"ei"	"ts"	"ᴇ"
"愁"	"愁"	"zᴇ24"	"zei2"		2	24		"z"	"ei"	"z"	"ᴇ"
"搜"	"搜"	"sᴇ53"	"sei1"		1	53		"s"	"ei"	"s"	"ᴇ"
"餿"	"馊"	"sᴇ53"	"sei1"		1	53		"s"	"ei"	"s"	"ᴇ"
"瘦"	"瘦"	"sᴇ423"	"sei5"		5	423		"s"	"ei"	"s"	"ᴇ"
"週"	"周"	"tʂɯ53"	"cou1"		1	53		"c"	"ou"	"tʂ"	"ɯ"
"舟"	"舟"	"tʂɯ53"	"cou1"		1	53		"c"	"ou"	"tʂ"	"ɯ"
"州"	"州"	"tʂɯ53"	"cou1"		1	53		"c"	"ou"	"tʂ"	"ɯ"
